Quarter,Time,Tm,Detail,NWE,NYJ
1.0,5:12,Patriots,Wes Welker 11 yard pass from Tom Brady (Stephen Gostkowski kick),7,0
2.0,4:15,Jets,Laveranues Coles 7 yard pass from Chad Pennington (Mike Nugent kick),7,7
,1:07,Patriots,Ben Watson 5 yard pass from Tom Brady (Stephen Gostkowski kick),14,7
3.0,14:46,Patriots,Ellis Hobbs 108 yard kickoff return (Stephen Gostkowski kick),21,7
,7:01,Patriots,Randy Moss 51 yard pass from Tom Brady (Stephen Gostkowski kick),28,7
,2:19,Jets,Laveranues Coles 1 yard pass from Chad Pennington (Mike Nugent kick),28,14
4.0,6:51,Patriots,Stephen Gostkowski 22 yard field goal,31,14
,1:58,Patriots,Heath Evans 1 yard rush (Stephen Gostkowski kick),38,14
