Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Levi Wallace,BUF,0,12,9,75.0%,160,17.8,13.3,1,144.4,10.0,94,66,1,0,1,0.0,1,10,1,9.1%
Jordan Poyer,BUF,0,4,4,100.0%,38,9.5,9.5,1,145.8,6.8,27,11,2,0,0,0.0,0,7,2,22.2%
Taron Johnson,BUF,0,6,3,50.0%,32,10.7,5.3,1,105.6,4.7,21,11,2,0,0,0.0,0,6,3,33.3%
Tremaine Edmunds,BUF,0,6,2,33.3%,34,17.0,5.7,0,53.5,6.2,15,19,2,0,0,0.0,0,7,1,12.5%
Tre'Davious White,BUF,1,5,2,40.0%,24,12.0,4.8,0,15.8,8.0,18,6,0,0,0,0.0,0,4,0,0.0%
Micah Hyde,BUF,1,2,2,100.0%,3,1.5,1.5,0,39.6,1.0,2,1,1,0,0,0.0,0,12,0,0.0%
A.J. Klein,BUF,0,1,1,100.0%,15,15.0,15.0,0,118.7,5.0,5,10,3,0,1,0.0,1,4,2,33.3%
Matt Milano,BUF,0,1,1,100.0%,3,3.0,3.0,0,79.2,-6.0,-6,9,3,0,1,0.0,1,2,1,33.3%
A.J. Epenesa,BUF,0,1,1,100.0%,7,7.0,7.0,0,95.8,7.0,7,0,0,0,0,0.0,0,1,0,0.0%
Vernon Butler,BUF,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
Jerry Hughes,BUF,0,0,0,,,,,,,,,,0,2,0,0.0,2,0,0,
Darryl Johnson,BUF,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Ed Oliver,BUF,0,0,0,,,,,,,,,,0,1,1,0.0,2,1,0,0.0%
Justin Zimmer,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Mario Addison,BUF,0,1,0,0.0%,,,0.0,,39.6,6.0,,,0,1,0,0.0,1,0,0,
Harrison Phillips,BUF,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jason Verrett,SFO,0,11,10,90.9%,127,12.7,11.5,0,114.8,8.5,89,38,1,0,0,0.0,0,11,0,0.0%
Dontae Johnson,SFO,0,7,6,85.7%,46,7.7,6.6,0,94.0,4.0,21,25,2,0,1,0.0,1,8,1,11.1%
Richard Sherman,SFO,0,7,5,71.4%,69,13.8,9.9,2,142.3,7.4,47,22,1,0,0,0.0,0,3,0,0.0%
Tarvarius Moore,SFO,0,4,4,100.0%,65,16.3,16.3,2,158.3,12.3,49,16,0,0,0,0.0,0,6,0,0.0%
Jimmie Ward,SFO,0,4,4,100.0%,49,12.3,12.3,0,117.7,11.0,44,5,4,0,0,0.0,0,7,0,0.0%
Dre Greenlaw,SFO,0,3,2,66.7%,13,6.5,4.3,0,75.7,-2.3,-8,21,4,0,0,0.0,0,6,0,0.0%
Jordan Willis,SFO,0,1,1,100.0%,6,6.0,6.0,0,91.7,4.0,4,2,0,0,0,0.0,0,1,0,0.0%
Dion Jordan,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%
Fred Warner,SFO,0,1,0,0.0%,,,0.0,,39.6,8.0,,,2,1,1,0.0,2,6,0,0.0%
Javon Kinlaw,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Kevin Givens,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Azeez Al-Shaair,SFO,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
