Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Nick Bolton,KAN,0,6,5,83.3%,80,16.0,13.3,1,158.3,9.0,35,45,8,0,0,0.0,0,4,1,20.0%
L'Jarius Sneed,KAN,0,6,4,66.7%,70,17.5,11.7,0,106.2,6.2,42,28,1,0,0,0.0,0,5,0,0.0%
Drue Tranquill,KAN,0,3,2,66.7%,17,8.5,5.7,0,81.2,3.3,9,8,9,1,0,0.0,1,8,2,20.0%
Mike Edwards,KAN,0,2,2,100.0%,17,8.5,8.5,0,102.1,4.5,9,8,1,0,0,0.0,0,3,1,25.0%
Michael Danna,KAN,0,1,1,100.0%,8,8.0,8.0,0,100.0,6.0,6,2,0,0,2,0.0,2,2,0,0.0%
Leo Chenal,KAN,0,1,1,100.0%,5,5.0,5.0,0,87.5,2.0,2,3,1,1,0,0.0,1,2,1,33.3%
Justin Reid,KAN,0,2,1,50.0%,22,22.0,11.0,0,89.6,1.5,3,19,7,0,0,1.0,1,4,2,33.3%
Chamarri Conner,KAN,0,2,1,50.0%,,,0.0,,56.2,24.0,,,1,0,0,0.0,0,2,0,0.0%
Joshua Williams,KAN,0,2,1,50.0%,6,6.0,3.0,0,56.2,22.5,6,0,0,0,0,0.0,0,3,0,0.0%
Jaylen Watson,KAN,0,2,1,50.0%,8,8.0,4.0,0,60.4,22.0,8,0,0,0,0,0.0,0,2,0,0.0%
Trent McDuffie,KAN,0,7,1,14.3%,39,39.0,5.6,0,50.3,11.6,19,20,2,0,0,0.0,0,1,0,0.0%
George Karlaftis III,KAN,0,0,0,,,,,,,,,,3,1,0,1.0,2,4,0,0.0%
Tershawn Wharton,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,1,25.0%
Charles Omenihu,KAN,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Chris Jones,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,1,100.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kyle Hamilton,BAL,0,9,8,88.9%,55,6.9,6.1,1,129.2,6.8,20,35,2,0,1,0.0,1,11,1,8.3%
Roquan Smith,BAL,0,7,6,85.7%,39,6.5,5.6,0,89.9,3.4,18,21,2,0,1,0.0,1,16,0,0.0%
Brandon Stephens,BAL,0,5,5,100.0%,48,9.6,9.6,0,106.7,7.4,37,11,0,0,0,0.0,0,9,0,0.0%
Ronald Darby,BAL,0,4,3,75.0%,36,12.0,9.0,0,102.1,11.8,27,9,1,0,0,0.0,0,4,0,0.0%
Arthur Maulet,BAL,0,3,2,66.7%,33,16.5,11.0,0,103.5,10.7,28,5,2,1,0,0.0,1,2,0,0.0%
Marlon Humphrey,BAL,0,2,2,100.0%,8,4.0,4.0,0,83.3,-3.5,-7,15,0,0,0,0.0,0,1,1,50.0%
Kyle Van Noy,BAL,0,1,1,100.0%,-4,-4.0,-4.0,0,79.2,-5.0,-5,1,0,1,1,0.0,2,3,0,0.0%
Patrick Queen,BAL,0,1,1,100.0%,6,6.0,6.0,0,91.7,2.0,2,4,1,0,1,0.0,1,8,1,11.1%
Marcus Williams,BAL,0,3,1,33.3%,9,9.0,3.0,0,42.4,8.3,5,4,0,0,0,0.0,0,3,0,0.0%
Ar'Darius Washington,BAL,0,1,1,100.0%,8,8.0,8.0,0,100.0,7.0,7,1,0,0,0,0.0,0,1,0,0.0%
Justin Madubuike,BAL,0,0,0,,,,,,,,,,0,3,0,0.5,4,6,1,14.3%
Jadeveon Clowney,BAL,0,0,0,,,,,,,,,,0,3,0,1.0,4,2,0,0.0%
Odafe Oweh,BAL,0,0,0,,,,,,,,,,2,1,1,0.0,2,1,0,0.0%
Michael Pierce,BAL,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
Broderick Washington Jr.,BAL,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Brent Urban,BAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
Malik Harrison,BAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%
