Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
3,2:41,4,17,KAN 49,17,7,Jordan Stout punts 42 yards downed by Geno Stone,0.000,0.380
3,2:31,1,10,KAN 7,17,7,Isiah Pacheco left tackle for 3 yards (tackle by Patrick Queen),-0.380,-0.560
3,1:55,2,7,KAN 10,17,7,Isiah Pacheco right end for 1 yard (tackle by Brent Urban),-0.560,-0.950
3,1:07,3,6,KAN 11,17,7,Patrick Mahomes pass incomplete short right,-0.950,-2.490
3,1:01,4,6,KAN 11,17,7,"Tommy Townsend punts 53 yards, returned by Devin Duvernay for no gain (tackle by Joshua Williams and Nic Jones)",-2.490,-1.330
3,0:49,1,10,BAL 36,17,7,"Lamar Jackson pass complete deep left to Zay Flowers for 54 yards (tackle by L'Jarius Sneed). Penalty on Zay Flowers: Taunting / Offense, 15 yards (accepted)",1.330,3.910
3,0:32,1,10,KAN 25,17,7,Lamar Jackson pass incomplete short left intended for Justice Hill,3.910,3.360
3,0:26,2,10,KAN 25,17,7,Lamar Jackson pass complete short left to Zay Flowers for 14 yards (tackle by Nick Bolton),3.360,4.840
3,0:04,1,10,KAN 11,17,7,Lamar Jackson pass complete short left to Rashod Bateman for 2 yards (tackle by Tershawn Wharton and Michael Danna),4.840,4.510
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,KAN 9,17,7,"Lamar Jackson pass complete short middle to Zay Flowers for 8 yards. Zay Flowers fumbles (forced by L'Jarius Sneed), recovered by Trent McDuffie in end zone",4.510,-0.280
4,14:52,1,10,KAN 20,17,7,Isiah Pacheco up the middle for 3 yards (tackle by Malik Harrison and Roquan Smith),0.280,0.140
4,14:09,2,7,KAN 23,17,7,Patrick Mahomes pass incomplete short right intended for Noah Gray,0.140,-0.560
4,14:03,3,7,KAN 23,17,7,Patrick Mahomes pass complete short left to Travis Kelce for 14 yards (tackle by Brandon Stephens),-0.560,1.400
4,13:24,,,,,,Timeout #1 by Kansas City Chiefs,,
4,13:24,1,10,KAN 37,17,7,Isiah Pacheco up the middle for 3 yards (tackle by Brandon Stephens and Roquan Smith),1.400,1.260
4,12:43,2,7,KAN 40,17,7,"Patrick Mahomes pass complete to Justin Watson for no gain (tackle by Brandon Stephens). Penalty on Jadeveon Clowney: Roughing the Passer, 15 yards (accepted) (no play)",1.260,2.590
4,12:23,1,10,BAL 45,17,7,Patrick Mahomes sacked by Jadeveon Clowney for -9 yards,2.590,0.830
4,11:34,2,19,KAN 46,17,7,Patrick Mahomes pass complete short right to Rashee Rice for 6 yards (tackle by Roquan Smith and Kyle Hamilton),0.830,0.960
4,10:50,3,13,BAL 48,17,7,Patrick Mahomes pass incomplete short left intended for Noah Gray,0.960,0.070
4,10:44,4,13,BAL 48,17,7,Tommy Townsend punts 47 yards downed by Justin Watson,0.070,0.380
4,10:35,1,10,BAL 1,17,7,Lamar Jackson pass incomplete deep left intended for Rashod Bateman,-0.380,-0.780
4,10:30,2,10,BAL 1,17,7,Lamar Jackson pass complete short left to Isaiah Likely for 10 yards (tackle by Drue Tranquill),-0.780,-0.370
4,10:21,1,10,BAL 11,17,7,Lamar Jackson pass incomplete deep left intended for Odell Beckham,-0.370,-0.780
4,10:15,2,10,BAL 11,17,7,Lamar Jackson scrambles left end for 9 yards (tackle by George Karlaftis),-0.780,-0.370
4,9:41,3,1,BAL 20,17,7,Lamar Jackson sacked by Tershawn Wharton for -2 yards,-0.370,-2.240
4,8:48,4,3,BAL 18,17,7,Lamar Jackson pass complete short right to Odell Beckham for 6 yards (tackle by Mike Edwards),-2.240,0.480
4,8:25,1,10,BAL 23,17,7,Lamar Jackson pass incomplete deep right intended for Rashod Bateman,0.480,0.000
4,8:17,2,10,BAL 24,17,7,Lamar Jackson pass complete short left to Odell Beckham for 8 yards (tackle by Jaylen Watson),0.000,0.370
4,7:48,3,2,BAL 32,17,7,Gus Edwards right guard for 4 yards (tackle by Tershawn Wharton and Mike Edwards),0.370,1.330
4,7:28,1,10,BAL 36,17,7,Lamar Jackson pass complete deep left to Nelson Agholor for 39 yards (tackle by Jaylen Watson),1.330,3.910
4,6:58,1,10,KAN 25,17,7,Lamar Jackson pass incomplete deep left intended for Odell Beckham,3.910,3.360
4,6:54,2,10,KAN 25,17,7,Lamar Jackson pass deep middle intended for Isaiah Likely is intercepted by Deon Bush in end zone and returned for no gain,3.360,-0.280
4,6:45,1,10,KAN 20,17,7,Isiah Pacheco right guard for 4 yards (tackle by Kyle Van Noy),0.280,0.270
4,6:05,2,6,KAN 24,17,7,Patrick Mahomes sacked by and Michael Pierce for -2 yards and Justin Madubuike for -2 yards,0.270,-0.690
4,5:53,,,,,,Timeout #1 by Baltimore Ravens,,
4,5:53,3,8,KAN 22,17,7,Isiah Pacheco left end for 5 yards (tackle by Patrick Queen),-0.690,-1.570
4,5:13,4,3,KAN 27,17,7,"Tommy Townsend punts 48 yards, returned by Devin Duvernay for 21 yards (tackle by Chamarri Conner)",-1.570,-1.990
4,5:00,1,10,BAL 46,17,7,Lamar Jackson sacked by George Karlaftis for -4 yards,1.990,0.910
4,4:36,2,14,BAL 42,17,7,Lamar Jackson pass complete short left to Odell Beckham for 8 yards (tackle by L'Jarius Sneed),0.910,1.290
4,4:31,3,6,BAL 50,17,7,Lamar Jackson pass complete short middle to Justice Hill for 7 yards (tackle by Drue Tranquill),1.290,2.720
4,4:01,1,10,KAN 43,17,7,Lamar Jackson scrambles up the middle for 2 yards (tackle by Drue Tranquill),2.720,2.450
4,3:36,2,8,KAN 41,17,7,Lamar Jackson pass complete short middle to Justice Hill for 11 yards (tackle by Mike Edwards),2.450,3.580
4,3:17,1,10,KAN 30,17,7,Lamar Jackson scrambles right end for 5 yards (tackle by Chamarri Conner),3.580,3.710
4,2:56,2,5,KAN 25,17,7,Lamar Jackson pass incomplete short middle intended for Odell Beckham (defended by Trent McDuffie),3.710,3.010
4,2:45,3,5,KAN 25,17,7,Lamar Jackson pass incomplete deep right,3.010,1.850
4,2:38,4,5,KAN 25,17,10,Justin Tucker 43 yard field goal good,1.850,3.000
4,2:34,,,BAL 35,17,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,2:34,1,10,KAN 25,17,10,Isiah Pacheco for no gain (no play),0.610,1.340
4,2:27,1,5,KAN 30,17,10,"Penalty on Roquan Smith: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",1.340,1.930
4,2:27,1,10,KAN 45,17,10,Isiah Pacheco up the middle for -1 yards (tackle by Michael Pierce),1.930,1.250
4,2:23,,,,,,Timeout #2 by Baltimore Ravens,,
4,2:23,2,11,KAN 44,17,10,Isiah Pacheco right tackle for 2 yards (tackle by Marcus Williams),1.250,0.830
4,2:19,,,,,,Timeout #3 by Baltimore Ravens,,
4,2:19,3,9,KAN 46,17,10,Patrick Mahomes pass complete deep middle to Marquez Valdes-Scantling for 32 yards (tackle by Arthur Maulet),0.830,4.110
4,2:00,1,10,BAL 22,17,10,Patrick Mahomes kneels for -1 yards,4.110,3.430
4,1:19,2,11,BAL 23,17,10,Patrick Mahomes kneels for -1 yards,3.430,2.610
4,0:39,3,12,BAL 24,17,10,Patrick Mahomes kneels for -1 yards,2.610,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
