Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Travis Kelce,KAN,11,11,116,1,6,82,7.5,34,3.1,7.5,0,,0,0.0,0,140.9
Rashee Rice,KAN,9,8,46,0,3,0,0.0,46,5.8,4.6,1,8.0,0,0.0,0,88.0
Isiah Pacheco,KAN,4,4,14,0,1,-2,-0.5,16,4.0,-0.5,0,,0,0.0,0,81.2
Marquez Valdes-Scantling,KAN,2,2,38,0,1,37,18.5,1,0.5,18.5,0,,0,0.0,0,118.7
Clyde Edwards-Helaire,KAN,2,2,3,0,,-6,-3.0,9,4.5,-3.0,0,,0,0.0,0,79.2
Noah Gray,KAN,5,2,8,0,,0,0.0,8,4.0,7.0,1,2.0,0,0.0,0,47.9
Justin Watson,KAN,2,1,16,0,1,11,11.0,5,5.0,11.0,0,,0,0.0,0,77.1
Richie James,KAN,1,0,0,0,,0,,0,,4.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Zay Flowers,BAL,8,5,115,1,3,77,15.4,38,7.6,11.0,1,5.0,0,0.0,0,145.8
Justice Hill,BAL,7,4,34,0,3,4,1.0,30,7.5,-0.7,1,4.0,1,14.3,0,69.9
Odell Beckham Jr.,BAL,6,3,22,0,1,20,6.7,2,0.7,16.5,0,,0,0.0,0,59.0
Isaiah Likely,BAL,3,2,16,0,1,7,3.5,9,4.5,12.3,0,,0,0.0,1,40.3
Mark Andrews,BAL,2,2,15,0,,15,7.5,0,0.0,7.5,0,,0,0.0,0,97.9
Lamar Jackson,BAL,1,1,13,0,1,-1,-1.0,14,14.0,-1.0,0,,0,0.0,0,118.7
Nelson Agholor,BAL,3,1,39,0,1,19,19.0,20,20.0,18.0,0,,1,33.3,0,81.9
Gus Edwards,BAL,1,1,16,0,1,1,1.0,15,15.0,1.0,0,,0,0.0,0,118.7
Rashod Bateman,BAL,3,1,2,0,,-3,-3.0,5,5.0,17.0,0,,0,0.0,0,42.4
