Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
1,8:04,1,10,SDG 33,0,7,Philip Rivers pass complete short right to Travis Benjamin for 9 yards (tackle by Jonathan Cyprien),1.140,1.810
1,7:20,2,1,SDG 42,0,7,Danny Woodhead middle for 2 yards (tackle by Malik Jackson and Paul Posluszny),1.810,1.860
1,6:43,1,10,SDG 44,0,7,Melvin Gordon left tackle for 4 yards (tackle by Jalen Ramsey and Paul Posluszny),1.860,1.860
1,6:05,2,6,SDG 48,0,7,Melvin Gordon right guard for -2 yards (tackle by Roy Miller),1.860,0.890
1,5:24,3,8,SDG 46,0,7,Philip Rivers pass incomplete short right intended for Dontrelle Inman,0.890,-0.320
1,5:16,4,8,SDG 46,0,7,"Drew Kaser punts 48 yards, returned by Rashad Greene for 8 yards (tackle by Craig Mager)",-0.320,0.280
1,5:04,1,10,JAX 14,0,7,T.J. Yeldon right end for 4 yards (tackle by Casey Hayward),-0.280,-0.210
1,4:25,2,6,JAX 18,0,7,T.J. Yeldon left tackle for 2 yards (tackle by Corey Liuget and Denzel Perryman),-0.210,-0.680
1,3:40,3,4,JAX 20,0,7,Blake Bortles pass incomplete short middle intended for Marqise Lee is intercepted by Casey Hayward at JAX-32 and returned for -2 yards,-0.680,-3.310
1,3:28,1,10,JAX 34,0,7,Melvin Gordon right guard for 2 yards (tackle by Paul Posluszny and Davon House),3.310,3.040
1,2:55,2,8,JAX 32,0,7,Philip Rivers pass complete short right to Danny Woodhead for 4 yards (tackle by Telvin Smith),3.040,2.870
1,2:15,3,4,JAX 28,0,7,Philip Rivers pass complete short right to Antonio Gates for 7 yards (tackle by Paul Posluszny and Davon House),2.870,4.170
1,1:40,1,10,JAX 21,0,7,Melvin Gordon right end for 4 yards (tackle by Paul Posluszny),4.170,4.200
1,1:06,2,6,JAX 17,0,7,Melvin Gordon middle for -1 yards (tackle by Telvin Smith),4.200,3.310
1,0:22,3,7,JAX 18,0,7,Philip Rivers pass complete short middle to Tyrell Williams for 12 yards (tackle by Jalen Ramsey),3.310,5.830
Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,6,JAX 6,0,13,"Philip Rivers pass complete short left to Travis Benjamin for 6 yards, touchdown",5.830,7.000
2,15:00,,,JAX 6,0,14,Josh Lambo kicks extra point good,0.000,0.000
2,15:00,,,SDG 35,0,14,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,14:54,1,10,JAX 25,0,14,Blake Bortles pass complete deep middle to Allen Hurns for 19 yards (tackle by Dwight Lowery),0.610,1.860
2,14:21,1,10,JAX 44,0,14,T.J. Yeldon right end for 15 yards (tackle by Melvin Ingram),1.860,2.850
2,13:37,1,10,SDG 41,0,14,Blake Bortles pass incomplete deep middle intended for Julius Thomas,2.850,2.310
2,13:30,2,10,SDG 41,0,14,Blake Bortles pass complete short left to Marqise Lee for 6 yards (tackle by Dwight Lowery and Brandon Flowers),2.310,2.310
2,12:50,2,10,SDG 41,0,14,Timeout #1 by Los Angeles Chargers,2.310,2.410
2,12:50,3,4,SDG 35,0,14,Blake Bortles pass complete short left to T.J. Yeldon for -1 yards (tackle by Jatavis Brown and Manti Te'o),2.410,0.880
2,12:11,4,5,SDG 36,0,14,Jason Myers 54 yard field goal no good,0.880,-1.860
2,12:05,1,10,SDG 44,0,14,Philip Rivers pass complete deep right to Travis Benjamin for 43 yards (tackle by Tashaun Gipson),1.860,4.710
2,11:32,1,10,JAX 13,0,14,Melvin Gordon middle for 2 yards (tackle by Dante Fowler),4.710,4.390
2,10:50,2,8,JAX 11,0,14,Philip Rivers pass incomplete short middle intended for Antonio Gates,4.390,3.450
2,10:45,3,8,JAX 11,0,14,Philip Rivers pass complete short right to Dontrelle Inman for 7 yards (tackle by Dwayne Gratz and Telvin Smith),3.450,3.040
2,10:21,4,1,JAX 4,0,14,"Penalty on Sen'Derrick Marks: Defensive Offside, 2 yards (no play)",3.040,6.740
2,9:58,1,2,JAX 2,0,20,"Philip Rivers pass complete short left to Antonio Gates for 2 yards, touchdown",6.740,7.000
2,9:58,,,JAX 2,0,21,Josh Lambo kicks extra point good,0.000,0.000
2,9:58,,,SDG 35,0,21,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,9:54,1,10,JAX 25,0,21,"T.J. Yeldon right end for 6 yards (tackle by Jahleel Addae and Denzel Perryman). Penalty on Jermey Parnell: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,9:46,1,20,JAX 15,0,21,Blake Bortles pass incomplete short left intended for Allen Robinson,-0.410,-1.430
2,9:40,2,20,JAX 15,0,21,Blake Bortles pass complete short middle to Rashad Greene for 7 yards (tackle by Brandon Flowers),-1.430,-1.020
2,9:00,3,13,JAX 22,0,21,"Blake Bortles sacked by Melvin Ingram for -4 yards. Blake Bortles fumbles (forced by Melvin Ingram), recovered by Corey Liuget at JAX-18 (tackle by Jermey Parnell)",-1.020,-4.370
2,8:49,1,10,JAX 18,0,21,Philip Rivers pass complete short middle to Melvin Gordon for 4 yards (tackle by Paul Posluszny),4.370,4.430
2,8:18,2,6,JAX 14,0,21,Melvin Gordon middle for 3 yards (tackle by Roy Miller and Yannick Ngakoue),4.430,4.260
2,7:29,3,3,JAX 11,0,21,Melvin Gordon middle for 8 yards (tackle by Jonathan Cyprien and Paul Posluszny),4.260,6.510
2,6:45,1,3,JAX 3,0,21,Melvin Gordon middle for 2 yards (tackle by Jonathan Cyprien and Dante Fowler),6.510,5.910
2,5:52,2,1,JAX 1,0,21,Melvin Gordon middle for no gain (tackle by Paul Posluszny). Penalty on Jared Odrick: Defensive Offside (no play),5.910,5.910
2,5:33,2,1,JAX 1,0,21,Philip Rivers pass incomplete. Penalty on Hayes Pullard: Defensive Holding (no play),5.910,6.970
2,5:26,1,1,JAX 1,0,21,"Penalty on Sean McGrath: False Start, 4 yards (no play)",6.970,6.060
2,5:26,1,5,JAX 5,0,21,Philip Rivers pass incomplete short middle intended for Tyrell Williams,6.060,5.150
2,5:22,2,5,JAX 5,0,21,"Philip Rivers sacked by Yannick Ngakoue for -4 yards. Philip Rivers fumbles (forced by Yannick Ngakoue), recovered by Jonathan Cyprien at JAX-6 (tackle by Dontrelle Inman)",5.150,0.380
2,5:13,1,10,JAX 6,0,21,"Blake Bortles pass incomplete short left intended for T.J. Yeldon. Penalty on Denzel Perryman: Defensive Pass Interference, 14 yards (no play)",-0.380,0.280
2,5:08,1,10,JAX 20,0,21,Blake Bortles pass complete short right to T.J. Yeldon for 7 yards (tackle by Denzel Perryman),0.280,0.680
2,4:31,2,3,JAX 27,0,21,T.J. Yeldon left guard for 5 yards (tackle by Brandon Flowers),0.680,1.070
2,3:58,1,10,JAX 32,0,21,Blake Bortles pass complete short left to T.J. Yeldon for 7 yards (tackle by Jahleel Addae),1.070,1.470
2,3:31,2,3,JAX 39,0,21,Blake Bortles pass complete short middle to Julius Thomas for 22 yards (tackle by Dwight Lowery),1.470,2.980
2,3:01,1,10,SDG 39,0,21,Blake Bortles pass incomplete deep left intended for Rashad Greene is intercepted by Casey Hayward at SDG-0 and returned for 31 yards,2.980,-1.000
2,2:46,1,10,SDG 31,0,21,Philip Rivers sacked by Dante Fowler for -6 yards,1.000,-0.350
2,2:00,2,16,SDG 25,0,21,Philip Rivers pass complete short left to Melvin Gordon for 3 yards (tackle by Jalen Ramsey),-0.350,-0.630
2,1:12,3,13,SDG 28,0,21,Melvin Gordon middle for 1 yard (tackle by Yannick Ngakoue),-0.630,-0.630
2,1:06,3,13,SDG 28,0,21,Timeout #1 by Jacksonville Jaguars,-0.630,-1.440
2,1:06,4,12,SDG 29,0,21,"Drew Kaser punts 56 yards, returned by Rashad Greene for 1 yard (tackle by Jeremiah Attaochu). Penalty on Josh Johnson: Illegal Block Above the Waist, 8 yards",-1.440,0.380
2,0:51,1,10,JAX 8,0,21,Blake Bortles pass complete short left to Julius Thomas for 8 yards (tackle by Jahleel Addae),-0.380,-0.090
2,0:33,2,2,JAX 16,0,21,Blake Bortles pass complete short left to Julius Thomas for 24 yards (tackle by Casey Hayward and Jatavis Brown),-0.090,-0.090
2,0:26,2,2,JAX 16,0,21,Timeout #2 by Jacksonville Jaguars,-0.090,1.600
2,0:26,1,10,JAX 40,0,21,Blake Bortles pass complete short left to Marqise Lee for 22 yards (tackle by Casey Hayward),1.600,1.600
2,0:16,1,10,JAX 40,0,21,Timeout #2 by Los Angeles Chargers,1.600,3.050
2,0:16,1,10,SDG 38,0,21,Blake Bortles sacked by Melvin Ingram for -6 yards,3.050,3.050
2,0:09,1,10,SDG 38,0,21,Timeout #3 by Jacksonville Jaguars,3.050,3.050
2,0:09,1,10,SDG 38,0,21,Timeout #3 by Los Angeles Chargers,3.050,1.700
2,0:09,2,16,SDG 44,0,21,Blake Bortles pass complete short right to T.J. Yeldon for -4 yards (tackle by Jahleel Addae),1.700,0.500
Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,0,21,"Josh Lambo kicks off 61 yards, returned by Corey Grant for 20 yards (tackle by Darrell Stuckey)",0.000,0.540
3,14:55,1,10,JAX 24,0,21,T.J. Yeldon right tackle for 1 yard (tackle by Denzel Perryman),0.540,0.130
3,14:17,2,9,JAX 25,0,21,T.J. Yeldon middle for 2 yards (tackle by Kyle Emanuel),0.130,-0.300
3,13:39,3,7,JAX 27,0,21,"Blake Bortles pass complete short left to Julius Thomas for 4 yards (tackle by Jatavis Brown). Penalty on Luke Joeckel: Offensive Holding, 10 yards (no play)",-0.300,-1.850
3,13:13,3,17,JAX 17,0,21,Blake Bortles pass complete short right to T.J. Yeldon for 8 yards (tackle by Jatavis Brown),-1.850,-1.700
3,12:35,4,9,JAX 25,0,21,"Brad Nortman punts 39 yards, returned by Travis Benjamin for 9 yards (tackle by Neal Sterling)",-1.700,-1.930
3,12:27,1,10,SDG 45,0,21,"Philip Rivers pass incomplete short right intended for Dontrelle Inman. Penalty on Davon House: Defensive Pass Interference, 13 yards (no play)",1.930,2.790
3,12:21,1,10,JAX 42,0,21,Melvin Gordon middle for -1 yards (tackle by Telvin Smith),2.790,2.110
3,11:40,2,11,JAX 43,0,21,Travis Benjamin for -1 yards (tackle by Jalen Ramsey),2.110,2.110
3,11:06,2,11,JAX 43,0,21,Timeout #1 by Los Angeles Chargers,2.110,1.290
3,11:06,3,12,JAX 44,0,27,"Philip Rivers pass complete short right to Tyrell Williams for 44 yards, touchdown",1.290,7.000
3,11:06,,,JAX 44,0,28,Josh Lambo kicks extra point good,0.000,0.000
3,11:06,,,SDG 35,0,28,"Josh Lambo kicks off 63 yards, returned by Corey Grant for 23 yards (tackle by Casey Hayward)",0.000,-0.610
3,10:45,1,10,JAX 25,0,28,Blake Bortles pass complete short middle to Julius Thomas for 17 yards (tackle by Manti Te'o),0.610,1.730
3,10:07,1,10,JAX 42,0,28,Blake Bortles pass incomplete short right intended for Marcedes Lewis (defended by Denzel Perryman),1.730,1.190
3,10:02,2,10,JAX 42,0,28,"Penalty on Luke Joeckel: False Start, 5 yards (no play)",1.190,0.510
3,10:02,2,15,JAX 37,0,28,Blake Bortles pass incomplete short left intended for T.J. Yeldon,0.510,-0.160
3,9:58,3,15,JAX 37,0,28,Blake Bortles pass incomplete short left intended for Allen Robinson,-0.160,-0.910
3,9:52,4,15,JAX 37,0,28,"Brad Nortman punts 56 yards, returned by Travis Benjamin for 12 yards (tackle by Ben Koyack)",-0.910,-0.150
3,9:39,1,10,SDG 19,0,28,Melvin Gordon for 19 yards (tackle by Tashaun Gipson),0.150,1.470
3,9:11,1,10,SDG 38,0,28,Philip Rivers pass complete short right to Travis Benjamin for 1 yard (tackle by Dwayne Gratz),1.470,1.060
3,8:33,2,9,SDG 39,0,28,Philip Rivers pass incomplete short left intended for Kenneth Farrow,1.060,0.370
3,8:28,3,9,SDG 39,0,28,Philip Rivers sacked by Dante Fowler for -6 yards,0.370,-1.180
3,7:58,4,15,SDG 33,0,28,"Drew Kaser punts 39 yards, fair catch by Rashad Greene",-1.180,-0.810
3,7:52,1,10,JAX 28,0,28,Blake Bortles pass complete deep left to Allen Hurns for 24 yards,0.810,2.390
3,7:33,1,10,SDG 48,0,28,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by Jason Verrett),2.390,1.850
3,7:27,2,10,SDG 48,0,28,Blake Bortles pass incomplete (defended by Tourek Williams),1.850,1.160
3,7:22,3,10,SDG 48,0,28,Blake Bortles pass incomplete deep middle intended for Allen Hurns (defended by Jahleel Addae),1.160,0.070
3,7:16,4,10,SDG 48,0,28,Brad Nortman punts 41 yards,0.070,0.380
3,7:06,1,10,SDG 7,0,28,Melvin Gordon middle for 8 yards (tackle by Davon House),-0.380,-0.140
3,6:24,2,2,SDG 15,0,28,Melvin Gordon middle for 3 yards (tackle by Jonathan Cyprien),-0.140,-0.140
3,5:38,2,2,SDG 15,0,28,Timeout #2 by Los Angeles Chargers,-0.140,0.040
3,5:38,1,10,SDG 18,0,28,Melvin Gordon middle for 5 yards (tackle by Davon House and Telvin Smith),0.040,0.280
3,4:59,2,5,SDG 23,0,28,Philip Rivers pass incomplete short left intended for Tyrell Williams,0.280,-0.530
3,4:55,3,5,SDG 23,0,28,Philip Rivers middle for 10 yards (tackle by Paul Posluszny),-0.530,1.140
3,4:10,1,10,SDG 33,0,28,"Kenneth Farrow middle for 3 yards (tackle by Davon House). Penalty on Jared Odrick: Defensive Offside, 5 yards, Penalty on Jared Odrick: Unsportsmanlike Conduct, 15 yards (no play)",1.140,2.460
3,3:41,1,10,JAX 47,0,28,Melvin Gordon right end for 2 yards (tackle by Roy Miller and Abry Jones),2.460,2.180
3,2:57,2,8,JAX 45,0,34,"Philip Rivers pass complete deep right to Travis Benjamin for 45 yards, touchdown",2.180,7.000
3,2:57,,,JAX 45,0,35,Josh Lambo kicks extra point good,0.000,0.000
3,2:57,,,SDG 35,0,35,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,2:47,1,10,JAX 25,0,35,Blake Bortles pass complete short right to Allen Hurns for 9 yards (tackle by Jason Verrett),0.610,1.280
3,2:09,2,1,JAX 34,0,35,Blake Bortles pass incomplete short middle intended for Julius Thomas (defended by Dwight Lowery),1.280,0.560
3,2:03,3,1,JAX 34,0,35,Blake Bortles right end for 3 yards (tackle by Brandon Flowers),0.560,1.400
3,1:24,1,10,JAX 37,0,35,Blake Bortles left end for 24 yards (tackle by Dwight Lowery),1.400,2.980
3,0:43,1,10,SDG 39,0,35,Blake Bortles pass incomplete deep left intended for Marqise Lee,2.980,2.440
3,0:38,2,10,SDG 39,0,35,Blake Bortles pass complete short middle to Allen Robinson for 10 yards (tackle by Caraun Reid and Brandon Flowers),2.440,3.640
3,0:11,1,10,SDG 29,0,35,Blake Bortles pass complete short left to T.J. Yeldon for -1 yards (tackle by Caraun Reid and Manti Te'o),3.640,2.970
Quarter,Time,Down,ToGo,Location,JAX,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,SDG 30,0,35,Blake Bortles pass incomplete short middle intended for Allen Hurns (defended by Caraun Reid),2.970,2.280
4,14:55,3,11,SDG 30,0,35,Blake Bortles pass complete short right to Allen Hurns for 7 yards (tackle by Brandon Flowers),2.280,2.000
4,14:27,4,4,SDG 23,0,35,Blake Bortles pass complete short left to Marqise Lee for 14 yards (tackle by Jahleel Addae),2.000,5.140
4,13:42,1,9,SDG 9,0,35,Blake Bortles pass complete short middle to Allen Hurns for 5 yards (tackle by Jatavis Brown),5.140,5.340
4,12:59,2,4,SDG 4,6,35,"Blake Bortles pass complete short middle to Marcedes Lewis for 4 yards, touchdown",5.340,7.000
4,12:59,,,SDG 4,7,35,Jason Myers kicks extra point good,0.000,0.000
4,12:59,,,JAX 35,7,35,"Jason Myers kicks onside 8 yards, recovered by Dontrelle Inman",0.000,-2.720
4,12:52,1,10,JAX 43,7,35,Melvin Gordon left end for -4 yards (tackle by Sheldon Day),2.720,1.640
4,12:09,2,14,JAX 47,7,35,"Philip Rivers pass incomplete short middle intended for Dontrelle Inman. Penalty on Jonathan Cyprien: Defensive Holding, 5 yards (no play)",1.640,2.790
4,12:03,1,10,JAX 42,7,35,Melvin Gordon left end for 11 yards (tackle by Telvin Smith),2.790,3.510
4,11:26,1,10,JAX 31,7,35,Kenneth Farrow left tackle for 1 yard (tackle by Dante Fowler),3.510,3.100
4,10:47,2,9,JAX 30,7,35,Philip Rivers pass complete short middle to Melvin Gordon for 11 yards (tackle by Myles Jack),3.100,4.310
4,10:06,1,10,JAX 19,7,35,Melvin Gordon middle for 3 yards (tackle by Myles Jack),4.310,4.180
4,9:26,2,7,JAX 16,7,35,Kenneth Farrow right end for 4 yards (tackle by Davon House and Malik Jackson),4.180,4.190
4,8:40,3,3,JAX 12,7,35,Philip Rivers pass complete short middle to Tyrell Williams for 5 yards (tackle by Jonathan Cyprien),4.190,5.600
4,7:59,1,7,JAX 7,7,35,Melvin Gordon right end for no gain (tackle by Dante Fowler and Jonathan Cyprien),5.600,4.760
4,7:16,2,7,JAX 7,7,35,Philip Rivers pass incomplete short left intended for Antonio Gates,4.760,3.810
4,7:09,3,7,JAX 7,7,35,Philip Rivers pass incomplete short left intended for Dontrelle Inman,3.810,2.970
4,7:04,4,7,JAX 7,7,38,Josh Lambo 25 yard field goal good,2.970,3.000
4,7:04,,,SDG 35,7,38,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
4,7:00,1,10,JAX 25,7,38,Blake Bortles pass complete short left to Allen Robinson for 9 yards (tackle by Dwight Lowery and Jason Verrett),0.610,1.280
4,6:33,2,1,JAX 34,7,38,Denard Robinson middle for 7 yards (tackle by Denzel Perryman),1.280,1.660
4,6:10,1,10,JAX 41,7,38,Blake Bortles pass complete deep left to Allen Robinson for 35 yards (tackle by Dwight Lowery),1.660,3.970
4,5:32,1,10,SDG 24,7,38,Blake Bortles pass incomplete short right intended for Rashad Greene (defended by Brandon Flowers),3.970,3.430
4,5:27,2,10,SDG 24,7,38,Blake Bortles pass complete short left to Denard Robinson for 7 yards (tackle by Dwight Lowery),3.430,3.750
4,5:01,3,3,SDG 17,7,38,Blake Bortles pass incomplete short left intended for Denard Robinson (defended by Jatavis Brown),3.750,2.410
4,4:52,4,3,SDG 17,7,38,Blake Bortles pass incomplete deep middle intended for Allen Hurns (defended by Dexter McCoil),2.410,0.060
4,4:48,1,10,SDG 17,7,38,Kenneth Farrow middle for 4 yards (tackle by Jalen Ramsey and Hayes Pullard),-0.060,-0.060
4,4:39,1,10,SDG 17,7,38,Timeout #1 by Jacksonville Jaguars,-0.060,0.080
4,4:39,2,6,SDG 21,7,38,Kenneth Farrow middle for 4 yards (tackle by Hayes Pullard),0.080,-0.240
4,3:52,3,2,SDG 25,7,38,"Penalty on Kellen Clemens: Delay of Game, 5 yards (no play)",-0.240,-0.870
4,3:50,3,7,SDG 20,7,38,Kellen Clemens pass incomplete deep right intended for Tyrell Williams,-0.870,-2.030
4,3:41,4,7,SDG 20,7,38,"Drew Kaser punts 30 yards, out of bounds. Penalty on Dan Skuta: Offensive Holding, 10 yards",-2.030,-1.600
4,3:34,1,10,JAX 40,7,38,Blake Bortles pass complete short right to Arrelious Benn for 9 yards (tackle by Jatavis Brown),1.600,2.270
4,3:09,2,1,JAX 49,7,38,Blake Bortles pass complete short left to T.J. Yeldon for -4 yards (tackle by Craig Mager),2.270,1.030
4,2:31,3,5,JAX 45,7,38,Blake Bortles middle for 7 yards (tackle by Craig Mager),1.030,2.390
4,2:01,1,10,SDG 48,7,38,Blake Bortles pass incomplete short middle intended for Julius Thomas,2.390,1.850
4,1:58,2,10,SDG 48,7,38,Blake Bortles pass complete deep middle to Marqise Lee for 17 yards (tackle by Dexter McCoil),1.850,3.510
4,1:37,1,10,SDG 31,7,38,Blake Bortles pass incomplete short left intended for Arrelious Benn (defended by Pierre Desir),3.510,2.970
4,1:30,2,10,SDG 31,7,38,Blake Bortles pass complete short right to Marqise Lee for 16 yards (tackle by Pierre Desir),2.970,2.970
4,1:18,2,10,SDG 31,7,38,Timeout #3 by Los Angeles Chargers,2.970,4.580
4,1:18,1,10,SDG 15,7,38,Blake Bortles pass incomplete short right intended for Allen Hurns,4.580,3.950
4,1:12,2,10,SDG 15,13,38,"Blake Bortles pass complete short middle to Corey Grant for 15 yards, touchdown",3.950,7.000
4,1:12,,,SDG 15,14,38,Jason Myers kicks extra point good,0.000,0.000
4,1:12,,,JAX 35,14,38,"Jason Myers kicks onside 13 yards. Penalty on Jarrod Wilson: Offside on Free Kick, 5 yards",0.000,-2.720
4,1:03,1,10,JAX 43,14,38,Kellen Clemens kneels for -1 yards,2.720,2.040
4,0:38,2,11,JAX 44,14,38,Kellen Clemens kneels for no gain,2.040,1.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
