Quarter,Time,Tm,Detail,WAS,NYG
1.0,11:29,Giants,Jay Feely 39 yard field goal,0,3
,0:17,Giants,Jay Feely 50 yard field goal,0,6
2.0,12:31,Giants,Brandon Jacobs 3 yard rush (Jay Feely kick),0,13
,2:14,Giants,Jay Feely 33 yard field goal,0,16
,0:02,Giants,Jay Feely 39 yard field goal,0,19
3.0,13:17,Giants,Jeremy Shockey 10 yard pass from Eli Manning (Jay Feely kick),0,26
,4:04,Giants,Jay Feely 44 yard field goal,0,29
,1:07,Giants,Tiki Barber 4 yard rush (Jay Feely kick),0,36
