Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
1,10:33,2,3,CAR 41,7,0,DeShaun Foster right guard for 5 yards (tackle by Hunter Hillenmeyer),1.600,1.990
1,9:55,1,10,CAR 46,7,0,DeShaun Foster right tackle for -1 yards (tackle by Alex Brown),1.990,1.320
1,9:09,2,11,CAR 45,7,0,Steve Smith left end for 1 yard (tackle by Hunter Hillenmeyer),1.320,0.760
1,8:25,3,10,CAR 46,7,0,Jake Delhomme right end for 9 yards (tackle by Charles Tillman),0.760,0.270
1,8:17,,,,7,0,Timeout #1 by Carolina Panthers,0.000,0.270
1,8:17,4,1,CHI 45,7,0,Jason Baker punts 39 yards,0.270,0.380
1,8:08,1,10,CHI 6,7,0,Thomas Jones left end for 14 yards (tackle by Mike Minter),-0.380,0.280
1,7:37,1,10,CHI 20,7,0,Thomas Jones right tackle for 2 yards (tackle by Kindal Moorehead),0.280,0.000
1,7:05,2,8,CHI 22,7,0,Thomas Jones left end for 3 yards (tackle by Dan Morgan and Mike Rucker),0.000,-0.300
1,6:24,3,5,CHI 25,7,0,"Rex Grossman pass incomplete intended for Bernard Berrian. Penalty on Ken Lucas: Defensive Pass Interfere, 12 yards (no play)",-0.300,1.400
1,6:19,1,10,CHI 37,7,0,Rex Grossman pass incomplete intended for Muhsin Muhammad,1.400,0.860
1,6:13,2,10,CHI 37,7,0,Thomas Jones right end for 5 yards (tackle by Thomas Davis),0.860,0.830
1,5:32,3,5,CHI 42,7,0,Rex Grossman pass complete to Thomas Jones for 5 yards (tackle by Chris Gamble and Dan Morgan),0.830,2.060
1,4:49,1,10,CHI 47,7,0,Rex Grossman pass incomplete intended for Justin Gage (defended by Al Wallace),2.060,1.520
1,4:44,2,10,CHI 47,7,0,Rex Grossman pass complete to Justin Gage for -1 yards (tackle by Chris Gamble),1.520,0.700
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
1,4:27,3,11,CHI 46,7,0,"Penalty on Julius Peppers: Neutral Zone Infraction, 5 yards (no play)",0.700,1.360
1,4:13,3,6,CAR 49,7,0,Rex Grossman pass incomplete intended for Justin Gage (defended by Ken Lucas),1.360,0.000
1,4:09,4,6,CAR 49,7,0,Brad Maynard punts 13 yards,0.000,-1.330
1,3:58,1,10,CAR 36,7,0,Jake Delhomme pass incomplete intended for Keary Colbert,1.330,0.790
1,3:54,2,10,CAR 36,7,0,Jake Delhomme pass complete to Keary Colbert for 9 yards (tackle by Charles Tillman),0.790,1.290
1,3:24,3,1,CAR 45,7,0,DeShaun Foster right guard for 6 yards (tackle by Mike Brown),1.290,2.320
1,2:45,1,10,CHI 49,7,0,DeShaun Foster right tackle for 2 yards (tackle by Lance Briggs),2.320,2.050
1,2:04,2,8,CHI 47,7,0,DeShaun Foster right end for -1 yards (tackle by Brian Urlacher),2.050,1.220
1,1:19,3,9,CHI 48,7,0,Jake Delhomme pass complete to Steve Smith for 46 yards (tackle by Charles Tillman),1.220,6.740
1,0:45,1,2,CHI 2,7,0,DeShaun Foster right end for no gain (tackle by Brian Urlacher and Lance Briggs),6.740,5.720
1,0:07,2,2,CHI 2,7,0,Jake Delhomme pass incomplete intended for Michael Gaines,5.720,4.950
1,0:02,3,2,CHI 2,7,0,DeShaun Foster right guard for no gain (tackle by Tommie Harris),4.950,3.250
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,CHI 2,10,0,John Kasay 20 yard field goal good,3.250,3.000
2,,,,CAR 30,10,0,"John Kasay kicks off 62 yards, returned by Rashied Davis for 23 yards (tackle by Karl Hankton)",0.000,1.000
2,14:51,1,10,CHI 31,10,0,Rex Grossman pass incomplete intended for Muhsin Muhammad,1.000,0.460
2,14:47,2,10,CHI 31,10,0,"Penalty on Roberto Garza: False Start, 5 yards (no play)",0.460,-0.220
2,14:47,2,15,CHI 26,10,0,Rex Grossman pass incomplete intended for Thomas Jones,-0.220,-0.890
2,14:43,3,15,CHI 26,10,0,Rex Grossman pass incomplete intended for Justin Gage,-0.890,-1.630
2,14:35,4,15,CHI 26,10,0,"Brad Maynard punts 46 yards, returned by Steve Smith for no gain",-1.630,-0.810
2,14:20,1,10,CAR 28,10,0,DeShaun Foster right guard for no gain (tackle by Lance Briggs),0.810,0.260
2,13:40,2,10,CAR 28,10,0,Jake Delhomme pass complete to Drew Carter for 14 yards (tackle by Charles Tillman),0.260,1.730
2,13:17,1,10,CAR 42,10,0,Jake Delhomme pass complete to Drew Carter for 29 yards (tackle by Chris Harris),1.730,3.640
2,12:56,1,10,CHI 29,10,0,DeShaun Foster left guard for 6 yards (tackle by Hunter Hillenmeyer),3.640,3.910
2,12:19,2,4,CHI 23,10,0,Jake Delhomme pass incomplete intended for Nick Goings is intercepted by Brian Urlacher at CHI-10 and returned for 20 yards,3.910,-0.940
2,12:07,1,10,CHI 30,10,0,Thomas Jones left guard for 3 yards (tackle by Mike Rucker),0.940,0.800
2,11:33,2,7,CHI 33,10,0,Rex Grossman pass complete to Thomas Jones for -2 yards (tackle by Mike Rucker),0.800,-0.160
2,11:07,3,9,CHI 31,10,0,Rex Grossman pass incomplete intended for Thomas Jones (defended by Mike Rucker),-0.160,-1.310
2,11:01,4,9,CHI 31,10,0,Brad Maynard punts 29 yards,-1.310,-1.600
2,10:52,1,10,CAR 40,10,0,Jake Delhomme pass complete to Brad Hoover for 6 yards (tackle by Hunter Hillenmeyer),1.600,1.860
2,10:15,2,4,CAR 46,10,0,DeShaun Foster right tackle for 4 yards (tackle by Adewale Ogunleye),1.860,2.260
2,9:34,1,10,CHI 50,10,0,DeShaun Foster left end for 5 yards (tackle by Todd Johnson and Hunter Hillenmeyer),2.260,2.390
2,8:51,2,5,CHI 45,10,0,"DeShaun Foster right end for 17 yards (tackle by Chris Harris). DeShaun Foster fumbles (forced by Chris Harris), recovered by DeShaun Foster at CHI-28",2.390,3.710
2,8:07,1,10,CHI 28,10,0,Nick Goings right guard for 3 yards (tackle by Chris Harris),3.710,3.570
2,7:23,2,7,CHI 25,10,0,Jake Delhomme pass complete to Steve Smith for 5 yards (tackle by Hunter Hillenmeyer),3.570,3.530
2,6:37,3,2,CHI 20,10,0,Jake Delhomme pass incomplete intended for Mike Seidman,3.530,2.250
2,6:31,4,2,CHI 20,13,0,John Kasay 38 yard field goal good,2.250,3.000
2,,,,CAR 30,13,0,"John Kasay kicks off 68 yards, returned by Rashied Davis for 31 yards (tackle by Chris Gamble)",0.000,1.140
2,6:20,1,10,CHI 33,13,0,Rex Grossman pass incomplete intended for Muhsin Muhammad,1.140,0.590
2,6:15,2,10,CHI 33,13,0,"Adrian Peterson right tackle for 2 yards (tackle by Julius Peppers and Brandon Short). Penalty on CAR: Defensive Holding, 5 yards",0.590,1.600
2,5:49,1,10,CHI 40,13,0,Rex Grossman pass complete to Bernard Berrian for 17 yards (tackle by Mike Minter),1.600,2.720
2,5:16,1,10,CAR 43,13,0,Rex Grossman pass complete to Muhsin Muhammad for 24 yards (tackle by Marlon McCree),2.720,4.310
2,4:33,1,10,CAR 19,13,0,Rex Grossman pass complete to Bernard Berrian for 13 yards (tackle by Brandon Short),4.310,5.830
2,3:42,,,,13,0,Timeout #1 by Chicago Bears,0.000,5.830
2,3:42,1,6,CAR 6,13,0,Adrian Peterson right end for -3 yards (tackle by Brandon Short),5.830,4.380
2,3:04,2,9,CAR 9,13,0,Rex Grossman pass complete to Adrian Peterson for 3 yards (tackle by Dan Morgan),4.380,4.040
2,2:36,3,6,CAR 6,13,0,Rex Grossman pass complete to Justin Gage for 5 yards (tackle by Mike Minter),4.040,3.550
2,2:00,4,1,CAR 1,13,6,"Adrian Peterson right guard for 1 yard, touchdown",3.550,7.000
2,,,,CAR 2,13,7,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,13,7,"Robbie Gould kicks off 51 yards, returned by Jamal Robertson for 11 yards (tackle by Brendon Ayanbadejo)",0.000,0.940
2,1:52,1,10,CAR 30,13,7,Jake Delhomme pass complete to DeShaun Foster for 3 yards (tackle by Lance Briggs),0.940,0.800
2,1:26,2,7,CAR 33,13,7,"Penalty on Tutan Reyes: False Start, 5 yards (no play)",0.800,0.120
2,1:24,2,12,CAR 28,13,7,"DeShaun Foster right guard for 4 yards (tackle by Tommie Harris). Penalty on Adewale Ogunleye: Defensive Offside, 5 yards (no play)",0.120,0.800
2,1:19,2,7,CAR 33,13,7,DeShaun Foster right tackle for -2 yards (tackle by Tank Johnson),0.800,-0.160
2,1:13,,,,13,7,Timeout #2 by Chicago Bears,0.000,-0.160
2,1:13,3,9,CAR 31,13,7,Jake Delhomme pass complete to Steve Smith for 10 yards (tackle by Chris Harris). Penalty on Tank Johnson: Defensive Offside (Declined),-0.160,1.660
2,1:06,1,10,CAR 41,13,7,"Penalty on Jake Delhomme: False Start, 5 yards (no play)",1.660,1.330
2,1:06,1,15,CAR 36,13,7,Jake Delhomme pass complete to Steve Smith for 20 yards (tackle by Chris Harris),1.330,2.650
2,0:56,,,,13,7,Timeout #2 by Carolina Panthers,0.000,2.650
2,0:56,1,10,CHI 44,13,7,Jake Delhomme pass incomplete intended for Drew Carter (defended by Charles Tillman),2.650,2.110
2,0:50,2,10,CHI 44,13,7,Jake Delhomme pass complete to Nick Goings for 14 yards (tackle by Brian Urlacher and Chris Harris),2.110,3.580
2,0:19,1,10,CHI 30,13,7,Jake Delhomme pass complete to Ricky Proehl for 11 yards (tackle by Lance Briggs),3.580,4.310
2,0:05,,,,13,7,Timeout #3 by Carolina Panthers,0.000,4.310
2,0:05,1,10,CHI 19,16,7,John Kasay 37 yard field goal good,4.310,3.000
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,16,7,"John Kasay kicks off 55 yards, returned by Adrian Peterson for 17 yards (tackle by Nick Goings)",0.000,1.070
3,14:56,1,10,CHI 32,16,7,Thomas Jones right tackle for 3 yards (tackle by Dan Morgan),1.070,0.930
3,14:20,2,7,CHI 35,16,7,Thomas Jones left end for 24 yards (tackle by Ken Lucas),0.930,2.850
3,13:59,1,10,CAR 41,16,7,Thomas Jones right guard for 4 yards (tackle by Ken Lucas),2.850,2.850
3,13:23,2,6,CAR 37,16,7,Rex Grossman pass incomplete intended for Muhsin Muhammad (defended by Chris Gamble),2.850,2.150
3,13:18,3,6,CAR 37,16,7,Rex Grossman pass complete to Bernard Berrian for 12 yards (tackle by Mike Minter),2.150,3.910
3,12:38,1,10,CAR 25,16,7,"Rex Grossman pass incomplete. Penalty on Mike Minter: Illegal Contact, 5 yards (no play)",3.910,4.240
3,12:28,1,10,CAR 20,16,7,Thomas Jones left end for 2 yards (tackle by Brandon Short),4.240,3.960
3,12:05,2,8,CAR 18,16,7,Rex Grossman pass complete to Bernard Berrian for 17 yards (tackle by Ken Lucas and Mike Minter),3.960,6.970
3,11:27,1,1,CAR 1,16,13,"Rex Grossman pass complete to Desmond Clark for 1 yard, touchdown",6.970,7.000
3,,,,CAR 2,16,14,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,16,14,"Robbie Gould kicks off 60 yards, returned by Jamal Robertson for 26 yards (tackle by Brendon Ayanbadejo)",0.000,1.330
3,11:15,1,10,CAR 36,16,14,DeShaun Foster left end for 4 yards (tackle by Hunter Hillenmeyer),1.330,1.330
3,10:55,2,6,CAR 40,16,14,Jake Delhomme pass complete to Steve Smith for 9 yards (tackle by Chris Harris),1.330,2.190
3,10:11,1,10,CAR 49,16,14,Jake Delhomme pass complete to Steve Smith for 7 yards (tackle by Brian Urlacher and Jerry Azumah),2.190,2.590
3,9:33,2,3,CHI 44,16,14,Nick Goings left end for -2 yards (tackle by Brian Urlacher and Nathan Vasher),2.590,1.620
3,8:50,3,5,CHI 46,16,14,Jake Delhomme pass complete to Ricky Proehl for 6 yards (tackle by Brian Urlacher and Lance Briggs),1.620,2.920
3,8:12,1,10,CHI 40,16,14,"Jake Delhomme pass incomplete intended for Nick Goings. Jake Delhomme fumbles, recovered by Jake Delhomme at CHI-44",2.920,2.370
3,8:07,2,10,CHI 40,16,14,Jake Delhomme pass incomplete intended for Kris Mangum,2.370,1.680
3,8:06,3,10,CHI 40,16,14,"Jake Delhomme sacked by Adewale Ogunleye for -8 yards. Jake Delhomme fumbles (forced by Adewale Ogunleye), recovered by Travelle Wharton at CHI-48",1.680,0.070
3,7:16,4,18,CHI 48,16,14,Jason Baker punts 41 yards,0.070,0.380
3,7:05,1,10,CHI 7,16,14,Rex Grossman pass incomplete intended for Muhsin Muhammad,-0.380,-0.780
3,7:00,2,10,CHI 7,16,14,"Penalty on Ruben Brown: False Start, 4 yards (no play)",-0.780,-1.070
3,7:00,2,14,CHI 3,16,14,Thomas Jones left tackle for 3 yards (tackle by Ken Lucas),-1.070,-1.540
3,6:24,3,11,CHI 6,16,14,Thomas Jones left guard for -4 yards (tackle by Will Witherspoon),-1.540,-2.490
3,5:44,4,15,CHI 2,16,14,Brad Maynard punts 54 yards,-2.490,-1.860
3,5:31,1,10,CAR 44,16,14,"Jake Delhomme pass complete to Nick Goings for 6 yards (tackle by Brian Urlacher and Hunter Hillenmeyer). Penalty on Charles Tillman: Defensive Holding, 5 yards (no play)",1.860,2.190
3,5:08,1,10,CAR 49,16,14,Nick Goings left tackle for 3 yards (tackle by Lance Briggs),2.190,2.050
3,4:29,2,7,CHI 48,16,14,Jake Delhomme pass complete to Steve Smith for -2 yards (tackle by Nathan Vasher),2.050,1.090
3,3:45,3,9,CHI 50,16,14,Jake Delhomme pass complete to Steve Smith for 21 yards (tackle by Chris Harris),1.090,3.640
3,3:01,1,10,CHI 29,16,14,Jake Delhomme pass complete to Jamal Robertson for -10 yards (tackle by Adewale Ogunleye),3.640,1.750
3,2:13,,,,16,14,Timeout #1 by Chicago Bears,0.000,1.750
3,2:13,2,20,CHI 39,22,14,"Jake Delhomme pass complete to Steve Smith for 39 yards, touchdown",1.750,7.000
3,,,,CHI 2,23,14,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,23,14,"John Kasay kicks off 61 yards, returned by Rashied Davis for 25 yards (tackle by Karl Hankton)",0.000,1.200
3,2:01,1,10,CHI 34,23,14,Rex Grossman pass complete to Bernard Berrian for 9 yards (tackle by Chris Gamble),1.200,1.870
3,1:24,2,1,CHI 43,23,14,Rex Grossman pass incomplete intended for Muhsin Muhammad,1.870,1.160
3,1:20,3,1,CHI 43,23,14,Thomas Jones right tackle for 2 yards (tackle by Dan Morgan),1.160,1.930
3,0:46,1,10,CHI 45,23,14,Rex Grossman sacked by Jordan Carstens for -7 yards,1.930,0.440
3,0:14,2,17,CHI 38,23,14,Rex Grossman pass complete to Justin Gage for 24 yards (tackle by Ken Lucas),0.440,3.050
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 38,23,14,Thomas Jones left guard for 6 yards (tackle by Dan Morgan),3.050,3.320
4,14:26,2,4,CAR 32,23,14,Thomas Jones left tackle for 5 yards (tackle by Mike Rucker and Will Witherspoon),3.320,3.780
4,13:44,1,10,CAR 27,23,14,Rex Grossman pass complete to Muhsin Muhammad for 18 yards (tackle by Chris Gamble),3.780,5.140
4,13:17,1,9,CAR 9,23,14,Thomas Jones right tackle for 2 yards (tackle by Brandon Short),5.140,4.760
4,12:34,2,7,CAR 7,23,14,"Thomas Jones right end for 6 yards. Thomas Jones fumbles (forced by Marlon McCree). Penalty on Marlon McCree: Face Mask (15 Yards), 3 yards",4.760,6.510
,,,,,,,"CAR challenged the ruling, and the original play was overturned.",,
4,12:27,1,3,CAR 3,23,20,"Jason McKie right guard for 3 yards, touchdown",6.510,7.000
4,,,,CAR 2,23,21,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,23,21,"Robbie Gould kicks off 61 yards, returned by Jamal Robertson for 29 yards (tackle by Israel Idonije)",0.000,1.470
4,12:16,1,10,CAR 38,23,21,Jake Delhomme pass complete to Brad Hoover for 7 yards (tackle by Hunter Hillenmeyer),1.470,1.870
4,11:42,2,3,CAR 45,23,21,Jake Delhomme pass complete to Ricky Proehl for 11 yards (tackle by Michael Green),1.870,2.650
4,10:57,1,10,CHI 44,23,21,Steve Smith left end for 22 yards (tackle by Todd Johnson),2.650,4.110
4,10:23,1,10,CHI 22,23,21,Nick Goings left guard for 8 yards (tackle by Nathan Vasher),4.110,4.850
4,9:37,2,2,CHI 14,23,21,Nick Goings right tackle for 10 yards (tackle by Charles Tillman and Chris Harris),4.850,6.280
4,8:52,1,4,CHI 4,23,21,Jake Delhomme pass complete to Steve Smith for 3 yards (tackle by Nathan Vasher),6.280,5.910
4,8:11,2,1,CHI 1,29,21,"Jake Delhomme pass complete to Kris Mangum for 1 yard, touchdown",5.910,7.000
4,,,,CHI 2,29,21,John Kasay kicks extra point no good,0.000,-1.000
4,,,,CAR 30,29,21,"John Kasay kicks off 69 yards, returned by Rashied Davis for 19 yards (tackle by Sean Tufts)",0.000,0.280
4,7:59,1,10,CHI 20,29,21,Rex Grossman pass incomplete intended for Jason McKie,0.280,-0.270
4,7:53,2,10,CHI 20,29,21,Rex Grossman pass incomplete intended for Desmond Clark,-0.270,-0.960
4,7:49,3,10,CHI 20,29,21,Rex Grossman pass incomplete intended for Eddie Berlin,-0.960,-2.030
4,7:44,4,10,CHI 20,29,21,"Brad Maynard punts 44 yards, returned by Steve Smith for -1 yards (tackle by Todd Johnson)",-2.030,-1.270
4,7:33,1,10,CAR 35,29,21,Nick Goings right guard for 2 yards (tackle by Leon Joe),1.270,0.990
4,6:54,2,8,CAR 37,29,21,Nick Goings right end for 7 yards (tackle by Todd Johnson),0.990,1.220
4,6:07,3,1,CAR 44,29,21,Nick Goings right tackle for -2 yards (tackle by Michael Green and Brian Urlacher),1.220,-0.590
4,5:25,4,3,CAR 42,29,21,"Jason Baker punts 47 yards, returned by Nathan Vasher for 6 yards (tackle by Dante Wesley)",-0.590,0.060
4,5:13,1,10,CHI 17,29,21,Thomas Jones right end for no gain (tackle by Will Witherspoon),-0.060,-0.580
4,4:52,2,10,CHI 17,29,21,Rex Grossman pass complete to Thomas Jones for 27 yards (tackle by Mike Minter and Al Wallace),-0.580,1.860
4,4:09,1,10,CHI 44,29,21,Adrian Peterson left guard for 4 yards (tackle by Dan Morgan),1.860,1.860
4,3:24,2,6,CHI 48,29,21,"Adrian Peterson right guard for 5 yards (tackle by Chris Gamble). Penalty on Brentson Buckner: Defensive Holding, 5 yards",1.860,2.790
4,3:20,1,10,CAR 42,29,21,Rex Grossman pass incomplete intended for Gabe Reid,2.790,2.240
4,3:13,2,10,CAR 42,29,21,"Rex Grossman pass incomplete intended for Justin Gage (defended by Will Witherspoon). Penalty on Ken Lucas: Illegal Contact, 5 yards (no play)",2.240,3.120
4,3:09,1,10,CAR 37,29,21,Thomas Jones left guard for no gain (tackle by Kemp Rasmussen),3.120,2.570
4,2:38,2,10,CAR 37,29,21,Rex Grossman pass incomplete intended for Muhsin Muhammad (defended by Marlon McCree),2.570,1.880
4,2:33,3,10,CAR 37,29,21,Rex Grossman pass incomplete intended for Justin Gage is intercepted by Ken Lucas at CAR-21 and returned for 1 yard,1.880,-0.410
4,2:26,1,10,CAR 22,29,21,Nick Goings right end for 9 yards (tackle by Chris Harris),0.410,1.080
4,2:00,2,1,CAR 31,29,21,Nick Goings left guard for -4 yards (tackle by Lance Briggs),1.080,-0.160
4,1:54,,,,29,21,Timeout #2 by Chicago Bears,0.000,-0.160
4,1:54,3,5,CAR 27,29,21,Steve Smith left end for 3 yards (tackle by Todd Johnson),-0.160,-1.370
4,1:45,,,,29,21,Timeout #3 by Chicago Bears,0.000,-1.370
4,1:45,4,2,CAR 30,29,21,"Jason Baker punts 45 yards, returned by Nathan Vasher for -5 yards (tackle by Dante Wesley)",-1.370,-0.280
4,1:36,1,10,CHI 20,29,21,Rex Grossman pass incomplete intended for Justin Gage (defended by Brentson Buckner),0.280,-0.270
4,1:31,2,10,CHI 20,29,21,Rex Grossman pass complete to Muhsin Muhammad for 16 yards (tackle by Will Witherspoon),-0.270,1.330
4,1:24,1,10,CHI 36,29,21,Rex Grossman right guard for 5 yards (tackle by Thomas Davis),1.330,1.470
4,1:04,2,5,CHI 41,29,21,Rex Grossman pass incomplete intended for Justin Gage (defended by Ken Lucas),1.470,0.760
4,1:01,3,5,CHI 41,29,21,Rex Grossman pass complete to Desmond Clark for 4 yards (tackle by Will Witherspoon),0.760,-0.390
4,0:43,4,1,CHI 45,29,21,Rex Grossman pass incomplete intended for Muhsin Muhammad,-0.390,-2.590
4,0:41,1,10,CHI 45,29,21,Jake Delhomme kneels for no gain,2.590,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
