0,1
Game Info,Game Info
Won Toss,Broncos
Roof,outdoors
Surface,sportturf
Duration,3:14
Attendance,69721
Weather,"67 degrees, relative humidity 0%, wind 12 mph, wind chill 0"
Vegas Line,Baltimore Ravens -2.5
Over/Under,36.5 (under)
