#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,TEN 48,10,6:01,52,Touchdown
2,1,6:58,TEN 40,4,1:32,18,Punt
3,1,3:35,CAR 31,4,1:29,2,Field Goal
4,2,14:16,TEN 11,6,3:13,15,Fumble
5,2,9:45,TEN 30,3,1:55,9,Punt
6,2,6:38,CAR 19,2,0:42,-1,Interception
7,2,1:50,TEN 15,11,1:50,50,Field Goal
8,3,13:08,TEN 49,2,0:41,12,Interception
9,3,7:20,TEN 4,3,2:31,0,Punt
10,3,3:23,TEN 14,13,6:38,86,Touchdown
11,4,9:29,TEN 19,3,1:07,3,Punt
12,4,6:40,TEN 20,6,3:10,19,Punt
13,4,2:13,CAR 45,4,2:13,8,End of Game
