Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
1,0:52,2,5,ARI 45,0,7,Brett Favre pass incomplete short left intended for David Martin (defended by Bertrand Berry),2.390,1.690
1,0:48,,,,0,7,Timeout #1 by Green Bay Packers,0.000,1.690
1,0:48,3,5,ARI 45,0,7,Brett Favre pass complete short right to David Martin for 22 yards (tackle by Robert Griffith),1.690,4.040
1,0:05,1,10,ARI 23,0,7,Brett Favre pass incomplete short middle intended for Donald Driver,4.040,3.500
1,0:03,2,10,ARI 23,0,7,Ahman Green left end for 6 yards (tackle by Eric Green),3.500,3.660
Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,ARI 17,0,7,Brett Favre pass complete short middle to Donald Driver for 13 yards (tackle by Robert Griffith),3.660,6.280
2,14:27,,,,0,7,Timeout #1 by Arizona Cardinals,0.000,6.280
2,14:27,1,4,ARI 4,0,13,"Ahman Green right tackle for 4 yards, touchdown",6.280,7.000
2,,,,ARI 2,0,14,Dave Rayner kicks extra point good,0.000,0.000
2,,,,GNB 30,0,14,"Dave Rayner kicks off 61 yards, returned by J.J. Arrington for 17 yards (tackle by Mike Montgomery). Penalty on GNB: Offside on Free Kick, 5 yards",0.000,1.000
2,14:18,1,10,ARI 31,0,14,Edgerrin James left end for 6 yards (tackle by Colin Cole),1.000,1.270
2,13:46,2,4,ARI 37,0,14,Edgerrin James middle for 3 yards (tackle by Colin Cole and Marquand Manuel),1.270,0.960
2,13:08,3,1,ARI 40,0,14,Edgerrin James left guard for 2 yards (tackle by A.J. Hawk),0.960,1.730
2,12:23,1,10,ARI 42,0,14,"Penalty on Matt Leinart: Delay of Game, 5 yards (no play)",1.730,1.400
2,12:09,1,15,ARI 37,0,14,Matt Leinart pass complete short middle to Anquan Boldin for 12 yards (tackle by Al Harris),1.400,2.130
2,11:23,2,3,ARI 49,0,14,Edgerrin James left tackle for 4 yards (tackle by Aaron Kampman and Nick Barnett),2.130,2.460
2,10:45,1,10,GNB 47,0,14,Matt Leinart pass incomplete short left intended for Leonard Pope,2.460,1.910
2,10:40,2,10,GNB 47,0,14,Matt Leinart sacked by Nick Barnett and Kabeer Gbaja-Biamila for -8 yards,1.910,0.170
2,10:11,,,,0,14,Timeout #2 by Green Bay Packers,0.000,0.170
2,10:11,3,18,ARI 45,0,14,Matt Leinart pass incomplete short left intended for Bryant Johnson. Penalty on Bryant Johnson: Illegal Touch Pass (Declined),0.170,-0.390
2,10:02,4,18,ARI 45,0,14,"Scott Player punts 48 yards, returned by Charles Woodson for 6 yards (tackle by Hanik Milligan)",-0.390,0.320
2,9:49,1,10,GNB 13,0,14,Brett Favre pass complete short left to David Martin for 23 yards (tackle by Eric Green),-0.320,1.330
2,9:17,1,10,GNB 36,0,14,Brett Favre pass complete short right to Donald Driver for 8 yards (tackle by Robert Griffith),1.330,1.870
2,8:50,2,2,GNB 44,0,14,Ahman Green right tackle for 5 yards (tackle by Adrian Wilson and Darnell Dockett),1.870,2.190
2,8:08,1,10,GNB 49,0,14,Brett Favre pass incomplete short left intended for Donald Driver,2.190,1.650
2,8:05,2,10,GNB 49,0,14,Vernand Morency left tackle for 36 yards (tackle by David Macklin),1.650,4.580
2,7:18,1,10,ARI 15,0,14,Brett Favre pass incomplete short right intended for Ruvell Martin,4.580,3.950
2,7:12,,,,0,14,Timeout #3 by Green Bay Packers,0.000,3.950
2,7:12,2,10,ARI 15,0,14,Brett Favre pass complete short right to Ahman Green for 13 yards (tackle by Antrel Rolle and Gerald Hayes),3.950,6.740
2,6:34,1,2,ARI 2,0,14,Brett Favre pass incomplete short right intended for Donald Lee,6.740,5.720
2,6:29,2,2,ARI 2,0,20,"Ahman Green left tackle for 2 yards, touchdown",5.720,7.000
2,,,,ARI 2,0,21,Dave Rayner kicks extra point good,0.000,0.000
2,,,,GNB 30,0,21,"Dave Rayner kicks off 63 yards, muffed catch by J.J. Arrington, recovered by Marcel Shipp and returned for no gain",0.000,-0.140
2,6:19,1,10,ARI 16,0,21,Matt Leinart pass complete short left to Edgerrin James for 12 yards (tackle by Patrick Dendy),-0.140,0.810
2,5:58,1,10,ARI 28,0,21,"Matt Leinart pass complete short left to Edgerrin James for 5 yards (tackle by A.J. Hawk). Penalty on A.J. Hawk: Face Mask (15 Yards), 15 yards",0.810,2.130
2,5:32,1,10,ARI 48,0,21,Matt Leinart pass complete short right to Anquan Boldin for 11 yards (tackle by Al Harris),2.130,2.850
2,5:04,1,10,GNB 41,0,21,Matt Leinart pass complete short middle to Troy Walters for 12 yards (tackle by Patrick Dendy),2.850,3.640
2,4:26,1,10,GNB 29,0,21,Edgerrin James left end for 7 yards (tackle by Marquand Manuel),3.640,4.050
2,4:00,2,3,GNB 22,0,21,Edgerrin James left end for 1 yard (tackle by Nick Barnett),4.050,3.470
2,3:29,3,2,GNB 21,0,21,Matt Leinart pass complete short left to Bryant Johnson for 9 yards (tackle by Marquand Manuel),3.470,4.780
2,2:58,1,10,GNB 12,0,21,Edgerrin James left tackle for 9 yards (tackle by Aaron Kampman),4.780,5.790
2,2:20,2,1,GNB 3,0,21,Edgerrin James middle for no gain (tackle by Johnny Jolly and Aaron Kampman),5.790,5.060
2,2:00,3,1,GNB 3,0,21,Matt Leinart middle for 2 yards (tackle by Colin Cole and A.J. Hawk),5.060,6.970
2,1:24,1,1,GNB 1,0,21,Edgerrin James left guard for no gain (tackle by Marquand Manuel and Aaron Kampman),6.970,5.910
2,0:53,2,1,GNB 1,0,21,Edgerrin James right tackle for no gain (tackle by Nick Barnett),5.910,5.170
2,0:32,,,,0,21,Timeout #2 by Arizona Cardinals,0.000,5.170
2,0:32,3,1,GNB 1,0,21,Matt Leinart pass incomplete short left intended for Anquan Boldin (defended by Al Harris),5.170,3.550
2,0:29,4,1,GNB 1,6,21,"Edgerrin James right tackle for 1 yard, touchdown",3.550,7.000
2,,,,GNB 2,7,21,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,7,21,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
2,0:29,1,10,GNB 20,7,21,Brett Favre kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,7,21,"Neil Rackers kicks off 70 yards, returned by Vernand Morency for 26 yards (tackle by Hanik Milligan)",0.000,0.670
3,14:55,1,10,GNB 26,7,21,Brett Favre pass complete short left to David Martin for 2 yards (tackle by Adrian Wilson),0.670,0.400
3,14:12,2,8,GNB 28,7,21,Ahman Green right tackle for 9 yards (tackle by Robert Griffith and Eric Green),0.400,1.400
3,13:36,1,10,GNB 37,7,21,Ahman Green left end for 14 yards (tackle by Adrian Wilson),1.400,2.320
3,12:55,1,10,ARI 49,7,21,Vernand Morency left end for no gain (tackle by Gerald Hayes),2.320,1.780
3,12:13,2,10,ARI 49,7,21,Vernand Morency right tackle for 11 yards (tackle by Bertrand Berry),1.780,3.050
3,11:37,1,10,ARI 38,7,21,Brett Favre pass complete short right to Brandon Miree for 3 yards (tackle by Calvin Pace),3.050,2.910
3,11:09,2,7,ARI 35,7,21,Ahman Green left tackle for 1 yard (tackle by Chris Cooper and Darnell Dockett),2.910,2.340
3,10:30,3,6,ARI 34,7,21,Brett Favre pass incomplete short right intended for Chris Francies,2.340,1.070
3,10:26,4,6,ARI 34,7,21,"Penalty on Chike Okeafor: Defensive Offside, 5 yards (no play)",1.070,1.620
3,10:26,4,1,ARI 29,7,21,Ahman Green left end for 10 yards (tackle by Chike Okeafor),1.620,4.310
3,9:56,1,10,ARI 19,7,21,Ahman Green right tackle for 3 yards (tackle by Orlando Huff and Darnell Dockett),4.310,4.180
3,9:18,2,7,ARI 16,7,21,Vernand Morency left end for 7 yards (tackle by Antrel Rolle and Robert Griffith),4.180,5.140
3,8:36,1,9,ARI 9,7,21,Vernand Morency left end for no gain (tackle by Eric Green),5.140,4.380
3,7:52,2,9,ARI 9,7,21,"Brett Favre pass incomplete short left intended for Ruvell Martin. Penalty on David Macklin: Defensive Pass Interfere, 8 yards (no play)",4.380,6.970
3,7:49,1,1,ARI 1,7,27,"Brett Favre right end for 1 yard, touchdown",6.970,7.000
3,,,,ARI 2,7,28,Dave Rayner kicks extra point good,0.000,0.000
3,,,,GNB 30,7,28,"Dave Rayner kicks off 52 yards, returned by J.J. Arrington for 11 yards (tackle by Tory Humphrey). Penalty on Mike Montgomery: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,GNB 25,7,28,"Dave Rayner kicks off 63 yards, returned by J.J. Arrington for 29 yards (tackle by Patrick Dendy)",0.000,1.660
3,7:28,1,10,ARI 41,7,28,Matt Leinart pass complete short left to Troy Walters for 5 yards (tackle by A.J. Hawk and Patrick Dendy),1.660,1.800
3,7:05,2,5,ARI 46,7,28,Matt Leinart pass complete short middle to Edgerrin James for 8 yards (tackle by A.J. Hawk),1.800,2.520
3,6:31,1,10,GNB 46,7,28,Matt Leinart sacked by Aaron Kampman for -6 yards,2.520,1.170
3,5:58,2,16,ARI 48,7,28,Matt Leinart pass complete short middle to Leonard Pope for 22 yards (tackle by Marquand Manuel),1.170,3.580
3,5:26,1,10,GNB 30,7,28,Edgerrin James left end for 4 yards (tackle by Aaron Kampman and Kabeer Gbaja-Biamila),3.580,3.570
3,4:48,2,6,GNB 26,7,28,Matt Leinart pass incomplete short middle intended for Bryant Johnson,3.570,2.870
3,4:44,3,6,GNB 26,7,28,"Penalty on Corey Williams: Encroachment, 5 yards (no play)",2.870,3.530
3,4:44,3,1,GNB 21,7,28,Edgerrin James left guard for 3 yards (tackle by Kabeer Gbaja-Biamila),3.530,4.370
3,4:12,1,10,GNB 18,7,28,Matt Leinart sacked by Aaron Kampman for -5 yards,4.370,3.150
3,3:37,2,15,GNB 23,7,28,"Matt Leinart pass complete deep middle to Bryant Johnson for 18 yards (tackle by Marquand Manuel). Penalty on Bryant Johnson: Offensive Pass Interfere, 10 yards (no play)",3.150,1.800
3,3:11,2,25,GNB 33,7,28,Matt Leinart pass incomplete deep right intended for Anquan Boldin,1.800,1.160
3,3:06,3,25,GNB 33,7,28,"Matt Leinart pass incomplete short right intended for Marcel Shipp. Penalty on Al Harris: Defensive Holding, 5 yards (no play)",1.160,3.710
3,3:00,1,10,GNB 28,7,28,Edgerrin James middle for 1 yard (tackle by Mike Montgomery),3.710,3.300
3,2:20,2,9,GNB 27,7,28,Matt Leinart pass complete short middle to Anquan Boldin for 10 yards (tackle by Al Harris),3.300,4.440
3,1:44,1,10,GNB 17,7,28,Matt Leinart pass incomplete short middle intended for Edgerrin James (defended by Ryan Pickett),4.440,3.850
3,1:33,2,10,GNB 17,13,28,"Matt Leinart pass complete short right to Troy Walters for 17 yards, touchdown",3.850,7.000
3,,,,GNB 2,14,28,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,14,28,"Neil Rackers kicks off 67 yards, returned by Vernand Morency for 18 yards (tackle by Fred Wakefield)",0.000,0.340
3,1:28,1,10,GNB 21,14,28,Ahman Green right guard for 4 yards (tackle by Darnell Dockett),0.340,0.340
3,0:50,2,6,GNB 25,14,28,Ahman Green left end for 5 yards (tackle by Calvin Pace),0.340,0.300
3,0:15,3,1,GNB 30,14,28,"Penalty on Daryn Colledge: False Start, 5 yards (no play)",0.300,-0.360
Quarter,Time,Down,ToGo,Location,ARI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,GNB 25,14,28,Brett Favre pass incomplete short right intended for Ruvell Martin,-0.360,-1.700
4,14:54,4,6,GNB 25,14,28,"Jon Ryan punts 52 yards, returned by Troy Walters for 23 yards (tackle by Tory Humphrey)",-1.700,-1.990
4,14:42,1,10,ARI 46,14,28,Edgerrin James right tackle for 4 yards (tackle by Colin Cole),1.990,1.990
4,14:07,2,6,GNB 50,14,28,Matt Leinart pass incomplete short middle intended for Troy Walters,1.990,1.290
4,14:02,3,6,GNB 50,14,28,"Matt Leinart pass complete short middle to Carlyle Holiday for 12 yards (tackle by Patrick Dendy). Penalty on Chris Liwienski: Offensive Holding, 10 yards (no play)",1.290,-0.030
4,13:34,3,16,ARI 40,14,28,Matt Leinart pass incomplete deep right intended for Edgerrin James (defended by Nick Barnett),-0.030,-0.720
4,13:26,4,16,ARI 40,14,28,"Scott Player punts 50 yards, returned by Charles Woodson for 19 yards (tackle by Aaron Francisco)",-0.720,-0.870
4,13:14,1,10,GNB 29,14,28,Brett Favre pass complete short right to Brandon Miree for 8 yards (tackle by Calvin Pace and Gerald Hayes),0.870,1.410
4,12:36,2,2,GNB 37,14,28,Ahman Green right guard for 6 yards (tackle by Bertrand Berry),1.410,1.800
4,11:50,,,,14,28,Timeout #1 by Green Bay Packers,0.000,1.800
4,11:50,1,10,GNB 43,14,28,"Brett Favre pass complete deep middle to Donald Driver for 48 yards (tackle by Robert Griffith). Penalty on Chad Clifton: Offensive Holding, 10 yards (no play)",1.800,1.140
4,11:16,1,20,GNB 33,14,28,Ahman Green middle for 7 yards (tackle by Orlando Huff),1.140,0.850
4,10:36,2,13,GNB 40,14,28,Brett Favre pass complete short right to Ahman Green for 14 yards (tackle by Aaron Francisco),0.850,2.520
4,10:07,1,10,ARI 46,14,28,Vernand Morency left end for 3 yards (tackle by Jonathan Lewis and Chris Cooper),2.520,2.380
4,9:25,2,7,ARI 43,14,28,Brett Favre pass complete short right to Donald Driver for 11 yards (tackle by Darryl Blackstock),2.380,3.450
4,8:50,1,10,ARI 32,14,28,Vernand Morency left tackle for 6 yards (tackle by Darryl Blackstock and Robert Griffith),3.450,3.710
4,8:20,2,4,ARI 26,14,28,Ahman Green right tackle for 2 yards (tackle by Gabe Watson),3.710,3.270
4,7:41,3,2,ARI 24,14,28,Brett Favre pass complete short right to Brandon Miree for no gain,3.270,1.990
4,7:01,4,2,ARI 24,14,31,Dave Rayner 42 yard field goal good,1.990,3.000
4,,,,GNB 30,14,31,"Dave Rayner kicks off 70 yards, touchback",0.000,0.280
4,6:56,1,10,ARI 20,14,31,Edgerrin James left guard for 8 yards (tackle by Ryan Pickett),0.280,0.810
4,6:26,2,2,ARI 28,14,31,Edgerrin James left tackle for 7 yards (tackle by Aaron Kampman),0.810,1.270
4,5:56,1,10,ARI 35,14,31,Matt Leinart pass incomplete short right intended for Anquan Boldin (defended by Al Harris),1.270,0.720
4,5:52,2,10,ARI 35,14,31,Matt Leinart pass incomplete short left intended for Troy Walters,0.720,0.040
4,5:48,3,10,ARI 35,14,31,Matt Leinart sacked by Nick Barnett and Colin Cole for -6 yards,0.040,-1.440
4,5:22,4,16,ARI 29,14,31,Scott Player punts 53 yards,-1.440,-0.040
4,5:15,1,10,GNB 18,14,31,Ahman Green left tackle for 4 yards (tackle by Chike Okeafor and Jonathan Lewis),0.040,0.140
4,4:40,2,6,GNB 22,14,31,"Penalty on Chad Clifton: False Start, 5 yards (no play)",0.140,-0.650
4,4:38,2,11,GNB 17,14,31,Brett Favre pass complete short left to Ruvell Martin for 7 yards (tackle by Eric Green),-0.650,-0.400
4,4:01,3,4,GNB 24,14,31,Brett Favre for -4 yards (tackle by Chike Okeafor),-0.400,-2.030
4,3:32,4,8,GNB 20,14,31,"Jon Ryan punts 55 yards, returned by Troy Walters for 15 yards (tackle by William Henderson). Penalty on Robert Tate: Offensive Holding, 10 yards",-2.030,0.220
4,3:22,1,10,ARI 15,14,31,Edgerrin James right guard for 4 yards (tackle by Ryan Pickett),-0.220,-0.110
4,2:49,2,6,ARI 19,14,31,Matt Leinart pass incomplete short left intended for Edgerrin James (defended by Nick Barnett),-0.110,-0.880
4,2:44,3,6,ARI 19,14,31,Matt Leinart pass complete short right to Troy Walters for 7 yards (tackle by A.J. Hawk),-0.880,0.670
4,2:39,1,10,ARI 26,14,31,Matt Leinart pass complete short middle to Troy Walters for 13 yards (tackle by A.J. Hawk),0.670,1.530
4,2:15,1,10,ARI 39,14,31,Matt Leinart pass complete short left to Anquan Boldin for 14 yards (tackle by Al Harris),1.530,2.460
4,2:00,1,10,GNB 47,14,31,Matt Leinart pass incomplete deep left intended for Troy Walters,2.460,1.910
4,1:55,,,,14,31,Timeout #2 by Green Bay Packers,0.000,1.910
4,1:55,2,10,GNB 47,14,31,Matt Leinart pass incomplete short right intended for Edgerrin James,1.910,1.220
4,1:49,3,10,GNB 47,14,31,"Penalty on Aaron Kampman: Defensive Offside, 5 yards (no play)",1.220,1.880
4,1:49,3,5,GNB 42,14,31,Matt Leinart pass incomplete short right intended for Carlyle Holiday (defended by Al Harris),1.880,0.460
4,1:43,4,5,GNB 42,14,31,Matt Leinart pass incomplete short middle intended for Bryant Johnson is intercepted by Charles Woodson at GNB-29,0.460,-0.870
4,1:38,1,10,GNB 29,14,31,Noah Herron left tackle for 6 yards (tackle by Darryl Blackstock),0.870,1.140
4,0:59,2,4,GNB 35,14,31,Noah Herron left end for 6 yards (tackle by Darnell Dockett),1.140,1.660
4,0:17,1,10,GNB 41,14,31,Brett Favre kneels for -1 yards,1.660,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
