Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,MIN 33,10,0,Kurt Warner pass complete to Amani Toomer for 11 yards (tackle by Brian Williams),3.040,4.110
2,14:33,1,10,MIN 22,10,0,Tiki Barber left end for 13 yards (tackle by Brian Russell),4.110,5.140
2,14:08,1,9,MIN 9,10,0,Tiki Barber up the middle for 4 yards (tackle by Keith Newman),5.140,5.150
2,13:24,2,5,MIN 5,16,0,"Tiki Barber up the middle for 5 yards, touchdown",5.150,7.000
2,,,,MIN 2,17,0,Steve Christie kicks extra point good,0.000,0.000
2,,,,NYG 30,17,0,"Steve Christie kicks off 40 yards, returned by Rod Davis for 15 yards (tackle by Nick Greisen). Penalty on Frank Walker: Offside on Free Kick, 5 yards",0.000,2.260
2,13:13,1,10,MIN 50,17,0,Mewelde Moore up the middle for 1 yard,2.260,1.850
2,12:31,2,9,NYG 49,17,0,"Penalty on Mewelde Moore: False Start, 5 yards (no play)",1.850,1.170
2,12:18,2,14,MIN 46,17,0,Daunte Culpepper pass complete to Kelly Campbell for 1 yard (tackle by Frank Walker),1.170,0.630
2,11:32,3,13,MIN 47,17,0,Daunte Culpepper pass complete to Marcus Robinson for 32 yards (tackle by Will Allen),0.630,4.170
2,10:45,1,10,NYG 21,17,0,Daunte Culpepper pass incomplete intended for Randy Moss,4.170,3.630
2,10:39,2,10,NYG 21,17,0,Mewelde Moore up the middle for 4 yards (tackle by Lance LeGree),3.630,3.460
2,9:56,3,6,NYG 17,17,0,Daunte Culpepper pass complete to Michael Bennett for -3 yards (tackle by Gibril Wilson),3.460,2.120
2,9:16,4,9,NYG 20,17,0,Morten Andersen 38 yard field goal no good,2.120,-0.870
2,9:13,1,10,NYG 29,17,0,"Ike Hilliard left end for 5 yards (tackle by Brian Williams). Penalty on Jamaar Taylor: Offensive Holding, 10 yards",0.870,0.540
2,8:59,1,15,NYG 24,17,0,Kurt Warner pass incomplete intended for Ike Hilliard,0.540,-0.350
2,8:53,2,15,NYG 24,17,0,Tiki Barber right end for 4 yards (tackle by Chris Hovan and Kenny Mixon),-0.350,-0.490
2,8:06,,,,17,0,Timeout #1 by New York Giants,0.000,-0.490
2,8:06,3,11,NYG 28,17,0,Kurt Warner pass incomplete intended for Jamaar Taylor,-0.490,-1.500
2,8:00,4,11,NYG 28,17,0,"Jeff Feagles punts 46 yards, returned by Nate Burleson for 1 yard (tackle by David Tyree)",-1.500,-0.740
2,7:51,1,10,MIN 27,17,0,Mewelde Moore up the middle for 1 yard (tackle by Gibril Wilson and Fred Robbins),0.740,0.330
2,7:21,2,9,MIN 28,17,0,Daunte Culpepper pass incomplete intended for Mewelde Moore,0.330,-0.360
2,7:16,3,9,MIN 28,17,0,Daunte Culpepper pass incomplete intended for Marcus Robinson,-0.360,-1.500
2,7:11,4,9,MIN 28,17,0,"Darren Bennett punts 44 yards, returned by Mark Jones for 3 yards (tackle by Dontarrious Thomas)",-1.500,-1.000
2,6:58,1,10,NYG 31,17,0,Tiki Barber left end for 3 yards (tackle by Chris Hovan),1.000,0.870
2,6:17,2,7,NYG 34,17,0,Kurt Warner sacked by Kenny Mixon for -6 yards,0.870,-0.630
2,5:48,3,13,NYG 28,17,0,Tiki Barber up the middle for 5 yards (tackle by Brian Russell),-0.630,-1.180
2,5:11,4,8,NYG 33,17,0,"Jeff Feagles punts 49 yards, fair catch by Nate Burleson",-1.180,-0.040
2,5:03,1,10,MIN 18,17,0,"Penalty on Nat Dorsey: False Start, 5 yards (no play)",0.040,-0.450
2,5:03,1,15,MIN 13,17,0,Daunte Culpepper up the middle for 9 yards (tackle by Nick Greisen),-0.450,0.140
2,4:28,2,6,MIN 22,17,0,Daunte Culpepper pass incomplete (defended by Norman Hand),0.140,-0.660
2,4:23,3,6,MIN 22,17,0,Daunte Culpepper pass incomplete intended for Marcus Robinson,-0.660,-1.900
2,4:18,4,6,MIN 22,17,0,Darren Bennett punts 39 yards,-1.900,-1.530
2,4:06,1,10,NYG 39,17,0,Kurt Warner pass complete to Ike Hilliard for 11 yards (tackle by E.J. Henderson),1.530,2.260
2,3:31,1,10,MIN 50,17,0,Tiki Barber left guard for 5 yards (tackle by Steve Martin),2.260,2.390
2,2:52,2,5,MIN 45,17,0,Kurt Warner pass complete to Tiki Barber for 10 yards (tackle by Corey Chavous),2.390,3.250
2,2:16,1,10,MIN 35,17,0,Tiki Barber left tackle for 4 yards (tackle by Steve Martin and E.J. Henderson),3.250,3.240
2,2:00,2,6,MIN 31,17,0,Kurt Warner pass incomplete intended for Ike Hilliard,3.240,2.540
2,1:56,3,6,MIN 31,17,0,Kurt Warner pass complete to Jamaar Taylor for 19 yards (tackle by Brian Williams),2.540,4.780
2,1:14,1,10,MIN 12,17,0,Tiki Barber up the middle for 2 yards (tackle by Kenechi Udeze),4.780,4.450
2,1:07,,,,17,0,Timeout #2 by New York Giants,0.000,4.450
2,1:07,2,8,MIN 10,17,0,Kurt Warner pass complete to Jeremy Shockey for 9 yards (tackle by E.J. Henderson),4.450,6.970
2,0:23,1,1,MIN 1,17,0,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by Kurt Warner at MIN-2",6.970,5.720
2,0:18,,,,17,0,Timeout #3 by New York Giants,0.000,5.720
2,0:18,2,2,MIN 2,17,0,"Kurt Warner pass incomplete intended for Amani Toomer. Penalty on Amani Toomer: Offensive Pass Interference, 10 yards (no play)",5.720,3.860
2,0:14,2,12,MIN 12,17,0,Kurt Warner pass incomplete intended for Amani Toomer (defended by Corey Chavous),3.860,3.100
2,0:05,3,12,MIN 12,20,0,Steve Christie 30 yard field goal good,3.100,3.000
2,,,,NYG 30,20,0,"Steve Christie kicks off 44 yards, returned by Sean Berton for 3 yards",0.000,0.870
2,0:04,1,10,MIN 29,20,0,Mewelde Moore right guard for 4 yards (tackle by Fred Robbins),0.870,0.870
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,20,0,"Aaron Elling kicks off 68 yards, returned by Willie Ponder for 28 yards (tackle by Terrance Shaw)",0.000,-0.940
3,14:53,1,10,NYG 30,20,0,"Kurt Warner pass incomplete intended for Jeremy Shockey. Penalty on Kenny Mixon: Defensive Offside, 5 yards (no play)",0.940,1.670
3,14:49,1,5,NYG 35,20,0,Tiki Barber left tackle for 3 yards (tackle by Brian Williams),1.670,1.470
3,14:08,2,2,NYG 38,20,0,Mike Cloud left guard for 3 yards (tackle by E.J. Henderson and Corey Chavous),1.470,1.660
3,13:31,1,10,NYG 41,20,0,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by Mike Cloud at NYG-39",1.660,0.850
3,12:52,2,12,NYG 39,20,0,"Penalty on Kurt Warner: False Start, 5 yards (no play)",0.850,0.180
3,12:39,2,17,NYG 34,20,0,Kurt Warner pass incomplete intended for Amani Toomer. Penalty on Amani Toomer: Offensive Pass Interference (Declined),0.180,-0.490
3,12:32,3,17,NYG 34,20,0,Kurt Warner pass incomplete intended for Jamaar Taylor,-0.490,-1.110
3,12:24,4,17,NYG 34,20,0,"Jeff Feagles punts 44 yards, returned by Nate Burleson for 5 yards (tackle by Reggie Torbor)",-1.110,-0.740
3,12:15,1,10,MIN 27,20,0,Daunte Culpepper pass complete to Marcus Robinson for 8 yards (tackle by Nick Greisen),0.740,1.280
3,11:38,2,2,MIN 35,20,0,Daunte Culpepper pass complete to Nate Burleson for 15 yards (tackle by Nick Greisen),1.280,2.260
3,11:19,1,10,MIN 50,20,0,Michael Bennett up the middle for no gain (tackle by Michael Strahan and Gibril Wilson),2.260,1.710
3,10:38,2,10,MIN 50,20,0,Daunte Culpepper pass complete to Sean Berton for 8 yards (tackle by Nick Greisen),1.710,2.080
3,9:56,3,2,NYG 42,20,0,Daunte Culpepper pass incomplete intended for Nate Burleson is intercepted by Will Allen at NYG-34 and returned for 11 yards (tackle by Moe Williams),2.080,-1.930
3,9:48,1,10,NYG 45,20,0,Tiki Barber left end for 6 yards (tackle by Chuck Wiley and E.J. Henderson),1.930,2.190
3,9:11,2,4,MIN 49,20,0,Kurt Warner pass complete to Amani Toomer for 8 yards (tackle by Brian Williams),2.190,2.850
3,8:31,1,10,MIN 41,20,0,Tiki Barber left guard for 2 yards (tackle by E.J. Henderson),2.850,2.580
3,7:54,2,8,MIN 39,20,0,Kurt Warner pass complete to Jeremy Shockey for 25 yards (tackle by Corey Chavous),2.580,4.650
3,7:08,1,10,MIN 14,20,0,Kurt Warner pass complete to Ike Hilliard for -3 yards (tackle by Antoine Winfield),4.650,3.590
3,6:26,2,13,MIN 17,20,0,"Kurt Warner pass complete to Amani Toomer for 17 yards. Penalty on Jason Whittle: Offensive Holding, 10 yards (no play)",3.590,2.340
3,6:20,,,,20,0,Timeout #1 by New York Giants,0.000,2.340
3,6:20,2,23,MIN 27,20,0,Kurt Warner pass incomplete intended for Amani Toomer,2.340,1.690
3,6:15,3,23,MIN 27,20,0,Kurt Warner pass complete to Jeremy Shockey for 26 yards (tackle by Willie Offord),1.690,6.970
3,5:45,1,1,MIN 1,26,0,"Mike Cloud up the middle for 1 yard, touchdown",6.970,7.000
3,,,,MIN 2,27,0,Steve Christie kicks extra point good,0.000,0.000
3,,,,NYG 30,27,0,"Steve Christie kicks off 62 yards, returned by Kelly Campbell for 15 yards (tackle by Frank Walker). Penalty on Larry Ned: Illegal Block Above the Waist, 10 yards",0.000,-0.320
3,5:31,1,10,MIN 13,27,0,Daunte Culpepper right guard for 9 yards (tackle by Carlos Emmons),-0.320,0.490
3,4:57,2,1,MIN 22,27,0,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,0.490,-0.350
3,4:51,3,1,MIN 22,27,0,Moe Williams up the middle for 4 yards (tackle by Michael Strahan),-0.350,0.670
3,4:12,1,10,MIN 26,27,0,Daunte Culpepper pass complete to Nate Burleson for 3 yards (tackle by Will Allen),0.670,0.540
3,3:38,2,7,MIN 29,27,0,Daunte Culpepper pass complete to Michael Bennett for 5 yards (tackle by Gibril Wilson),0.540,0.500
3,2:53,3,2,MIN 34,27,0,Daunte Culpepper right end for 3 yards (tackle by Brent Alexander),0.500,1.400
3,2:21,1,10,MIN 37,27,0,Michael Bennett right tackle for 4 yards (tackle by Keith Washington and Carlos Emmons),1.400,1.400
3,1:49,2,6,MIN 41,27,0,Daunte Culpepper pass incomplete intended for Nate Burleson,1.400,0.700
3,1:43,3,6,MIN 41,27,0,Daunte Culpepper pass complete to Michael Bennett for 1 yard (tackle by Will Allen),0.700,-0.590
3,1:02,4,5,MIN 42,27,0,Darren Bennett punts 9 yards,-0.590,-2.190
3,0:50,1,10,NYG 49,27,0,Mike Cloud up the middle for 3 yards (tackle by E.J. Henderson),2.190,2.050
3,0:06,2,7,MIN 48,27,0,Kurt Warner pass complete to Jim Finn for 8 yards (tackle by Brian Williams),2.050,2.920
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 40,27,0,Mike Cloud up the middle for 3 yards (tackle by Keith Newman and Kenny Mixon),2.920,2.780
4,14:18,2,7,MIN 37,27,0,Mike Cloud up the middle for 26 yards (tackle by Brian Russell),2.780,4.840
4,13:40,1,10,MIN 11,27,0,Mike Cloud left guard for 4 yards (tackle by Kevin Williams),4.840,4.890
4,13:00,2,6,MIN 7,27,0,Kurt Warner pass complete to Visanthe Shiancoe for 5 yards (tackle by E.J. Henderson),4.890,5.120
4,12:11,,,,27,0,Timeout #2 by New York Giants,0.000,5.120
4,12:11,3,1,MIN 2,33,0,"Mike Cloud left tackle for 2 yards, touchdown",5.120,7.000
4,,,,MIN 2,34,0,Steve Christie kicks extra point good,0.000,0.000
4,,,,NYG 30,34,0,"Steve Christie kicks off 61 yards, returned by Kelly Campbell for 23 yards (tackle by Jim Maxwell)",0.000,1.070
4,12:01,1,10,MIN 32,34,0,Daunte Culpepper pass complete to Michael Bennett for 6 yards (tackle by Carlos Emmons),1.070,1.340
4,11:29,2,4,MIN 38,34,0,Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Will Allen),1.340,0.630
4,11:21,3,4,MIN 38,34,0,Daunte Culpepper pass complete to Mewelde Moore for 26 yards (tackle by Terry Cousin),0.630,3.180
4,10:45,1,10,NYG 36,34,0,Daunte Culpepper pass incomplete intended for Marcus Robinson,3.180,2.640
4,10:40,2,10,NYG 36,34,0,Mewelde Moore up the middle for 9 yards (tackle by Keith Washington),2.640,3.140
4,10:00,3,1,NYG 27,34,0,Nate Burleson left end for 8 yards (tackle by Terry Cousin),3.140,4.310
4,9:36,1,10,NYG 19,34,0,Daunte Culpepper pass complete to Marcus Robinson for 9 yards (tackle by Will Allen),4.310,5.360
4,9:07,2,1,NYG 10,34,6,"Michael Bennett up the middle for 10 yards, touchdown",5.360,7.000
4,,,,NYG 2,34,7,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 30,34,7,"Aaron Elling kicks off 60 yards, returned by Mark Jones for 20 yards (tackle by Derek Ross)",0.000,-0.940
4,8:55,1,10,NYG 30,34,7,Mike Cloud up the middle for 2 yards (tackle by Steve Martin and Chuck Wiley),0.940,0.660
4,8:11,2,8,NYG 32,34,7,Mike Cloud left tackle for 11 yards (tackle by Brian Russell),0.660,1.800
4,7:20,1,10,NYG 43,34,7,Tiki Barber right guard for 2 yards (tackle by Kenny Mixon),1.800,1.520
4,6:34,2,8,NYG 45,34,7,Tiki Barber left guard for 2 yards (tackle by Lance Johnstone),1.520,1.090
4,5:47,3,6,NYG 47,34,7,"Kurt Warner sacked by Lance Johnstone for -9 yards. Kurt Warner fumbles (forced by Lance Johnstone), recovered by Luke Petitgout at NYG-38",1.090,-0.850
4,5:07,4,15,NYG 38,34,7,"Jeff Feagles punts 45 yards, fair catch by Nate Burleson",-0.850,0.060
4,4:59,1,10,MIN 17,34,7,"Daunte Culpepper pass incomplete intended for Kelly Campbell. Penalty on Frank Walker: Defensive Pass Interference, 42 yards (no play)",-0.060,2.850
4,4:50,1,10,NYG 41,34,7,Daunte Culpepper pass complete to Jermaine Wiggins for 18 yards (tackle by Gibril Wilson),2.850,4.040
4,4:40,1,10,NYG 23,34,7,Daunte Culpepper pass complete to Jermaine Wiggins for 4 yards (tackle by Frank Walker),4.040,4.050
4,4:08,2,6,NYG 19,34,7,Daunte Culpepper pass incomplete intended for Michael Bennett,4.050,3.340
4,4:01,3,6,NYG 19,34,7,Daunte Culpepper pass complete to Nate Burleson for 12 yards (tackle by Frank Walker),3.340,5.600
4,3:27,1,7,NYG 7,34,7,Daunte Culpepper pass incomplete intended for Nate Burleson,5.600,4.760
4,3:22,2,7,NYG 7,34,7,Daunte Culpepper pass complete to Michael Bennett for 6 yards (tackle by Gibril Wilson),4.760,5.170
4,2:48,3,1,NYG 1,34,13,"Daunte Culpepper pass complete to Nate Burleson for 1 yard, touchdown",5.170,7.000
4,,,,,34,13,"Two Point Attempt: Daunte Culpepper pass incomplete intended for Nate Burleson, conversion fails",1.000,-1.000
4,,,,MIN 30,34,13,"Aaron Elling kicks onside 16 yards, recovered by Ike Hilliard",0.000,2.520
4,2:43,1,10,MIN 46,34,13,Tiki Barber left tackle for 6 yards (tackle by E.J. Henderson and Keith Newman),2.520,2.790
4,2:35,,,,34,13,Timeout #1 by Minnesota Vikings,0.000,2.790
4,2:35,2,4,MIN 40,34,13,Tiki Barber left tackle for -1 yards (tackle by Brian Williams). Penalty on Jamaar Taylor: Offensive Holding (Declined),2.790,1.950
4,2:30,3,5,MIN 41,34,13,Tiki Barber left end for 6 yards (tackle by Chris Hovan and Lance Johnstone),1.950,3.250
4,2:00,1,10,MIN 35,34,13,Jim Finn left guard for 5 yards (tackle by Antoine Winfield),3.250,3.380
4,1:14,2,5,MIN 30,34,13,Jim Finn left tackle for -1 yards (tackle by E.J. Henderson),3.380,2.540
4,1:10,,,,34,13,Timeout #2 by Minnesota Vikings,0.000,2.540
4,1:10,3,6,MIN 31,34,13,Jim Finn up the middle for 3 yards (tackle by Kevin Williams),2.540,1.680
4,1:04,,,,34,13,Timeout #3 by Minnesota Vikings,0.000,1.680
4,1:04,4,3,MIN 28,34,13,Steve Christie punts 19 yards,1.680,0.380
4,0:50,1,10,MIN 9,34,13,Daunte Culpepper pass complete to Michael Bennett for 3 yards (tackle by Carlos Emmons),-0.380,-0.560
4,0:24,2,7,MIN 12,34,13,Daunte Culpepper pass complete to Jermaine Wiggins for 5 yards (tackle by Carlos Emmons),-0.560,-0.480
4,0:03,3,2,MIN 17,34,13,Daunte Culpepper pass incomplete. Penalty on Daunte Culpepper: Illegal Forward Pass,-0.480,-2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
