Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
2,4:09,1,10,HOU 32,22,7,Robert Woods left end for 7 yards (tackle by Sione Takitaki),1.070,1.470
2,3:34,2,3,HOU 39,22,7,Case Keenum sacked by Alex Wright for -10 yards,1.470,-0.560
2,2:51,3,13,HOU 29,22,7,Dare Ogunbowale up the middle for 6 yards (tackle by Myles Garrett),-0.560,-1.040
2,2:08,4,7,HOU 35,22,7,"Cameron Johnston punts 52 yards, returned by James Proche for 6 yards (tackle by Henry To'oTo'o and Neville Hewitt)",-1.040,-0.150
2,1:58,1,10,CLE 19,22,7,"Penalty on Andrew Beck: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.150,1.200
2,1:58,1,10,CLE 34,22,7,Jerome Ford up the middle for 2 yards (tackle by Myjai Sanders),1.200,0.930
2,1:39,2,8,CLE 36,22,7,Joe Flacco pass deep left intended for Marquise Goodwin is intercepted by DeAndre Houston-Carson at HOU-16 and returned for no gain,0.930,0.140
2,1:30,1,10,HOU 16,22,7,Case Keenum pass complete short right to Devin Singletary for 8 yards (tackle by Jeremiah Owusu-Koramoah),-0.140,0.550
2,1:23,2,2,HOU 24,22,7,Devin Singletary up the middle for 1 yard (tackle by Jordan Elliott),0.550,-0.200
2,0:55,3,1,HOU 25,22,7,Case Keenum pass complete short left to Nico Collins for 4 yards (tackle by Martin Emerson),-0.200,0.870
2,0:41,1,10,HOU 29,22,7,Case Keenum pass complete short middle to Dalton Schultz for 6 yards (tackle by Sione Takitaki),0.870,1.140
2,0:37,,,,,,Timeout #1 by Houston Texans,,
2,0:37,2,4,HOU 35,22,7,Case Keenum pass complete short right to Dalton Schultz for 6 yards (tackle by Duron Harmon),1.140,1.660
2,0:29,1,10,HOU 41,22,7,Case Keenum pass short middle (defended by Shelby Harris) intended for Dalton Schultz is intercepted by Jeremiah Owusu-Koramoah at HOU-49 and returned for 8 yards (tackle by Devin Singletary and Robert Woods),1.660,-2.850
2,0:23,1,10,HOU 41,22,7,Joe Flacco pass complete deep right to Amari Cooper for 23 yards (tackle by Derek Stingley),2.850,4.370
2,0:15,,,,,,Timeout #2 by Cleveland Browns,,
2,0:15,1,10,HOU 18,22,7,Joe Flacco pass incomplete deep right intended for Amari Cooper,4.370,3.800
2,0:11,2,10,HOU 18,22,7,Joe Flacco pass incomplete deep middle,3.800,3.050
2,0:05,,,,,,Timeout #2 by Houston Texans,,
2,0:05,3,10,HOU 18,22,7,Joe Flacco pass deep right intended for Amari Cooper is intercepted by Derek Stingley in end zone and returned for no gain,3.050,0.000
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,22,7,"Corey Bojorquez kicks off 56 yards, returned by Dameon Pierce for 24 yards (tackle by Matthew Adams)",0.000,1.140
3,14:53,1,10,HOU 33,22,7,Devin Singletary right tackle for 17 yards (tackle by Ronnie Hickman),1.140,2.260
3,14:18,1,10,HOU 50,22,7,Case Keenum sacked by Za'Darius Smith for -10 yards,2.260,0.360
3,13:40,2,20,HOU 40,22,7,Case Keenum pass complete short right to Dalton Schultz for 8 yards (tackle by Denzel Ward),0.360,0.760
3,13:00,3,12,HOU 48,22,7,Case Keenum pass complete short left to Dalton Schultz for 6 yards (tackle by Mike Ford),0.760,0.200
3,12:19,4,6,CLE 46,22,7,"Cameron Johnston punts 40 yards, fair catch by James Proche at CLE-6",0.200,0.380
3,12:14,1,10,CLE 6,22,7,Joe Flacco pass complete short left to David Njoku for 4 yards (tackle by Denzel Perryman and Desmond King),-0.380,-0.490
3,11:36,2,6,CLE 10,22,7,Joe Flacco pass complete short right to David Njoku for 5 yards (tackle by Desmond King and Christian Harris),-0.490,-0.370
3,10:57,3,1,CLE 15,22,7,Joe Flacco pass complete short left to Amari Cooper for 8 yards (tackle by DeAndre Houston-Carson),-0.370,0.480
3,10:18,1,10,CLE 23,22,7,Pierre Strong left tackle for 8 yards (tackle by DeAndre Houston-Carson),0.480,1.010
3,9:39,2,2,CLE 31,22,7,Joe Flacco pass complete short left to David Njoku for 4 yards (tackle by Denzel Perryman),1.010,1.270
3,8:58,1,10,CLE 35,22,7,Joe Flacco pass complete short left to Jordan Akins for 5 yards (tackle by Denzel Perryman),1.270,1.400
3,8:16,2,5,CLE 40,22,7,Kareem Hunt left tackle for 2 yards (tackle by Myjai Sanders and Steven Nelson),1.400,0.960
3,7:46,3,3,CLE 42,22,7,Joe Flacco pass complete short left to Kareem Hunt for 6 yards (tackle by Steven Nelson),0.960,2.130
3,7:08,1,10,CLE 48,22,7,Jerome Ford right end for 1 yard (tackle by DeAndre Houston-Carson and Desmond King),2.130,1.720
3,6:30,2,9,CLE 49,22,7,Joe Flacco pass complete deep left to Amari Cooper for 19 yards (tackle by Steven Nelson),1.720,3.450
3,5:51,1,10,HOU 32,22,7,Jerome Ford right tackle for 7 yards (tackle by DeAndre Houston-Carson and Desmond King),3.450,3.850
3,5:10,2,3,HOU 25,22,7,Jerome Ford left tackle for -5 yards (tackle by Maliek Collins and Derek Barnett),3.850,2.480
3,4:30,3,8,HOU 30,22,7,Joe Flacco pass incomplete short left intended for Kareem Hunt,2.480,1.410
3,4:28,4,8,HOU 30,22,7,Joe Flacco pass complete short left to Amari Cooper for 13 yards,1.410,4.440
3,4:08,1,10,HOU 17,22,7,Joe Flacco pass incomplete short left intended for Amari Cooper (no play),4.440,5.520
3,4:03,1,5,HOU 12,22,7,Joe Flacco pass incomplete short middle intended for Elijah Moore (defended by Derek Stingley),5.520,4.690
3,3:58,2,5,HOU 12,22,7,Kareem Hunt right tackle for 3 yards (tackle by Myjai Sanders and Desmond King),4.690,4.570
3,3:19,3,2,HOU 9,22,7,Joe Flacco up the middle for 2 yards (tackle by Maliek Collins),4.570,5.600
3,2:39,1,7,HOU 7,28,7,"Joe Flacco pass complete short middle to Amari Cooper for 7 yards, touchdown",5.600,7.000
3,2:35,,,HOU 2,28,7,"Two Point Attempt: Jerome Ford rushes, conversion fails.",1.000,-1.000
3,2:35,,,CLE 35,28,7,"Corey Bojorquez kicks off 53 yards, returned by Dameon Pierce for 9 yards (tackle by Tony Fields and Mohamoud Diabate)",0.000,0.340
3,2:29,1,10,HOU 21,28,7,Devin Singletary right guard for 2 yards (tackle by Jeremiah Owusu-Koramoah),0.340,0.070
3,1:54,2,8,HOU 23,28,7,Case Keenum pass incomplete deep middle intended for John Metchie (defended by Greg Newsome),0.070,-0.630
3,1:47,3,8,HOU 23,28,7,Case Keenum pass deep right (defended by Za'Darius Smith) intended for Nico Collins is intercepted by Duron Harmon at CLE-49 and returned for no gain (tackle by Noah Brown),-0.630,-2.190
3,1:37,1,10,CLE 49,28,7,Joe Flacco pass complete short left to Amari Cooper for 21 yards (tackle by Steven Nelson),2.190,3.580
3,0:58,1,10,HOU 30,28,7,Joe Flacco pass incomplete deep left intended for Elijah Moore,3.580,3.030
3,0:49,2,10,HOU 30,28,7,Pierre Strong up the middle for 4 yards (tackle by Denzel Perryman),3.030,2.870
3,0:09,3,6,HOU 26,28,7,Kareem Hunt left tackle for 1 yard (tackle by Jerry Hughes),2.870,1.880
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,HOU 25,28,7,Joe Flacco pass complete short left to Cedric Tillman for 7 yards (tackle by Steven Nelson),1.880,4.370
4,14:22,1,10,HOU 18,28,7,Kareem Hunt left tackle for 4 yards (tackle by Denzel Perryman and Desmond King),4.370,4.430
4,13:48,2,6,HOU 14,28,7,Joe Flacco pass incomplete short right intended for David Bell,4.430,3.630
4,13:42,3,6,HOU 14,28,7,Joe Flacco pass complete short left to Elijah Moore for 1 yard (tackle by DeAndre Houston-Carson and Maliek Collins),3.630,2.620
4,12:59,4,5,HOU 13,28,7,"Joe Flacco pass complete short right to Amari Cooper for 11 yards (tackle by Derek Stingley). Penalty on Desmond King: Unnecessary Roughness / Defense, 1 yard (accepted)",2.620,6.970
4,12:53,1,1,HOU 1,28,7,Joe Flacco pass incomplete short left intended for David Njoku. Penalty on Christian Harris: Defensive Pass Interference (accepted) (no play),6.970,6.970
4,12:34,1,1,HOU 1,34,7,"Kareem Hunt right guard for 1 yard, touchdown",6.970,7.000
4,12:31,,,HOU 2,36,7,Two Point Attempt: Joe Flacco pass complete to to Amari Cooper for no gain,1.000,1.000
4,12:31,,,CLE 35,36,7,"D'Anthony Bell kicks off 42 yards, returned by Andrew Beck for 9 yards (tackle by D'Anthony Bell)",0.000,1.070
4,12:24,1,10,HOU 32,36,7,Davis Mills pass complete short middle to Dalton Schultz for 7 yards (tackle by Sione Takitaki and Ronnie Hickman),1.070,1.470
4,12:02,2,3,HOU 39,36,7,Davis Mills pass complete short right to Robert Woods for 2 yards (tackle by Cameron Mitchell),1.470,1.030
4,11:38,3,1,HOU 41,36,7,Dameon Pierce right tackle for -1 yards (tackle by Myles Garrett),1.030,-0.720
4,11:03,4,2,HOU 40,36,7,Davis Mills pass incomplete short right intended for Robert Woods,-0.720,-2.920
4,10:57,1,10,HOU 40,36,7,Pierre Strong left guard for 6 yards (tackle by Christian Harris),2.920,3.180
4,10:21,2,4,HOU 34,36,7,Dorian Thompson-Robinson pass complete short right to David Bell for 6 yards (tackle by Desmond King),3.180,3.710
4,9:39,1,10,HOU 28,36,7,Dorian Thompson-Robinson right end for -5 yards (tackle by Derek Barnett and Jerry Hughes),3.710,2.490
4,8:59,2,15,HOU 33,36,7,Pierre Strong up the middle for 4 yards (tackle by Jerry Hughes),2.490,2.340
4,8:17,3,11,HOU 29,36,7,Dorian Thompson-Robinson pass incomplete short right intended for Pierre Strong,2.340,1.500
4,8:11,4,11,HOU 29,36,7,Dorian Thompson-Robinson sacked by Jerry Hughes for -10 yards,1.500,-1.530
4,8:06,1,10,HOU 39,36,7,Davis Mills pass incomplete short right intended for Noah Brown,1.530,0.990
4,8:03,2,10,HOU 39,36,7,Davis Mills pass incomplete short right intended for Robert Woods (defended by D'Anthony Bell),0.990,0.300
4,7:59,3,10,HOU 39,36,7,Davis Mills pass complete short right to Noah Brown for 10 yards (tackle by Mike Ford),0.300,2.190
4,7:30,1,10,HOU 49,36,7,Davis Mills pass complete short right to Noah Brown for 16 yards (tackle by D'Anthony Bell),2.190,3.250
4,7:08,1,10,CLE 35,36,7,Davis Mills pass complete deep left to Xavier Hutchinson for 18 yards (tackle by Duron Harmon),3.250,4.440
4,6:44,1,10,CLE 17,36,7,Davis Mills pass incomplete deep right intended for Noah Brown,4.440,3.850
4,6:40,2,10,CLE 17,36,7,Davis Mills pass complete short middle to Robert Woods for 12 yards (tackle by D'Anthony Bell),3.850,6.060
4,6:17,1,5,CLE 5,36,7,Davis Mills pass incomplete short right intended for John Metchie,6.060,5.150
4,6:15,2,5,CLE 5,36,7,Davis Mills pass incomplete short right intended for John Metchie,5.150,4.260
4,6:11,3,5,CLE 5,36,13,"Davis Mills pass complete short right to Nico Collins for 5 yards, touchdown",4.260,7.000
4,6:08,,,CLE 2,36,15,"Two Point Attempt: Davis Mills pass complete to to Nico Collins for no gain. Penalty on Alex Wright: Defensive Offside, 5 yards (accepted)",1.000,1.000
4,6:08,,,HOU 35,36,15,"Ka'imi Fairbairn kicks onside 12 yards, recovered by Jalen Pitre",0.000,-1.270
4,6:07,1,10,HOU 35,36,15,Davis Mills pass incomplete short left intended for Dalton Schultz (defended by Siaki Ika),1.270,1.520
4,6:04,2,10,HOU 47,36,15,Davis Mills pass incomplete short right,1.520,0.830
4,6:01,3,10,HOU 47,36,15,Davis Mills pass incomplete short left intended for Xavier Hutchinson (defended by Alex Wright),0.830,-0.260
4,5:57,4,10,HOU 47,36,15,Davis Mills pass complete short left to Dalton Schultz for 14 yards (tackle by D'Anthony Bell),-0.260,2.980
4,5:37,1,10,CLE 39,36,15,Davis Mills pass incomplete short middle intended for Dameon Pierce,2.980,2.440
4,5:28,2,10,CLE 39,36,15,Davis Mills pass complete short middle to Dameon Pierce for 10 yards (tackle by Tony Fields and Tanner McCalister),2.440,3.640
4,4:57,1,10,CLE 29,36,15,Davis Mills pass complete deep middle to Brevin Jordan for 19 yards (tackle by Duron Harmon),3.640,4.910
4,4:35,1,10,CLE 10,36,15,Davis Mills scrambles left end for 9 yards (tackle by Tanner McCalister),4.910,5.910
4,4:15,2,1,CLE 1,36,21,"Davis Mills pass complete short right to Andrew Beck for 1 yard, touchdown",5.910,7.000
4,4:12,,,CLE 15,36,22,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,4:12,,,HOU 35,36,22,"Ka'imi Fairbairn kicks onside 9 yards, returned by James Proche for no gain",0.000,2.650
4,4:10,1,10,HOU 44,36,22,"Kareem Hunt right guard for no gain (tackle by Khalil Davis). Penalty on Khalil Davis: Face Mask (15 Yards), 15 yards (accepted) (no play)",2.650,3.640
4,4:06,1,10,HOU 29,36,22,Jerome Ford right guard for 3 yards (tackle by Adrian Amos),3.640,3.510
4,3:59,,,,,,Timeout #1 by Houston Texans,,
4,3:59,2,7,HOU 26,36,22,Joe Flacco pass incomplete deep left intended for Amari Cooper,3.510,2.810
4,3:54,3,7,HOU 26,36,22,Jerome Ford right guard for no gain (tackle by Christian Harris),2.810,1.740
4,3:49,,,,,,Timeout #2 by Houston Texans,,
4,3:49,4,7,HOU 26,36,22,Joe Flacco pass complete short right to Amari Cooper for 13 yards,1.740,4.710
4,3:45,1,10,HOU 13,36,22,Kareem Hunt left guard for -2 yards (tackle by Derek Barnett and Myjai Sanders),4.710,3.760
4,3:40,,,,,,Timeout #3 by Houston Texans,,
4,3:40,,,,,,Timeout #1 by Cleveland Browns,,
4,3:40,2,12,HOU 15,36,22,Jerome Ford right end for 3 yards (tackle by Adrian Amos),3.760,3.280
4,2:53,3,9,HOU 12,36,22,Jerome Ford right end for -3 yards (tackle by DeAndre Houston-Carson),3.280,2.440
4,2:12,4,12,HOU 15,36,22,Joe Flacco pass complete short left to Jerome Ford for -2 yards (tackle by Desmond King),2.440,0.060
4,2:06,1,10,HOU 17,36,22,Davis Mills pass incomplete short right intended for Dare Ogunbowale,-0.060,-0.580
4,2:01,2,10,HOU 17,36,22,Davis Mills pass incomplete short right intended for Dare Ogunbowale (defended by Denzel Ward),-0.580,-1.250
4,1:57,3,10,HOU 17,36,22,Davis Mills pass complete short left to Noah Brown for 12 yards (tackle by Mike Ford and Ronnie Hickman),-1.250,0.870
4,1:32,1,10,HOU 29,36,22,Davis Mills pass complete short middle to Brevin Jordan for 8 yards (tackle by Sione Takitaki),0.870,1.410
4,1:18,2,2,HOU 37,36,22,Davis Mills pass incomplete deep left intended for Noah Brown,1.410,0.700
4,1:14,3,2,HOU 37,36,22,Davis Mills pass complete short right to Dalton Schultz for 10 yards (tackle by D'Anthony Bell),0.700,2.060
4,0:53,,,,,,Timeout #2 by Cleveland Browns,,
4,0:53,1,10,HOU 47,36,22,Davis Mills pass incomplete deep left intended for Robert Woods,2.060,1.520
4,0:47,2,10,HOU 47,36,22,Davis Mills pass incomplete short right intended for Noah Brown (defended by D'Anthony Bell),1.520,0.830
4,0:42,3,10,HOU 47,36,22,Davis Mills pass incomplete short middle intended for Dalton Schultz,0.830,-0.260
4,0:38,4,10,HOU 47,36,22,"Davis Mills pass complete short right to Dalton Schultz for no gain (tackle by D'Anthony Bell). Penalty on Myles Garrett: Defensive Offside, 5 yards (accepted) (no play)",-0.260,0.070
4,0:32,4,5,CLE 48,36,22,Davis Mills pass incomplete short right intended for Brevin Jordan (defended by Jeremiah Owusu-Koramoah),0.070,-2.190
4,0:24,1,10,CLE 49,36,22,Joe Flacco kneels for -1 yards,2.190,1.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
