Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jake Matthews,T,73,100%,0,0%,7,27%
Ryan Schraeder,T,73,100%,0,0%,7,27%
Andy Levitre,G,73,100%,0,0%,7,27%
Chris Chester,G,73,100%,0,0%,7,27%
Matt Ryan,QB,73,100%,0,0%,0,0%
Alex Mack,C,66,90%,0,0%,0,0%
Levine Toilolo,TE,52,71%,0,0%,11,42%
Mohamed Sanu,WR,52,71%,0,0%,2,8%
Devonta Freeman,RB,46,63%,0,0%,0,0%
Julio Jones,WR,44,60%,0,0%,2,8%
Austin Hooper,TE,44,60%,0,0%,2,8%
Taylor Gabriel,WR,31,42%,0,0%,0,0%
Aldrick Robinson,WR,29,40%,0,0%,0,0%
Tevin Coleman,RB,26,36%,0,0%,0,0%
Patrick DiMarco,FB,23,32%,0,0%,7,27%
Justin Hardy,WR,13,18%,0,0%,17,65%
Ben Garland,C,7,10%,0,0%,10,38%
Joshua Perkins,TE,4,5%,0,0%,13,50%
Tom Compton,T,1,1%,0,0%,10,38%
Brian Poole,CB,0,0%,68,100%,4,15%
Ricardo Allen,SS,0,0%,68,100%,4,15%
Deion Jones,LB,0,0%,64,94%,2,8%
Robert Alford,CB,0,0%,63,93%,9,35%
Jalen Collins,CB,0,0%,63,93%,1,4%
Keanu Neal,FS,0,0%,62,91%,10,38%
De'Vondre Campbell,LB,0,0%,57,84%,0,0%
Vic Beasley,LB,0,0%,47,69%,0,0%
Grady Jarrett,DT,0,0%,38,56%,2,8%
Dwight Freeney,DE,0,0%,37,54%,0,0%
Jonathan Babineaux,DT,0,0%,33,49%,7,27%
Brooks Reed,DE,0,0%,31,46%,14,54%
Ra'Shede Hageman,DT,0,0%,28,41%,2,8%
Tyson Jackson,DE,0,0%,19,28%,2,8%
Joe Vellano,NT,0,0%,18,26%,0,0%
Courtney Upshaw,DT,0,0%,17,25%,2,8%
C.J. Goodwin,CB,0,0%,9,13%,17,65%
Ayodeji Olatoye,CB,0,0%,8,12%,2,8%
Sharrod Neasman,SS,0,0%,6,9%,13,50%
Paul Worrilow,LB,0,0%,4,6%,19,73%
LaRoy Reynolds,LB,0,0%,4,6%,17,65%
Philip Wheeler,LB,0,0%,4,6%,7,27%
Matthew Bosher,P,0,0%,0,0%,17,65%
Eric Weems,WR,0,0%,0,0%,17,65%
Josh Harris,LS,0,0%,0,0%,9,35%
Matt Bryant,K,0,0%,0,0%,7,27%
