Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Michael Jacquet,PHI,0,10,8,80.0%,158,19.8,15.8,1,152.1,12.9,107,51,1,0,1,1.0,2,7,1,12.5%
Nickell Robey-Coleman,PHI,0,9,7,77.8%,95,13.6,10.6,1,147.7,12.0,76,19,0,0,0,0.0,0,9,0,0.0%
Marcus Epps,PHI,1,6,5,83.3%,76,15.2,12.7,0,79.2,8.0,45,31,0,0,0,0.0,0,7,2,22.2%
Alex Singleton,PHI,0,3,3,100.0%,13,4.3,4.3,1,124.3,1.0,3,10,4,0,0,0.0,0,11,0,0.0%
Jalen Mills,PHI,0,4,3,75.0%,80,26.7,20.0,0,116.7,12.5,32,48,3,0,0,0.0,0,5,1,16.7%
Derek Barnett,PHI,0,1,1,100.0%,8,8.0,8.0,0,100.0,-4.0,-4,12,0,4,0,0.0,4,3,0,0.0%
Duke Riley,PHI,0,1,1,100.0%,2,2.0,2.0,0,79.2,-4.0,-4,6,7,0,0,0.0,0,1,1,50.0%
Fletcher Cox,PHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
Malik Jackson,PHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Brandon Graham,PHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
K'Von Wallace,PHI,0,1,0,0.0%,,,0.0,,39.6,4.0,,,1,0,0,0.0,0,1,0,0.0%
Kevon Seymour,PHI,0,1,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,2,0,0.0%
Javon Hargrave,PHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
T.J. Edwards,PHI,0,1,0,0.0%,,,0.0,,39.6,23.0,,,0,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Byron Murphy,ARI,0,13,8,61.5%,43,5.4,3.3,1,92.8,9.3,13,30,2,0,0,1.0,1,4,0,0.0%
Patrick Peterson,ARI,0,8,4,50.0%,56,14.0,7.0,1,112.5,19.4,56,0,0,0,0,0.0,0,6,0,0.0%
Dre Kirkpatrick,ARI,0,5,3,60.0%,63,21.0,12.6,0,104.2,13.6,38,25,0,0,0,0.0,0,2,1,33.3%
Jordan Hicks,ARI,0,4,2,50.0%,69,34.5,17.3,0,95.8,14.5,45,24,12,0,1,0.0,1,6,0,0.0%
Isaiah Simmons,ARI,0,4,2,50.0%,35,17.5,8.8,1,119.8,2.5,-6,41,12,1,0,0.0,1,5,2,28.6%
Chris Banjo,ARI,0,3,2,66.7%,30,15.0,10.0,0,99.3,-0.3,-4,34,3,1,0,0.0,1,5,0,0.0%
De'Vondre Campbell,ARI,0,3,2,66.7%,21,10.5,7.0,0,86.8,6.7,13,8,2,0,0,0.0,0,3,2,40.0%
Markus Golden,ARI,0,1,1,100.0%,7,7.0,7.0,0,95.8,-4.0,-4,11,5,0,1,0.0,1,5,0,0.0%
Budda Baker,ARI,0,1,1,100.0%,14,14.0,14.0,0,118.7,14.0,14,0,4,0,0,0.0,0,4,1,20.0%
Dennis Gardeck,ARI,0,0,0,,,,,,,,,,3,0,0,2.0,2,5,0,0.0%
Haason Reddick,ARI,0,0,0,,,,,,,,,,14,1,0,1.0,2,4,1,20.0%
Zach Allen,ARI,0,0,0,,,,,,,,,,0,0,0,1.0,1,11,0,0.0%
Leki Fotu,ARI,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Rashard Lawrence,ARI,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Devon Kennard,ARI,0,0,0,,,,,,,,,,1,0,1,0.0,1,0,1,100.0%
Domata Peko,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Zeke Turner,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
