Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Darnell Wright,T,64,100%,0,0%,8,27%
Larry Borom,T,64,100%,0,0%,8,27%
Nate Davis,G,64,100%,0,0%,1,3%
Justin Fields,QB,64,100%,0,0%,0,0%
Cody Whitehair,G,58,91%,0,0%,8,27%
D.J. Moore,WR,56,88%,0,0%,0,0%
Cole Kmet,TE,53,83%,0,0%,8,27%
Darnell Mooney,WR,50,78%,0,0%,0,0%
Khalil Herbert,RB,42,66%,0,0%,0,0%
Teven Jenkins,T,37,58%,0,0%,4,13%
Khari Blasingame,FB,26,41%,0,0%,16,53%
Equanimeous St. Brown,WR,24,38%,0,0%,1,3%
Lucas Patrick,C,22,34%,0,0%,3,10%
Marcedes Lewis,TE,22,34%,0,0%,0,0%
Robert Tonyan,TE,21,33%,0,0%,16,53%
Tyler Scott,WR,15,23%,0,0%,9,30%
Ja'Tyre Carter,G,11,17%,0,0%,8,27%
Roschon Johnson,RB,6,9%,0,0%,5,17%
Velus Jones Jr.,WR,5,8%,0,0%,18,60%
Elijah Hicks,FS,0,0%,70,100%,11,37%
T.J. Edwards,LB,0,0%,70,100%,3,10%
Tyrique Stevenson,CB,0,0%,66,94%,12,40%
Tremaine Edmunds,LB,0,0%,66,94%,0,0%
Jaquan Brisker,SS,0,0%,64,91%,3,10%
Yannick Ngakoue,DE,0,0%,58,83%,0,0%
Terell Smith,CB,0,0%,54,77%,0,0%
Justin Jones,DT,0,0%,52,74%,1,3%
DeMarcus Walker,DE,0,0%,51,73%,0,0%
Greg Stroman,CB,0,0%,48,69%,0,0%
Gervon Dexter,DT,0,0%,33,47%,3,10%
Andrew Billings,DT,0,0%,27,39%,1,3%
Rasheem Green,DE,0,0%,24,34%,3,10%
Dominique Robinson,DE,0,0%,22,31%,3,10%
Jaylon Jones,CB,0,0%,18,26%,22,73%
Jack Sanborn,LB,0,0%,18,26%,16,53%
Zacch Pickens,DT,0,0%,14,20%,1,3%
Joejuan Williams,CB,0,0%,8,11%,11,37%
A.J. Thomas,FS,0,0%,6,9%,10,33%
Quindell Johnson,SS,0,0%,1,1%,14,47%
Noah Sewell,LB,0,0%,0,0%,22,73%
Dylan Cole,LB,0,0%,0,0%,22,73%
Cairo Santos,K,0,0%,0,0%,17,57%
Trenton Gill,P,0,0%,0,0%,11,37%
Patrick Scales,LS,0,0%,0,0%,11,37%
Dan Feeney,C,0,0%,0,0%,8,27%
Travis Homer,RB,0,0%,0,0%,6,20%
Trent Taylor,WR,0,0%,0,0%,6,20%
