Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Andrew Norwell,G,83,100%,0,0%,5,15%
Jawaan Taylor,T,83,100%,0,0%,5,15%
Brandon Linder,C,83,100%,0,0%,1,3%
Gardner Minshew II,QB,83,100%,0,0%,0,0%
Cam Robinson,T,83,100%,0,0%,0,0%
Leonard Fournette,RB,76,92%,0,0%,0,0%
DJ Chark,WR,68,82%,0,0%,10,29%
Chris Conley,WR,64,77%,0,0%,0,0%
Dede Westbrook,WR,58,70%,0,0%,12,35%
Will Richardson,T,45,54%,0,0%,5,15%
Geoff Swaim,TE,43,52%,0,0%,0,0%
A.J. Cann,G,38,46%,0,0%,5,15%
James O'Shaughnessy,TE,37,45%,0,0%,4,12%
Seth Devalve,TE,21,25%,0,0%,10,29%
Marqise Lee,WR,18,22%,0,0%,0,0%
Cedric Ogbuehi,T,14,17%,0,0%,0,0%
Keelan Cole,WR,10,12%,0,0%,0,0%
Ryquell Armstead,RB,6,7%,0,0%,6,18%
Jarrod Wilson,FS,0,0%,63,100%,11,32%
Myles Jack,LB,0,0%,63,100%,0,0%
A.J. Bouye,CB,0,0%,63,100%,0,0%
Tre Herndon,CB,0,0%,62,98%,0,0%
Yannick Ngakoue,DE,0,0%,57,90%,0,0%
Calais Campbell,DE,0,0%,55,87%,12,35%
Josh Allen,DE,0,0%,52,83%,7,21%
D.J. Hayden,CB,0,0%,51,81%,0,0%
Ronnie Harrison,SS,0,0%,51,81%,0,0%
Quincy Williams,LB,0,0%,46,73%,0,0%
Marcell Dareus,DE,0,0%,36,57%,0,0%
Abry Jones,DT,0,0%,31,49%,13,38%
Najee Goode,LB,0,0%,17,27%,29,86%
Dawuane Smoot,DE,0,0%,15,24%,8,24%
Leon Jacobs,LB,0,0%,12,19%,25,74%
Andrew Wingard,FS,0,0%,12,19%,22,65%
Taven Bryan,DT,0,0%,7,11%,0,0%
Josh Robinson,CB,0,0%,0,0%,29,86%
D.J. Alexander,LB,0,0%,0,0%,29,86%
Cody Davis,FS,0,0%,0,0%,29,86%
Breon Borders,CB,0,0%,0,0%,23,68%
Austin Calitro,LB,0,0%,0,0%,21,62%
Devine Ozigbo,RB,0,0%,0,0%,16,47%
Logan Cooke,P,0,0%,0,0%,11,32%
Matthew Orzech,LS,0,0%,0,0%,10,29%
Josh Lambo,K,0,0%,0,0%,10,29%
Tyler Shatley,C,0,0%,0,0%,5,15%
