Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
1,9:39,2,8,WAS 8,0,0,Aaron Brooks pass complete to David Sloan for 5 yards (tackle by Jeremiah Trotter and LaVar Arrington),4.570,4.720
1,8:53,3,3,WAS 3,0,0,Aaron Brooks pass incomplete intended for Joe Horn,4.720,3.040
1,8:48,4,3,WAS 3,3,0,John Carney 21 yard field goal good,3.040,3.000
1,8:48,,,NOR 30,3,0,"Toby Gowin kicks off 66 yards, returned by Ladell Betts for 19 yards (tackle by Steve Gleason)",0.000,0.480
1,8:38,1,10,WAS 23,3,0,Patrick Ramsey pass incomplete intended for Kevin Lockett,0.480,-0.070
1,8:33,2,10,WAS 23,3,0,"Patrick Ramsey pass incomplete is intercepted by Sammy Knight at WAS-35 and returned for 17 yards. Penalty on Larry Moore: Unnecessary Roughness, 9 yards",-0.070,-5.140
1,8:24,1,9,WAS 9,3,0,Deuce McAllister middle for 2 yards (tackle by David Terrell),5.140,4.760
1,7:43,2,7,WAS 7,3,0,Deuce McAllister right end for 2 yards (tackle by LaVar Arrington),4.760,4.260
1,6:58,3,5,WAS 5,3,0,Aaron Brooks pass incomplete intended for Joe Horn,4.260,3.010
1,6:58,4,5,WAS 5,6,0,John Carney 23 yard field goal good,3.010,3.000
1,6:58,,,NOR 30,6,0,"Toby Gowin kicks off 73 yards, returned by Ladell Betts for 22 yards (tackle by Mel Mitchell)",0.000,0.150
1,6:44,1,10,WAS 19,6,0,Stephen Davis right guard for 3 yards (tackle by Grady Jackson),0.150,0.070
1,6:13,2,7,WAS 22,6,0,"Stephen Davis middle for 3 yards (tackle by Grady Jackson). Stephen Davis fumbles (forced by Grady Jackson), recovered by Jay Bellamy at WAS-30. Penalty on Chris Samuels: Unnecessary Roughness, 15 yards",0.070,-4.580
1,6:03,2,7,WAS 22,,,Timeout #1 by New Orleans Saints,0.070,-4.580
1,6:03,1,10,WAS 15,6,0,Deuce McAllister right end for 5 yards (tackle by Champ Bailey),4.580,4.840
1,6:03,2,5,WAS 10,6,0,Aaron Brooks pass incomplete intended for Jerome Pathon,4.840,4.000
1,5:17,3,5,WAS 10,6,0,"Aaron Brooks pass incomplete intended for Deuce McAllister. Penalty on Bruce Smith: Illegal Use of Hands, 5 yards (no play)",4.000,6.060
1,5:11,1,5,WAS 5,6,0,"Deuce McAllister right guard for no gain. Penalty on Jeremiah Trotter: Personal Foul, 3 yards",6.060,6.740
1,4:46,1,2,WAS 2,12,0,"Aaron Brooks pass complete to Boo Williams for 2 yards, touchdown",6.740,7.000
1,4:41,1,2,WAS 2,,,Timeout #1 by Washington Redskins,6.740,0.000
1,4:41,,,WAS 2,13,0,John Carney kicks extra point good,0.000,0.000
1,4:41,,,NOR 30,13,0,"Toby Gowin kicks off 69 yards, returned by Kenny Watson for 11 yards (tackle by Michael Hawthorne)",0.000,-0.350
1,4:37,1,10,WAS 12,13,0,Patrick Ramsey sacked by Darren Howard for -8 yards,-0.350,-1.360
1,4:08,2,18,WAS 4,13,0,Stephen Davis right guard for 5 yards (tackle by Darrin Smith),-1.360,-1.770
1,3:31,3,13,WAS 9,13,0,Patrick Ramsey pass incomplete intended for Rod Gardner is intercepted by Jay Bellamy at WAS-27 and returned for 9 yards. Penalty on Jon Jansen: Offensive Holding (Declined),-1.770,-4.370
1,3:18,1,10,WAS 18,13,0,Deuce McAllister left end for 8 yards (tackle by David Terrell and Fred Smoot),4.370,5.230
1,2:39,2,2,WAS 10,13,0,Deuce McAllister right end for -1 yards (tackle by Bruce Smith and Renaldo Wynn),5.230,4.260
1,1:59,3,3,WAS 11,13,0,Aaron Brooks pass complete to Joe Horn for 3 yards (tackle by Fred Smoot and Sam Shade),4.260,5.370
1,1:25,1,8,WAS 8,13,0,Deuce McAllister right end for -2 yards (tackle by Renaldo Wynn),5.370,4.190
1,0:39,2,10,WAS 10,13,0,Aaron Brooks sacked by LaVar Arrington for -7 yards,4.190,2.740
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,17,WAS 17,19,0,"Aaron Brooks pass complete to Joe Horn for 17 yards, touchdown. Penalty on Champ Bailey: Illegal Contact (Declined)",2.740,7.000
2,14:54,3,17,WAS 17,,,Timeout #2 by Washington Redskins,2.740,0.000
2,14:54,,,WAS 17,20,0,John Carney kicks extra point good,0.000,0.000
2,14:54,,,NOR 30,20,0,"Toby Gowin kicks off 64 yards, returned by Ladell Betts for 19 yards (tackle by James Allen)",0.000,0.610
2,14:47,1,10,WAS 25,20,0,"Patrick Ramsey pass incomplete intended for Rod Gardner is intercepted by Ken Irvin at WAS-29 and returned for -1 yards. Penalty on Ken Irvin: Defensive Holding, 5 yards (no play)",0.610,0.940
2,14:41,1,10,WAS 30,20,0,Patrick Ramsey pass complete to Rod Gardner for 7 yards (tackle by Fred Thomas),0.940,1.340
2,14:14,2,3,WAS 37,20,0,Stephen Davis middle for 3 yards (tackle by Darrin Smith and Charlie Clemons),1.340,1.600
2,13:24,1,10,WAS 40,20,0,Patrick Ramsey pass complete to Rod Gardner for 23 yards (tackle by Michael Hawthorne),1.600,3.120
2,12:44,1,10,NOR 37,20,0,Patrick Ramsey sacked by Darren Howard for -8 yards,3.120,1.490
2,12:10,2,18,NOR 45,20,0,Patrick Ramsey pass complete to Ladell Betts for 40 yards (tackle by Fred Thomas),1.490,6.060
2,11:18,1,5,NOR 5,20,0,Stephen Davis right guard for 4 yards (tackle by Charles Grant),6.060,5.910
2,10:44,2,1,NOR 1,20,6,"Stephen Davis left end for 1 yard, touchdown",5.910,7.000
2,10:44,,,NOR 1,20,7,James Tuthill kicks extra point good,0.000,0.000
2,10:44,,,WAS 30,26,7,"James Tuthill kicks off 60 yards, returned by Michael Lewis for 90 yards, touchdown",0.000,7.000
2,10:39,2,,NOR 1,26,7,"Two Point Attempt: Deuce McAllister right end, conversion fails",1.000,-1.000
2,10:39,,,NOR 30,26,7,"Toby Gowin kicks off 70 yards, returned by Ladell Betts for 19 yards (tackle by Steve Gleason)",0.000,0.150
2,10:21,1,10,WAS 19,26,7,Stephen Davis right end for 6 yards (tackle by Jay Bellamy),0.150,0.480
2,9:52,2,4,WAS 25,26,7,Patrick Ramsey pass complete to Derrius Thompson for 18 yards (tackle by Fred Thomas and Jay Bellamy),0.480,1.800
2,9:16,1,10,WAS 43,26,7,"Penalty on Brendan Stai: False Start, 5 yards (no play)",1.800,1.470
2,8:56,1,15,WAS 38,26,7,Patrick Ramsey pass complete to Stephen Davis for 9 yards (tackle by Sedrick Hodge). Penalty on Charlie Clemons: Defensive Offside (Declined),1.470,1.790
2,8:37,2,6,WAS 47,26,7,Patrick Ramsey pass complete to Rod Gardner for 12 yards (tackle by Michael Hawthorne),1.790,2.850
2,7:50,1,10,NOR 41,26,7,Patrick Ramsey pass incomplete intended for Rod Gardner,2.850,2.310
2,7:41,2,10,NOR 41,26,7,Patrick Ramsey pass complete to Kenny Watson for 1 yard (tackle by Sedrick Hodge and Grady Jackson),2.310,1.750
2,6:54,3,9,NOR 40,26,7,Patrick Ramsey pass complete to Jacquez Green for 16 yards (tackle by Jay Bellamy),1.750,3.970
2,6:45,1,10,NOR 24,26,7,Patrick Ramsey pass complete to Jacquez Green for 23 yards,3.970,6.970
2,5:59,1,1,NOR 1,26,7,Stephen Davis middle for no gain (tackle by Bryan Cox and Charles Grant),6.970,5.910
2,5:20,2,1,NOR 1,26,13,"Patrick Ramsey middle for 1 yard, touchdown",5.910,7.000
2,5:20,,,NOR 1,26,14,James Tuthill kicks extra point good,0.000,0.000
2,5:20,,,WAS 30,26,14,"James Tuthill kicks off 72 yards, returned by Michael Lewis for 28 yards (tackle by Derrius Thompson)",0.000,0.670
2,5:09,1,10,NOR 26,26,14,Deuce McAllister left end for 15 yards (tackle by Renaldo Wynn),0.670,1.660
2,4:41,1,10,NOR 41,26,14,Deuce McAllister right end for 46 yards (tackle by Champ Bailey and David Terrell),1.660,4.710
2,3:55,1,10,WAS 13,26,14,Curtis Keaton left end for 1 yard (tackle by Bruce Smith and Bryan Barker),4.710,4.220
2,3:11,2,9,WAS 12,26,14,"Aaron Brooks sacked by Renaldo Wynn for -10 yards. Penalty on LeCharles Bentley: Offensive Holding, 10 yards (no play)",4.220,2.940
2,2:51,2,19,WAS 22,26,14,"Aaron Brooks pass complete to James Fenderson for 7 yards (tackle by Ifeanyi Ohalete). Penalty on Jerry Fontenot: Illegal Block Above the Waist, 10 yards (no play)",2.940,1.590
2,2:21,2,29,WAS 32,26,14,Aaron Brooks pass complete to Michael Lewis for 12 yards (tackle by Ifeanyi Ohalete). Penalty on Bruce Smith: Defensive Offside (Declined),1.590,2.540
2,2:00,3,17,WAS 20,26,20,"Aaron Brooks pass incomplete intended for Jerome Pathon is intercepted by Ifeanyi Ohalete at WAS-22 and returned for 78 yards, touchdown",2.540,-7.000
2,1:47,,,NOR 20,26,21,James Tuthill kicks extra point good,0.000,0.000
2,1:47,,,WAS 30,26,21,"James Tuthill kicks off 70 yards, returned by Michael Lewis for 28 yards (tackle by Rashad Bauman)",0.000,0.810
2,1:39,1,10,NOR 28,26,21,"Penalty on NOR: Illegal Substitution, 5 yards (no play)",0.810,0.480
2,1:39,1,15,NOR 23,26,21,Deuce McAllister left guard for 1 yard (tackle by Derrius Thompson and LaVar Arrington),0.480,-0.280
2,1:01,2,14,NOR 24,26,21,Deuce McAllister middle for 2 yards (tackle by Bruce Smith),-0.280,-0.690
2,0:51,2,14,NOR 24,,,Timeout #3 by Washington Redskins,-0.280,-0.690
2,0:51,3,12,NOR 26,26,21,Aaron Brooks pass complete to Michael Lewis for 58 yards (tackle by Sam Shade),-0.690,4.510
2,0:37,3,12,NOR 26,,,Timeout #2 by New Orleans Saints,-0.690,4.510
2,0:37,1,10,WAS 16,26,21,Aaron Brooks pass incomplete intended for Deuce McAllister,4.510,3.900
2,0:35,2,10,WAS 16,26,21,Aaron Brooks pass incomplete (defended by Bruce Smith),3.900,3.080
2,0:30,3,10,WAS 16,26,21,"Penalty on Kyle Turley: False Start, 5 yards (no play)",3.080,2.610
2,0:30,3,15,WAS 21,26,21,Deuce McAllister middle for 2 yards (tackle by Daryl Gardener),2.610,2.180
2,0:04,3,15,WAS 21,,,Timeout #3 by New Orleans Saints,2.610,2.180
2,0:04,4,13,WAS 19,29,21,John Carney 36 yard field goal good,2.180,3.000
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,29,21,"Toby Gowin kicks off 69 yards, returned by Ladell Betts for 30 yards (tackle by J.J. Jones)",0.000,1.000
3,14:52,1,10,WAS 31,29,21,Stephen Davis right end for 15 yards (tackle by Jay Bellamy),1.000,1.990
3,14:11,1,10,WAS 46,29,21,Patrick Ramsey pass incomplete intended for Chris Doering,1.990,1.450
3,14:04,2,10,WAS 46,29,21,Patrick Ramsey sacked by Darren Howard for -8 yards,1.450,-0.300
3,13:31,3,18,WAS 38,29,21,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Darren Howard),-0.300,-0.850
3,13:31,4,18,WAS 38,35,21,"Bryan Barker punts 45 yards, returned by Michael Lewis for 83 yards, touchdown",-0.850,-7.000
3,13:04,,,WAS 38,36,21,John Carney kicks extra point good,0.000,0.000
3,13:04,,,NOR 30,36,21,"Toby Gowin kicks off 63 yards, returned by Ladell Betts for 23 yards (tackle by J.J. Jones)",0.000,0.940
3,12:59,1,10,WAS 30,36,21,Stephen Davis right end for no gain (tackle by Norman Hand),0.940,0.390
3,12:29,2,10,WAS 30,36,21,Patrick Ramsey pass incomplete intended for Kevin Lockett (defended by Fred Thomas),0.390,-0.300
3,12:17,3,10,WAS 30,36,21,Patrick Ramsey pass complete to Chris Doering for 16 yards (tackle by Michael Hawthorne),-0.300,1.990
3,11:44,1,10,WAS 46,36,21,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Ken Irvin),1.990,1.450
3,11:37,2,10,WAS 46,36,21,Patrick Ramsey pass incomplete intended for Jacquez Green,1.450,0.760
3,11:32,3,10,WAS 46,36,21,Patrick Ramsey pass complete to Kenny Watson for 5 yards (tackle by Sedrick Hodge),0.760,0.000
3,10:54,4,5,NOR 49,36,21,Bryan Barker punts 32 yards,0.000,0.060
3,10:42,1,10,NOR 17,36,21,Deuce McAllister right end for 1 yard (tackle by Bruce Smith),-0.060,-0.420
3,10:03,2,9,NOR 18,36,21,Aaron Brooks pass complete to Joe Horn for -1 yards (tackle by Darrell Green),-0.420,-1.250
3,9:21,3,10,NOR 17,36,21,Aaron Brooks pass complete to Joe Horn for 15 yards (tackle by Champ Bailey),-1.250,1.070
3,8:40,1,10,NOR 32,36,21,Aaron Brooks pass complete to Deuce McAllister for -2 yards (tackle by Jessie Armstead and Carl Powell),1.070,0.260
3,7:57,2,12,NOR 30,36,21,"Deuce McAllister middle for 5 yards (tackle by Sam Shade). Deuce McAllister fumbles (forced by Sam Shade), recovered by Deuce McAllister at NOR-35",0.260,0.230
3,7:11,3,7,NOR 35,36,21,Deuce McAllister right end for 1 yard (tackle by Jeremiah Trotter and Daryl Gardener),0.230,-0.980
3,6:39,4,6,NOR 36,36,21,"Toby Gowin punts 41 yards, returned by Jacquez Green for -3 yards (tackle by Mel Mitchell). Penalty on Eddie Mason: Offensive Holding, 10 yards",-0.980,0.380
3,6:28,1,10,WAS 10,36,21,"Patrick Ramsey pass incomplete intended for Chris Doering is intercepted by Ken Irvin at WAS-32 and returned for 24 yards. Penalty on Fred Thomas: Illegal Contact, 5 yards (no play)",-0.380,-0.220
3,6:16,1,10,WAS 15,36,21,Stephen Davis middle for -1 yards (tackle by Charles Grant),-0.220,-0.820
3,5:41,2,11,WAS 14,36,21,Patrick Ramsey pass complete to Kevin Lockett for 13 yards (tackle by Jay Bellamy),-0.820,0.740
3,5:06,1,10,WAS 27,36,21,Patrick Ramsey pass incomplete intended for Kevin Lockett (defended by Sammy Knight),0.740,0.200
3,4:54,2,10,WAS 27,36,21,Patrick Ramsey pass complete to Kenny Watson for 6 yards (tackle by Darren Howard),0.200,0.300
3,4:06,2,10,WAS 27,,,Timeout #1 by Washington Redskins,0.200,0.300
3,4:06,3,4,WAS 33,36,21,Stephen Davis left guard for 9 yards (tackle by Norman Hand),0.300,1.730
3,3:34,1,10,WAS 42,36,21,Patrick Ramsey pass incomplete intended for Chris Doering,1.730,1.190
3,3:26,2,10,WAS 42,36,21,Patrick Ramsey pass complete to Kevin Lockett for 10 yards (tackle by Michael Hawthorne),1.190,2.390
3,2:47,1,10,NOR 48,36,21,Stephen Davis right tackle for 5 yards (tackle by Martin Chase),2.390,2.520
3,2:09,2,5,NOR 43,36,21,Patrick Ramsey pass incomplete intended for Chris Doering (defended by Michael Hawthorne),2.520,1.820
3,2:04,3,5,NOR 43,36,21,Patrick Ramsey pass incomplete intended for Rod Gardner is intercepted by Michael Hawthorne at NOR-31,1.820,-1.000
3,1:56,1,10,NOR 31,36,21,Aaron Brooks pass complete to Joe Horn for 41 yards (tackle by Fred Smoot),1.000,3.710
3,1:15,1,10,WAS 28,36,21,Deuce McAllister middle for 3 yards (tackle by Daryl Gardener and Renaldo Wynn),3.710,3.570
3,0:28,2,7,WAS 25,36,21,Aaron Brooks sacked by LaVar Arrington for -6 yards,3.570,2.080
Quarter,Time,Down,ToGo,Location,NOR,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,WAS 31,42,21,"Aaron Brooks pass complete to Jake Reed for 31 yards, touchdown",2.080,7.000
4,15:00,3,13,WAS 31,43,21,"Penalty on Joe Horn: Taunting, 15 yards, Penalty on Jerry Fontenot: False Start, 5 yards (no play)",2.080,0.000
4,15:00,,,WAS 31,43,21,John Carney kicks extra point good,0.000,0.000
4,15:00,,,NOR 15,43,21,"Toby Gowin kicks off 66 yards, returned by Ladell Betts for 28 yards (tackle by Jerry Wilson)",0.000,2.060
4,14:45,1,10,WAS 47,43,21,Patrick Ramsey pass incomplete intended for Kenny Watson (defended by Charles Grant),2.060,1.520
4,14:40,2,10,WAS 47,43,21,Patrick Ramsey sacked by Grady Jackson for -9 yards,1.520,-0.360
4,14:19,3,19,WAS 38,43,27,"Patrick Ramsey pass complete to Kenny Watson for 62 yards, touchdown",-0.360,7.000
4,14:19,3,,WAS 38,43,27,"Two Point Attempt: Patrick Ramsey pass incomplete intended for Chris Doering, conversion fails",1.000,-1.000
4,14:19,,,WAS 30,43,27,"James Tuthill kicks off 68 yards, returned by Michael Lewis for 32 yards (tackle by Derrius Thompson)",0.000,1.200
4,14:00,1,10,NOR 34,43,27,Deuce McAllister right end for 9 yards (tackle by Daryl Gardener),1.200,1.870
4,13:17,2,1,NOR 43,43,27,Deuce McAllister middle for 3 yards (tackle by Sam Shade),1.870,1.990
4,12:40,1,10,NOR 46,43,27,"Aaron Brooks pass incomplete intended for Boo Williams. Penalty on Jessie Armstead: Illegal Contact, 5 yards (no play)",1.990,2.320
4,12:31,1,10,WAS 49,43,27,Deuce McAllister left end for 7 yards (tackle by Jeremiah Trotter and Fred Smoot),2.320,2.730
4,11:49,2,3,WAS 42,43,27,Deuce McAllister middle for 11 yards (tackle by Renaldo Wynn),2.730,3.510
4,11:03,1,10,WAS 31,43,27,Deuce McAllister left guard for no gain (tackle by Jessie Armstead and Daryl Gardener),3.510,2.970
4,10:23,2,10,WAS 31,43,27,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Kendyl Jacox: Offensive Holding, 10 yards (no play)",2.970,1.620
4,10:16,2,20,WAS 41,43,27,Aaron Brooks right end for 1 yard (tackle by Bruce Smith),1.620,1.090
4,9:27,3,19,WAS 40,43,27,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by LaVar Arrington),1.090,0.590
4,9:21,4,19,WAS 40,43,27,"Toby Gowin punts 40 yards, touchback. Penalty on Kenny Watson: Running Into the Kicker, 5 yards (no play)",0.590,0.970
4,9:10,4,14,WAS 35,43,27,"Toby Gowin punts 35 yards, touchback",0.970,-0.280
4,9:00,1,10,WAS 20,43,27,Patrick Ramsey pass complete to Chris Doering for 15 yards (tackle by Sedrick Hodge),0.280,1.270
4,8:30,1,10,WAS 35,43,27,Patrick Ramsey pass complete to Rod Gardner for -2 yards (tackle by Ken Irvin),1.270,0.450
4,7:53,2,12,WAS 33,43,27,Patrick Ramsey pass incomplete intended for Rod Gardner,0.450,-0.230
4,7:45,3,12,WAS 33,43,27,Patrick Ramsey pass incomplete intended for Derrius Thompson,-0.230,-1.180
4,7:37,4,12,WAS 33,43,27,Patrick Ramsey pass complete to Derrius Thompson for 14 yards (tackle by Fred Thomas). Penalty on Kenny Smith: Defensive Offside (Declined),-1.180,2.060
4,7:26,1,10,WAS 47,43,27,Patrick Ramsey pass incomplete intended for Kevin Lockett,2.060,1.520
4,7:18,2,10,WAS 47,43,27,Patrick Ramsey pass complete to Walter Rasby for 9 yards (tackle by Sedrick Hodge),1.520,2.020
4,6:49,3,1,NOR 44,43,27,"Penalty on Brendan Stai: False Start, 5 yards (no play)",2.020,1.360
4,6:36,3,6,NOR 49,43,27,Patrick Ramsey pass incomplete intended for Rod Gardner,1.360,0.000
4,6:31,4,6,NOR 49,43,27,Patrick Ramsey pass complete to Derrius Thompson for 12 yards (tackle by Ken Irvin),0.000,3.120
4,5:59,1,10,NOR 37,43,27,Patrick Ramsey sacked by Kenny Smith for -4 yards,3.120,2.030
4,5:29,2,14,NOR 41,43,27,Patrick Ramsey pass incomplete intended for Jacquez Green,2.030,1.360
4,5:16,3,14,NOR 41,43,27,Patrick Ramsey pass incomplete intended for Kevin Lockett,1.360,0.530
4,5:10,3,14,NOR 41,,,Timeout #2 by Washington Redskins,1.360,0.530
4,5:10,4,14,NOR 41,43,27,"Patrick Ramsey pass incomplete intended for Kenny Watson. Penalty on Darren Howard: Defensive Offside, 5 yards (no play)",0.530,0.880
4,4:59,4,9,NOR 36,43,27,Patrick Ramsey sacked by Grady Jackson and Norman Hand for -9 yards,0.880,-1.930
4,4:52,1,10,NOR 45,43,27,Deuce McAllister left end for -2 yards (tackle by LaDairis Jackson),1.930,1.110
4,4:42,2,12,NOR 43,43,27,Deuce McAllister right end for -1 yards (tackle by LaDairis Jackson),1.110,0.300
4,3:57,3,13,NOR 42,43,27,Deuce McAllister left end for 8 yards (tackle by Ifeanyi Ohalete),0.300,-0.060
4,3:11,4,5,,43,27,"Toby Gowin punts 35 yards, fair catch by Jacquez Green",-0.060,0.220
4,3:03,1,10,WAS 15,43,27,"Penalty on Martin Chase: Defensive Offside, 5 yards (no play)",-0.220,0.680
4,3:03,1,5,WAS 20,43,27,Patrick Ramsey sacked by Kenny Smith and Grady Jackson for -10 yards,0.680,-1.150
4,2:42,2,15,WAS 10,43,27,Ladell Betts middle for 3 yards,-1.150,-1.640
4,2:06,3,12,WAS 13,43,27,Patrick Ramsey pass complete to Walter Rasby for 11 yards (tackle by Sedrick Hodge and Darrin Smith),-1.640,-1.770
4,2:00,4,1,WAS 24,43,27,Ladell Betts middle for -1 yards (tackle by Martin Chase),-1.770,-4.040
4,1:54,1,10,WAS 23,43,27,Aaron Brooks kneels for -1 yards,4.040,3.360
4,1:14,2,11,WAS 24,43,27,Aaron Brooks kneels for -1 yards,3.360,2.540
4,0:34,3,12,WAS 25,43,27,Aaron Brooks kneels for -2 yards,2.540,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
