Quarter,Time,Down,ToGo,Location,TAM,BAL,Detail,EPB,EPA
1,4:57,2,11,TAM 24,0,0,Jameis Winston pass complete short left to Adam Humphries for 3 yards (tackle by Eric Weddle),-0.070,-0.360
1,4:23,3,8,TAM 27,0,0,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Marlon Humphrey),-0.360,-1.570
1,4:18,4,8,TAM 27,0,0,Bryan Anger punts 48 yards downed by Bobo Wilson,-1.570,-0.610
1,4:07,1,10,BAL 25,0,0,Lamar Jackson pass complete short right to Kenneth Dixon for 2 yards (tackle by Vita Vea),0.610,0.330
1,3:32,2,8,BAL 27,0,0,Lamar Jackson right end for 5 yards (tackle by Andrew Adams),0.330,0.300
1,3:12,3,3,BAL 32,0,0,Lamar Jackson pass complete short middle to Willie Snead for 14 yards (tackle by Andrew Adams and Javien Elliott),0.300,1.990
1,2:39,1,10,BAL 46,0,0,Gus Edwards left tackle for 2 yards (tackle by Gerald McCoy),1.990,1.720
1,2:07,2,8,BAL 48,0,0,Lamar Jackson right tackle for 9 yards (tackle by Jordan Whitehead),1.720,2.720
1,1:29,1,10,TAM 43,0,0,"Lamar Jackson aborted snap, recovered by Lavonte David at TB-49 (tackle by Gus Edwards)",2.720,-2.190
1,1:24,1,10,TAM 49,0,0,Jameis Winston pass complete short left to Peyton Barber for 1 yard (tackle by Matt Judon),2.190,1.780
1,0:45,2,9,TAM 50,0,0,Peyton Barber left guard for 4 yards (tackle by Michael Pierce),1.780,1.620
1,0:06,3,5,BAL 46,0,0,Jameis Winston pass complete deep left to Mike Evans for 23 yards (tackle by Jimmy Smith),1.620,4.040
Quarter,Time,Down,ToGo,Location,TAM,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 23,0,0,Peyton Barber up the middle for 3 yards (tackle by Chris Wormley),4.040,3.900
2,14:20,2,7,BAL 20,0,0,Peyton Barber right guard for 10 yards (tackle by Jimmy Smith and Eric Weddle),3.900,4.910
2,13:43,1,10,BAL 10,0,0,Peyton Barber up the middle for no gain (tackle by C.J. Mosley),4.910,4.190
2,13:02,2,10,BAL 10,0,0,Peyton Barber right guard for 4 yards (tackle by Brandon Williams),4.190,4.040
2,12:19,3,6,BAL 6,0,0,"Jameis Winston pass incomplete short right intended for Adam Humphries. Penalty on Marlon Humphrey: Defensive Holding, 3 yards (no play)",4.040,6.510
2,12:12,1,3,BAL 3,6,0,"Peyton Barber left guard for 3 yards, touchdown",6.510,7.000
2,12:08,,,BAL 15,6,0,"Two Point Attempt: Bryan Anger rushes, conversion fails., recovered by Cyrus Jones at TB-35",0.000,-1.000
2,12:08,,,TAM 35,6,0,"Cairo Santos kicks off 61 yards, muffed catch by Chris Moore returned by Chris Moore for no gain (tackle by M.J. Stewart)",0.000,0.740
2,12:03,1,10,BAL 27,6,0,Kenneth Dixon right guard for 17 yards (tackle by Riley Bullough),0.740,1.860
2,11:30,1,10,BAL 44,6,0,Kenneth Dixon right guard for 2 yards (tackle by Beau Allen and Vita Vea),1.860,1.590
2,10:55,2,8,BAL 46,6,0,Gus Edwards right guard for 7 yards (tackle by Josh Shaw and Riley Bullough),1.590,1.820
2,10:22,3,1,TAM 47,6,0,Gus Edwards right guard for 3 yards (tackle by Javien Elliott and Vinny Curry),1.820,2.650
2,9:49,1,10,TAM 44,6,0,Lamar Jackson pass incomplete deep left intended for Mark Andrews (defended by Andrew Adams),2.650,2.110
2,9:41,2,10,TAM 44,6,0,Lamar Jackson left end for 8 yards (tackle by Andrew Adams),2.110,2.480
2,9:04,3,2,TAM 36,6,0,Gus Edwards left guard for 6 yards (tackle by Riley Bullough),2.480,3.580
2,8:30,1,10,TAM 30,6,0,Chris Moore right end for -5 yards (tackle by Riley Bullough),3.580,2.360
2,7:53,2,15,TAM 35,6,0,Lamar Jackson pass incomplete short middle intended for John Brown,2.360,1.680
2,7:48,3,15,TAM 35,6,0,"Penalty on TAM: Defensive Too Many Men on Field, 5 yards (no play)",1.680,2.340
2,7:48,3,10,TAM 30,6,0,Lamar Jackson pass complete short middle to Willie Snead for 14 yards (tackle by Jordan Whitehead and Andrew Adams),2.340,4.510
2,7:18,1,10,TAM 16,6,0,Lamar Jackson left end for 6 yards (tackle by Carlton Davis),4.510,4.970
2,6:40,2,4,TAM 10,6,0,Gus Edwards left guard for 3 yards (tackle by Gerald McCoy),4.970,4.850
2,5:57,3,1,TAM 7,6,0,Lamar Jackson sacked by Lavonte David for no gain,4.850,3.010
2,5:22,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,5:22,4,1,TAM 7,6,0,Lamar Jackson up the middle for 5 yards (tackle by Josh Shaw),3.010,6.740
2,4:46,1,2,TAM 2,6,0,Lamar Jackson sacked by Lavonte David for -3 yards,6.740,5.150
2,4:03,2,5,TAM 5,6,6,"Lamar Jackson pass complete short middle to Chris Moore for 5 yards, touchdown",5.150,7.000
2,3:58,,,TAM 15,6,7,Justin Tucker kicks extra point good,0.000,0.000
2,3:58,,,BAL 35,6,7,"Justin Tucker kicks off 62 yards, returned by Bobo Wilson for no gain (tackle by Maxx Williams)",0.000,0.610
2,3:52,1,10,TAM 25,6,7,Jameis Winston pass incomplete short middle intended for Mike Evans (defended by Brandon Carr),0.610,0.060
2,3:46,2,10,TAM 25,6,7,"Jameis Winston pass complete short middle to Chris Godwin for 16 yards (tackle by Brandon Carr). Penalty on Ryan Jensen: Offensive Holding, 10 yards (no play)",0.060,-1.430
2,3:19,2,20,TAM 15,6,7,Jameis Winston pass incomplete short right intended for Adam Humphries,-1.430,-2.350
2,3:15,3,20,TAM 15,6,7,"Jameis Winston pass complete deep left to Mike Evans for 64 yards (tackle by Jimmy Smith). Penalty on Jimmy Smith: Face Mask (15 Yards), 10 yards",-2.350,4.840
2,2:52,1,10,BAL 11,6,7,Peyton Barber left guard for 7 yards (tackle by Patrick Onwuasor),4.840,5.470
2,2:11,2,3,BAL 4,6,7,Peyton Barber up the middle for 1 yard (tackle by Brandon Williams and Chris Wormley),5.470,4.890
2,2:00,3,2,BAL 3,6,7,Jameis Winston pass incomplete short right intended for Adam Humphries (defended by Patrick Onwuasor),4.890,3.050
2,1:50,4,2,BAL 3,9,7,Cairo Santos 21 yard field goal good,3.050,3.000
2,1:48,,,TAM 35,9,7,"Cairo Santos kicks off 55 yards, returned by Chris Moore for no gain (tackle by Bobo Wilson)",0.000,1.000
2,1:43,1,10,BAL 31,9,7,Lamar Jackson up the middle for 7 yards (tackle by Lavonte David and Riley Bullough),1.000,1.410
2,1:23,2,3,BAL 38,9,7,Lamar Jackson pass complete short middle to Mark Andrews for 14 yards (tackle by Ryan Smith),1.410,2.390
2,1:16,,,,,,Timeout #2 by Baltimore Ravens,,
2,1:16,1,10,TAM 48,9,7,Lamar Jackson pass complete short middle to John Brown for 9 yards (tackle by Brent Grimes),2.390,3.060
2,0:55,2,1,TAM 39,9,7,Lamar Jackson pass complete deep middle to Willie Snead for 28 yards (tackle by Isaiah Johnson),3.060,4.840
2,0:33,1,10,TAM 11,9,7,Lamar Jackson pass incomplete short left intended for Mark Andrews,4.840,4.140
2,0:30,2,10,TAM 11,9,7,Lamar Jackson pass complete short middle to Willie Snead for 5 yards (tackle by Lavonte David),4.140,4.210
2,0:23,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:23,3,5,TAM 6,9,7,Lamar Jackson pass incomplete short left,4.210,2.990
2,0:13,4,5,TAM 6,9,10,Justin Tucker 24 yard field goal good,2.990,3.000
2,0:09,,,BAL 35,9,10,"Justin Tucker kicks off 47 yards, returned by Antony Auclair for no gain (tackle by Chris Board)",0.000,0.810
2,0:04,1,10,TAM 28,9,10,Jameis Winston kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,TAM,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,9,10,"Cairo Santos kicks off 64 yards, returned by Chris Moore for no gain (tackle by Devante Bond)",0.000,0.410
3,14:53,1,10,BAL 22,9,10,Kenneth Dixon right guard for 3 yards (tackle by Lavonte David),0.410,0.270
3,14:16,2,7,BAL 25,9,10,Lamar Jackson pass incomplete short left intended for Maxx Williams (defended by Gerald McCoy),0.270,-0.430
3,14:11,3,7,BAL 25,9,10,Lamar Jackson pass complete short middle to Mark Andrews for 17 yards (tackle by Andrew Adams),-0.430,1.730
3,13:31,1,10,BAL 42,9,10,Kenneth Dixon right guard for 10 yards (tackle by Andrew Adams),1.730,2.390
3,12:52,1,10,TAM 48,9,10,Lamar Jackson right tackle for 14 yards (tackle by Brent Grimes),2.390,3.310
3,12:23,1,10,TAM 34,9,10,"Lamar Jackson left tackle for 2 yards (tackle by Carlton Davis). Penalty on Ronnie Stanley: Offensive Holding, 10 yards",3.310,2.790
3,11:59,1,18,TAM 42,9,10,Kenneth Dixon right guard for 4 yards (tackle by Lavonte David),2.790,2.230
3,11:25,2,14,TAM 38,9,10,Lamar Jackson right end for 22 yards (tackle by Devante Bond),2.230,4.510
3,10:40,1,10,TAM 16,9,10,Gus Edwards up the middle for 6 yards (tackle by Riley Bullough),4.510,4.970
3,10:07,2,4,TAM 10,9,16,"Gus Edwards right guard for 10 yards, touchdown",4.970,7.000
3,10:03,,,TAM 15,9,17,Justin Tucker kicks extra point good,0.000,0.000
3,10:03,,,BAL 35,9,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,10:03,1,10,TAM 25,9,17,Peyton Barber left guard for 5 yards (tackle by C.J. Mosley),0.610,0.740
3,9:25,2,5,TAM 30,9,17,Jameis Winston pass complete deep middle to Mike Evans for 20 yards (tackle by Tony Jefferson and Matt Judon),0.740,2.260
3,8:48,1,10,TAM 50,9,17,Peyton Barber left guard for 3 yards (tackle by Brandon Williams),2.260,2.120
3,8:07,2,7,BAL 47,9,17,Jameis Winston pass incomplete short left intended for Ronald Jones,2.120,1.420
3,8:03,3,7,BAL 47,9,17,Jameis Winston pass incomplete short left intended for Mike Evans,1.420,0.130
3,7:59,4,7,BAL 47,9,17,"Bryan Anger punts 33 yards, muffed catch by Cyrus Jones, recovered by Josh Shaw at BAL-14 (tackle by Cyrus Jones)",0.130,4.650
3,7:49,1,10,BAL 14,9,17,Jameis Winston pass complete short right to Jacquizz Rodgers for 1 yard (tackle by C.J. Mosley),4.650,4.160
3,7:04,2,9,BAL 13,9,17,"Jameis Winston pass complete short middle to Adam Humphries for 8 yards (tackle by Brandon Carr). Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",4.160,2.880
3,6:39,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,6:39,2,19,BAL 23,9,17,Jameis Winston pass complete short middle to Mike Evans for 14 yards (tackle by Marlon Humphrey and Eric Weddle),2.880,4.050
3,5:52,3,5,BAL 9,9,17,Jameis Winston pass incomplete short middle intended for Chris Godwin,4.050,2.880
3,5:46,4,5,BAL 9,12,17,Cairo Santos 28 yard field goal good,2.880,3.000
3,5:43,,,TAM 35,12,17,"Cairo Santos kicks off 52 yards, returned by Chris Moore for no gain (tackle by Justin Watson)",0.000,1.930
3,5:35,1,10,BAL 45,12,17,Kenneth Dixon left guard for 2 yards (tackle by Carl Nassib and Vita Vea),1.930,1.650
3,5:04,2,8,BAL 47,12,17,Kenneth Dixon right guard for 1 yard (tackle by Jordan Whitehead and Lavonte David),1.650,1.090
3,4:33,3,7,BAL 48,12,17,"Lamar Jackson right tackle for 11 yards (tackle by Carl Nassib). Penalty on Kenneth Dixon: Unnecessary Roughness, 15 yards",1.090,1.860
3,4:33,1,10,BAL 44,12,17,Gus Edwards left guard for 2 yards (tackle by Lavonte David),1.860,1.590
3,3:34,2,8,BAL 46,12,17,Lamar Jackson pass complete short right to Hayden Hurst for 4 yards,1.590,1.420
3,2:55,3,4,BAL 50,12,17,Kenneth Dixon left tackle for 5 yards (tackle by Vita Vea),1.420,2.590
3,2:12,1,10,TAM 45,12,17,Lamar Jackson left end for 4 yards (tackle by Devante Bond),2.590,2.580
3,1:36,2,6,TAM 41,12,17,Lamar Jackson pass incomplete short middle intended for John Brown,2.580,1.880
3,1:32,3,6,TAM 41,12,17,Lamar Jackson right guard for 7 yards (tackle by Ryan Smith),1.880,3.310
3,0:58,1,10,TAM 34,12,17,Gus Edwards up the middle for 3 yards (tackle by Jason Pierre-Paul),3.310,3.180
3,0:25,2,7,TAM 31,12,17,Lamar Jackson pass complete short left to Hayden Hurst for 8 yards (tackle by Andrew Adams),3.180,4.040
Quarter,Time,Down,ToGo,Location,TAM,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 23,12,17,Lamar Jackson left tackle for 4 yards (tackle by Ryan Smith),4.040,4.050
4,14:25,2,6,TAM 19,12,17,Lamar Jackson pass incomplete short right intended for Willie Snead,4.050,3.340
4,14:18,3,6,TAM 19,12,17,Kenneth Dixon left guard for 2 yards (tackle by Lavonte David),3.340,2.390
4,13:37,4,4,TAM 17,12,20,Justin Tucker 35 yard field goal good,2.390,3.000
4,13:32,,,BAL 35,12,20,"Justin Tucker kicks off 68 yards, returned by Bobo Wilson for no gain (tackle by Javorius Allen and Chris Board)",0.000,0.480
4,13:26,1,10,TAM 23,12,20,Jameis Winston pass deep right intended for Mike Evans is intercepted by Marlon Humphrey at TB-43 and returned for no gain,0.480,-2.720
4,13:19,1,10,TAM 43,12,20,Kenneth Dixon right guard for 2 yards (tackle by Vita Vea and Gerald McCoy),2.720,2.450
4,12:45,2,8,TAM 41,12,20,Lamar Jackson up the middle for -6 yards (tackle by Jason Pierre-Paul),2.450,0.960
4,12:04,3,14,TAM 47,12,20,"Lamar Jackson pass complete short middle to Willie Snead for 12 yards (tackle by Andrew Adams). Penalty on Willie Snead: Illegal Shift, 5 yards (no play)",0.960,0.300
4,11:37,3,19,BAL 48,12,20,"Lamar Jackson pass incomplete short right. Penalty on Lamar Jackson: Intentional Grounding, 17 yards",0.300,-1.310
4,11:30,4,36,BAL 31,12,20,"Penalty on BAL: Delay of Game, 5 yards (no play)",-1.310,-1.630
4,11:30,4,41,BAL 26,12,20,"Sam Koch punts 48 yards, returned by Adam Humphries for 12 yards (tackle by Maurice Canady)",-1.630,-1.470
4,11:22,1,10,TAM 38,12,20,Peyton Barber right guard for 4 yards (tackle by C.J. Mosley),1.470,1.460
4,10:53,2,6,TAM 42,12,20,Jameis Winston pass complete short middle to Adam Humphries for 8 yards (tackle by C.J. Mosley),1.460,2.260
4,10:17,1,10,TAM 50,12,20,Jameis Winston pass complete short left to Cameron Brate for 9 yards (tackle by Jimmy Smith),2.260,2.930
4,9:44,2,1,BAL 41,12,20,Peyton Barber left guard for 2 yards (tackle by Michael Pierce and Eric Weddle),2.930,2.980
4,9:08,1,10,BAL 39,12,20,Jameis Winston pass complete short middle to Peyton Barber for 3 yards (tackle by Tavon Young),2.980,2.850
4,8:29,2,7,BAL 36,12,20,Peyton Barber right guard for 6 yards (tackle by Kenny Young),2.850,2.940
4,7:52,3,1,BAL 30,12,20,Peyton Barber right guard for -3 yards (tackle by Brandon Williams),2.940,1.180
4,7:12,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,7:12,4,4,BAL 33,12,20,Jameis Winston pass incomplete short right intended for Chris Godwin (defended by Marlon Humphrey),1.180,-1.140
4,7:08,1,10,BAL 33,12,20,Gus Edwards left guard for 3 yards (tackle by Josh Shaw),1.140,1.000
4,6:33,2,7,BAL 36,12,20,Gus Edwards right tackle for 10 yards (tackle by Riley Bullough and Isaiah Johnson),1.000,1.990
4,5:50,1,10,BAL 46,12,20,Gus Edwards left guard for 5 yards (tackle by Vita Vea),1.990,2.130
4,5:09,2,5,TAM 49,12,20,Gus Edwards right guard for 3 yards (tackle by Isaiah Johnson and Lavonte David),2.130,1.820
4,4:29,3,2,TAM 46,12,20,Gus Edwards right guard for 3 yards (tackle by Brent Grimes and Riley Bullough),1.820,2.720
4,4:21,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,4:21,1,10,TAM 43,12,20,Gus Edwards right guard for 7 yards (tackle by Devante Bond and Brent Grimes),2.720,3.120
4,3:46,2,3,TAM 36,12,20,Gus Edwards right guard for 3 yards (tackle by Vita Vea),3.120,3.380
4,3:02,1,10,TAM 33,12,20,Kenneth Dixon left guard for no gain (tackle by Vita Vea),3.380,2.840
4,2:18,2,10,TAM 33,12,20,Gus Edwards left guard for 26 yards (tackle by Isaiah Johnson),2.840,5.600
4,2:00,1,7,TAM 7,12,20,Lamar Jackson kneels for -1 yards,5.600,4.570
4,1:18,2,8,TAM 8,12,20,Lamar Jackson kneels for -1 yards,4.570,3.360
4,0:35,3,9,TAM 9,12,20,Lamar Jackson kneels for -1 yards,3.360,2.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
