Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,17,75,1,5,47,2.8,28,1.6,1,17.0
Tyjae Spears,TEN,5,18,0,,8,1.6,10,2.0,0,
Treylon Burks,TEN,1,5,0,0,0,0.0,5,5.0,0,
DeAndre Hopkins,TEN,1,5,0,0,1,1.0,4,4.0,0,
Will Levis,TEN,1,2,0,0,0,0.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,16,69,1,4,37,2.3,32,2.0,0,
Jaylen Warren,PIT,11,88,0,5,46,4.2,42,3.8,1,11.0
Calvin Austin,PIT,2,10,0,1,8,4.0,2,1.0,0,
Kenny Pickett,PIT,1,-1,0,0,-1,-1.0,0,0.0,0,
