Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rhamondre Stevenson,NWE,24,78,0,5,19,0.8,59,2.5,7,3.4
Damien Harris,NWE,10,111,1,3,35,3.5,76,7.6,0,
Mac Jones,NWE,5,-3,0,1,-7,-1.4,4,0.8,0,
Brandon Bolden,NWE,4,28,0,1,12,3.0,16,4.0,0,
Nelson Agholor,NWE,1,6,0,,1,1.0,5,5.0,1,1.0
Kendrick Bourne,NWE,1,3,0,,0,0.0,3,3.0,0,
Jonnu Smith,NWE,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devin Singletary,BUF,10,36,0,2,6,0.6,30,3.0,0,
Zack Moss,BUF,8,21,0,1,11,1.4,10,1.3,0,
Josh Allen,BUF,6,39,0,2,19,3.2,20,3.3,0,
Matt Breida,BUF,1,3,0,0,1,1.0,2,2.0,0,
