#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:46,CHI 20,4,1:53,13,Punt
2,1,6:45,CHI 12,14,6:41,68,Field Goal
3,2,10:47,CHI 23,1,0:15,0,Interception
4,2,10:32,CHI 8,7,3:18,26,Fumble
5,2,4:58,CHI 14,6,3:01,86,Touchdown
6,3,15:00,CHI 25,1,0:20,17,Fumble
7,3,13:13,CHI 37,3,1:03,-4,Punt
8,3,10:06,CHI 21,9,4:11,42,Interception
9,3,5:06,CHI 26,3,1:40,9,Punt
10,3,1:56,MIA 23,4,0:54,3,Field Goal
11,4,11:54,CHI 1,6,1:46,13,Interception
12,4,10:00,CHI 25,10,4:07,33,Downs
13,4,1:09,CHI 44,7,0:57,25,Downs
