Quarter,Time,Down,ToGo,Location,MIA,CHI,Detail,EPB,EPA
1,8:14,1,10,MIA 36,0,0,Marty Booker left end for -1 yards (tackle by Hunter Hillenmeyer),1.330,0.660
1,7:33,2,11,MIA 35,0,0,Ronnie Brown right guard for 2 yards (tackle by Ian Scott),0.660,0.230
1,6:57,3,9,MIA 37,0,0,Joey Harrington pass incomplete short middle intended for Sammy Morris,0.230,-0.910
1,6:53,4,9,MIA 37,0,0,"Donnie Jones punts 51 yards, fair catch by Devin Hester",-0.910,0.350
1,6:45,1,10,CHI 12,0,0,Rex Grossman pass incomplete deep right intended for Justin Gage,-0.350,-0.780
1,6:40,2,10,CHI 12,0,0,Thomas Jones right end for 5 yards (tackle by Channing Crowder and Matt Roth),-0.780,-0.840
1,5:59,3,5,CHI 17,0,0,Rex Grossman pass complete short right to Desmond Clark for 7 yards (tackle by Renaldo Hill),-0.840,0.540
1,5:21,1,10,CHI 24,0,0,"Rex Grossman pass incomplete deep left intended for Justin Gage (defended by Andre' Goodman). Penalty on Andre' Goodman: Illegal Contact, 5 yards (no play)",0.540,0.870
1,5:13,1,10,CHI 29,0,0,Thomas Jones left end for 5 yards (tackle by Channing Crowder),0.870,1.000
1,4:38,2,5,CHI 34,0,0,Rex Grossman pass incomplete short right intended for Jason McKie (defended by Yeremiah Bell),1.000,0.300
1,4:33,3,5,CHI 34,0,0,Rex Grossman pass complete short right to Rashied Davis for 11 yards (tackle by Will Allen),0.300,1.930
1,3:57,1,10,CHI 45,0,0,Thomas Jones left end for no gain (tackle by Yeremiah Bell and Vonnie Holliday),1.930,1.380
1,3:19,2,10,CHI 45,0,0,Thomas Jones left end for 2 yards (tackle by Keith Traylor),1.380,0.960
1,2:39,3,8,CHI 47,0,0,Rex Grossman pass complete deep right to Rashied Davis for 18 yards (tackle by Renaldo Hill),0.960,3.250
1,1:53,1,10,MIA 35,0,0,Thomas Jones left tackle for 7 yards (tackle by Will Allen),3.250,3.650
1,1:10,2,3,MIA 28,0,0,"Thomas Jones left guard for -2 yards (tackle by Kevin Carter). Penalty on Jeff Zgonina: Defensive Offside, 4 yards (no play)",3.650,3.970
1,0:51,1,10,MIA 24,0,0,"Rex Grossman pass incomplete deep right intended for Muhsin Muhammad (defended by Will Allen). Penalty on Will Allen: Defensive Holding, 5 yards (no play)",3.970,4.310
1,0:46,1,10,MIA 19,0,0,Thomas Jones left end for -1 yards (tackle by Donnie Spragan),4.310,3.630
1,0:16,2,11,MIA 20,0,0,Rex Grossman pass incomplete deep right intended for Muhsin Muhammad,3.630,2.940
1,0:13,3,11,MIA 20,0,0,Rex Grossman pass incomplete deep middle intended for Rashied Davis,2.940,2.120
1,0:09,4,11,MIA 20,0,3,Robbie Gould 38 yard field goal good,2.120,3.000
1,,,,CHI 30,0,3,"Robbie Gould kicks off 65 yards, returned by Wes Welker for 19 yards (tackle by Cameron Worrell)",0.000,0.540
Quarter,Time,Down,ToGo,Location,MIA,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 24,0,3,Joey Harrington pass complete short right to Chris Chambers for 7 yards (tackle by Charles Tillman),0.540,0.940
2,14:28,2,3,MIA 31,0,3,Ronnie Brown left end for 9 yards (tackle by Danieal Manning),0.940,1.600
2,13:50,1,10,MIA 40,0,3,Joey Harrington pass incomplete deep right intended for Chris Chambers,1.600,1.050
2,13:45,2,10,MIA 40,0,3,Joey Harrington pass complete short left to Justin Peelle for 2 yards (tackle by Nathan Vasher),1.050,0.630
2,13:16,3,8,MIA 42,0,3,"Joey Harrington pass incomplete short right intended for Chris Chambers. Penalty on Ricky Manning: Roughing the Passer, 15 yards (no play)",0.630,2.720
2,13:13,1,10,CHI 43,0,3,Ronnie Brown right end for -1 yards (tackle by Charles Tillman),2.720,2.040
2,12:35,2,11,CHI 44,0,3,Joey Harrington pass incomplete short right intended for Chris Chambers (defended by Lance Briggs),2.040,1.360
2,12:32,3,11,CHI 44,0,3,"Joey Harrington pass complete short left to Marty Booker for 6 yards (tackle by Nathan Vasher and Danieal Manning). Penalty on Rex Hadnot: Unnecessary Roughness, 15 yards",1.360,-0.260
2,12:21,4,20,MIA 47,0,3,"Donnie Jones punts 47 yards, muffed catch by Devin Hester, recovered by Eddie Jackson and returned for no gain",-0.260,5.830
2,12:12,1,6,CHI 6,0,3,Ronnie Brown right end for 1 yard (tackle by Brian Urlacher),5.830,5.150
2,11:32,2,5,CHI 5,0,3,Joey Harrington left tackle for no gain (tackle by Tommie Harris),5.150,4.260
2,10:52,3,5,CHI 5,6,3,"Joey Harrington pass complete short left to Marty Booker for 5 yards, touchdown",4.260,7.000
2,,,,CHI 2,7,3,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,7,3,"Olindo Mare kicks off 63 yards, returned by Adrian Peterson for 16 yards (tackle by Sammy Morris)",0.000,0.480
2,10:41,1,10,CHI 23,13,3,"Rex Grossman pass incomplete short right intended for Desmond Clark is intercepted by Jason Taylor at CHI-20 and returned for 20 yards, touchdown",0.480,-7.000
2,,,,CHI 2,14,3,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,14,3,"Olindo Mare kicks off 70 yards, returned by Adrian Peterson for 18 yards (tackle by Sammy Morris). Adrian Peterson fumbles (forced by Sammy Morris), recovered by Brendon Ayanbadejo at CHI-8",0.000,-0.380
2,10:22,1,10,CHI 8,14,3,Cedric Benson right tackle for 2 yards (tackle by Zach Thomas),-0.380,-0.630
2,9:49,2,8,CHI 10,14,3,Thomas Jones right guard for 11 yards (tackle by Renaldo Hill),-0.630,0.340
2,9:12,1,10,CHI 21,14,3,Rex Grossman pass incomplete deep left intended for Muhsin Muhammad,0.340,-0.200
2,9:05,2,10,CHI 21,14,3,Cedric Benson right tackle for 10 yards (tackle by Will Allen and Channing Crowder),-0.200,1.000
2,8:31,1,10,CHI 31,14,3,Cedric Benson right guard for 9 yards (tackle by Yeremiah Bell and Zach Thomas),1.000,1.680
2,7:56,2,1,CHI 40,14,3,Cedric Benson left guard for 2 yards (tackle by Zach Thomas),1.680,1.730
2,7:19,1,10,CHI 42,14,3,"Rex Grossman sacked by Jason Taylor for -8 yards. Rex Grossman fumbles (forced by Jason Taylor), recovered by Kevin Carter at CHI-34",1.730,-3.310
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
2,7:14,1,10,CHI 34,14,3,Ronnie Brown left end for 2 yards (tackle by Lance Briggs and Danieal Manning),3.310,3.040
2,6:39,2,8,CHI 32,14,3,Joey Harrington pass complete short middle to Ronnie Brown for 24 yards (tackle by Lance Briggs),3.040,5.370
2,5:52,1,8,CHI 8,14,3,"Joey Harrington pass incomplete short right intended for Chris Chambers. Penalty on Joey Harrington: Intentional Grounding, 10 yards",5.370,3.150
2,5:46,2,18,CHI 18,14,3,"Penalty on Lance Briggs: Encroachment, 5 yards (no play)",3.150,3.720
2,5:46,2,13,CHI 13,14,3,Joey Harrington pass complete short right to Wes Welker for 8 yards (tackle by Charles Tillman),3.720,4.260
2,5:04,3,5,CHI 5,14,3,Joey Harrington pass incomplete short left intended for Randy McMichael is intercepted by Alex Brown at CHI-10 and returned for 4 yards,4.260,0.280
2,4:58,1,10,CHI 14,14,3,Cedric Benson right end for 5 yards (tackle by Channing Crowder),-0.280,-0.040
2,4:21,2,5,CHI 19,14,3,Rex Grossman pass complete short left to Thomas Jones for 9 yards (tackle by Will Allen),-0.040,0.810
2,3:57,1,10,CHI 28,14,3,Rex Grossman pass incomplete short right intended for Rashied Davis,0.810,0.260
2,3:50,2,10,CHI 28,14,3,"Cedric Benson right guard for 4 yards (tackle by Zach Thomas and Matt Roth). Penalty on Jeff Zgonina: Defensive Offside, 5 yards (no play)",0.260,0.940
2,3:33,2,5,CHI 33,14,3,Rex Grossman pass complete deep middle to Justin Gage for 34 yards (tackle by Renaldo Hill),0.940,3.380
2,2:44,1,10,MIA 33,14,3,Cedric Benson left tackle for 3 yards (tackle by Zach Thomas and Matt Roth),3.380,3.240
2,2:04,2,7,MIA 30,14,9,"Rex Grossman pass complete deep left to Muhsin Muhammad for 30 yards, touchdown",3.240,7.000
2,,,,MIA 2,14,10,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,14,10,"Robbie Gould kicks off 61 yards, returned by Wes Welker for 22 yards (tackle by Leon Joe)",0.000,1.000
2,1:52,1,10,MIA 31,14,10,Ronnie Brown left guard for 16 yards (tackle by Danieal Manning),1.000,2.060
2,1:29,,,,14,10,Timeout #2 by Chicago Bears,0.000,2.060
2,1:29,1,10,MIA 47,14,10,Joey Harrington pass complete short middle to Ronnie Brown for 9 yards (tackle by Danieal Manning and Adewale Ogunleye),2.060,2.730
2,1:06,2,1,CHI 44,14,10,Ronnie Brown left guard for no gain (tackle by Brian Urlacher),2.730,2.020
2,0:51,,,,14,10,Timeout #1 by Miami Dolphins,0.000,2.020
2,0:51,3,1,CHI 44,14,10,Ronnie Brown right end for 21 yards (tackle by Brian Urlacher),2.020,4.040
2,0:31,1,10,CHI 23,14,10,Joey Harrington spiked the ball,4.040,3.500
2,0:30,2,10,CHI 23,14,10,Joey Harrington pass incomplete short right intended for Sammy Morris,3.500,2.810
2,0:27,3,10,CHI 23,14,10,"Ronnie Brown left guard for -2 yards (tackle by Ricky Manning). Penalty on Adewale Ogunleye: Defensive Offside, 5 yards (no play)",2.810,3.490
2,0:20,3,5,CHI 18,14,10,Ronnie Brown right end for -1 yards (tackle by Lance Briggs),3.490,2.210
2,0:03,,,,14,10,Timeout #2 by Miami Dolphins,0.000,0.000
2,0:03,,,,14,10,Timeout #3 by Chicago Bears,0.000,2.210
2,0:03,4,6,CHI 19,14,10,"Olindo Mare 37 yard field goal no good, blocked by Israel Idonije",2.210,0.670
Quarter,Time,Down,ToGo,Location,MIA,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,14,10,"Olindo Mare kicks off 63 yards, returned by Rashied Davis for 18 yards (tackle by Andre' Goodman)",0.000,0.610
3,14:53,1,10,CHI 25,14,10,"Rex Grossman pass complete short left to Justin Gage for 17 yards (tackle by Yeremiah Bell). Justin Gage fumbles (forced by Yeremiah Bell), recovered by Andre' Goodman at CHI-45 and returned for 33 yards (tackle by Muhsin Muhammad)",0.610,-4.780
3,14:40,1,10,CHI 12,14,10,Ronnie Brown right tackle for 2 yards (tackle by Hunter Hillenmeyer and Brian Urlacher),4.780,4.450
3,14:00,2,8,CHI 10,14,10,Ronnie Brown right guard for 4 yards (tackle by Alex Brown),4.450,4.380
3,13:17,3,4,CHI 6,20,10,"Joey Harrington pass complete short left to Wes Welker for 6 yards, touchdown",4.380,7.000
3,,,,CHI 2,21,10,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,21,10,"Olindo Mare kicks off 63 yards, returned by Rashied Davis for 30 yards (tackle by Michael Lehan)",0.000,1.400
3,13:07,1,10,CHI 37,21,10,Thomas Jones left guard for 2 yards (tackle by Keith Traylor and Kevin Carter),1.400,1.130
3,12:32,2,8,CHI 39,21,10,Rex Grossman pass incomplete deep left intended for Muhsin Muhammad (defended by Will Allen),1.130,0.430
3,12:25,3,8,CHI 39,21,10,Rex Grossman sacked by David Bowens for -6 yards,0.430,-1.180
3,12:20,4,14,CHI 33,21,10,"Brad Maynard punts 46 yards, returned by Wes Welker for 3 yards (tackle by Cameron Worrell)",-1.180,-0.540
3,12:10,1,10,MIA 24,21,10,Ronnie Brown right tackle for 25 yards (tackle by Danieal Manning),0.540,2.190
3,11:38,1,10,MIA 49,21,10,Ronnie Brown right tackle for 4 yards (tackle by Alex Brown),2.190,2.190
3,10:59,2,6,CHI 47,21,10,Ronnie Brown right tackle for 1 yard (tackle by Brian Urlacher),2.190,1.620
3,10:17,3,5,CHI 46,21,10,Joey Harrington pass incomplete short middle intended for Wes Welker,1.620,0.200
,,,,,,,"MIA challenged the ruling, and the play was upheld.",,
3,10:14,4,5,CHI 46,21,10,Donnie Jones punts 25 yards,0.200,-0.340
3,10:06,1,10,CHI 21,21,10,Thomas Jones left guard for 2 yards (tackle by Kevin Carter),0.340,0.070
3,9:31,2,8,CHI 23,21,10,Rex Grossman pass complete short right to Muhsin Muhammad for 12 yards (tackle by Matt Roth and Will Allen),0.070,1.270
3,8:52,1,10,CHI 35,21,10,Rex Grossman pass complete short left to Thomas Jones for 6 yards (tackle by Zach Thomas),1.270,1.530
3,8:29,2,4,CHI 41,21,10,Thomas Jones left end for 6 yards (tackle by Yeremiah Bell),1.530,2.060
3,7:48,1,10,CHI 47,21,10,Thomas Jones left guard for 5 yards (tackle by Channing Crowder),2.060,2.190
3,7:11,2,5,MIA 48,21,10,"Thomas Jones left end for 1 yard (tackle by Channing Crowder and Zach Thomas). Penalty on Jason Taylor: Illegal Use of Hands, 5 yards",2.190,2.790
3,6:52,1,10,MIA 42,21,10,Rex Grossman pass incomplete short right intended for Thomas Jones,2.790,2.240
3,6:44,2,10,MIA 42,21,10,Rex Grossman pass complete short right to Jason McKie for 5 yards (tackle by Donnie Spragan and Andre' Goodman),2.240,2.210
3,6:04,3,5,MIA 37,21,10,Rex Grossman pass incomplete intended for Desmond Clark is intercepted by Jason Allen at MIA-28 and returned for 7 yards,2.210,-1.270
3,5:55,1,10,MIA 35,21,10,Joey Harrington pass incomplete deep right intended for Chris Chambers,1.270,0.720
3,5:50,2,10,MIA 35,21,10,Joey Harrington pass complete short left to Derek Hagan for 7 yards (tackle by Ricky Manning and Danieal Manning),0.720,0.960
3,5:23,3,3,MIA 42,21,10,Joey Harrington pass incomplete short left intended for Marty Booker,0.960,-0.590
3,5:18,4,3,MIA 42,21,10,"Donnie Jones punts 43 yards, returned by Devin Hester for 11 yards (tackle by Michael Lehan)",-0.590,-0.670
3,5:06,1,10,CHI 26,21,10,Thomas Jones left guard for 1 yard (tackle by Yeremiah Bell and Channing Crowder),0.670,0.270
3,4:29,2,9,CHI 27,21,10,Rex Grossman pass complete short middle to Rashied Davis for 6 yards (tackle by Travis Daniels),0.270,0.370
3,3:57,3,3,CHI 33,21,10,Rex Grossman pass complete short right to Rashied Davis for 2 yards (tackle by Will Allen),0.370,-1.040
3,3:34,4,1,CHI 35,21,10,"Brad Maynard punts 49 yards, fair catch by Wes Welker",-1.040,0.140
3,3:26,1,10,MIA 16,21,10,Ronnie Brown left guard for -1 yards (tackle by Mark Anderson),-0.140,-0.780
3,2:47,2,11,MIA 15,21,10,Ronnie Brown left end for 7 yards (tackle by Danieal Manning and Adewale Ogunleye),-0.780,-0.570
3,2:02,3,4,MIA 22,21,10,Joey Harrington pass incomplete short right intended for Sammy Morris is intercepted by Nathan Vasher at MIA-24 and returned for 1 yard,-0.570,-4.040
3,1:56,1,10,MIA 23,21,10,Thomas Jones right tackle for 3 yards (tackle by Channing Crowder),4.040,3.900
3,1:16,2,7,MIA 20,21,10,Rex Grossman pass incomplete short left intended for Jason McKie,3.900,3.200
3,1:11,3,7,MIA 20,21,10,Rex Grossman pass incomplete short left intended for Justin Gage,3.200,2.120
3,1:07,4,7,MIA 20,21,13,Robbie Gould 38 yard field goal good,2.120,3.000
3,,,,CHI 30,21,13,"Robbie Gould kicks off 64 yards, returned by Wes Welker for 22 yards (tackle by Rod Wilson)",0.000,0.810
3,0:55,1,10,MIA 28,21,13,Joey Harrington pass complete short left to Chris Chambers for 5 yards (tackle by Danieal Manning),0.810,0.940
3,0:29,2,5,MIA 33,21,13,Ronnie Brown right guard for 4 yards (tackle by Ian Scott),0.940,0.760
Quarter,Time,Down,ToGo,Location,MIA,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,MIA 37,21,13,Ronnie Brown right guard for 4 yards (tackle by Charles Tillman and Brandon McGowan),0.760,1.660
4,14:24,1,10,MIA 41,21,13,Joey Harrington pass complete deep right to Chris Chambers for 18 yards (tackle by Charles Tillman),1.660,2.850
4,13:43,1,10,CHI 41,21,13,Ronnie Brown left guard for 2 yards (tackle by Brian Urlacher),2.850,2.580
4,13:04,2,8,CHI 39,21,13,Joey Harrington pass incomplete short right intended for Chris Chambers (defended by Charles Tillman),2.580,1.880
4,13:01,3,8,CHI 39,21,13,Joey Harrington pass complete short right to Sammy Morris for -2 yards (tackle by Brian Urlacher),1.880,0.530
4,12:17,4,10,CHI 41,21,13,"Donnie Jones punts 31 yards, returned by Devin Hester for 7 yards (tackle by Jim Maxwell). Devin Hester fumbles (forced by Jim Maxwell), recovered by Cameron Worrell at CHI-18. Penalty on Jim Maxwell: Illegal Formation, 5 yards (no play)",0.530,0.200
4,12:06,4,15,CHI 46,21,13,Donnie Jones punts 45 yards,0.200,0.380
4,11:54,1,10,CHI 1,21,13,"Penalty on Keith Traylor: Encroachment, 5 yards (no play)",-0.380,-0.190
4,11:54,1,5,CHI 6,21,13,Cedric Benson left guard for 3 yards (tackle by Vonnie Holliday),-0.190,-0.200
4,11:15,2,2,CHI 9,21,13,Cedric Benson left tackle for no gain (tackle by Matt Roth),-0.200,-0.480
4,10:32,3,2,CHI 9,21,13,Rex Grossman pass incomplete short right intended for Rashied Davis,-0.480,-2.490
4,10:27,4,2,CHI 9,21,13,"Penalty on David Bowens: Neutral Zone Infraction, 5 yards (no play)",-2.490,-0.280
4,10:27,1,10,CHI 14,21,13,Rex Grossman pass incomplete short right intended for Justin Gage (defended by Andre' Goodman),-0.280,-0.750
4,10:24,2,10,CHI 14,21,13,Rex Grossman pass incomplete short middle intended for Muhsin Muhammad,-0.750,-1.400
4,10:19,3,10,CHI 14,21,13,Rex Grossman pass incomplete intended for Justin Gage is intercepted by Renaldo Hill at CHI-36 and returned for 12 yards,-1.400,-3.970
4,10:08,1,10,CHI 24,27,13,"Joey Harrington pass complete deep left to Chris Chambers for 24 yards, touchdown",3.970,7.000
4,,,,CHI 2,28,13,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,28,13,"Olindo Mare kicks off 71 yards, returned by Rashied Davis for 26 yards (tackle by Sammy Morris)",0.000,0.610
4,9:54,1,10,CHI 25,28,13,Thomas Jones right guard for 9 yards (tackle by Channing Crowder),0.610,1.280
4,9:24,2,1,CHI 34,28,13,Thomas Jones right guard for -1 yards (tackle by Jason Taylor),1.280,0.430
4,8:48,3,2,CHI 33,28,13,Rex Grossman pass complete short middle to Desmond Clark for 13 yards (tackle by Renaldo Hill),0.430,1.990
4,8:15,1,10,CHI 46,28,13,Rex Grossman pass incomplete short right intended for Muhsin Muhammad,1.990,1.450
4,8:10,2,10,CHI 46,28,13,Thomas Jones right guard for 6 yards (tackle by Jason Taylor),1.450,1.550
4,7:33,3,4,MIA 48,28,13,Rex Grossman pass incomplete short right intended for Desmond Clark (defended by Yeremiah Bell),1.550,0.070
4,7:29,4,4,MIA 48,28,13,"Penalty on Vonnie Holliday: Encroachment, 5 yards (no play)",0.070,2.720
4,7:29,1,10,MIA 43,28,13,Rex Grossman pass complete short middle to Thomas Jones for 5 yards (tackle by Zach Thomas),2.720,2.850
4,7:02,2,5,MIA 38,28,13,Thomas Jones left tackle for 3 yards (tackle by Channing Crowder),2.850,2.540
4,6:29,3,2,MIA 35,28,13,Rex Grossman sacked by Kevin Carter for -7 yards,2.540,0.460
4,5:58,4,9,MIA 42,28,13,Rex Grossman pass incomplete short middle intended for Rashied Davis,0.460,-1.730
4,5:53,1,10,MIA 42,28,13,"Ronnie Brown left guard for 2 yards (tackle by Brian Urlacher). Penalty on Tommie Harris: Defensive Offside, 5 yards (no play)",1.730,2.460
4,5:26,1,5,MIA 47,28,13,Ronnie Brown right guard for no gain (tackle by Tommie Harris and Brian Urlacher),2.460,1.860
4,4:42,2,5,MIA 47,28,13,Ronnie Brown left tackle for 4 yards (tackle by Todd Johnson),1.860,1.690
4,4:22,,,,28,13,Timeout #1 by Chicago Bears,0.000,1.690
4,4:22,3,1,CHI 49,28,13,Joey Harrington right guard for 2 yards (tackle by Brian Urlacher),1.690,2.460
4,3:38,1,10,CHI 47,28,13,Ronnie Brown right end for 27 yards (tackle by Danieal Manning),2.460,4.240
4,3:26,1,10,CHI 20,28,13,Ronnie Brown left guard for 5 yards (tackle by Alex Brown),4.240,4.450
4,3:15,,,,28,13,Timeout #2 by Chicago Bears,0.000,4.450
4,3:15,2,5,CHI 15,28,13,Ronnie Brown right end for 10 yards (tackle by Brian Urlacher and Nathan Vasher),4.450,6.060
4,2:27,1,5,CHI 5,28,13,Sammy Morris left tackle for 3 yards (tackle by Alex Brown),6.060,5.720
4,2:19,,,,28,13,Timeout #3 by Chicago Bears,0.000,5.720
4,2:19,2,2,CHI 2,28,13,Ronnie Brown left tackle for -1 yards (tackle by Lance Briggs),5.720,4.720
4,2:00,3,3,CHI 3,28,13,Ronnie Brown left end for 1 yard (tackle by Brian Urlacher),4.720,3.250
4,1:13,,,,28,13,Timeout #2 by Miami Dolphins,0.000,3.250
4,1:13,4,2,CHI 2,31,13,Olindo Mare 20 yard field goal good,3.250,3.000
4,,,,MIA 30,31,13,"Olindo Mare kicks off 68 yards, returned by Rashied Davis for 42 yards (tackle by Andre' Goodman)",0.000,1.860
4,1:01,1,10,CHI 44,31,13,Rex Grossman pass incomplete short middle intended for Desmond Clark (defended by Will Allen),1.860,1.320
4,0:53,2,10,CHI 44,31,13,Rex Grossman pass incomplete short middle intended for Muhsin Muhammad,1.320,0.630
4,0:53,3,10,CHI 44,31,13,Rex Grossman pass complete short right to Desmond Clark for 18 yards (tackle by Jason Allen),0.630,3.050
4,0:47,1,10,MIA 38,31,13,Rex Grossman pass incomplete short right intended for Desmond Clark,3.050,2.510
4,0:43,2,10,MIA 38,31,13,Rex Grossman pass incomplete short middle intended for Thomas Jones (defended by Jason Taylor),2.510,1.820
4,0:40,3,10,MIA 38,31,13,Rex Grossman pass complete short right to Thomas Jones for 4 yards (tackle by Zach Thomas and Andre' Goodman),1.820,1.070
4,0:16,4,6,MIA 34,31,13,Rex Grossman pass complete to Rashied Davis for 3 yards (tackle by Will Allen),1.070,-1.070
4,0:12,1,10,MIA 32,31,13,Joey Harrington kneels for -1 yards,1.070,0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
