Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,JAX 48,7,3,Maurice Jones-Drew left guard for 4 yards (tackle by Michael Boley and Barry Cofield),1.720,1.550
2,14:28,3,4,NYG 48,7,3,David Garrard pass complete short middle to Mike Sims-Walker for 12 yards (tackle by Deon Grant),1.550,3.180
2,13:48,1,10,NYG 36,7,3,Rashad Jennings right tackle for 8 yards (tackle by Jonathan Goff and Terrell Thomas),3.180,3.720
2,13:15,2,2,NYG 28,7,3,Rashad Jennings right tackle for 5 yards (tackle by Antrel Rolle),3.720,4.040
2,12:33,1,10,NYG 23,7,3,David Garrard pass complete short left to Mike Thomas for no gain,4.040,3.500
2,11:52,2,10,NYG 23,7,3,David Garrard pass complete short left to Marcedes Lewis for 16 yards (tackle by Deon Grant),3.500,5.600
2,11:12,1,7,NYG 7,7,3,David Garrard pass incomplete short right intended for Mike Thomas,5.600,4.760
2,11:01,2,7,NYG 7,7,3,Maurice Jones-Drew left end for no gain (tackle by Osi Umenyiora),4.760,3.810
2,10:22,3,7,NYG 7,7,3,"Penalty on Vince Manuwai: False Start, 5 yards (no play)",3.810,3.100
2,9:56,3,12,NYG 12,7,3,Maurice Jones-Drew right guard for 8 yards (tackle by Deon Grant and Michael Boley),3.100,3.030
2,9:26,4,4,NYG 4,10,3,Josh Scobee 22 yard field goal good,3.030,3.000
2,,,,JAX 30,10,3,"Josh Scobee kicks off 58 yards, returned by Danny Ware for 13 yards (tackle by Montell Owens)",0.000,0.610
2,9:06,1,10,NYG 25,10,3,Ahmad Bradshaw left guard for 3 yards (tackle by Austen Lane and Courtney Greene),0.610,0.470
2,8:34,2,7,NYG 28,10,3,Ahmad Bradshaw left guard for 27 yards (tackle by Don Carey),0.470,2.590
2,8:03,1,10,JAX 45,10,3,Eli Manning pass complete deep right to Travis Beckum for 29 yards (tackle by Courtney Greene and Rashean Mathis),2.590,4.510
2,7:16,1,10,JAX 16,10,3,Ahmad Bradshaw left end for 7 yards (tackle by Courtney Greene and Derek Cox),4.510,5.160
2,6:37,2,3,JAX 9,10,3,"Eli Manning pass complete short right to Mario Manningham for 9 yards. Penalty on Kevin Boss: Offensive Holding, 10 yards (no play)",5.160,3.520
2,6:25,2,13,JAX 19,10,3,Eli Manning pass complete short left to Ahmad Bradshaw for 8 yards (tackle by Courtney Greene),3.520,3.940
2,5:45,3,5,JAX 11,10,3,Eli Manning pass incomplete short middle intended for Kevin Boss (defended by Justin Durant),3.940,2.750
2,5:38,4,5,JAX 11,10,6,Lawrence Tynes 29 yard field goal good,2.750,3.000
2,,,,NYG 30,10,6,"Lawrence Tynes kicks off 65 yards, returned by Deji Karim for 24 yards (tackle by Brian Jackson)",0.000,0.870
2,5:26,1,10,JAX 29,10,6,David Garrard pass complete short right to Mike Thomas for 14 yards (tackle by Jason Pierre-Paul),0.870,1.800
2,4:55,1,10,JAX 43,10,6,Rashad Jennings right tackle for 1 yard (tackle by Jonathan Goff and Justin Tuck),1.800,1.390
2,4:17,2,9,JAX 44,10,6,Rashad Jennings right guard for 2 yards (tackle by Rocky Bernard),1.390,0.960
2,3:34,3,7,JAX 46,10,6,David Garrard pass complete short right to Jason Hill for 15 yards (tackle by Corey Webster),0.960,2.980
2,3:06,1,10,NYG 39,10,6,Rashad Jennings right end for 13 yards (tackle by Corey Webster and Kenny Phillips),2.980,3.840
2,2:26,1,10,NYG 26,10,6,Maurice Jones-Drew left end for 3 yards (tackle by Kenny Phillips and Keith Bulluck),3.840,3.700
2,2:00,2,7,NYG 23,10,6,David Garrard pass complete short right to Maurice Jones-Drew for 2 yards (tackle by Keith Bulluck and Barry Cofield),3.700,3.270
2,1:17,,,,10,6,Timeout #1 by New York Giants,0.000,3.270
2,1:17,3,5,NYG 21,10,6,David Garrard left end for 6 yards (tackle by Michael Boley),3.270,4.580
2,1:01,,,,10,6,Timeout #1 by Jacksonville Jaguars,0.000,4.580
2,1:01,1,10,NYG 15,10,6,David Garrard pass incomplete short left intended for Mike Sims-Walker,4.580,3.950
2,0:56,2,10,NYG 15,10,6,David Garrard pass complete short middle to Mike Thomas for 10 yards (tackle by Terrell Thomas),3.950,6.060
2,0:41,,,,10,6,Timeout #2 by Jacksonville Jaguars,0.000,6.060
2,0:41,1,5,NYG 5,10,6,David Garrard pass incomplete short middle intended for Mike Sims-Walker,6.060,5.150
2,0:37,2,5,NYG 5,10,6,David Garrard pass incomplete short middle intended for Mike Sims-Walker (defended by Kenny Phillips),5.150,4.260
2,0:30,3,5,NYG 5,16,6,"David Garrard right end for 5 yards, touchdown",4.260,7.000
2,,,,NYG 2,17,6,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,17,6,"Josh Scobee kicks off 61 yards, returned by Danny Ware for 22 yards (tackle by Kassim Osgood)",0.000,1.000
2,0:15,1,10,NYG 31,17,6,Eli Manning pass complete short middle to Ahmad Bradshaw for 12 yards (tackle by Justin Durant and Daryl Smith),1.000,1.800
2,0:05,,,,17,6,Timeout #2 by New York Giants,0.000,1.800
2,0:05,1,10,NYG 43,17,6,"Eli Manning pass complete short middle to Ahmad Bradshaw for 4 yards (tackle by Terrance Knighton and Jeremy Mincey). Penalty on Larry Hart: Defensive Offside, 5 yards (no play)",1.800,2.530
2,0:00,1,5,NYG 48,17,6,Eli Manning pass incomplete deep right intended for Kevin Boss (defended by Justin Durant),2.530,1.930
Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,17,6,"Lawrence Tynes kicks off 65 yards, returned by Deji Karim for 22 yards (tackle by Clint Sintim)",0.000,0.740
3,14:55,1,10,JAX 27,17,6,David Garrard pass incomplete short left intended for Mike Sims-Walker is intercepted by Terrell Thomas at JAX-39 and returned for 5 yards,0.740,-3.310
3,14:46,1,10,JAX 34,17,6,Brandon Jacobs right guard for 5 yards (tackle by Kirk Morrison and Don Carey),3.310,3.450
3,14:18,2,5,JAX 29,17,6,Brandon Jacobs right guard for 1 yard (tackle by Kirk Morrison and Leger Douzable),3.450,2.870
3,13:42,3,4,JAX 28,17,6,Eli Manning pass complete short right to Danny Ware for 7 yards (tackle by Daryl Smith). Penalty on Terrance Knighton: Defensive Offside (Declined),2.870,4.170
3,13:17,1,10,JAX 21,17,6,Brandon Jacobs middle for 6 yards (tackle by Courtney Greene and Daryl Smith),4.170,4.550
3,12:36,2,4,JAX 15,17,6,Brandon Jacobs left guard for 2 yards (tackle by Austen Lane),4.550,4.240
3,12:00,3,2,JAX 13,17,6,Ahmad Bradshaw left end for 4 yards (tackle by William Middleton),4.240,5.140
3,11:15,1,9,JAX 9,17,6,Eli Manning pass incomplete,5.140,4.380
3,11:07,2,9,JAX 9,17,6,Brandon Jacobs left tackle for -1 yards (tackle by Leger Douzable and Justin Durant),4.380,3.130
3,10:29,3,10,JAX 10,17,6,Eli Manning pass incomplete short right intended for Kevin Boss,3.130,2.760
3,10:23,4,10,JAX 10,17,9,Lawrence Tynes 28 yard field goal good,2.760,3.000
3,,,,NYG 30,17,9,"Lawrence Tynes kicks off 61 yards, returned by Deji Karim for 18 yards (tackle by Clint Sintim)",0.000,0.740
3,10:14,1,10,JAX 27,17,9,Maurice Jones-Drew right guard for 1 yard (tackle by Jonathan Goff and Justin Tuck),0.740,0.330
3,9:42,2,9,JAX 28,17,9,David Garrard pass incomplete short right intended for Zach Potter,0.330,-0.360
3,9:31,3,9,JAX 28,17,9,David Garrard pass complete short middle to Marcedes Lewis for 11 yards (tackle by Deon Grant and Aaron Ross),-0.360,1.530
3,8:54,1,10,JAX 39,17,9,"David Garrard pass incomplete deep right intended for Zach Miller (defended by Kenny Phillips). Penalty on Terrell Thomas: Illegal Contact, 5 yards (no play)",1.530,1.860
3,8:39,1,10,JAX 44,17,9,David Garrard pass incomplete deep left intended for Mike Thomas (defended by Terrell Thomas),1.860,1.320
3,8:27,2,10,JAX 44,17,9,Maurice Jones-Drew left guard for 3 yards (tackle by Jason Pierre-Paul),1.320,1.030
3,7:53,3,7,JAX 47,17,9,David Garrard pass incomplete short middle intended for Mike Thomas (defended by Justin Tuck),1.030,-0.260
3,7:45,4,7,JAX 47,17,9,Adam Podlesh punts 49 yards,-0.260,0.380
3,7:35,1,10,NYG 4,17,9,Ahmad Bradshaw right end for 5 yards (tackle by Terrance Knighton),-0.380,-0.420
3,7:02,2,5,NYG 9,17,9,Eli Manning pass incomplete short middle intended for Kevin Boss,-0.420,-0.840
3,6:53,3,5,NYG 9,17,9,Eli Manning left tackle for 1 yard (tackle by Sean Considine),-0.840,-2.490
3,6:20,4,4,NYG 10,17,9,Matt Dodge punts 53 yards,-2.490,-1.400
3,6:03,1,10,JAX 37,17,9,Maurice Jones-Drew middle for 6 yards (tackle by Rocky Bernard and Dave Tollefson),1.400,1.670
3,5:32,2,4,JAX 43,17,9,Maurice Jones-Drew right guard for 3 yards (tackle by Kenny Phillips),1.670,1.360
3,4:53,3,1,JAX 46,17,9,Maurice Jones-Drew right guard for 3 yards (tackle by Michael Boley and Jonathan Goff),1.360,2.190
3,4:21,1,10,JAX 49,17,9,Maurice Jones-Drew left tackle for 3 yards (tackle by Jonathan Goff and Osi Umenyiora),2.190,2.050
3,3:40,2,7,NYG 48,17,9,David Garrard pass complete short left to Mike Thomas for 4 yards (tackle by Terrell Thomas),2.050,1.880
3,3:12,3,3,NYG 44,17,9,David Garrard pass complete short right to Kassim Osgood for 6 yards (tackle by Antrel Rolle),1.880,3.050
3,2:28,1,10,NYG 38,17,9,"David Garrard sacked by Jason Pierre-Paul for -14 yards. David Garrard fumbles (forced by Jason Pierre-Paul), recovered by David Garrard at JAX-48",3.050,0.620
3,1:48,2,24,JAX 48,17,9,Maurice Jones-Drew left tackle for 4 yards (tackle by Michael Boley and Jason Pierre-Paul),0.620,0.500
3,1:05,3,20,NYG 48,17,9,David Garrard pass complete short right to Maurice Jones-Drew for 6 yards (tackle by Deon Grant and Kenny Phillips). Penalty on Brad Meester: Offensive Holding (Declined),0.500,0.460
3,0:47,4,14,NYG 42,17,9,"Adam Podlesh punts 30 yards, fair catch by Darius Reynaud",0.460,0.350
3,0:39,1,10,NYG 12,17,9,Eli Manning pass complete deep left to Kevin Boss for 17 yards (tackle by Don Carey),-0.350,0.870
3,0:05,1,10,NYG 29,17,9,Brandon Jacobs left tackle for 17 yards (tackle by Don Carey),0.870,1.990
Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 46,17,9,Eli Manning pass complete deep left to Kevin Boss for 25 yards (tackle by Justin Durant),1.990,3.640
4,14:34,1,10,JAX 29,17,9,Brandon Jacobs middle for 3 yards (tackle by Kirk Morrison and Tyson Alualu),3.640,3.510
4,13:49,2,7,JAX 26,17,15,"Eli Manning pass complete deep left to Mario Manningham for 26 yards, touchdown",3.510,7.000
4,,,,,17,17,"Two Point Attempt: Ahmad Bradshaw left tackle, conversion succeeds",1.000,1.000
4,,,,NYG 30,17,17,"Lawrence Tynes kicks off 65 yards, returned by Deji Karim for 29 yards (tackle by Jason Pierre-Paul)",0.000,1.200
4,13:34,1,10,JAX 34,17,17,David Garrard middle for 5 yards (tackle by Keith Bulluck),1.200,1.330
4,12:57,2,5,JAX 39,17,17,David Garrard middle for 6 yards (tackle by Chris Canty),1.330,1.930
4,12:15,1,10,JAX 45,17,17,Maurice Jones-Drew right guard for 1 yard (tackle by Michael Boley and Jonathan Goff),1.930,1.520
4,11:34,2,9,JAX 46,17,17,David Garrard pass complete short left to Mike Sims-Walker for 7 yards,1.520,1.750
4,11:12,3,2,NYG 47,17,17,Maurice Jones-Drew left end for 10 yards (tackle by Jason Pierre-Paul),1.750,3.120
4,10:45,1,10,NYG 37,17,17,David Garrard for 11 yards (tackle by Corey Webster),3.120,3.840
4,10:08,1,10,NYG 26,17,17,Maurice Jones-Drew right guard for 4 yards (tackle by Keith Bulluck),3.840,3.840
4,9:26,2,6,NYG 22,17,17,David Garrard pass complete short right to Maurice Jones-Drew for -2 yards (tackle by Deon Grant and Justin Tuck),3.840,2.870
4,8:39,3,8,NYG 24,17,17,David Garrard pass incomplete deep left intended for Mike Sims-Walker,2.870,1.870
4,8:31,4,8,NYG 24,20,17,Josh Scobee 42 yard field goal good,1.870,3.000
4,,,,JAX 30,20,17,"Josh Scobee kicks off 65 yards, returned by Danny Ware for 19 yards (tackle by William Middleton)",0.000,0.540
4,8:19,1,10,NYG 24,20,17,Ahmad Bradshaw middle for 2 yards (tackle by Justin Durant),0.540,0.270
4,7:48,2,8,NYG 26,20,17,Eli Manning pass incomplete short right intended for Kevin Boss. Penalty on Bear Pascoe: Offensive Pass Interfere (Declined),0.270,-0.430
4,7:39,3,8,NYG 26,20,17,Eli Manning pass incomplete short left intended for Michael Clayton,-0.430,-1.630
4,7:34,4,8,NYG 26,20,17,"Matt Dodge punts 51 yards, returned by Mike Thomas for 3 yards (tackle by Michael Coe)",-1.630,-0.670
4,7:20,1,10,JAX 26,20,17,"David Garrard pass complete short left to Mike Thomas for 23 yards (tackle by Kenny Phillips). Penalty on Kassim Osgood: Offensive Pass Interfere, 10 yards (no play)",0.670,-0.300
4,7:06,1,20,JAX 16,20,17,David Garrard pass incomplete short left intended for Kassim Osgood (defended by Chris Canty),-0.300,-1.370
4,6:57,2,20,JAX 16,20,17,Maurice Jones-Drew right end for 2 yards (tackle by Justin Tuck and Kenny Phillips),-1.370,-1.800
4,6:12,3,18,JAX 18,20,17,David Garrard pass incomplete,-1.800,-2.240
4,6:06,4,18,JAX 18,20,17,Adam Podlesh punts 51 yards,-2.240,-1.000
4,5:55,1,10,NYG 31,20,17,Brandon Jacobs right tackle for 1 yard (tackle by Justin Durant and Daryl Smith),1.000,0.600
4,5:19,2,9,NYG 32,20,17,Eli Manning pass complete deep left to Mario Manningham for 18 yards (tackle by Derek Cox),0.600,2.260
4,4:50,1,10,,20,17,Brandon Jacobs middle for 18 yards (tackle by Derek Cox),2.260,3.450
4,4:13,1,10,JAX 32,20,17,Eli Manning pass incomplete deep left intended for Derek Hagan,3.450,2.900
4,4:06,2,10,JAX 32,20,17,Ahmad Bradshaw right guard for no gain (tackle by Justin Durant and Courtney Greene),2.900,2.210
4,3:24,3,10,JAX 32,20,23,"Eli Manning pass complete short left to Kevin Boss for 32 yards, touchdown",2.210,7.000
4,,,,JAX 2,20,24,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,20,24,"Lawrence Tynes kicks off 65 yards, returned by Deji Karim for 22 yards (tackle by Deon Grant)",0.000,0.740
4,3:07,1,10,JAX 27,20,24,David Garrard pass complete deep middle to Mike Sims-Walker for 21 yards (tackle by Corey Webster),0.740,2.130
4,2:42,1,10,JAX 48,20,24,David Garrard pass complete short left to Mike Thomas for 5 yards (tackle by Terrell Thomas),2.130,2.260
4,2:37,2,5,NYG 47,20,24,David Garrard pass incomplete short right intended for Mike Sims-Walker (defended by Justin Tuck),2.260,1.550
4,2:34,3,5,NYG 47,20,24,David Garrard pass complete short right to Mike Thomas for 13 yards (tackle by Corey Webster and Aaron Ross),1.550,3.310
4,2:09,1,10,NYG 34,20,24,David Garrard pass incomplete short right intended for Kassim Osgood,3.310,2.770
4,2:02,2,10,NYG 34,20,24,David Garrard pass incomplete short middle intended for Marcedes Lewis (defended by Terrell Thomas),2.770,2.080
4,1:56,3,10,NYG 34,20,24,"David Garrard pass incomplete short left intended for Mike Thomas. Penalty on Aaron Ross: Defensive Holding, 5 yards (no play)",2.080,3.640
4,1:51,1,10,NYG 29,20,24,David Garrard sacked by Antrel Rolle and Justin Tuck for -11 yards,3.640,1.620
4,1:43,,,,20,24,Timeout #1 by Jacksonville Jaguars,0.000,1.620
4,1:43,2,21,NYG 40,20,24,"David Garrard sacked by Jason Pierre-Paul for -8 yards. David Garrard fumbles (forced by Jason Pierre-Paul), recovered by David Garrard at NYG-44",1.620,0.430
4,1:34,,,,20,24,Timeout #2 by Jacksonville Jaguars,0.000,0.430
4,1:34,3,25,NYG 44,20,24,"David Garrard sacked by Terrell Thomas for -8 yards. David Garrard fumbles (forced by Terrell Thomas), recovered by Antrel Rolle at JAX-44 and returned for 5 yards (tackle by Jordan Black)",0.430,-2.980
4,1:25,1,10,JAX 39,20,24,Ahmad Bradshaw right end for 3 yards (tackle by Kirk Morrison and Tyson Alualu),2.980,2.850
4,1:19,,,,20,24,Timeout #3 by Jacksonville Jaguars,0.000,2.850
4,1:19,2,7,JAX 36,20,24,Eli Manning kneels for -1 yards,2.850,2.020
4,0:42,3,8,JAX 37,20,24,Eli Manning kneels for -1 yards,2.020,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
