Quarter,Time,Down,ToGo,Location,ATL,CHI,Detail,EPB,EPA
2,9:29,1,10,CHI 43,3,0,Adrian Peterson left tackle for 2 yards (tackle by Michael Boley and Chauncey Davis),1.800,1.520
2,8:56,2,8,CHI 45,3,0,Bernard Berrian left end for 37 yards (tackle by Ronnie Heard),1.520,4.370
2,8:01,1,10,ATL 18,3,0,Kyle Orton pass complete to Jason McKie for no gain,4.370,3.800
2,7:18,,,,3,0,Timeout #1 by Atlanta Falcons,0.000,3.800
2,7:18,2,10,ATL 18,3,0,Adrian Peterson left guard for 1 yard (tackle by Roderick Coleman and Chauncey Davis),3.800,3.170
2,6:42,3,9,ATL 17,3,0,Kyle Orton pass incomplete intended for Desmond Clark,3.170,2.310
2,6:38,4,9,ATL 17,3,3,Robbie Gould 35 yard field goal good,2.310,3.000
2,,,,CHI 30,3,3,"Robbie Gould kicks off 61 yards, returned by Justin Griffith for 15 yards (tackle by Brendon Ayanbadejo)",0.000,0.540
2,6:28,1,10,ATL 24,3,3,Michael Vick pass incomplete intended for Justin Griffith (defended by Brian Urlacher),0.540,0.000
2,6:24,2,10,ATL 24,3,3,T.J. Duckett right guard for 2 yards (tackle by Tommie Harris),0.000,-0.430
2,5:41,3,8,ATL 26,3,3,Michael Vick pass incomplete intended for Roddy White (defended by Jerry Azumah),-0.430,-1.630
2,5:34,4,8,ATL 26,3,3,"Michael Koenen punts 42 yards, returned by Bernard Berrian for 24 yards (tackle by Kevin McCadam)",-1.630,-2.650
2,5:23,1,10,ATL 44,3,3,"Kyle Orton pass incomplete intended for Muhsin Muhammad. Penalty on DeAngelo Hall: Defensive Pass Interfere, 25 yards (no play)",2.650,4.310
2,5:17,1,10,ATL 19,3,3,Thomas Jones left guard for 2 yards (tackle by Jonathan Babineaux),4.310,4.030
2,4:42,2,8,ATL 17,3,3,Thomas Jones left guard for 1 yard (tackle by Chauncey Davis),4.030,3.410
2,4:05,3,7,ATL 16,3,3,Thomas Jones left end for 5 yards (tackle by Chad Lavalais),3.410,2.820
2,3:25,4,2,ATL 11,3,6,Robbie Gould 29 yard field goal good,2.820,3.000
2,,,,CHI 30,3,6,"Robbie Gould kicks off 63 yards, returned by Jerome Pathon for 16 yards (tackle by Leon Joe)",0.000,0.480
2,3:15,1,10,ATL 23,3,6,Warrick Dunn right tackle for 29 yards (tackle by Michael Green),0.480,2.390
2,2:34,1,10,CHI 48,3,6,Michael Vick sacked by Adewale Ogunleye for -3 yards,2.390,1.440
2,2:03,2,13,ATL 49,3,6,Michael Vick pass incomplete intended for Michael Jenkins,1.440,0.760
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
2,1:59,3,13,ATL 49,3,6,Michael Vick pass incomplete intended for Alge Crumpler,0.760,-0.130
2,1:54,4,13,ATL 49,3,6,Michael Koenen punts 43 yards,-0.130,0.380
2,1:40,1,10,CHI 8,3,6,Thomas Jones left tackle for 3 yards (tackle by Keion Carpenter),-0.380,-0.560
2,1:35,,,,3,6,Timeout #3 by Atlanta Falcons,0.000,-0.560
2,1:35,2,7,CHI 11,3,6,Thomas Jones left end for 31 yards (tackle by Ronnie Heard),-0.560,1.730
2,1:25,,,,3,6,Timeout #2 by Chicago Bears,0.000,1.730
2,1:25,1,10,CHI 42,3,6,Kyle Orton pass incomplete intended for Thomas Jones,1.730,1.190
2,1:21,2,10,CHI 42,3,6,Kyle Orton pass incomplete intended for Desmond Clark,1.190,0.500
2,1:17,3,10,CHI 42,3,6,Thomas Jones left end for 5 yards (tackle by Keith Brooking),0.500,-0.260
2,0:30,,,,3,6,Timeout #3 by Chicago Bears,0.000,-0.260
2,0:30,4,5,CHI 47,3,6,Brad Maynard punts 12 yards,-0.260,-1.660
2,0:17,1,10,ATL 41,3,6,Michael Vick pass incomplete intended for Warrick Dunn,1.660,1.120
2,0:08,2,10,ATL 41,3,6,Michael Vick kneels for -1 yards,1.120,0.300
Quarter,Time,Down,ToGo,Location,ATL,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,3,6,"Robbie Gould kicks off 58 yards, returned by Justin Griffith for 15 yards (tackle by Israel Idonije)",0.000,0.740
3,14:54,,,,3,6,Timeout #1 by Atlanta Falcons,0.000,0.740
3,14:54,1,10,ATL 27,3,6,Michael Vick pass complete to Michael Vick for -14 yards (tackle by Brian Urlacher),0.740,-1.790
3,14:23,2,24,ATL 13,3,6,Warrick Dunn left guard for 1 yard (tackle by Brandon McGowan),-1.790,-2.760
3,13:45,3,23,ATL 14,3,6,Michael Vick pass complete to Brian Finneran for 7 yards (tackle by Lance Briggs),-2.760,-1.960
3,13:07,4,16,ATL 21,3,6,"Michael Koenen punts 36 yards, returned by Bernard Berrian for 6 yards (tackle by Omare Lowe)",-1.960,-2.190
3,12:55,1,10,CHI 49,3,6,Rex Grossman pass complete to Muhsin Muhammad for 22 yards (tackle by Jason Webster),2.190,3.640
3,12:19,1,10,ATL 29,3,6,Thomas Jones left end for 4 yards (tackle by Roderick Coleman),3.640,3.640
3,11:37,2,6,ATL 25,3,6,Rex Grossman pass incomplete intended for John Gilmore,3.640,2.940
3,11:33,3,6,ATL 25,3,6,Rex Grossman pass complete to Justin Gage for 10 yards (tackle by Jason Webster),2.940,4.580
3,10:56,1,10,ATL 15,3,6,Thomas Jones right guard for 3 yards (tackle by Chad Lavalais and Chauncey Davis),4.580,4.450
3,10:21,2,7,ATL 12,3,6,Rex Grossman pass complete to Muhsin Muhammad for 8 yards (tackle by Keion Carpenter and Demorrio Williams),4.450,6.280
3,9:44,1,4,ATL 4,3,6,Thomas Jones right guard for 2 yards (tackle by Chauncey Davis),6.280,5.720
3,9:02,2,2,ATL 2,3,6,"Thomas Jones left guard for 1 yard (tackle by Demorrio Williams). Penalty on Fred Miller: Illegal Formation, 6 yards (no play)",5.720,4.570
3,8:32,2,8,ATL 8,3,6,Rex Grossman pass incomplete intended for Muhsin Muhammad,4.570,3.580
3,8:31,3,8,ATL 8,3,6,"Rex Grossman pass incomplete intended for Muhsin Muhammad is intercepted by Keion Carpenter at ATL-1. Keion Carpenter fumbles (forced by Desmond Clark), recovered by Justin Gage at ATL-1 (tackle by Demorrio Williams)",3.580,6.970
3,8:20,1,1,ATL 1,3,12,"Thomas Jones right tackle for 1 yard, touchdown",6.970,7.000
3,,,,ATL 2,3,13,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,3,13,"Robbie Gould kicks off 56 yards, returned by Justin Griffith for 23 yards (tackle by Adrian Peterson)",0.000,1.400
3,8:10,1,10,ATL 37,3,13,Warrick Dunn right tackle for 8 yards (tackle by Nathan Vasher and Alex Brown),1.400,1.940
3,7:34,2,2,ATL 45,3,13,Warrick Dunn right tackle for 5 yards (tackle by Alex Brown),1.940,2.260
3,7:02,1,10,CHI 50,3,13,Michael Vick pass incomplete intended for Brian Finneran (defended by Charles Tillman),2.260,1.710
3,6:59,2,10,CHI 50,3,13,Warrick Dunn right tackle for 2 yards (tackle by Brian Urlacher),1.710,1.290
3,6:18,3,8,CHI 48,3,13,Michael Vick pass incomplete intended for Roddy White is intercepted by Michael Green at CHI-15 and returned for 14 yards,1.290,-0.870
3,6:07,1,10,CHI 29,3,13,Thomas Jones right tackle for 2 yards (tackle by Keith Brooking),0.870,0.600
3,5:35,2,8,CHI 31,3,13,Rex Grossman pass incomplete intended for Muhsin Muhammad,0.600,-0.100
3,5:29,3,8,CHI 31,3,13,Rex Grossman pass complete to Muhsin Muhammad for 10 yards (tackle by Jason Webster),-0.100,1.660
3,4:48,1,10,CHI 41,3,13,Rex Grossman pass complete to Jason McKie for 11 yards (tackle by Michael Boley),1.660,2.390
3,4:25,1,10,ATL 48,3,13,Rex Grossman pass incomplete intended for Bernard Berrian,2.390,1.850
3,4:17,2,10,ATL 48,3,13,Thomas Jones left end for 4 yards (tackle by Demorrio Williams),1.850,1.690
3,3:31,3,6,ATL 44,3,13,Rex Grossman pass complete to Justin Gage for 19 yards (tackle by Keion Carpenter),1.690,3.910
3,2:59,1,10,ATL 25,3,13,Thomas Jones right guard for 5 yards (tackle by Keion Carpenter),3.910,4.040
3,2:22,2,5,ATL 20,3,13,Thomas Jones right guard for -4 yards (tackle by Jonathan Babineaux),4.040,2.810
3,1:35,3,9,ATL 24,3,13,Rex Grossman pass complete to Thomas Jones for 3 yards (tackle by Ronnie Heard),2.810,2.080
3,0:59,4,6,ATL 21,3,16,Robbie Gould 39 yard field goal good,2.080,3.000
3,,,,CHI 30,3,16,"Robbie Gould kicks off 57 yards, returned by Justin Griffith for 16 yards (tackle by Brendon Ayanbadejo). Penalty on Eric Beverly: Offensive Holding, 10 yards",0.000,-0.220
3,0:48,1,10,ATL 15,3,16,T.J. Duckett right end for no gain (tackle by Brian Urlacher),-0.220,-0.710
3,0:13,2,10,ATL 15,3,16,Michael Vick pass complete to Michael Jenkins for 11 yards (tackle by Nathan Vasher and Brian Urlacher),-0.710,0.670
Quarter,Time,Down,ToGo,Location,ATL,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 26,3,16,Michael Vick pass complete to Roddy White for 19 yards (tackle by Brandon McGowan and Nathan Vasher),0.670,1.930
4,14:20,1,10,ATL 45,3,16,Michael Vick pass incomplete intended for Brian Finneran,1.930,1.380
4,14:13,2,10,ATL 45,3,16,"T.J. Duckett right guard for 7 yards (tackle by Michael Green). Penalty on Adewale Ogunleye: Defensive Offside, 5 yards (no play)",1.380,2.060
4,13:46,2,5,CHI 50,3,16,T.J. Duckett left end for -4 yards (tackle by Alex Brown),2.060,0.830
4,13:03,3,9,ATL 46,3,16,Michael Vick pass complete to Brian Finneran for 20 yards (tackle by Brandon McGowan),0.830,3.310
4,12:20,1,10,CHI 34,3,16,Michael Vick pass incomplete intended for Michael Jenkins is intercepted by Nathan Vasher at CHI-10,3.310,0.380
,,,,,,,"ATL challenged the ruling, and the original play was overturned.",,
4,12:09,1,10,CHI 10,3,16,"Penalty on ATL: Unsportsmanlike Conduct, 15 yards (no play)",-0.380,0.610
4,12:09,1,10,CHI 25,3,16,Rex Grossman pass complete to Bernard Berrian for 8 yards (tackle by Demorrio Williams),0.610,1.140
4,11:47,2,2,CHI 33,3,16,Adrian Peterson right end for 3 yards (tackle by Demorrio Williams),1.140,1.330
4,11:03,1,10,CHI 36,3,16,Bernard Berrian left end for -6 yards (tackle by Chauncey Davis),1.330,-0.020
4,10:21,2,16,CHI 30,3,16,Rex Grossman pass complete to Jason McKie for 2 yards (tackle by Michael Boley),-0.020,-0.430
4,9:38,3,14,CHI 32,3,16,Rex Grossman pass incomplete intended for Justin Gage,-0.430,-1.240
4,9:32,4,14,CHI 32,3,16,Brad Maynard punts 38 yards,-1.240,-0.940
4,9:21,1,10,ATL 30,3,16,T.J. Duckett left end for no gain (tackle by Israel Idonije),0.940,0.390
4,8:35,2,10,ATL 30,3,16,Michael Vick pass complete to Warrick Dunn for 9 yards (tackle by Charles Tillman),0.390,0.890
4,7:47,3,1,ATL 39,3,16,T.J. Duckett right guard for no gain (tackle by Tommie Harris),0.890,-0.780
4,7:00,4,1,ATL 39,3,16,T.J. Duckett right tackle for -3 yards (tackle by Tank Johnson),-0.780,-3.180
4,6:55,1,10,ATL 36,3,16,Thomas Jones right end for 4 yards (tackle by Keith Brooking),3.180,3.180
4,6:15,2,6,ATL 32,3,16,Thomas Jones right end for 6 yards (tackle by Keith Brooking),3.180,3.840
4,5:28,1,10,ATL 26,3,16,Thomas Jones right end for 2 yards (tackle by Jason Webster),3.840,3.570
4,5:03,2,8,ATL 24,3,16,Thomas Jones right guard for -2 yards (tackle by Jonathan Babineaux),3.570,2.610
4,4:21,3,10,ATL 26,3,16,Rex Grossman pass incomplete intended for Desmond Clark,2.610,1.740
4,4:16,4,10,ATL 26,3,16,Robbie Gould 44 yard field goal no good,1.740,-1.200
4,4:11,1,10,ATL 34,3,16,Michael Vick pass incomplete intended for Michael Jenkins,1.200,0.660
4,4:04,2,10,ATL 34,3,16,Michael Vick sacked by Tank Johnson for -2 yards,0.660,-0.300
4,3:32,3,12,ATL 32,3,16,Michael Vick pass complete to Alge Crumpler for 11 yards (tackle by Brian Urlacher and Nathan Vasher),-0.300,-0.520
4,2:41,4,1,ATL 43,3,16,Michael Vick pass incomplete intended for Roddy White (defended by Nathan Vasher),-0.520,-2.720
4,2:34,1,10,ATL 43,3,16,Thomas Jones right end for 2 yards (tackle by Patrick Kerney and Demorrio Williams),2.720,2.450
4,2:00,2,8,ATL 41,3,16,Thomas Jones left tackle for 4 yards (tackle by Darrell Shropshire),2.450,2.280
4,1:55,,,,3,16,Timeout #2 by Atlanta Falcons,0.000,2.280
4,1:55,3,4,ATL 37,3,16,Thomas Jones right guard for 2 yards (tackle by Chauncey Davis),2.280,0.990
4,1:49,,,,3,16,Timeout #3 by Atlanta Falcons,0.000,0.990
4,1:49,4,2,ATL 35,3,16,Brad Maynard punts 28 yards,0.990,0.380
4,1:36,1,10,ATL 7,3,16,Michael Vick right end for 9 yards (tackle by Charles Tillman),-0.380,-0.020
4,1:28,2,1,ATL 16,3,16,Michael Vick pass complete to Brian Finneran for 13 yards (tackle by Brian Urlacher),-0.020,0.870
4,1:05,1,10,ATL 29,3,16,Michael Vick pass incomplete intended for Roddy White (defended by Nathan Vasher),0.870,0.330
4,0:59,2,10,ATL 29,3,16,Michael Vick pass incomplete intended for Brian Finneran,0.330,-0.360
4,0:53,3,10,ATL 29,3,16,Michael Vick pass complete to Brian Finneran for 17 yards (tackle by Michael Green),-0.360,1.990
4,0:26,1,10,ATL 46,3,16,Michael Vick pass complete to Justin Griffith for 8 yards (tackle by Jerry Azumah and Lance Briggs),1.990,2.530
4,0:09,2,2,CHI 46,3,16,Michael Vick pass incomplete intended for Brian Finneran,2.530,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
