0,1
Game Info,Game Info
Won Toss,Bears
Roof,outdoors
Surface,grass
Duration,3:02
Attendance,62170
Weather,"12 degrees, relative humidity 70%, wind 8 mph, wind chill -3"
Vegas Line,Chicago Bears -3.0
Over/Under,30.5 (under)
