Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
1,1:34,4,8,NWE 8,3,0,Ryan Succop 26 yard field goal good,2.950,3.000
1,,,,KAN 35,3,0,Ryan Succop kicks onside 9 yards. Penalty on Cory Greenwood: Illegal Touch Kick (Declined),0.000,2.650
1,1:29,1,10,KAN 44,3,0,Tom Brady pass complete short right to Rob Gronkowski for 8 yards (tackle by Jalil Brown),2.650,3.190
1,0:58,2,2,KAN 36,3,0,BenJarvus Green-Ellis left tackle for 4 yards (tackle by Jovan Belcher),3.190,3.450
1,0:35,1,10,KAN 32,3,0,Tom Brady pass incomplete deep left intended for Aaron Hernandez,3.450,2.900
1,0:26,2,10,KAN 32,3,0,BenJarvus Green-Ellis right tackle for 2 yards (tackle by Justin Houston),2.900,2.480
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,KAN 30,3,0,"Tom Brady sacked by Wallace Gilberry for 0 yards. Tom Brady fumbles (forced by Wallace Gilberry), recovered by Allen Bailey at KAN-27 (tackle by Sebastian Vollmer)",2.480,-0.740
2,14:49,1,10,KAN 27,3,0,Jackie Battle right guard for 3 yards (tackle by Jerod Mayo and Brandon Deaderick),0.740,0.600
2,14:14,2,7,KAN 30,3,0,Jackie Battle right end for 1 yard (tackle by Antwaun Molden). Penalty on Jake O'Connell: Illegal Motion (Declined),0.600,0.040
2,13:50,3,6,KAN 31,3,0,Tyler Palko pass complete deep right to Dwayne Bowe for 28 yards,0.040,2.850
2,13:26,1,10,NWE 41,3,0,Thomas Jones up the middle for 4 yards (tackle by Vince Wilfork),2.850,2.850
2,12:51,2,6,NWE 37,3,0,Tyler Palko sacked by Mark Anderson and Tony Carter for -8 yards,2.850,1.090
2,12:19,3,14,NWE 45,3,0,Tyler Palko pass incomplete short middle intended for Jonathan Baldwin,1.090,0.270
2,12:10,4,14,NWE 45,3,0,Dustin Colquitt punts 39 yards,0.270,0.380
2,12:03,1,10,NWE 6,3,0,Tom Brady pass complete short left to Deion Branch for 7 yards (tackle by Brandon Carr),-0.380,-0.270
2,11:34,2,3,NWE 13,3,0,Danny Woodhead left guard for 4 yards (tackle by Derrick O. Johnson),-0.270,-0.060
2,10:55,1,10,NWE 17,3,0,Tom Brady sacked by Amon Gordon for -2 yards,-0.060,-0.850
2,10:17,2,12,NWE 15,3,0,Tom Brady pass incomplete short left intended for Aaron Hernandez,-0.850,-1.570
2,10:14,3,12,NWE 15,3,0,Tom Brady sacked by Tamba Hali for -9 yards,-1.570,-2.490
2,9:43,4,21,NWE 6,3,0,"Zoltan Mesko punts 50 yards, returned by Javier Arenas for 12 yards (tackle by Sergio Brown)",-2.490,-2.650
2,9:30,1,10,NWE 44,3,0,Jackie Battle left end for -1 yards (tackle by Tony Carter and James Ihedigbo),2.650,1.980
2,8:50,2,11,NWE 45,3,0,Tyler Palko pass incomplete short left intended for Jonathan Baldwin,1.980,1.290
2,8:46,3,11,NWE 45,3,0,"Thomas Jones right guard for 7 yards (tackle by James Ihedigbo). Penalty on Leonard Pope: Offensive Holding, 10 yards",1.290,0.890
2,8:18,3,14,NWE 48,3,0,Jeremy Horne left end for 5 yards (tackle by Julian Edelman),0.890,0.400
2,7:43,4,9,NWE 43,3,0,"Dustin Colquitt punts 28 yards, fair catch by Wes Welker",0.400,0.220
2,7:36,1,10,NWE 15,3,0,BenJarvus Green-Ellis left guard for 3 yards (tackle by Jovan Belcher and Wallace Gilberry),-0.220,-0.280
2,6:59,2,7,NWE 18,3,0,Tom Brady pass complete short left to Aaron Hernandez for 13 yards (tackle by Brandon Carr),-0.280,1.000
2,6:22,1,10,NWE 31,3,0,Tom Brady pass complete short left to Aaron Hernandez for 9 yards (tackle by Javier Arenas),1.000,1.680
2,5:44,2,1,NWE 40,3,0,BenJarvus Green-Ellis right tackle for 5 yards (tackle by Jovan Belcher and Derrick O. Johnson),1.680,1.930
2,5:05,1,10,NWE 45,3,0,BenJarvus Green-Ellis right guard for 3 yards (tackle by Derrick O. Johnson),1.930,1.790
2,4:25,2,7,NWE 48,3,6,"Tom Brady pass complete deep middle to Rob Gronkowski for 52 yards, touchdown",1.790,7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
2,,,,KAN 2,3,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 35,3,7,"Stephen Gostkowski kicks off 60 yards, returned by Javier Arenas for 15 yards (tackle by Niko Koutouvides)",0.000,0.280
2,4:14,1,10,KAN 20,3,7,Tyler Palko pass complete short left to Dwayne Bowe for 7 yards (tackle by James Ihedigbo and Kyle Arrington),0.280,0.680
2,3:45,2,3,KAN 27,3,7,Thomas Jones right guard for 2 yards (tackle by Gary Guyton and Jerod Mayo),0.680,0.230
2,3:18,3,1,KAN 29,3,7,Tyler Palko pass complete short middle to Leonard Pope for 11 yards (tackle by Jerod Mayo),0.230,1.600
2,2:52,1,10,KAN 40,3,7,Tyler Palko pass complete deep left to Steve Breaston for 19 yards (tackle by Kyle Arrington),1.600,2.850
2,2:38,1,10,NWE 41,3,7,Tyler Palko pass complete short middle to Leonard Pope for 7 yards (tackle by Gary Guyton),2.850,3.250
2,2:12,2,3,NWE 34,3,7,Tyler Palko pass incomplete deep left intended for Steve Breaston is intercepted by Kyle Arrington at NWE-18 and returned for 28 yards (tackle by Thomas Jones),3.250,-1.990
2,2:01,1,10,NWE 46,3,7,Danny Woodhead up the middle for 3 yards (tackle by Tyson Jackson and Amon Gordon),1.990,1.860
2,1:57,2,7,NWE 49,3,7,Tom Brady pass complete short right to Danny Woodhead for 16 yards (tackle by Donald Washington),1.860,3.250
2,1:50,1,10,KAN 35,3,7,Tom Brady pass complete short left to Rob Gronkowski for 17 yards (tackle by Jalil Brown). Penalty on Brandon Carr: Defensive Holding (Declined),3.250,4.370
2,1:43,1,10,KAN 18,3,7,Danny Woodhead left end for 12 yards (tackle by Donald Washington),4.370,5.830
2,0:59,1,6,KAN 6,3,7,"Penalty on Logan Mankins: False Start, 5 yards (no play)",5.830,4.770
2,0:40,1,11,KAN 11,3,7,Tom Brady pass incomplete short left intended for Danny Woodhead,4.770,4.020
2,0:37,,,,3,7,Timeout #1 by Kansas City Chiefs,0.000,4.020
2,0:37,2,11,KAN 11,3,7,Tom Brady up the middle for 8 yards (tackle by Donald Washington),4.020,4.720
2,0:18,,,,3,7,Timeout #2 by New England Patriots,0.000,0.000
2,0:18,,,,3,7,Timeout #2 by Kansas City Chiefs,0.000,4.720
2,0:18,3,3,KAN 3,3,7,Tom Brady pass incomplete short right intended for Danny Woodhead (defended by Derrick O. Johnson),4.720,3.040
2,0:14,4,3,KAN 3,3,10,Stephen Gostkowski 21 yard field goal good,3.040,3.000
2,,,,NWE 35,3,10,"Stephen Gostkowski kicks off 44 yards, returned by Allen Bailey for 4 yards (tackle by Matt Slater)",0.000,0.610
2,0:06,1,10,KAN 25,3,10,Thomas Jones up the middle for 2 yards (tackle by Mark Anderson),0.610,0.330
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,10,"Ryan Succop kicks off 68 yards, returned by Danny Woodhead for 18 yards (tackle by Jeremy Horne)",0.000,-0.220
3,14:56,1,10,NWE 15,3,10,Tom Brady pass complete short left to BenJarvus Green-Ellis for 25 yards (tackle by Javier Arenas),-0.220,1.600
3,14:28,1,10,NWE 40,3,10,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Kelly Gregg and Jovan Belcher),1.600,1.320
3,13:43,2,8,NWE 42,3,10,Tom Brady pass incomplete short middle intended for Rob Gronkowski,1.320,0.630
3,13:39,3,8,NWE 42,3,10,Tom Brady pass complete short middle to Aaron Hernandez for 11 yards (tackle by Kendrick Lewis),0.630,2.460
3,13:04,1,10,KAN 47,3,10,BenJarvus Green-Ellis up the middle for 8 yards (tackle by Allen Bailey),2.460,2.990
3,12:33,2,2,KAN 39,3,10,BenJarvus Green-Ellis right tackle for 12 yards (tackle by Donald Washington),2.990,3.780
3,11:47,1,10,KAN 27,3,10,Danny Woodhead left guard for no gain (tackle by Derrick O. Johnson),3.780,3.230
3,11:11,2,10,KAN 27,3,10,Danny Woodhead left guard for 8 yards (tackle by Tamba Hali),3.230,3.640
3,10:35,3,2,KAN 19,3,16,"Tom Brady pass complete short right to Rob Gronkowski for 19 yards, touchdown",3.640,7.000
3,,,,KAN 2,3,17,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 35,3,17,"Stephen Gostkowski kicks off 66 yards, returned by Javier Arenas for 14 yards (tackle by Kyle Arrington)",0.000,-0.320
3,10:22,1,10,KAN 13,3,17,Tyler Palko pass complete short left to Jackie Battle for 3 yards (tackle by Tony Carter and Gary Guyton),-0.320,-0.440
3,9:52,2,7,KAN 16,3,17,Tyler Palko pass incomplete short middle intended for Jake O'Connell,-0.440,-1.060
3,9:48,3,7,KAN 16,3,17,Tyler Palko pass incomplete short right intended for Leonard Pope,-1.060,-2.390
3,9:43,4,7,KAN 16,3,23,"Dustin Colquitt punts 56 yards, returned by Julian Edelman for 72 yards, touchdown",-2.390,-7.000
3,,,,KAN 2,3,24,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 35,3,24,"Stephen Gostkowski kicks off 66 yards, returned by Javier Arenas for 25 yards (tackle by Antwaun Molden)",0.000,0.540
3,9:18,1,10,KAN 24,3,24,Thomas Jones left end for 1 yard (tackle by James Ihedigbo),0.540,0.130
3,8:46,2,9,KAN 25,3,24,Tyler Palko pass complete short right to Steve Breaston for 5 yards (tackle by Antwaun Molden),0.130,0.100
3,8:17,3,4,KAN 30,3,24,Tyler Palko pass complete short middle to Jake O'Connell for 5 yards (tackle by Jerod Mayo),0.100,1.270
3,7:48,1,10,KAN 35,3,24,Tyler Palko pass complete short middle to Jonathan Baldwin for 10 yards (tackle by Jerod Mayo),1.270,1.930
3,7:16,1,10,KAN 45,3,24,Tyler Palko pass complete short middle to Jonathan Baldwin for 5 yards (tackle by Jerod Mayo),1.930,2.060
3,6:46,2,5,,3,24,Dexter McCluster right end for 4 yards (tackle by Vince Wilfork),2.060,1.880
3,6:05,3,1,NWE 46,3,24,Dexter McCluster left guard for 3 yards (tackle by Gerard Warren and Mark Anderson),1.880,2.720
3,5:28,1,10,NWE 43,3,24,Dexter McCluster up the middle for 2 yards (tackle by Gerard Warren),2.720,2.450
3,4:56,2,8,NWE 41,3,24,Tyler Palko pass incomplete short left intended for Jonathan Baldwin is intercepted by Kyle Arrington at NWE-33 and returned for 16 yards (tackle by Leonard Pope),2.450,-2.190
3,4:47,1,10,NWE 49,3,24,Tom Brady pass complete short left to Danny Woodhead for 12 yards (tackle by Donald Washington),2.190,2.980
3,4:12,1,10,KAN 39,3,24,BenJarvus Green-Ellis up the middle for 5 yards (tackle by Donald Washington and Javier Arenas),2.980,3.120
3,3:32,2,5,KAN 34,3,24,Tom Brady pass complete short left to Deion Branch for 12 yards (tackle by Brandon Carr),3.120,4.110
3,2:53,1,10,KAN 22,3,24,BenJarvus Green-Ellis left tackle for 8 yards (tackle by Justin Houston),4.110,4.850
3,2:18,2,2,KAN 14,3,24,BenJarvus Green-Ellis left tackle for 10 yards (tackle by Brandon Carr and Javier Arenas),4.850,6.280
3,1:35,1,4,KAN 4,3,24,BenJarvus Green-Ellis left end for 2 yards (tackle by Javier Arenas and Jovan Belcher),6.280,5.720
3,0:51,2,2,KAN 2,3,24,BenJarvus Green-Ellis left tackle for 1 yard (tackle by Jovan Belcher),5.720,5.170
3,0:07,3,1,KAN 1,3,24,Tom Brady pass incomplete short middle intended for Aaron Hernandez,5.170,3.550
3,0:03,4,1,KAN 1,3,27,Stephen Gostkowski 19 yard field goal good,3.550,3.000
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,NWE 35,3,27,"Stephen Gostkowski kicks off 65 yards, returned by Dexter McCluster for 18 yards (tackle by Antwaun Molden)",0.000,0.040
4,14:54,1,10,KAN 18,3,27,Tyler Palko pass complete short right to Dwayne Bowe for 8 yards (tackle by Antwaun Molden),0.040,0.680
4,14:23,2,2,KAN 26,3,27,Tyler Palko pass complete short left to Steve Breaston for 6 yards (tackle by Gary Guyton),0.680,1.070
4,13:54,1,10,KAN 32,3,27,Tyler Palko sacked by Mark Anderson for -8 yards,1.070,-0.550
4,13:22,2,18,KAN 24,3,27,Tyler Palko pass complete deep middle to Dwayne Bowe for 25 yards (tackle by Kyle Arrington),-0.550,2.190
4,12:58,1,10,KAN 49,3,27,Tyler Palko pass incomplete short middle intended for Jake O'Connell,2.190,1.650
4,12:53,2,10,KAN 49,3,27,Tyler Palko pass complete deep middle to Steve Breaston for 25 yards (tackle by Rob Ninkovich),1.650,3.840
4,12:10,1,10,NWE 26,3,27,Tyler Palko pass incomplete deep right intended for Dwayne Bowe (defended by Antwaun Molden),3.840,3.300
4,12:02,2,10,NWE 26,3,27,Tyler Palko pass complete short left to Dexter McCluster for 3 yards (tackle by Tracy White),3.300,3.010
4,11:29,3,7,NWE 23,3,27,Tyler Palko pass complete short middle to Jake O'Connell for 10 yards (tackle by Tracy White),3.010,4.710
4,10:57,1,10,NWE 13,3,27,Tyler Palko pass incomplete short middle intended for Steve Breaston is intercepted by Phillip Adams at NWE-0,4.710,-0.280
4,10:50,1,10,NWE 20,3,27,Tom Brady pass incomplete deep left intended for Deion Branch,0.280,-0.270
4,10:43,2,10,NWE 20,3,27,BenJarvus Green-Ellis left end for 4 yards (tackle by Derrick O. Johnson),-0.270,-0.430
4,9:59,3,6,NWE 24,3,27,Tom Brady pass incomplete short left intended for Wes Welker,-0.430,-1.770
4,9:54,4,6,NWE 24,3,27,"Zoltan Mesko punts 50 yards, returned by Javier Arenas for 26 yards (tackle by Niko Koutouvides)",-1.770,-2.390
4,9:38,1,10,NWE 48,3,27,Tyler Palko pass complete short right to Jonathan Baldwin for 1 yard (tackle by Rob Ninkovich),2.390,1.980
4,9:06,2,9,NWE 47,3,27,Tyler Palko sacked by Rob Ninkovich for -5 yards,1.980,0.630
4,8:30,3,14,KAN 48,3,27,Tyler Palko pass complete short middle to Jake O'Connell for 7 yards (tackle by Tracy White and Vince Wilfork),0.630,0.270
4,7:51,4,7,NWE 45,3,27,Tyler Palko pass complete short right to Dwayne Bowe for 9 yards (tackle by Antwaun Molden),0.270,3.180
4,7:21,1,10,NWE 36,3,27,Tyler Palko pass complete short right to Steve Breaston for 3 yards (tackle by Tracy White),3.180,3.040
4,6:51,2,7,NWE 33,3,27,Tyler Palko pass incomplete short middle intended for Jerheme Urban,3.040,2.350
4,6:47,3,7,NWE 33,3,27,Tyler Palko pass incomplete deep left intended for Dwayne Bowe,2.350,1.150
4,6:42,4,7,NWE 33,3,27,"Penalty on Tyler Palko: Delay of Game, 5 yards (no play)",1.150,0.720
4,6:41,4,12,NWE 38,3,27,Tyler Palko pass incomplete short right intended for Jake O'Connell,0.720,-1.470
4,6:32,1,10,NWE 38,3,27,BenJarvus Green-Ellis right guard for 1 yard (tackle by Derrick O. Johnson and Tyson Jackson),1.470,1.060
4,6:00,2,9,NWE 39,3,27,Tom Brady pass complete short left to Wes Welker for 6 yards (tackle by Javier Arenas),1.060,1.160
4,5:36,3,3,NWE 45,3,27,Tom Brady pass complete short right to Wes Welker for 16 yards (tackle by Donald Washington),1.160,2.980
4,5:08,1,10,KAN 39,3,27,BenJarvus Green-Ellis right tackle for 3 yards (tackle by Amon Gordon),2.980,2.850
4,5:02,,,,3,27,Timeout #1 by Kansas City Chiefs,0.000,2.850
4,5:02,2,7,KAN 36,3,27,Shane Vereen left guard for 4 yards (tackle by Tyson Jackson),2.850,2.680
4,4:57,,,,3,27,Timeout #2 by Kansas City Chiefs,0.000,2.680
4,4:57,3,3,KAN 32,3,27,Shane Vereen up the middle for 2 yards (tackle by Derrick O. Johnson),2.680,1.520
4,4:17,4,1,KAN 30,3,27,Tom Brady up the middle for 2 yards (tackle by Amon Gordon),1.520,3.710
4,3:39,1,10,KAN 28,3,27,Shane Vereen left tackle for -3 yards (tackle by Derrick O. Johnson),3.710,2.760
4,3:34,,,,3,27,Timeout #3 by Kansas City Chiefs,0.000,2.760
4,3:34,2,13,KAN 31,3,27,Shane Vereen right tackle for 10 yards (tackle by Kendrick Lewis),2.760,3.400
4,2:49,3,3,KAN 21,3,27,Shane Vereen left end for 19 yards (tackle by Javier Arenas),3.400,6.740
4,2:41,1,2,KAN 2,3,27,Shane Vereen up the middle for 1 yard (tackle by Donald Washington),6.740,5.910
4,2:00,2,1,KAN 1,3,27,BenJarvus Green-Ellis left guard for no gain (tackle by Andy Studebaker and Derrick O. Johnson),5.910,5.170
4,1:14,3,1,KAN 1,3,27,"Tom Brady pass complete short left to Aaron Hernandez for 1 yard. Penalty on NWE: Illegal Shift, 5 yards, Penalty on Logan Mankins: Unnecessary Roughness (Declined) (no play)",5.170,4.040
4,1:11,3,6,KAN 6,3,27,Shane Vereen left end for 2 yards (tackle by Derrick O. Johnson),4.040,3.030
4,1:06,4,4,KAN 4,3,33,"Shane Vereen left end for 4 yards, touchdown",3.030,7.000
4,,,,KAN 2,3,34,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 35,3,34,"Stephen Gostkowski kicks off 63 yards, returned by Jeremy Horne for 24 yards (tackle by Tracy White)",0.000,0.670
4,0:56,1,10,KAN 26,3,34,Jackie Battle up the middle for 3 yards (tackle by Rob Ninkovich),0.670,0.540
4,0:19,2,7,KAN 29,3,34,Jackie Battle right end for 19 yards (tackle by Tony Carter),0.540,2.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
