Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Noah Brown,HOU,11,8,82,1,5,63,7.9,19,2.4,10.9,0,,0,0.0,0,124.1
Devin Singletary,HOU,5,4,49,0,1,-3,-0.8,52,13.0,-0.2,0,,0,0.0,0,107.5
Dalton Schultz,HOU,5,4,58,0,4,50,12.5,8,2.0,11.8,1,4.0,0,0.0,0,115.0
Robert Woods,HOU,5,3,30,0,1,18,6.0,12,4.0,10.6,0,,1,20.0,0,77.1
Brevin Jordan,HOU,1,1,14,0,1,10,10.0,4,4.0,10.0,0,,0,0.0,0,118.7
John Metchie,HOU,1,1,1,0,,-2,-2.0,3,3.0,-2.0,0,,0,0.0,0,79.2
Steven Sims,HOU,1,1,0,0,,-2,-2.0,2,2.0,-2.0,0,,0,0.0,0,79.2
Andrew Beck,HOU,1,1,-5,0,,-8,-8.0,3,3.0,-8.0,1,1.0,0,0.0,0,79.2
Xavier Hutchinson,HOU,3,0,0,0,,0,,0,,11.0,0,,0,0.0,0,39.6
Dare Ogunbowale,HOU,1,0,0,0,,0,,0,,4.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Derrick Henry,TEN,4,4,1,0,0,-3,-0.8,4,1.0,-0.8,0,,0,0.0,0,79.2
Chris Moore,TEN,4,3,39,0,2,37,12.3,2,0.7,21.0,0,,0,0.0,0,105.2
Chigoziem Okonkwo,TEN,3,3,36,0,2,26,8.7,10,3.3,8.7,0,,0,0.0,0,116.7
Treylon Burks,TEN,3,3,62,0,2,45,15.0,17,5.7,15.0,1,3.0,0,0.0,0,118.7
DeAndre Hopkins,TEN,9,2,21,0,1,19,9.5,2,1.0,22.2,0,,1,11.1,1,0.0
Tyjae Spears,TEN,1,1,7,0,0,-5,-5.0,12,12.0,-5.0,0,,0,0.0,0,95.8
Nick Westbrook-Ikhine,TEN,2,1,33,0,1,33,33.0,0,0.0,22.0,0,,0,0.0,0,95.8
