Quarter,Time,Down,ToGo,Location,MIA,LAC,Detail,EPB,EPA
1,7:51,3,6,LAC 13,0,0,Jay Cutler pass complete short right to Jarvis Landry for 1 yard (tackle by Casey Hayward),3.680,2.680
1,7:13,4,5,LAC 12,3,0,Cody Parkey 30 yard field goal good,2.680,3.000
1,7:07,,,MIA 35,3,0,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
1,7:07,1,10,LAC 25,3,0,Philip Rivers pass complete short middle to Sean McGrath for 10 yards (tackle by Mike Hull and Kiko Alonso),0.610,1.270
1,6:36,1,10,LAC 35,3,0,Melvin Gordon middle for -4 yards (tackle by Ndamukong Suh and William Hayes),1.270,0.180
1,5:56,2,14,LAC 31,3,0,Philip Rivers pass complete short middle to Melvin Gordon for 8 yards (tackle by Chase Allen and Mike Hull),0.180,0.560
1,5:09,3,6,LAC 39,3,0,"Penalty on Tyrell Williams: False Start, 5 yards (no play)",0.560,-0.100
1,4:44,3,11,LAC 34,3,0,Philip Rivers pass complete short left to Hunter Henry for 10 yards (tackle by Mike Hull),-0.100,-0.460
1,3:55,4,1,LAC 44,3,0,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",-0.460,-0.780
1,3:48,4,6,LAC 39,3,0,"Drew Kaser punts 58 yards, returned by Jakeem Grant for 9 yards (tackle by Hayes Pullard)",-0.780,0.350
1,3:33,1,10,MIA 12,3,0,Jay Ajayi left end for 8 yards (tackle by Tre Boston and Jatavis Brown),-0.350,0.290
1,2:49,2,2,MIA 20,3,0,Jay Ajayi middle for -2 yards (tackle by Darius Philon and Kyle Emanuel),0.290,-0.720
1,2:05,3,4,MIA 18,3,0,Jay Cutler pass complete short left to Jarvis Landry for -2 yards (tackle by Trevor Williams),-0.720,-2.390
1,1:31,4,6,MIA 16,3,0,"Matt Haack punts 53 yards, returned by Travis Benjamin for 23 yards (tackle by Michael Thomas)",-2.390,-2.520
1,1:17,1,10,MIA 46,3,0,Philip Rivers pass complete short right to Keenan Allen for 2 yards (tackle by Mike Hull),2.520,2.250
1,0:31,2,8,MIA 44,3,0,Philip Rivers pass complete short right to Hunter Henry for 15 yards (tackle by Nate Allen),2.250,3.640
Quarter,Time,Down,ToGo,Location,MIA,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 29,3,0,Melvin Gordon middle for -2 yards (tackle by Mike Hull and Andre Branch),3.640,2.830
2,14:26,2,12,MIA 31,3,0,Philip Rivers pass complete short left to Melvin Gordon for 8 yards (tackle by Mike Hull),2.830,3.200
2,13:52,3,4,MIA 23,3,0,Philip Rivers pass incomplete short left intended for Keenan Allen,3.200,2.000
2,13:46,4,4,MIA 23,3,3,YoungHoe Koo 41 yard field goal good,2.000,3.000
2,13:41,,,LAC 35,3,3,"YoungHoe Koo kicks off 68 yards, returned by Kenyan Drake for 20 yards (tackle by Trevor Williams)",0.000,0.060
2,13:35,1,10,MIA 17,3,3,Jay Ajayi right tackle for 2 yards (tackle by Joey Bosa),-0.060,-0.250
2,12:59,2,8,MIA 19,3,3,Jay Cutler pass complete short left to Jarvis Landry for 5 yards (tackle by Jahleel Addae),-0.250,-0.370
2,12:16,3,3,MIA 24,3,3,Jay Cutler pass complete short right to Jarvis Landry for 5 yards (tackle by Jatavis Brown),-0.370,0.870
2,11:43,1,10,MIA 29,3,3,Jay Cutler pass complete short right to Kenny Stills for 8 yards (tackle by Desmond King and Hayes Pullard),0.870,1.410
2,11:16,2,2,MIA 37,3,3,Jay Ajayi middle for 10 yards (tackle by Hayes Pullard and Tre Boston),1.410,2.060
2,10:52,1,10,MIA 47,3,3,Jay Ajayi left end for -1 yards (tackle by Tenny Palepoi),2.060,1.380
2,10:23,2,11,MIA 46,3,3,Kenyan Drake middle for -3 yards (tackle by Joey Bosa),1.380,0.300
2,9:40,3,14,MIA 43,3,3,Jay Cutler pass complete short middle to Jarvis Landry for 8 yards (tackle by Adrian Phillips),0.300,0.000
2,9:06,4,6,LAC 49,3,3,"Matt Haack punts 19 yards, out of bounds",0.000,-0.940
2,8:58,1,10,LAC 30,3,3,Philip Rivers pass complete short middle to Hunter Henry for 15 yards (tackle by Nate Allen),0.940,1.930
2,8:27,1,10,LAC 45,3,3,Branden Oliver left end for 2 yards (tackle by Chase Allen),1.930,1.650
2,8:03,2,8,LAC 47,3,3,Branden Oliver left tackle for 26 yards (tackle by Reshad Jones),1.650,3.780
2,7:29,1,10,MIA 27,3,3,Melvin Gordon middle for -1 yards (tackle by Ndamukong Suh and Davon Godchaux),3.780,3.100
2,6:49,2,11,MIA 28,3,3,Philip Rivers pass complete deep middle to Keenan Allen for 24 yards (tackle by Reshad Jones and Nate Allen),3.100,6.280
2,6:03,1,4,MIA 4,3,3,"Philip Rivers pass incomplete short left intended for Hunter Henry. Penalty on Reshad Jones: Defensive Pass Interference, 3 yards (no play)",6.280,6.970
2,5:58,1,1,MIA 1,3,3,Derek Watt middle for no gain (tackle by Vincent Taylor and Ndamukong Suh),6.970,5.910
2,5:23,2,1,MIA 1,3,3,Derek Watt middle for no gain (tackle by Chase Allen). Penalty on Jordan Phillips: Defensive Offside (no play),5.910,5.910
2,5:05,2,1,MIA 1,3,9,"Melvin Gordon left guard for 1 yard, touchdown",5.910,7.000
2,5:01,,,MIA 15,3,10,YoungHoe Koo kicks extra point good,0.000,0.000
2,5:01,,,LAC 35,3,10,"YoungHoe Koo kicks off 65 yards, returned by Kenyan Drake for 34 yards (tackle by Desmond King)",0.000,-1.200
2,4:54,1,10,MIA 34,3,10,Jay Ajayi middle for 3 yards (tackle by Hayes Pullard and Jatavis Brown),1.200,1.060
2,4:22,2,7,MIA 37,3,10,Jay Cutler left end for no gain (tackle by Melvin Ingram),1.060,0.370
2,3:39,3,7,MIA 37,3,10,Jay Cutler pass complete short right to Julius Thomas for 5 yards,0.370,-0.590
2,3:09,4,2,MIA 42,3,10,"Matt Haack punts 58 yards, touchback",-0.590,-0.280
2,3:01,1,10,LAC 20,3,10,Philip Rivers pass complete short left to Antonio Gates for 4 yards (tackle by Xavien Howard),0.280,0.270
2,2:27,2,6,LAC 24,3,10,Philip Rivers pass complete short left to Tyrell Williams for 23 yards (tackle by Byron Maxwell and Nate Allen),0.270,2.060
2,2:01,1,10,LAC 47,3,10,Philip Rivers pass complete short left to Tyrell Williams for 15 yards (tackle by Xavien Howard). Penalty on Davon Godchaux: Defensive Offside (Declined),2.060,3.050
2,1:55,1,10,MIA 38,3,10,Melvin Gordon middle for 3 yards (tackle by Cameron Wake and Jordan Phillips),3.050,2.910
2,1:27,2,7,MIA 35,3,10,Philip Rivers pass incomplete short left intended for Antonio Gates,2.910,2.210
2,1:22,3,7,MIA 35,3,10,Philip Rivers pass complete short right to Keenan Allen for 9 yards (tackle by Cameron Wake),2.210,3.840
2,0:55,1,10,MIA 26,3,10,Philip Rivers pass complete short left to Keenan Allen for 5 yards (tackle by Xavien Howard),3.840,0.000
2,0:48,,,,,,Timeout #1 by Los Angeles Chargers,0.000,-3.970
2,0:48,2,5,MIA 21,3,10,Philip Rivers pass complete short right to Melvin Gordon for 4 yards (tackle by Bobby McCain),3.970,3.950
2,0:43,3,1,MIA 17,3,10,Philip Rivers sacked by William Hayes for -8 yards,3.950,0.000
2,0:35,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-1.800
2,0:35,4,9,MIA 25,3,10,YoungHoe Koo 43 yard field goal no good,1.800,-1.140
2,0:30,1,10,MIA 33,3,10,Jay Cutler pass incomplete short left intended for Jarvis Landry,1.140,0.590
2,0:26,2,10,MIA 33,3,10,Jay Cutler pass complete short left to Julius Thomas for 11 yards (tackle by Nigel Harris and Trevor Williams),0.590,0.000
2,0:20,,,,,,Timeout #1 by Miami Dolphins,0.000,-1.860
2,0:20,1,10,MIA 44,3,10,Jay Cutler pass complete short middle to Jarvis Landry for 6 yards (tackle by Jatavis Brown),1.860,0.000
2,0:15,,,,,,Timeout #2 by Miami Dolphins,0.000,-2.130
2,0:15,2,4,,3,10,Jay Cutler pass incomplete deep left intended for DeVante Parker (defended by Jahleel Addae),2.130,0.000
2,0:09,,,,,,Timeout #3 by Miami Dolphins,0.000,-1.420
2,0:09,3,4,,3,10,Jay Cutler pass complete short left to Jarvis Landry for -2 yards (tackle by Jahleel Addae and Jatavis Brown),1.420,-0.190
2,0:02,4,6,MIA 48,3,10,Jay Cutler pass incomplete deep right intended for Kenny Stills,-0.190,2.130
Quarter,Time,Down,ToGo,Location,MIA,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,3,10,"YoungHoe Koo kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,MIA 25,3,10,Jay Cutler pass complete short right to Jarvis Landry for 11 yards (tackle by Casey Hayward),0.610,1.330
3,14:24,1,10,MIA 36,3,10,"Jay Ajayi left tackle for 7 yards (tackle by Melvin Ingram). Penalty on Tre Boston: Unnecessary Roughness, 15 yards",1.330,2.790
3,13:59,1,10,LAC 42,3,10,Jay Cutler pass incomplete deep right intended for DeVante Parker (defended by Kyle Emanuel),2.790,2.240
,,,,,,,"MIA challenged the incomplete pass ruling, and the play was upheld.",,
3,13:51,2,10,LAC 42,3,10,Jay Ajayi middle for 8 yards (tackle by Tre Boston),2.240,2.610
3,13:10,3,2,LAC 34,3,10,Jay Ajayi middle for 5 yards (tackle by Joey Bosa and Nigel Harris),2.610,3.640
3,12:47,1,10,LAC 29,3,10,Jay Ajayi middle for no gain (tackle by Corey Liuget),3.640,3.100
3,12:15,2,10,LAC 29,9,10,"Jay Cutler pass complete deep right to Kenny Stills for 29 yards, touchdown",3.100,7.000
3,12:07,,,LAC 15,10,10,Cody Parkey kicks extra point good,0.000,0.000
3,12:07,,,MIA 35,10,10,"Cody Parkey kicks off 64 yards, returned by Austin Ekeler for 22 yards (tackle by Bobby McCain)",0.000,-0.480
3,12:01,1,10,LAC 23,10,10,Philip Rivers pass complete short right to Melvin Gordon for 15 yards (tackle by Reshad Jones and Jordan Phillips),0.480,1.470
3,11:14,1,10,LAC 38,10,10,Philip Rivers pass complete short left to Tyrell Williams for 12 yards (tackle by Xavien Howard and Reshad Jones),1.470,2.260
3,10:36,1,10,,10,10,Melvin Gordon right guard for 11 yards (tackle by Mike Hull and Kiko Alonso),2.260,2.980
3,9:53,1,10,MIA 39,10,10,Philip Rivers pass complete short left to Keenan Allen for 21 yards (tackle by Byron Maxwell),2.980,4.370
3,9:15,1,10,MIA 18,10,10,Philip Rivers pass incomplete short left intended for Melvin Gordon,4.370,3.800
3,9:10,2,10,MIA 18,10,10,Philip Rivers pass complete short left to Hunter Henry for 11 yards (tackle by Kiko Alonso and Xavien Howard),3.800,5.600
3,8:28,1,7,MIA 7,10,10,Philip Rivers pass incomplete short middle intended for Antonio Gates,5.600,4.760
3,8:24,2,7,MIA 7,10,16,"Philip Rivers pass complete short middle to Antonio Gates for 7 yards, touchdown",4.760,7.000
3,8:18,,,MIA 15,10,17,YoungHoe Koo kicks extra point good,0.000,0.000
3,8:18,,,LAC 35,10,17,"YoungHoe Koo kicks off 59 yards, returned by Kenyan Drake for 17 yards (tackle by Dexter McCoil)",0.000,-0.480
3,8:13,1,10,MIA 23,10,17,Jay Ajayi right tackle for 3 yards (tackle by Darius Philon and Hayes Pullard),0.480,0.340
3,7:45,2,7,MIA 26,10,17,Jay Cutler pass complete short left to Jarvis Landry for 8 yards,0.340,1.200
3,7:13,1,10,MIA 34,10,17,Jay Ajayi right end for -1 yards (tackle by Jahleel Addae),1.200,0.520
3,6:37,2,11,MIA 33,10,17,Jay Cutler pass complete short left to Jarvis Landry for 18 yards (tackle by Jahleel Addae and Tre Boston),0.520,2.320
3,5:52,1,10,LAC 49,10,17,Jay Cutler pass incomplete deep right intended for DeVante Parker,2.320,1.780
3,5:46,2,10,LAC 49,10,17,Jay Ajayi right end for 9 yards (tackle by Hayes Pullard),1.780,2.280
3,5:24,3,1,LAC 40,10,17,Jay Ajayi middle for 3 yards (tackle by Jahleel Addae),2.280,3.120
3,4:38,1,10,LAC 37,10,17,Jay Cutler pass complete deep right to DeVante Parker for 31 yards (tackle by Tre Boston),3.120,5.830
3,4:11,1,6,LAC 6,10,17,Jay Cutler pass incomplete short middle intended for Jarvis Landry,5.830,4.950
3,4:07,2,6,LAC 6,10,17,Jay Ajayi middle for 1 yard (tackle by Jatavis Brown and Casey Hayward),4.950,4.260
3,3:28,3,5,LAC 5,10,17,Jay Cutler sacked by Melvin Ingram for -5 yards,4.260,2.760
3,2:48,4,10,LAC 10,13,17,Cody Parkey 28 yard field goal good,2.760,3.000
3,2:43,,,MIA 35,13,17,"Cody Parkey kicks off 58 yards, returned by Austin Ekeler for 14 yards (tackle by Chase Allen)",0.000,-0.340
3,2:36,1,10,LAC 21,13,17,Philip Rivers pass complete short left to Keenan Allen for 13 yards (tackle by Xavien Howard),0.340,1.200
3,2:03,1,10,LAC 34,13,17,Philip Rivers pass complete short left to Travis Benjamin for 11 yards (tackle by Andre Branch),1.200,1.930
3,1:15,1,10,LAC 45,13,17,Philip Rivers pass incomplete deep left intended for Dontrelle Inman,1.930,1.380
3,1:09,2,10,LAC 45,13,17,Philip Rivers pass complete short right to Melvin Gordon for 16 yards (tackle by Mike Hull),1.380,2.980
3,0:26,1,10,MIA 39,13,17,Branden Oliver middle for 3 yards (tackle by Charles Harris and Jordan Phillips),2.980,2.850
Quarter,Time,Down,ToGo,Location,MIA,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,MIA 36,13,17,Philip Rivers pass complete short left to Melvin Gordon for 4 yards (tackle by Davon Godchaux and Mike Hull),2.850,2.680
4,14:16,3,3,MIA 32,13,17,"Philip Rivers pass complete short right to Tyrell Williams for 6 yards (tackle by Mike Hull and Reshad Jones). Penalty on Chris Hairston: Offensive Holding, 10 yards (no play)",2.680,1.360
4,13:52,3,13,MIA 42,13,17,Philip Rivers pass incomplete deep right intended for Travis Benjamin,1.360,0.460
4,13:36,4,13,MIA 42,13,17,Drew Kaser punts 23 yards,0.460,-0.150
4,13:33,1,10,MIA 19,13,17,Jay Ajayi middle for 7 yards (tackle by Tenny Palepoi),0.150,0.610
4,13:01,2,3,MIA 26,13,17,Jay Ajayi right end for 5 yards (tackle by Tenny Palepoi and Chris McCain),0.610,1.000
4,12:29,1,10,MIA 31,13,17,Jay Cutler pass complete short middle to DeVante Parker for 12 yards (tackle by Trevor Williams and Tre Boston),1.000,1.800
4,11:52,1,10,MIA 43,13,17,Jay Cutler pass incomplete deep left intended for DeVante Parker (defended by Trevor Williams),1.800,1.250
4,11:46,2,10,MIA 43,13,17,Jay Ajayi middle for 4 yards (tackle by Jatavis Brown and Corey Liuget),1.250,1.090
4,11:05,3,6,MIA 47,13,17,Jay Cutler pass complete deep middle to DeVante Parker for 31 yards (tackle by Trevor Williams). Penalty on Adrian Phillips: Defensive Holding (Declined),1.090,4.110
4,10:31,1,10,LAC 22,13,17,Jay Cutler pass complete short left to Jay Ajayi for 3 yards (tackle by Kyle Emanuel and Korey Toomer),4.110,3.970
4,9:55,2,7,LAC 19,13,17,Jay Ajayi middle for -2 yards (tackle by Jatavis Brown and Kyle Emanuel),3.970,3.010
4,9:15,3,9,LAC 21,13,17,Jay Cutler pass complete short left to Jarvis Landry for 12 yards (tackle by Nigel Harris),3.010,5.140
4,8:33,1,9,LAC 9,13,17,Jay Cutler pass incomplete short left intended for DeVante Parker (defended by Trevor Williams),5.140,4.380
4,8:28,2,9,LAC 9,13,17,"Jay Ajayi middle for 3 yards (tackle by Jatavis Brown and Jahleel Addae). Penalty on Jermon Bushrod: Offensive Holding, 10 yards",4.380,3.340
4,7:52,2,16,LAC 16,13,17,Jay Cutler pass complete short right to Jarvis Landry for -1 yards (tackle by Hayes Pullard and Desmond King),3.340,2.740
4,7:14,3,17,LAC 17,13,17,Jay Cutler sacked by Chris McCain for 0 yards,2.740,2.310
4,6:32,4,17,LAC 17,16,17,Cody Parkey 35 yard field goal good,2.310,3.000
4,6:28,,,MIA 35,16,17,"Cody Parkey kicks off 66 yards, returned by Austin Ekeler for 13 yards (tackle by Kenyan Drake). Penalty on Darius Philon: Offensive Holding, 6 yards",0.000,0.380
4,6:21,1,10,LAC 6,16,17,Melvin Gordon middle for -1 yards (tackle by Kiko Alonso),-0.380,-0.850
4,5:52,2,11,LAC 5,16,17,Philip Rivers pass complete short right to Hunter Henry for 9 yards (tackle by Byron Maxwell and Mike Hull),-0.850,-0.480
4,5:10,3,2,LAC 14,16,17,Philip Rivers pass complete short right to Keenan Allen for 4 yards (tackle by Reshad Jones),-0.480,0.040
4,4:31,1,10,LAC 18,16,17,Philip Rivers pass complete short left to Hunter Henry for 3 yards (tackle by Xavien Howard),0.040,0.010
4,3:47,2,7,LAC 21,16,17,Philip Rivers pass incomplete short right intended for Dontrelle Inman,0.010,-0.790
4,3:41,3,7,LAC 21,16,17,Philip Rivers pass complete short right to Tyrell Williams for 4 yards (tackle by Byron Maxwell),-0.790,-1.700
4,3:12,4,3,LAC 25,16,17,"Drew Kaser punts 40 yards, returned by Jakeem Grant for 14 yards (tackle by Hayes Pullard)",-1.700,-2.190
4,3:02,1,10,MIA 49,16,17,Jay Ajayi right tackle for 10 yards (tackle by Desmond King and Jatavis Brown),2.190,2.850
4,2:18,1,10,LAC 41,16,17,Jay Ajayi right tackle for 2 yards (tackle by Casey Hayward),2.850,2.580
4,2:00,2,8,LAC 39,16,17,Jay Ajayi right end for 2 yards (tackle by Joey Bosa and Casey Hayward),2.580,2.150
4,1:15,3,6,LAC 37,16,17,Jay Cutler pass complete short left to Jay Ajayi for 1 yard (tackle by Tre Boston and Trevor Williams),2.150,0.000
4,1:10,,,,,,Timeout #1 by Los Angeles Chargers,0.000,-0.880
4,1:10,4,5,LAC 36,19,17,Cody Parkey 54 yard field goal good,0.880,3.000
4,1:05,,,MIA 35,19,17,"Cody Parkey kicks off 62 yards, returned by Desmond King for 17 yards (tackle by Michael Thomas)",0.000,-0.280
4,1:01,1,10,LAC 20,19,17,Philip Rivers pass complete short middle to Keenan Allen for 13 yards (tackle by Kiko Alonso),0.280,0.000
4,0:55,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-1.140
4,0:55,1,10,LAC 33,19,17,Philip Rivers pass complete deep right to Hunter Henry for 17 yards,1.140,2.260
4,0:50,1,10,,19,17,Philip Rivers pass complete short middle to Melvin Gordon for 10 yards (tackle by Kiko Alonso and Bobby McCain),2.260,2.920
4,0:28,1,10,MIA 40,19,17,"Philip Rivers pass incomplete short left intended for Tyrell Williams. Penalty on Bobby McCain: Illegal Use of Hands, 5 yards (no play)",2.920,3.250
4,0:24,1,10,MIA 35,19,17,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Reshad Jones),3.250,0.000
4,0:19,,,,,,Timeout #3 by Los Angeles Chargers,0.000,-3.920
4,0:10,2,1,MIA 26,19,17,Philip Rivers middle for no gain,3.920,0.000
4,0:10,,,,,,Timeout #2 by Miami Dolphins,0.000,-3.200
4,0:09,3,1,MIA 26,19,17,YoungHoe Koo 44 yard field goal no good,3.200,-1.200
4,0:05,1,10,MIA 34,19,17,Jay Cutler kneels for -1 yards,1.200,0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
