Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
2,12:06,1,10,MIN 32,3,3,Chester Taylor middle for 2 yards (tackle by Kris Jenkins),1.070,0.800
2,11:33,2,8,MIN 34,3,3,Brad Johnson pass complete short left to Travis Taylor for 6 yards (tackle by Ken Lucas),0.800,0.890
2,11:09,3,2,MIN 40,3,3,Chester Taylor left guard for 1 yard (tackle by Jordan Carstens),0.890,-0.650
2,10:31,4,1,MIN 41,3,3,"Chris Kluwe punts 43 yards, fair catch by Chris Gamble",-0.650,0.140
2,10:23,1,10,CAR 16,3,3,DeAngelo Williams right guard for 2 yards (tackle by Spencer Johnson),-0.140,-0.350
2,9:41,2,8,CAR 18,3,3,Jake Delhomme pass incomplete short right intended for DeAngelo Williams (defended by Ben Leber),-0.350,-1.070
2,9:32,3,8,CAR 18,3,3,Jake Delhomme pass incomplete short right intended for Drew Carter,-1.070,-2.240
2,9:28,4,8,CAR 18,3,3,"Jason Baker punts 38 yards, returned by Mewelde Moore for 3 yards (tackle by Brad Hoover)",-2.240,-2.060
2,9:18,1,10,MIN 47,3,3,Chester Taylor middle for 15 yards (tackle by Mike Minter),2.060,3.050
2,8:44,1,10,CAR 38,3,3,Brad Johnson pass incomplete deep right intended for Travis Taylor,3.050,2.510
2,8:38,2,10,CAR 38,3,3,Chester Taylor left tackle for 5 yards (tackle by Damione Lewis),2.510,2.480
2,7:54,3,5,CAR 33,3,3,Brad Johnson pass complete deep right to Travis Taylor for 23 yards (tackle by Chris Gamble),2.480,4.910
2,7:07,1,10,CAR 10,3,3,"Brad Johnson pass incomplete. Penalty on Bethel Johnson: Intentional Grounding, 12 yards",4.910,2.730
2,6:59,2,22,CAR 22,3,3,Brad Johnson pass complete short right to Chester Taylor for 7 yards (tackle by Shaun Williams),2.730,2.930
2,6:14,3,15,CAR 15,3,3,Mewelde Moore middle for 11 yards (tackle by Colin Branch),2.930,3.030
2,5:29,4,4,CAR 4,3,6,Ryan Longwell 22 yard field goal good,3.030,3.000
2,,,,MIN 30,3,6,"Ryan Longwell kicks off 65 yards, returned by DeAngelo Williams for 10 yards (tackle by Heath Farwell)",0.000,-0.220
2,5:19,1,10,CAR 15,3,6,Jake Delhomme pass complete short right to Keyshawn Johnson for 11 yards (tackle by E.J. Henderson),-0.220,0.670
2,4:41,1,10,CAR 26,3,6,DeShaun Foster left end for 1 yard (tackle by Dwight Smith),0.670,0.270
2,3:54,2,9,CAR 27,3,6,DeAngelo Williams middle for -1 yards (tackle by Pat Williams),0.270,-0.560
2,3:12,3,10,CAR 26,3,6,Jake Delhomme pass complete to Drew Carter for 16 yards (tackle by Fred Smoot),-0.560,1.730
2,2:32,1,10,CAR 42,3,6,Jake Delhomme pass incomplete intended for Drew Carter,1.730,1.190
2,2:27,2,10,CAR 42,3,6,Drew Carter left end for 7 yards (tackle by Dwight Smith),1.190,1.420
2,2:00,3,3,CAR 49,3,6,"Penalty on Todd Fordham: False Start, 5 yards (no play)",1.420,0.760
2,2:00,3,8,CAR 44,3,6,"Jake Delhomme pass incomplete short right intended for Keyshawn Johnson. Penalty on E.J. Henderson: Defensive Pass Interfere, 6 yards (no play)",0.760,2.260
2,1:56,1,10,MIN 50,3,6,Jake Delhomme pass complete short right to DeAngelo Williams for 2 yards (tackle by Dontarrious Thomas),2.260,1.980
2,1:29,2,8,MIN 48,3,6,Jake Delhomme pass complete deep left to Keyshawn Johnson for 40 yards (tackle by Dwight Smith),1.980,5.370
2,1:16,,,,3,6,Timeout #1 by Carolina Panthers,0.000,5.370
2,1:16,1,8,MIN 8,3,6,"DeAngelo Williams middle for 6 yards (tackle by Fred Smoot). Penalty on Fred Smoot: Face Mask (5 Yards), 1 yards",5.370,6.970
2,1:08,1,1,MIN 1,3,6,DeAngelo Williams middle for -2 yards (tackle by Ross Kolodziej),6.970,5.530
2,0:30,2,3,MIN 3,3,6,Jake Delhomme pass incomplete short right intended for Keyshawn Johnson (defended by Ben Leber),5.530,4.720
2,0:25,,,,3,6,Timeout #2 by Carolina Panthers,0.000,4.720
2,0:25,3,3,MIN 3,9,6,"DeAngelo Williams right guard for 3 yards, touchdown",4.720,7.000
2,,,,MIN 2,10,6,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,10,6,"John Kasay kicks off 65 yards, returned by Troy Williamson for 24 yards (tackle by DeShaun Foster)",0.000,0.870
2,0:11,1,10,MIN 29,10,6,"Bethel Johnson kneels for -1 yards. Penalty on Bryant McKinnie: Illegal Formation, 5 yards (no play)",0.870,0.540
2,0:06,1,15,MIN 24,10,6,Bethel Johnson kneels for -1 yards,0.540,-0.480
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,10,6,"Ryan Longwell kicks off 66 yards, returned by DeAngelo Williams for 18 yards (tackle by Antoine Winfield)",0.000,0.410
3,14:55,1,10,CAR 22,10,6,DeShaun Foster left end for no gain (tackle by Kevin Williams and Ronyell Whitaker),0.410,-0.130
3,14:11,2,10,CAR 22,10,6,"Jake Delhomme pass incomplete deep right intended for Keary Colbert. Penalty on Mike Wahle: Offensive Holding (Offsetting), Penalty on Cedric Griffin: Defensive Pass Interfere (Offsetting) (no play)",-0.130,-0.130
3,14:05,2,10,CAR 22,10,6,Jake Delhomme pass complete short left to DeShaun Foster for 5 yards (tackle by Heath Farwell),-0.130,-0.160
3,13:28,3,5,CAR 27,10,6,Jake Delhomme sacked by Kevin Williams for -10 yards,-0.160,-2.320
3,13:01,4,15,CAR 17,10,6,"Jason Baker punts 49 yards, returned by Mewelde Moore for 4 yards (tackle by Chris Draft). Penalty on Cedric Griffin: Offensive Holding, 10 yards",-2.320,-0.810
3,12:49,1,10,MIN 28,10,6,Chester Taylor right end for 5 yards (tackle by Adam Seward),0.810,0.940
3,12:15,2,5,MIN 33,10,6,Brad Johnson pass complete deep right to Troy Williamson for 23 yards (tackle by Shaun Williams),0.940,2.650
3,11:39,1,10,CAR 44,10,6,Chester Taylor left end for 9 yards (tackle by Shaun Williams),2.650,3.330
3,10:54,2,1,CAR 35,10,6,Chester Taylor middle for -1 yards (tackle by Mike Rucker),3.330,2.480
3,10:14,3,2,CAR 36,10,6,Bethel Johnson middle for 1 yard (tackle by Chris Draft and Adam Seward),2.480,1.000
3,9:38,4,1,CAR 35,10,6,Tony Richardson left guard for 3 yards (tackle by Thomas Davis and Chris Draft),1.000,3.450
3,8:59,1,10,CAR 32,10,6,Brad Johnson sacked by Julius Peppers for -13 yards,3.450,1.150
3,8:20,2,23,CAR 45,10,6,Chester Taylor left guard for 8 yards (tackle by Mike Minter and Chris Gamble),1.150,1.550
3,7:40,3,15,CAR 37,10,6,Brad Johnson pass complete short right to Mewelde Moore for 4 yards (tackle by Shaun Williams),1.550,1.150
3,7:13,4,11,CAR 33,10,6,"Ryan Longwell 51 yard field goal no good, blocked by Julius Peppers, recovered by Ma'ake Kemoeatu and returned for 3 yards. Penalty on Ma'ake Kemoeatu: Illegal Forward Pass, 5 yards",1.150,-1.600
3,7:00,1,10,CAR 40,10,6,Jake Delhomme pass complete to Brad Hoover for no gain,1.600,1.050
3,6:20,2,10,CAR 40,10,6,Jake Delhomme pass complete to Keyshawn Johnson for 17 yards (tackle by Fred Smoot),1.050,2.720
3,5:37,1,10,MIN 43,10,6,DeAngelo Williams middle for 7 yards (tackle by Napoleon Harris),2.720,3.120
3,5:01,2,3,MIN 36,10,6,"DeAngelo Williams left end for 23 yards (tackle by E.J. Henderson). Penalty on Napoleon Harris: Face Mask (5 Yards), 5 yards",3.120,5.370
3,4:38,1,8,MIN 8,10,6,DeShaun Foster right tackle for 4 yards (tackle by Napoleon Harris),5.370,5.340
3,4:03,2,4,MIN 4,10,6,DeShaun Foster middle for 3 yards,5.340,5.170
3,3:18,3,1,MIN 1,10,6,Jake Delhomme sacked by Napoleon Harris for -7 yards,5.170,2.950
3,2:54,4,8,MIN 8,13,6,John Kasay 26 yard field goal good,2.950,3.000
3,,,,CAR 30,13,6,"John Kasay kicks off 69 yards, returned by Mewelde Moore for 25 yards (tackle by Reggie Howard)",0.000,0.670
3,2:45,1,10,MIN 26,13,6,"Penalty on Matt Birk: False Start, 5 yards (no play)",0.670,0.340
3,2:45,1,15,MIN 21,13,6,Tony Richardson right guard for 3 yards (tackle by Mike Rucker),0.340,-0.140
3,2:11,2,12,MIN 24,13,6,Brad Johnson pass complete to Billy McMullen for 17 yards (tackle by Chris Gamble),-0.140,1.660
3,1:42,1,10,MIN 41,13,6,Chester Taylor right guard for 2 yards (tackle by Shaun Williams and Kris Jenkins),1.660,1.390
3,1:02,,,,13,6,Timeout #1 by Carolina Panthers,0.000,1.390
3,1:02,2,8,MIN 43,13,6,Brad Johnson sacked by Julius Peppers for -4 yards,1.390,0.170
3,0:25,3,12,MIN 39,13,6,Brad Johnson pass incomplete intended for Marcus Robinson (defended by Richard Marshall),0.170,-0.780
3,0:19,4,12,MIN 39,13,6,"Chris Kluwe punts 51 yards, returned by Chris Gamble for 3 yards (tackle by Heath Farwell)",-0.780,0.320
3,0:08,1,10,CAR 13,13,6,DeAngelo Williams right end for -5 yards (tackle by Kevin Williams),-0.320,-1.150
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,CAR 8,13,6,Jake Delhomme pass complete short right to Drew Carter for 1 yard (tackle by Fred Smoot),-1.150,-1.890
4,14:29,3,14,CAR 9,13,6,Jake Delhomme pass complete short right to DeAngelo Williams for no gain,-1.890,-2.490
4,13:52,4,14,CAR 9,13,6,"Jason Baker punts 41 yards, returned by Mewelde Moore for -1 yards (tackle by Vinny Ciurciu)",-2.490,-2.190
4,13:41,1,10,MIN 49,13,6,Brad Johnson pass incomplete short left intended for Marcus Robinson is intercepted by Ken Lucas at CAR-36 and returned for 13 yards,2.190,-2.190
4,13:31,1,10,CAR 49,13,6,DeAngelo Williams middle for 3 yards (tackle by Ray Edwards),2.190,2.050
4,12:50,2,7,MIN 48,13,6,DeAngelo Williams right guard for 6 yards (tackle by Napoleon Harris),2.050,2.150
4,12:12,,,,13,6,Timeout #1 by Minnesota Vikings,0.000,2.150
4,12:12,3,1,MIN 42,13,6,DeAngelo Williams left guard for -1 yards (tackle by Dwight Smith),2.150,0.400
4,11:24,4,2,MIN 43,13,6,Jason Baker punts 27 yards,0.400,0.140
4,11:12,1,10,MIN 16,13,6,Chester Taylor middle for no gain (tackle by Shaun Williams and Kris Jenkins),-0.140,-0.660
4,10:46,2,10,MIN 16,13,6,Brad Johnson sacked by Julius Peppers for -9 yards,-0.660,-2.470
4,10:10,3,19,MIN 7,13,6,Brad Johnson pass incomplete short right intended for Mewelde Moore,-2.470,-2.490
4,10:05,4,19,MIN 7,13,6,"Chris Kluwe punts 53 yards, returned by Chris Gamble for -2 yards. Chris Gamble fumbles, recovered by Jason Glenn at CAR-21",-2.490,4.170
4,9:50,1,10,CAR 21,13,6,Chester Taylor middle for 3 yards (tackle by Adam Seward),4.170,4.040
4,9:10,2,7,CAR 18,13,6,Brad Johnson sacked by Kris Jenkins for -6 yards,4.040,2.540
4,8:30,,,,13,6,Timeout #2 by Minnesota Vikings,0.000,2.540
4,8:30,3,13,CAR 24,13,6,Brad Johnson pass complete short left to Mewelde Moore for 8 yards (tackle by Chris Gamble),2.540,2.430
4,7:56,4,5,CAR 16,13,12,"Ryan Longwell pass complete short right to Richard Owens for 16 yards, touchdown",2.430,7.000
4,,,,CAR 2,13,13,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,13,13,"Ryan Longwell kicks off 59 yards, returned by DeAngelo Williams for 39 yards (tackle by Ryan Longwell)",0.000,2.260
4,7:41,1,10,,13,13,Jake Delhomme pass incomplete short left intended for Kris Mangum,2.260,1.710
4,7:36,2,10,,13,13,Jake Delhomme pass complete short left to Drew Carter for 12 yards (tackle by Fred Smoot),1.710,3.050
4,6:54,1,10,MIN 38,13,13,DeShaun Foster right end for 5 yards (tackle by Darren Sharper),3.050,3.180
4,6:08,2,5,MIN 33,13,13,"DeShaun Foster middle for 1 yard (tackle by Napoleon Harris). Penalty on Keyshawn Johnson: Offensive Holding, 10 yards",3.180,1.900
4,5:39,2,15,MIN 42,13,13,Jake Delhomme pass incomplete intended for Keary Colbert (defended by Antoine Winfield),1.900,1.220
4,5:34,3,15,MIN 42,13,13,"Penalty on Todd Fordham: False Start, 5 yards (no play)",1.220,0.560
4,5:34,3,20,MIN 47,13,13,Jake Delhomme pass incomplete deep left intended for Drew Carter. Penalty on Will Montgomery: Offensive Holding (Declined),0.560,0.130
4,5:28,4,20,MIN 47,13,13,"Jason Baker punts 44 yards. Penalty on Richard Marshall: Illegal Touch Kick (Offsetting), Penalty on Ronyell Whitaker: Offensive Holding (Offsetting) (no play)",0.130,0.130
4,5:18,4,20,MIN 47,13,13,"Jason Baker punts 38 yards, returned by Mewelde Moore for -1 yards (tackle by Adam Seward)",0.130,0.380
4,5:08,1,10,MIN 8,13,13,Brad Johnson pass complete short left to Troy Williamson for 7 yards (tackle by Richard Marshall),-0.380,-0.210
4,4:28,2,3,MIN 15,13,13,Brad Johnson pass complete short left to Chester Taylor for 9 yards (tackle by Julius Peppers),-0.210,0.540
4,3:49,1,10,MIN 24,13,13,Brad Johnson pass incomplete intended for Travis Taylor,0.540,0.000
4,3:43,2,10,MIN 24,13,13,Brad Johnson pass complete deep right to Troy Williamson for 26 yards (tackle by Chris Gamble),0.000,2.260
4,2:57,1,10,,13,13,Brad Johnson pass incomplete deep left intended for Troy Williamson,2.260,1.710
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
4,2:50,2,10,,13,13,Brad Johnson pass complete short left to Troy Williamson for 7 yards (tackle by Mike Minter),1.710,1.950
4,2:46,3,3,CAR 43,13,13,Brad Johnson pass incomplete short left intended for Jermaine Wiggins,1.950,0.400
4,2:41,4,3,CAR 43,13,13,Chris Kluwe punts 38 yards,0.400,0.380
4,2:31,1,10,CAR 5,13,13,Jake Delhomme pass complete deep left to Keyshawn Johnson for 17 yards (tackle by Antoine Winfield),-0.380,0.410
4,2:10,1,10,CAR 22,13,13,Jake Delhomme pass complete short left to DeAngelo Williams for 6 yards (tackle by E.J. Henderson),0.410,0.680
4,2:00,2,4,CAR 28,13,13,Jake Delhomme pass incomplete short left intended for DeAngelo Williams,0.680,-0.030
4,1:57,3,4,CAR 28,13,13,Jake Delhomme pass incomplete,-0.030,-1.500
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,1:54,4,4,CAR 28,13,13,"Jason Baker punts 40 yards, returned by Mewelde Moore for 6 yards (tackle by Richard Marshall)",-1.500,-1.470
4,1:45,1,10,MIN 38,13,13,Brad Johnson pass complete to Jermaine Wiggins for 12 yards (tackle by Thomas Davis),1.470,2.260
4,1:28,1,10,,13,13,Brad Johnson pass complete short left to Mewelde Moore for 1 yard (tackle by Richard Marshall),2.260,1.850
4,1:06,2,9,CAR 49,13,13,Bethel Johnson middle for 4 yards (tackle by Jordan Carstens),1.850,1.690
4,0:43,3,5,CAR 45,13,13,Brad Johnson pass incomplete intended for Jermaine Wiggins,1.690,0.270
4,0:38,4,5,CAR 45,13,13,"Chris Kluwe punts 45 yards, touchback. Penalty on Cedric Griffin: Illegal Touch Kick",0.270,-0.280
4,0:30,1,10,CAR 20,13,13,Jake Delhomme pass complete short left to DeAngelo Williams for no gain,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
,,,,,,,"Panthers won the coin toss, Panthers to receive the overtime kickoff.",,
OT,,,,MIN 30,13,13,"Ryan Longwell kicks off 71 yards, returned by DeAngelo Williams for 19 yards (tackle by Antoine Winfield)",0.000,0.040
OT,14:55,1,10,CAR 18,13,13,Jake Delhomme pass incomplete short left intended for Drew Carter,0.040,-0.490
OT,14:50,2,10,CAR 18,13,13,DeAngelo Williams middle for 14 yards (tackle by Dwight Smith and Antoine Winfield),-0.490,1.070
OT,14:15,1,10,CAR 32,13,13,Jake Delhomme pass incomplete short right intended for Keyshawn Johnson,1.070,0.530
OT,14:09,2,10,CAR 32,13,13,DeShaun Foster left tackle for 1 yard (tackle by Napoleon Harris),0.530,-0.030
OT,13:24,3,9,CAR 33,13,13,Jake Delhomme pass incomplete,-0.030,-1.180
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
OT,13:24,4,9,CAR 33,13,13,"Jason Baker punts 57 yards, returned by Mewelde Moore for 11 yards (tackle by Jason Kyle)",-1.180,-0.340
OT,13:05,1,10,MIN 21,13,13,Brad Johnson pass complete to Troy Williamson for 9 yards (tackle by Richard Marshall and Thomas Davis),0.340,1.020
OT,12:28,2,1,MIN 30,13,13,Chester Taylor left end for 2 yards (tackle by Mike Minter),1.020,1.070
OT,11:48,1,10,MIN 32,13,13,Chester Taylor middle for 1 yard (tackle by Adam Seward and Mike Rucker),1.070,0.660
OT,11:12,2,9,MIN 33,13,13,Brad Johnson pass complete short right to Chester Taylor for -1 yards (tackle by Julius Peppers),0.660,-0.160
OT,10:27,,,,13,13,Timeout #1 by Minnesota Vikings,0.000,-0.160
OT,10:27,3,10,MIN 32,13,13,Brad Johnson pass complete short left to Troy Williamson for 30 yards (tackle by Richard Marshall),-0.160,3.050
OT,9:54,1,10,CAR 38,13,13,Chester Taylor middle for 1 yard (tackle by Ma'ake Kemoeatu and Vinny Ciurciu),3.050,2.640
OT,9:14,2,9,CAR 37,13,13,"Chester Taylor left tackle for 33 yards (tackle by Mike Minter). Penalty on Chris Gamble: Face Mask (15 Yards), 2 yards",2.640,6.740
OT,8:45,1,2,CAR 2,13,13,Chester Taylor middle for no gain (tackle by Kris Jenkins and Chris Draft),6.740,5.720
OT,8:08,,,,13,13,Timeout #2 by Minnesota Vikings,0.000,5.720
OT,8:08,2,2,CAR 2,13,13,Tony Richardson middle for 1 yard (tackle by Chris Draft),5.720,5.170
OT,7:28,3,1,CAR 1,13,16,Ryan Longwell 19 yard field goal good,5.170,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
