Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
1,0:46,1,10,DET 17,10,0,Theo Riddick right end for -1 yards (tackle by Chandler Jones),-0.060,-0.730
1,0:24,2,11,DET 16,10,0,Matthew Stafford pass complete short right to Kenny Golladay for 9 yards (tackle by Josh Bynes),-0.730,-0.240
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,DET 25,10,0,"Penalty on Kenny Golladay: False Start, 5 yards (no play)",-0.240,-0.870
2,15:00,3,7,DET 20,10,0,Matthew Stafford pass complete deep middle to Golden Tate for 18 yards (tackle by Tyvon Branch). Penalty on Patrick Peterson: Defensive Holding (Declined),-0.870,1.470
2,14:27,1,10,DET 38,10,0,Ameer Abdullah left tackle for 3 yards (tackle by Karlos Dansby),1.470,1.330
2,14:01,2,7,DET 41,10,0,Matthew Stafford pass complete short middle to Golden Tate for 6 yards (tackle by Haason Reddick),1.330,1.420
2,13:16,3,1,DET 47,10,0,Matthew Stafford pass complete short left to Theo Riddick for -1 yards (tackle by Haason Reddick),1.420,-0.320
2,13:16,4,2,DET 46,10,0,"Matt Prater punts 32 yards, fair catch by Kerwynn Williams",-0.320,-0.410
2,12:37,1,10,ARI 22,10,0,Carson Palmer pass incomplete short left intended for John Brown,0.410,-0.130
2,12:33,2,10,ARI 22,10,0,David Johnson left tackle for 3 yards (tackle by Akeem Spence),-0.130,-0.430
2,11:53,3,7,ARI 25,10,0,Carson Palmer pass complete short middle to Larry Fitzgerald for 33 yards (tackle by Quandre Diggs),-0.430,2.790
2,11:20,1,10,DET 42,10,0,Carson Palmer pass incomplete short right intended for David Johnson (defended by Haloti Ngata),2.790,2.240
2,11:14,2,10,DET 42,10,0,"Carson Palmer pass complete short left to Jaron Brown for 11 yards (tackle by D.J. Hayden). Penalty on Mike Iupati: Illegal Peelback, 15 yards (no play)",2.240,0.220
2,10:49,2,25,ARI 43,10,0,Carson Palmer pass incomplete deep middle intended for John Brown is intercepted by Glover Quin at DET-33 and returned for 25 yards,0.220,-2.790
2,10:38,1,10,ARI 42,10,0,"Ameer Abdullah left end for 2 yards (tackle by Markus Golden). Penalty on T.J. Lang: Offensive Holding, 10 yards (no play)",2.790,2.130
2,10:19,1,20,DET 48,10,0,Ameer Abdullah right tackle for 5 yards (tackle by Haason Reddick and Karlos Dansby),2.130,1.570
2,9:47,2,15,ARI 47,10,0,Matthew Stafford pass complete short right to Ameer Abdullah for 3 yards (tackle by Haason Reddick),1.570,1.290
2,9:05,3,12,ARI 44,10,0,Matthew Stafford middle for 15 yards (tackle by Tyvon Branch),1.290,3.640
2,8:19,1,10,ARI 29,10,0,Dwayne Washington middle for 5 yards (tackle by Josh Mauro),3.640,3.780
2,7:40,2,5,ARI 24,10,0,Matthew Stafford pass incomplete short middle intended for T.J. Jones (defended by Antoine Bethea),3.780,3.070
2,7:33,3,5,ARI 24,10,0,Matthew Stafford pass complete short right to Eric Ebron for 5 yards (tackle by Tyvon Branch),3.070,4.310
2,7:09,1,10,ARI 19,10,0,Matthew Stafford pass complete short middle to Golden Tate for 6 yards (tackle by Karlos Dansby),4.310,4.720
2,6:34,2,4,ARI 13,10,0,Ameer Abdullah right tackle for 3 yards (tackle by Haason Reddick),4.720,4.690
2,5:50,3,1,ARI 10,10,0,Dwayne Washington right end for 6 yards (tackle by Haason Reddick),4.690,6.280
2,5:09,1,4,ARI 4,10,0,Ameer Abdullah left tackle for -2 yards (tackle by Chandler Jones),6.280,4.950
2,4:30,2,6,ARI 6,10,6,"Matthew Stafford pass complete short left to Marvin Jones for 6 yards, touchdown",4.950,7.000
2,4:22,,,ARI 15,10,6,"Two Point Attempt: Jake Rudock right end, conversion fails",0.000,-1.000
2,4:22,,,DET 35,10,6,"Matt Prater kicks off 68 yards, returned by Kerwynn Williams for 23 yards (tackle by Charles Washington)",0.000,-0.280
2,4:17,1,10,ARI 20,10,6,Carson Palmer pass incomplete short left intended for Larry Fitzgerald,0.280,-0.270
2,4:15,2,10,ARI 20,10,6,Carson Palmer pass incomplete deep left intended for Larry Fitzgerald,-0.270,-0.960
2,4:10,3,10,ARI 20,10,6,Carson Palmer pass incomplete,-0.960,-2.030
2,4:00,4,10,ARI 20,10,6,"Andy Lee punts 42 yards, out of bounds",-2.030,-1.470
2,3:54,1,10,DET 38,10,6,Ameer Abdullah left end for -4 yards (tackle by Frostee Rucker),1.470,0.380
2,3:15,2,14,DET 34,10,6,Matthew Stafford pass complete short right to Golden Tate for 5 yards (tackle by Josh Bynes),0.380,0.370
2,2:31,3,9,DET 39,10,6,Matthew Stafford pass complete short right to Theo Riddick for 1 yard (tackle by Tyvon Branch),0.370,-0.720
2,2:01,4,8,DET 40,10,6,Matt Prater punts 30 yards,-0.720,-0.940
2,1:53,1,10,ARI 30,10,6,Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Quandre Diggs),0.940,0.390
2,1:49,2,10,ARI 30,10,6,Carson Palmer pass complete short right to John Brown for 12 yards (tackle by Nevin Lawson),0.390,1.730
2,1:30,1,10,ARI 42,10,6,Carson Palmer pass complete short right to John Brown for 11 yards,1.730,2.460
2,1:25,1,10,DET 47,10,6,Carson Palmer pass complete short middle to Larry Fitzgerald for 18 yards (tackle by Glover Quin),2.460,0.000
2,1:19,,,,,,Timeout #1 by Arizona Cardinals,0.000,-3.640
2,1:19,1,10,DET 29,10,6,"Carson Palmer pass incomplete short left intended for Jaron Brown (defended by Nevin Lawson). Penalty on Nevin Lawson: Defensive Pass Interference, 3 yards (no play)",3.640,3.840
2,1:16,1,10,DET 26,10,6,Carson Palmer pass incomplete short right intended for John Brown,3.840,3.300
2,1:11,2,10,DET 26,10,6,David Johnson left end for 3 yards (tackle by Jarrad Davis),3.300,3.010
2,1:04,3,7,DET 23,10,6,Carson Palmer pass complete short right to John Brown for 9 yards,3.010,0.000
2,0:59,,,,,,Timeout #2 by Arizona Cardinals,0.000,-4.650
2,0:59,1,10,DET 14,10,6,Carson Palmer pass incomplete short middle intended for Jermaine Gresham,4.650,4.000
2,0:55,2,10,DET 14,10,6,Carson Palmer pass incomplete short middle intended for Larry Fitzgerald,4.000,3.110
2,0:51,3,10,DET 14,10,6,Carson Palmer pass incomplete short right intended for John Brown,3.110,2.510
2,0:44,4,10,DET 14,10,6,Phil Dawson 32 yard field goal no good,2.510,-0.410
2,0:39,1,10,DET 22,10,6,Matthew Stafford pass complete short middle to Theo Riddick for 13 yards (tackle by Patrick Peterson and Tyvon Branch),0.410,0.000
2,0:32,,,,,,Timeout #1 by Detroit Lions,0.000,-1.270
2,0:32,1,10,DET 35,10,6,Matthew Stafford pass incomplete short left intended for Eric Ebron (defended by Tyvon Branch),1.270,0.720
2,0:28,2,10,DET 35,10,6,Matthew Stafford pass incomplete short left intended for Kenny Golladay,0.720,0.040
2,0:24,3,10,DET 35,10,6,Matthew Stafford pass complete short middle to Golden Tate for 19 yards (tackle by Antoine Bethea),0.040,0.000
2,0:17,,,,,,Timeout #2 by Detroit Lions,0.000,-2.520
2,0:17,1,10,ARI 46,10,6,Matthew Stafford pass incomplete short middle intended for Ameer Abdullah,2.520,1.980
2,0:12,2,10,ARI 46,10,6,Matthew Stafford pass incomplete short middle intended for T.J. Jones (defended by Tyvon Branch),1.980,1.290
2,0:08,3,10,ARI 46,10,6,Matthew Stafford pass complete short middle to Ameer Abdullah for 6 yards (tackle by Karlos Dansby),1.290,0.000
2,0:03,,,,,,Timeout #3 by Detroit Lions,0.000,-0.590
2,0:03,4,4,ARI 40,10,9,Matt Prater 58 yard field goal good,0.590,3.000
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,10,9,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,DET 25,10,9,Dwayne Washington right tackle for no gain (tackle by Corey Peters),0.610,0.060
3,14:26,2,10,DET 25,10,9,Matthew Stafford pass complete short right to Eric Ebron for 4 yards (tackle by Josh Bynes),0.060,-0.100
3,13:41,3,6,DET 29,10,9,Matthew Stafford pass complete short middle to Golden Tate for 11 yards (tackle by Tyvon Branch),-0.100,1.600
3,13:04,1,10,DET 40,10,9,Ameer Abdullah right tackle for 2 yards (tackle by Xavier Williams),1.600,1.320
3,12:24,2,8,DET 42,10,9,Matthew Stafford pass complete short right to Kenny Golladay for 5 yards (tackle by Justin Bethel),1.320,1.290
3,11:44,3,3,DET 47,10,9,Matthew Stafford pass incomplete short left intended for Golden Tate (defended by Patrick Peterson),1.290,-0.260
3,11:39,4,3,DET 47,10,9,Matt Prater punts 47 yards,-0.260,0.380
3,11:26,1,10,ARI 6,10,9,David Johnson for 3 yards (tackle by Tahir Whitehead),-0.380,-0.560
3,10:53,2,7,ARI 9,10,9,Carson Palmer pass complete short left to David Johnson for 16 yards (tackle by D.J. Hayden),-0.560,0.610
3,10:12,1,10,ARI 25,10,9,Kerwynn Williams middle for 4 yards (tackle by A'Shawn Robinson),0.610,0.600
3,9:30,2,6,ARI 29,10,9,"Carson Palmer pass incomplete deep left intended for JJ Nelson. Penalty on Tavon Wilson: Unnecessary Roughness, 15 yards, Penalty on D.J. Hayden: Defensive Pass Interference (Declined) (no play)",0.600,1.860
3,9:23,1,10,ARI 44,10,9,John Brown for 10 yards (tackle by Tavon Wilson),1.860,2.520
3,8:54,1,10,DET 46,10,9,Carson Palmer pass incomplete short left intended for JJ Nelson,2.520,1.980
3,8:49,2,10,DET 46,10,9,Carson Palmer pass complete short left to JJ Nelson for 14 yards (tackle by D.J. Hayden),1.980,3.450
3,8:28,1,10,DET 32,10,9,Carson Palmer pass complete short right to John Brown for no gain,3.450,2.900
3,7:46,2,10,DET 32,10,9,Carson Palmer pass complete short middle to David Johnson for 8 yards (tackle by Quandre Diggs),2.900,3.270
3,7:01,3,2,DET 24,10,9,Carson Palmer pass complete short left to Larry Fitzgerald for 7 yards (tackle by Jarrad Davis),3.270,4.440
3,6:19,1,10,DET 17,10,9,"Carson Palmer pass complete short middle to Jermaine Gresham for 17 yards. Penalty on Jermaine Gresham: Offensive Holding, 10 yards (no play)",4.440,3.780
3,6:09,1,20,DET 27,10,9,Carson Palmer pass incomplete short left intended for Troy Niklas (defended by Miles Killebrew),3.780,2.540
3,6:04,2,20,DET 27,10,9,Carson Palmer pass complete deep left to David Johnson for 24 yards (tackle by Glover Quin),2.540,6.510
3,5:42,1,3,DET 3,16,9,"Kerwynn Williams middle for 3 yards, touchdown",6.510,7.000
3,5:37,,,DET 15,17,9,Phil Dawson kicks extra point good,0.000,0.000
3,5:37,,,ARI 35,17,9,"Phil Dawson kicks off 67 yards, returned by Jamal Agnew for 18 yards (tackle by Rudy Ford)",0.000,0.140
3,5:32,1,10,DET 16,17,9,Matthew Stafford pass complete deep right to Marvin Jones for 31 yards (tackle by Tyvon Branch),-0.140,2.060
3,5:01,1,10,DET 47,17,9,Ameer Abdullah right tackle for 2 yards (tackle by Markus Golden),2.060,1.790
3,4:24,2,8,DET 49,17,9,Matthew Stafford pass incomplete short middle intended for Kenny Golladay,1.790,1.090
3,4:19,3,8,DET 49,17,9,Matthew Stafford pass incomplete,1.090,-0.130
3,4:09,4,8,DET 49,17,9,"Matt Prater punts 30 yards, fair catch by Kerwynn Williams. Penalty on Steve Longa: Unsportsmanlike Conduct (Offsetting), Penalty on Kareem Martin: Unsportsmanlike Conduct (Offsetting)",-0.130,-0.340
3,4:03,1,10,ARI 21,17,9,"David Johnson left end for 5 yards (tackle by A'Shawn Robinson). David Johnson fumbles (forced by A'Shawn Robinson), recovered by Jarrad Davis at ARI-26 and returned for 16 yards (tackle by David Johnson)",0.340,-4.910
3,3:52,1,10,ARI 10,17,9,Dwayne Washington left tackle for 3 yards (tackle by Josh Mauro),4.910,4.760
3,3:15,2,7,ARI 7,17,15,"Matthew Stafford pass complete short middle to Theo Riddick for 7 yards, touchdown",4.760,7.000
3,3:07,,,ARI 2,17,15,"Two Point Attempt: Matthew Stafford pass incomplete intended for Kenny Golladay, conversion fails",0.000,-1.000
3,3:07,,,DET 35,17,15,"Matt Prater kicks off 65 yards, touchback",0.000,-0.610
3,3:07,1,10,ARI 25,17,15,Carson Palmer pass complete short middle to Jermaine Gresham for 8 yards (tackle by Jarrad Davis),0.610,1.140
3,2:26,2,2,ARI 33,17,15,Kerwynn Williams left tackle for 1 yard (tackle by Alex Barrett and Tahir Whitehead),1.140,0.560
3,1:48,3,1,ARI 34,17,15,Kerwynn Williams left tackle for 1 yard (tackle by Tahir Whitehead),0.560,1.270
3,1:01,1,10,ARI 35,17,15,"Penalty on Jared Veldheer: False Start, 5 yards (no play)",1.270,0.940
3,0:48,1,15,ARI 30,17,15,Kerwynn Williams middle for 1 yard (tackle by Tavon Wilson),0.940,0.180
3,0:04,2,14,ARI 31,17,15,Carson Palmer pass complete short left to JJ Nelson for 8 yards (tackle by Nevin Lawson),0.180,0.560
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,ARI 39,17,15,Carson Palmer sacked by Anthony Zettel for -5 yards,0.560,-1.110
4,14:29,4,11,ARI 34,17,15,"Andy Lee punts 57 yards, returned by Jamal Agnew for 24 yards (tackle by Elijhaa Penny)",-1.110,-1.140
4,14:16,1,10,DET 33,17,15,"Golden Tate right end for 6 yards (tackle by Tyrann Mathieu and Justin Bethel). Penalty on T.J. Lang: Illegal Block Above the Waist, 10 yards",1.140,0.870
4,13:41,1,14,DET 29,17,15,Matthew Stafford pass incomplete short left intended for Theo Riddick,0.870,0.050
4,13:35,2,14,DET 29,17,15,Matthew Stafford pass complete short left to Golden Tate for 4 yards (tackle by Karlos Dansby and Antoine Bethea),0.050,-0.100
4,12:53,3,10,DET 33,17,15,Matthew Stafford pass complete deep right to T.J. Jones for 16 yards (tackle by Justin Bethel),-0.100,0.000
4,12:06,,,,,,Timeout #1 by Detroit Lions,0.000,-2.190
4,12:06,1,10,DET 49,17,15,Matthew Stafford pass complete short right to Golden Tate for 17 yards (tackle by Tyrann Mathieu). Penalty on Haason Reddick: Illegal Use of Hands (Declined),2.190,3.310
4,11:44,1,10,ARI 34,17,15,Ameer Abdullah right end for 4 yards (tackle by Tyvon Branch),3.310,3.310
4,11:03,2,6,ARI 30,17,15,Matthew Stafford pass complete deep left to T.J. Jones for 16 yards,3.310,4.650
4,11:03,1,10,ARI 14,17,15,"Ameer Abdullah left end for 1 yard (tackle by Tyvon Branch). Penalty on Corey Peters: Defensive Holding, 5 yards",4.650,5.370
4,10:18,1,8,ARI 8,17,15,Ameer Abdullah right end for -2 yards (tackle by Haason Reddick and Frostee Rucker),5.370,4.190
4,9:33,2,10,ARI 10,17,21,"Matthew Stafford pass complete short left to Kenny Golladay for 10 yards, touchdown",4.190,7.000
4,9:27,,,ARI 2,17,21,"Two Point Attempt: Matthew Stafford pass incomplete intended for Marvin Jones, conversion fails. Penalty on Marvin Jones: Offensive Pass Interference (Declined)",0.000,-1.000
4,9:27,,,DET 35,17,21,"Matt Prater kicks off 65 yards, touchback",0.000,-0.610
4,9:27,1,10,ARI 25,17,21,Carson Palmer pass complete short left to Andre Ellington for 24 yards (tackle by Jarrad Davis),0.610,2.190
4,8:49,1,10,ARI 49,17,21,Carson Palmer pass incomplete short middle intended for Troy Niklas (defended by Paul Worrilow),2.190,1.650
4,8:43,2,10,ARI 49,17,21,Carson Palmer pass complete short left to Kerwynn Williams for 2 yards (tackle by Tahir Whitehead and Jeremiah Ledbetter),1.650,1.220
4,8:00,3,8,DET 49,17,21,"Carson Palmer pass complete short middle to Andre Ellington for 6 yards (tackle by Akeem Spence). Penalty on John Brown: Offensive Pass Interference, 10 yards (no play)",1.220,-0.100
4,7:26,3,18,ARI 41,17,21,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald (defended by Darius Slay). Penalty on A.Q. Shipley: Offensive Holding (Declined),-0.100,-0.650
4,7:18,4,18,ARI 41,17,21,"Andy Lee punts 44 yards, returned by Jamal Agnew for 13 yards (tackle by Elijhaa Penny)",-0.650,-0.810
4,7:08,1,10,DET 28,17,21,Ameer Abdullah right tackle for 7 yards (tackle by Justin Bethel),0.810,1.210
4,6:32,2,3,DET 35,17,21,Ameer Abdullah left tackle for 5 yards (tackle by Frostee Rucker),1.210,1.600
4,5:55,1,10,DET 40,17,21,Matthew Stafford pass complete short left to Golden Tate for 14 yards (tackle by Tyvon Branch),1.600,2.520
4,5:07,1,10,ARI 46,17,21,Golden Tate right end for 1 yard (tackle by Karlos Dansby),2.520,2.110
4,4:22,2,9,ARI 45,17,27,"Matthew Stafford pass complete deep middle to Kenny Golladay for 45 yards, touchdown",2.110,7.000
4,4:13,,,ARI 15,17,28,Matt Prater kicks extra point good,0.000,0.000
4,4:13,,,DET 35,17,28,"Matt Prater kicks off 65 yards, touchback",0.000,-0.610
4,4:13,1,10,ARI 25,17,34,"Carson Palmer pass incomplete short middle intended for Andre Ellington is intercepted by Miles Killebrew at ARI-35 and returned for 35 yards, touchdown",0.610,-7.000
4,,,,ARI 15,17,35,Matt Prater kicks extra point good,,
4,4:03,,,DET 35,17,35,"Matt Prater kicks off 65 yards, touchback",0.000,-0.610
4,4:03,1,10,ARI 25,17,35,"Carson Palmer pass complete short middle to Jermaine Gresham for 11 yards (tackle by Jarrad Davis). Penalty on Jarrad Davis: Unnecessary Roughness, 15 yards",0.610,2.320
4,3:55,1,10,DET 49,17,35,Carson Palmer pass complete short right to Andre Ellington for 11 yards (tackle by Miles Killebrew),2.320,3.050
4,3:31,1,10,DET 38,17,35,Carson Palmer pass complete short middle to Larry Fitzgerald for 7 yards (tackle by A'Shawn Robinson),3.050,3.450
4,3:07,2,3,DET 31,17,35,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald (defended by Quandre Diggs),3.450,2.740
4,3:00,3,3,DET 31,17,35,"Carson Palmer pass complete short middle to John Brown for 11 yards (tackle by Tavon Wilson). Penalty on Mike Iupati: Offensive Holding, 10 yards (no play)",2.740,1.420
4,2:52,3,13,DET 41,17,35,Carson Palmer pass complete short left to JJ Nelson for 11 yards (tackle by D.J. Hayden),1.420,1.500
4,2:27,4,2,DET 30,17,35,Carson Palmer middle for 2 yards (tackle by Jarrad Davis),1.500,0.000
4,2:23,,,,,,Timeout #1 by Arizona Cardinals,0.000,-3.710
4,2:23,1,10,DET 28,17,35,Carson Palmer pass incomplete deep right intended for John Brown,3.710,3.170
4,2:16,2,10,DET 28,17,35,Carson Palmer pass complete short middle to JJ Nelson for 9 yards (tackle by Jarrad Davis),3.170,3.720
4,2:00,3,1,DET 19,17,35,Carson Palmer pass complete short left to Larry Fitzgerald for 5 yards (tackle by Jarrad Davis),3.720,4.650
4,1:40,1,10,DET 14,17,35,"Carson Palmer pass incomplete short middle intended for Troy Niklas. Penalty on Jarrad Davis: Defensive Pass Interference, 13 yards (no play)",4.650,6.970
4,1:38,1,1,DET 1,23,35,"Carson Palmer pass complete short left to JJ Nelson for 1 yard, touchdown",6.970,7.000
4,1:33,,,DET 2,23,35,"Two Point Attempt: Carson Palmer pass incomplete intended for John Brown, conversion fails",0.000,-1.000
4,1:33,,,ARI 35,23,35,Phil Dawson kicks onside 9 yards,0.000,-2.650
4,1:33,1,10,ARI 44,23,35,Dwayne Washington right tackle for 6 yards (tackle by Josh Mauro),2.650,2.920
4,0:49,2,4,ARI 38,23,35,Dwayne Washington left tackle for 2 yards (tackle by Corey Peters),2.920,2.480
4,0:18,3,2,ARI 36,23,35,Matthew Stafford kneels for -1 yards,2.480,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
