Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
1,3:48,1,10,WAS 30,3,0,Mark Brunell pass incomplete intended for Rod Gardner (defended by Al Harris),0.940,0.390
1,3:44,2,10,WAS 30,3,0,Mark Brunell pass complete to Laveranues Coles for 9 yards (tackle by Na'il Diggs),0.390,0.890
1,2:57,3,1,WAS 39,3,0,Mark Brunell pass complete to Taylor Jacobs for -1 yards (tackle by Grady Jackson). Penalty on Cory Raymer: Offensive Holding (Declined),0.890,-0.850
1,2:34,4,2,WAS 38,3,0,"Tom Tupa punts 49 yards, returned by Antonio Chatman for 12 yards (tackle by Ade Jimoh)",-0.850,-0.610
1,2:23,1,10,GNB 25,3,0,Brett Favre pass incomplete intended for Javon Walker,0.610,0.060
1,2:14,2,10,GNB 25,3,0,Brett Favre pass incomplete intended for Donald Driver,0.060,-0.620
1,2:08,3,10,GNB 25,3,0,Brett Favre pass complete to Javon Walker for 18 yards (tackle by Ryan Clark),-0.620,1.800
1,1:30,1,10,GNB 43,3,0,Ahman Green left end for -3 yards (tackle by Joe Salave'a),1.800,0.850
1,0:52,2,13,GNB 40,3,0,Brett Favre pass complete to Robert Ferguson for 48 yards (tackle by Ryan Clark),0.850,4.780
1,0:27,1,10,WAS 12,3,0,Brett Favre pass complete to Bubba Franks for 7 yards (tackle by Lemar Marshall),4.780,5.410
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,WAS 5,3,0,Ahman Green right end for 1 yard (tackle by Andre Lott),5.410,4.840
2,14:24,3,2,WAS 4,3,0,Ahman Green up the middle for 1 yard (tackle by Marcus Washington),4.840,3.060
2,13:50,4,1,WAS 3,3,0,"Brett Favre pass incomplete intended for David Martin. Penalty on Lemar Marshall: Defensive Pass Interference, 2 yards (no play)",3.060,6.970
2,13:45,1,1,WAS 1,9,0,"Ahman Green left end for 1 yard, touchdown",6.970,7.000
2,,,,WAS 2,10,0,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,10,0,"Ryan Longwell kicks off 67 yards, returned by Ladell Betts for 22 yards (tackle by Torrance Marshall)",0.000,0.610
2,13:35,1,10,WAS 25,10,0,Clinton Portis up the middle for 2 yards (tackle by Na'il Diggs),0.610,0.330
2,13:08,2,8,WAS 27,10,0,Clinton Portis left tackle for 15 yards (tackle by Bhawoh Jue and Na'il Diggs),0.330,1.730
2,12:30,1,10,WAS 42,10,0,Mark Brunell pass complete to Laveranues Coles for 13 yards,1.730,2.590
2,12:08,1,10,GNB 45,10,0,Clinton Portis right tackle for 3 yards (tackle by Corey Williams),2.590,2.450
2,11:29,2,7,GNB 42,10,0,Mark Brunell pass complete to Taylor Jacobs for 8 yards,2.450,3.310
2,11:02,1,10,GNB 34,10,0,Mark Brunell sacked by Ahmad Carroll for -7 yards,3.310,1.830
2,10:29,2,17,GNB 41,10,0,Mark Brunell pass complete to Clinton Portis for -7 yards (tackle by Na'il Diggs),1.830,0.230
2,9:49,,,,10,0,Timeout #1 by Green Bay Packers,0.000,0.230
2,9:49,3,24,GNB 48,10,0,Mark Brunell sacked by Cullen Jenkins for -7 yards,0.230,-0.390
2,9:27,4,31,WAS 45,10,0,Tom Tupa punts 31 yards,-0.390,-0.540
2,9:17,1,10,GNB 24,10,0,Brett Favre pass complete to William Henderson for 3 yards (tackle by Fred Smoot),0.540,0.400
2,8:40,2,7,GNB 27,10,0,Brett Favre pass complete to Ahman Green for 48 yards (tackle by Ryan Clark),0.400,3.910
2,7:54,1,10,WAS 25,10,0,Najeh Davenport left end for 11 yards (tackle by Khary Campbell and Ryan Clark),3.910,4.650
2,7:12,1,10,WAS 14,10,0,Najeh Davenport right guard for 5 yards (tackle by Khary Campbell),4.650,4.900
2,6:33,2,5,WAS 9,16,0,"Brett Favre pass complete to Javon Walker for 9 yards, touchdown",4.900,7.000
2,,,,WAS 2,17,0,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,17,0,"Ryan Longwell kicks off 69 yards, returned by Ladell Betts for no gain",0.000,0.280
2,6:24,1,10,WAS 20,17,0,Mark Brunell pass complete to Chris Cooley for 21 yards (tackle by Bhawoh Jue),0.280,1.660
2,6:01,1,10,WAS 41,17,0,Clinton Portis left guard for 2 yards (tackle by Aaron Kampman),1.660,1.390
2,5:26,2,8,WAS 43,17,0,Mark Brunell pass incomplete intended for Taylor Jacobs is intercepted by Bhawoh Jue at GNB-29 and returned for 23 yards (tackle by Laveranues Coles),1.390,-2.390
2,5:12,1,10,WAS 48,17,0,"Brett Favre pass incomplete intended for Bubba Franks is intercepted by Shawn Springs at WAS-33 and returned for 28 yards (tackle by Mark Tauscher). Penalty on Brett Favre: Low Block, 15 yards",2.390,-3.970
2,4:51,1,10,GNB 24,17,0,Clinton Portis right end for 4 yards (tackle by Aaron Kampman and Hannibal Navies),3.970,3.970
2,4:10,2,6,GNB 20,17,0,Clinton Portis right end for -4 yards (tackle by Cletidus Hunt),3.970,2.740
2,3:24,,,,17,0,Timeout #1 by Washington Redskins,0.000,2.740
2,3:24,3,10,GNB 24,17,0,Mark Brunell sacked by Kabeer Gbaja-Biamila for -12 yards,2.740,0.880
2,3:00,,,,17,0,Timeout #2 by Washington Redskins,0.000,0.880
2,3:00,4,22,GNB 36,17,0,Mark Brunell pass complete to Robert Royal for 23 yards,0.880,4.710
2,2:35,1,10,GNB 13,17,0,Mark Brunell pass incomplete intended for Robert Royal,4.710,4.050
2,2:30,2,10,GNB 13,17,0,"Penalty on Mark Brunell: Delay of Game, 5 yards (no play)",4.050,3.400
2,2:30,2,15,GNB 18,17,0,Mark Brunell pass complete to Clinton Portis for 1 yard (tackle by Ahmad Carroll),3.400,2.880
2,2:00,3,14,GNB 17,17,0,"Mark Brunell pass incomplete intended for Clinton Portis. Penalty on Bhawoh Jue: Defensive Holding, 5 yards (no play)",2.880,4.780
2,1:55,1,10,GNB 12,17,6,"Mark Brunell pass complete to Rod Gardner for 12 yards, touchdown",4.780,7.000
2,,,,GNB 2,17,7,Ola Kimrin kicks extra point good,0.000,0.000
2,,,,WAS 30,17,7,"Ola Kimrin kicks off 72 yards, returned by Najeh Davenport for 26 yards (tackle by Pat Dennis)",0.000,0.540
2,1:44,1,10,GNB 24,17,7,Brett Favre pass complete to Ahman Green for 12 yards (tackle by Fred Smoot),0.540,1.330
2,1:16,1,10,GNB 36,17,7,Brett Favre pass complete to David Martin for 25 yards (tackle by Pat Dennis),1.330,2.980
2,0:49,1,10,WAS 39,17,7,"Brett Favre pass complete to Javon Walker for 6 yards (tackle by Walt Harris). Javon Walker fumbles (forced by Walt Harris), recovered by Phillip Daniels at WAS-33. Penalty on Grey Ruegamer: Unnecessary Roughness, 15 yards",2.980,-2.130
2,0:36,1,10,WAS 48,17,7,"Mark Brunell pass complete to Clinton Portis for -3 yards (tackle by Nick Barnett). Penalty on Robert Royal: Illegal Formation, 5 yards (no play)",2.130,1.800
2,0:29,1,15,WAS 43,17,7,Mark Brunell pass complete to Clinton Portis for 2 yards,1.800,1.180
2,0:07,,,,17,7,Timeout #3 by Washington Redskins,0.000,0.000
2,0:07,,,,17,7,Timeout #2 by Green Bay Packers,0.000,1.180
2,0:07,2,13,WAS 45,17,7,Mark Brunell pass incomplete intended for Laveranues Coles,1.180,0.500
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,17,7,"Ola Kimrin kicks onside 14 yards, recovered by Bhawoh Jue",0.000,2.650
3,14:59,1,10,WAS 44,17,7,Ahman Green up the middle for -1 yards (tackle by Renaldo Wynn),2.650,1.980
3,14:22,2,11,WAS 45,17,7,Brett Favre pass incomplete intended for Robert Ferguson,1.980,1.290
3,14:19,3,11,WAS 45,17,7,Brett Favre pass complete to Javon Walker for 21 yards (tackle by Shawn Springs),1.290,3.970
3,13:38,1,10,WAS 24,17,7,Ahman Green left end for 3 yards (tackle by Cornelius Griffin),3.970,3.840
3,13:03,2,7,WAS 21,17,7,Brett Favre pass incomplete intended for Robert Ferguson (defended by Cornelius Griffin),3.840,3.140
3,12:59,3,7,WAS 21,17,7,Brett Favre pass incomplete intended for Javon Walker,3.140,2.060
3,12:54,4,7,WAS 21,20,7,Ryan Longwell 39 yard field goal good,2.060,3.000
3,,,,GNB 30,20,7,"Ryan Longwell kicks off 66 yards, returned by Ladell Betts for 35 yards (tackle by Joey Thomas)",0.000,1.530
3,12:42,1,10,WAS 39,20,7,Clinton Portis left tackle for no gain (tackle by Kabeer Gbaja-Biamila),1.530,0.990
3,12:01,2,10,WAS 39,20,7,Mark Brunell pass complete to Laveranues Coles for 14 yards (tackle by Bhawoh Jue),0.990,2.460
3,11:14,1,10,GNB 47,20,7,"Penalty on Derrick Dockery: False Start, 5 yards (no play)",2.460,2.130
3,10:53,1,15,WAS 48,20,7,Mark Brunell pass complete to Clinton Portis for 4 yards (tackle by Na'il Diggs),2.130,1.780
3,10:13,2,11,GNB 48,20,7,Mark Brunell pass incomplete intended for Laveranues Coles,1.780,1.090
3,10:08,3,11,GNB 48,20,7,Mark Brunell pass incomplete intended for Laveranues Coles,1.090,0.070
3,10:02,4,11,GNB 48,20,7,"Tom Tupa punts 34 yards, fair catch by Antonio Chatman",0.070,0.280
3,9:54,1,10,GNB 14,20,7,Brett Favre pass complete to William Henderson for 6 yards (tackle by Shawn Springs),-0.280,0.150
3,9:17,2,4,GNB 20,20,7,Ahman Green left end for 4 yards (tackle by Renaldo Wynn and Antonio Pierce),0.150,0.540
3,8:40,1,10,GNB 24,20,7,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Jermaine Haley: Roughing the Passer, 15 yards (no play)",0.540,1.530
3,8:33,1,10,GNB 39,20,7,Ahman Green up the middle for 3 yards (tackle by Lemar Marshall),1.530,1.390
3,7:57,2,7,GNB 42,20,7,Brett Favre pass complete to William Henderson for 1 yard (tackle by Antonio Pierce),1.390,0.830
3,7:11,3,6,GNB 43,20,7,Brett Favre pass incomplete intended for Donald Driver,0.830,-0.520
3,7:05,4,6,GNB 43,20,7,"Bryan Barker punts 49 yards, fair catch by James Thrash. Penalty on Nick Barnett: Illegal Formation, 5 yards (no play)",-0.520,-0.850
3,6:56,4,11,GNB 38,20,7,"Bryan Barker punts 56 yards, returned by James Thrash for 11 yards (tackle by William Henderson)",-0.850,0.060
3,6:44,1,10,WAS 17,20,7,Clinton Portis left tackle for 4 yards (tackle by Aaron Kampman),-0.060,0.080
3,6:16,2,6,WAS 21,20,7,Clinton Portis right end for 1 yard (tackle by Grady Jackson),0.080,-0.620
3,5:40,3,5,WAS 22,20,7,Mark Brunell pass incomplete intended for Rod Gardner (defended by Al Harris),-0.620,-1.900
3,5:33,4,5,WAS 22,20,7,"Tom Tupa punts 53 yards, returned by Antonio Chatman for 15 yards (tackle by Mike Sellers)",-1.900,-1.600
3,5:22,1,10,GNB 40,20,7,Ahman Green right end for 5 yards (tackle by Marcus Washington),1.600,1.730
3,4:38,2,5,GNB 45,20,7,Ahman Green left end for 2 yards (tackle by Cornelius Griffin and Lemar Marshall),1.730,1.290
3,3:56,3,3,GNB 47,20,7,Brett Favre pass complete to Nick Luchey for 11 yards (tackle by Lemar Marshall),1.290,2.790
3,3:24,1,10,WAS 42,20,7,"Ahman Green right end for 2 yards. Penalty on Bubba Franks: Illegal Shift, 5 yards (no play)",2.790,2.460
3,3:03,1,15,WAS 47,20,7,Ahman Green left end for -2 yards (tackle by Ryan Clark),2.460,1.300
3,2:20,2,17,WAS 49,20,7,"Brett Favre sacked by Marcus Washington for -12 yards. Brett Favre fumbles (forced by Marcus Washington), recovered by Brett Favre at GNB-35",1.300,-1.480
3,1:49,3,33,GNB 35,20,7,Ahman Green right end for 6 yards (tackle by Cornelius Griffin). Penalty on Marco Rivera: Offensive Holding (Declined),-1.480,-0.650
3,1:38,4,27,GNB 41,20,7,"Bryan Barker punts 40 yards, returned by James Thrash for 6 yards (tackle by Torrance Marshall)",-0.650,-0.610
3,1:28,1,10,WAS 25,20,7,Mark Brunell pass incomplete intended for Rod Gardner,0.610,0.060
3,1:21,2,10,WAS 25,20,7,Mark Brunell pass complete to Laveranues Coles for 15 yards (tackle by Ahmad Carroll),0.060,1.600
3,0:43,1,10,WAS 40,20,7,Mark Brunell pass incomplete intended for Robert Royal,1.600,1.050
3,0:35,2,10,WAS 40,20,7,Mark Brunell pass complete to Laveranues Coles for 17 yards (tackle by Hannibal Navies),1.050,2.720
Quarter,Time,Down,ToGo,Location,GNB,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 43,20,7,Clinton Portis left tackle for 7 yards (tackle by Aaron Kampman and James Lee),2.720,3.120
4,14:17,2,3,GNB 36,20,7,Clinton Portis right guard for 8 yards (tackle by Kabeer Gbaja-Biamila),3.120,3.710
4,13:35,1,10,GNB 28,20,7,Clinton Portis right guard for 8 yards (tackle by Mark Roman),3.710,4.250
4,12:54,2,2,GNB 20,20,7,Clinton Portis left guard for 3 yards (tackle by Aaron Kampman),4.250,4.440
4,12:11,1,10,GNB 17,20,7,Mark Brunell pass incomplete intended for Chris Cooley,4.440,3.850
4,12:05,2,10,GNB 17,20,7,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Grady Jackson). Penalty on Ray Brown: Illegal Formation (Declined),3.850,3.070
4,12:00,3,10,GNB 17,20,7,Mark Brunell pass incomplete intended for Laveranues Coles,3.070,2.310
4,11:55,4,10,GNB 17,20,7,Ola Kimrin 35 yard field goal no good,2.310,-0.610
4,11:50,1,10,GNB 25,20,7,Ahman Green right end for no gain (tackle by Marcus Washington and Shawn Springs),0.610,0.060
4,11:10,2,10,GNB 25,20,7,Brett Favre pass incomplete intended for Robert Ferguson,0.060,-0.620
4,11:04,3,10,GNB 25,20,7,Brett Favre pass complete to Ahman Green for 13 yards (tackle by Antonio Pierce),-0.620,1.470
4,10:24,1,10,GNB 38,20,7,Najeh Davenport left end for 2 yards (tackle by Todd Franz),1.470,1.190
4,9:45,2,8,GNB 40,20,7,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Shawn Springs: Defensive Pass Interference, 20 yards (no play)",1.190,2.920
4,9:39,1,10,WAS 40,20,7,Ahman Green left end for 1 yard (tackle by Phillip Daniels),2.920,2.510
4,8:55,2,9,WAS 39,20,7,Brett Favre pass complete to Javon Walker for 3 yards (tackle by Phillip Daniels),2.510,2.210
4,8:15,3,6,WAS 36,20,7,Brett Favre pass incomplete intended for Donald Driver,2.210,0.880
4,8:08,4,6,WAS 36,20,7,"Bryan Barker punts 36 yards, touchback",0.880,-0.280
4,7:59,1,10,WAS 20,20,7,Mark Brunell sacked by Aaron Kampman for -1 yards,0.280,-0.460
4,7:36,2,11,WAS 19,20,7,Mark Brunell pass complete to Taylor Jacobs for 6 yards,-0.460,-0.300
4,7:10,3,5,WAS 25,20,7,"Penalty on Ray Brown: False Start, 5 yards (no play)",-0.300,-0.960
4,6:52,3,10,WAS 20,20,7,Mark Brunell pass incomplete intended for Clinton Portis,-0.960,-2.030
4,6:45,4,10,WAS 20,20,7,"Tom Tupa punts 44 yards, returned by Antonio Chatman for 3 yards (tackle by James Thrash)",-2.030,-1.530
4,6:36,1,10,GNB 39,20,7,Ahman Green up the middle for 5 yards (tackle by Lemar Marshall),1.530,1.660
4,5:55,2,5,GNB 44,20,7,Ahman Green up the middle for -4 yards (tackle by Cornelius Griffin),1.660,0.430
4,5:14,3,9,GNB 40,20,7,Brett Favre pass incomplete intended for Tony Fisher is intercepted by Shawn Springs at GNB-46 and returned for 29 yards,0.430,-4.440
4,5:03,1,10,GNB 17,20,7,"Mark Brunell pass incomplete intended for Laveranues Coles. Penalty on Ahmad Carroll: Defensive Holding, 5 yards (no play)",4.440,4.780
4,4:57,1,10,GNB 12,20,7,Mark Brunell pass incomplete intended for Rod Gardner,4.780,4.100
4,4:52,2,10,GNB 12,20,13,"Mark Brunell pass complete to Rod Gardner for 12 yards, touchdown",4.100,7.000
4,,,,GNB 2,20,14,Ola Kimrin kicks extra point good,0.000,0.000
4,,,,WAS 30,20,14,"Ola Kimrin kicks off 66 yards, returned by Najeh Davenport for 23 yards (tackle by Rock Cartwright). Penalty on Nick Luchey: Offensive Holding, 10 yards",0.000,-0.060
4,4:40,1,10,GNB 17,20,14,Ahman Green left guard for 3 yards (tackle by Joe Salave'a and Antonio Pierce),-0.060,-0.060
4,4:02,2,7,GNB 20,20,14,Brett Favre pass incomplete intended for Robert Ferguson is intercepted by Fred Smoot at WAS-38,-0.060,-1.470
4,3:51,1,10,WAS 38,20,14,Mark Brunell pass incomplete intended for Laveranues Coles,1.470,0.920
4,3:44,2,10,WAS 38,20,14,Mark Brunell pass complete to Rod Gardner for 17 yards (tackle by Al Harris),0.920,2.590
4,3:05,1,10,GNB 45,20,14,Mark Brunell pass complete to Chris Cooley for 2 yards (tackle by Bhawoh Jue),2.590,2.310
4,2:49,,,,20,14,Timeout #1 by Washington Redskins,0.000,2.310
4,2:49,2,8,GNB 43,20,14,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Nick Barnett),2.310,1.620
4,2:43,3,8,GNB 43,20,14,"Mark Brunell pass complete to Clinton Portis for 43 yards. Penalty on James Thrash: Illegal Motion, 5 yards (no play)",1.620,0.960
4,2:35,3,13,GNB 48,20,14,Mark Brunell pass incomplete intended for Rod Gardner is intercepted by Al Harris at GNB-35 and returned for 29 yards (tackle by Cory Raymer),0.960,-3.180
4,2:25,1,10,WAS 36,20,14,Ahman Green right end for 17 yards (tackle by Ryan Clark),3.180,4.310
4,2:00,1,10,WAS 19,20,14,Ahman Green right guard for 5 yards (tackle by Brandon Noble),4.310,4.530
4,1:55,,,,20,14,Timeout #2 by Washington Redskins,0.000,4.530
4,1:55,2,5,WAS 14,20,14,Ahman Green left tackle for 3 yards (tackle by Cornelius Griffin),4.530,4.430
4,1:48,,,,20,14,Timeout #3 by Washington Redskins,0.000,4.430
4,1:48,3,2,WAS 11,26,14,"Ahman Green right tackle for 11 yards, touchdown",4.430,7.000
4,1:44,,,,26,14,Timeout #1 by Green Bay Packers,0.000,0.000
4,,,,,28,14,"Two Point Attempt: Brett Favre pass complete to Robert Ferguson, conversion succeeds",1.000,1.000
4,,,,GNB 30,28,14,"Ryan Longwell kicks off 64 yards, returned by James Thrash for 22 yards (tackle by Torrance Marshall)",0.000,0.810
4,1:39,1,10,WAS 28,28,14,"Mark Brunell pass complete to Clinton Portis for 4 yards (tackle by Bhawoh Jue). Penalty on Bhawoh Jue: Face Mask (5 Yards), 5 yards",0.810,1.480
4,1:31,2,1,WAS 37,28,14,Mark Brunell pass complete to Laveranues Coles for 9 yards (tackle by Nick Barnett),1.480,1.990
4,1:06,1,10,WAS 46,28,14,Mark Brunell pass complete to Clinton Portis for 6 yards (tackle by Cullen Jenkins),1.990,2.260
4,0:38,2,4,GNB 48,28,14,Mark Brunell pass complete to Clinton Portis for 7 yards (tackle by Nick Barnett),2.260,2.850
4,0:13,1,10,GNB 41,28,14,Mark Brunell pass complete to Taylor Jacobs for 8 yards,2.850,3.390
4,0:07,2,2,GNB 33,28,14,Mark Brunell pass incomplete intended for Rod Gardner,3.390,2.680
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
