Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
2,1:55,,,SEA 35,17,17,"Michael Dickson kicks off 58 yards, returned by Blake Countess for no gain (tackle by Maurice Alexander)",0.000,-0.060
2,1:50,1,10,LAR 17,17,17,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",-0.060,-0.510
2,1:50,1,15,LAR 12,17,17,"Jared Goff pass complete deep right to Brandin Cooks for 18 yards (tackle by Tedric Thompson). Brandin Cooks fumbles (forced by Tedric Thompson), recovered by Tre Flowers at LA-30 (tackle by Brandin Cooks). Penalty on Tre Flowers: Defensive Holding, 5 yards (no play)",-0.510,-0.060
2,1:45,1,10,LAR 17,17,17,Jared Goff pass complete short left to Gerald Everett for 9 yards (tackle by Bobby Wagner),-0.060,0.750
2,1:15,2,1,LAR 26,17,17,Jared Goff pass complete short middle to Robert Woods for 16 yards (tackle by Tre Flowers),0.750,1.730
2,1:02,,,,,,Timeout #3 by Seattle Seahawks,,
2,1:02,1,10,LAR 42,17,17,Jared Goff pass complete short middle to Cooper Kupp for 11 yards (tackle by Barkevious Mingo),1.730,2.460
2,0:38,1,10,SEA 47,17,17,Jared Goff pass complete short middle to Tyler Higbee for 9 yards (tackle by Bradley McDougald),2.460,3.130
2,0:20,2,1,SEA 38,17,17,Jared Goff pass complete short right to Robert Woods for 8 yards (tackle by Bradley McDougald),3.130,3.580
2,0:17,1,10,SEA 30,17,17,Jared Goff pass incomplete short right intended for Tyler Higbee,3.580,3.030
2,0:12,2,10,SEA 30,17,17,"Penalty on Tyler Higbee: False Start, 5 yards (no play)",3.030,2.360
2,0:12,2,15,SEA 35,17,17,"Jared Goff sacked by. Jared Goff fumbles, recovered by John Sullivan at SEA-43 (tackle by Quinton Jefferson)",2.360,0.630
2,0:03,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:03,3,23,SEA 43,17,17,"Penalty on LAR: Delay of Game, 5 yards (no play)",0.630,-0.030
2,0:03,3,28,SEA 48,17,17,Jared Goff pass deep middle intended for Cooper Kupp is intercepted by Tedric Thompson at SEA-0 and returned for no gain,-0.030,0.000
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,17,17,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,17,17,Chris Carson right tackle for 4 yards (tackle by Ndamukong Suh and Cory Littleton),0.610,0.600
3,14:22,2,6,SEA 29,17,17,Russell Wilson pass complete short right to Nick Vannett for 3 yards (tackle by Mark Barron),0.600,0.300
3,13:42,3,3,SEA 32,17,17,Mike Davis up the middle for 37 yards (tackle by John Johnson),0.300,3.510
3,13:04,1,10,LAR 31,17,17,Russell Wilson pass incomplete short right intended for Tre Madden,3.510,2.970
3,12:59,2,10,LAR 31,17,17,Chris Carson up the middle for 9 yards (tackle by Cory Littleton),2.970,3.470
3,12:22,3,1,LAR 22,17,17,Chris Carson up the middle for 5 yards (tackle by Cory Littleton and John Johnson),3.470,4.440
3,11:46,1,10,LAR 17,17,17,Russell Wilson pass complete short right to Chris Carson for 11 yards (tackle by Mark Barron),4.440,5.830
3,11:19,1,6,LAR 6,17,17,Mike Davis left end for 3 yards (tackle by Mark Barron and Ndamukong Suh),5.830,5.530
3,10:43,2,3,LAR 3,17,23,"Russell Wilson pass complete short right to David Moore for 3 yards, touchdown",5.530,7.000
3,10:34,,,LAR 15,17,24,Sebastian Janikowski kicks extra point good,0.000,0.000
3,10:34,,,SEA 35,17,24,"Michael Dickson kicks off 45 yards, returned by Matt Longacre for no gain (tackle by Jaron Brown)",0.000,1.330
3,10:29,1,10,LAR 36,17,24,Todd Gurley left tackle for 1 yard (tackle by Barkevious Mingo),1.330,0.930
3,9:47,2,9,LAR 37,17,24,Jared Goff pass complete deep middle to Josh Reynolds for 22 yards (tackle by Tedric Thompson and Shaquill Griffin),0.930,2.850
3,9:16,1,10,SEA 41,17,24,Jared Goff pass complete deep left to Josh Reynolds for 17 yards (tackle by Tedric Thompson),2.850,3.970
3,8:41,1,10,SEA 24,17,24,Josh Reynolds right end for 10 yards (tackle by Austin Calitro),3.970,4.650
3,8:02,1,10,SEA 14,17,24,Todd Gurley right guard for 3 yards (tackle by Jarran Reed and Bobby Wagner),4.650,4.520
3,7:16,2,7,SEA 11,17,24,Jared Goff pass complete short middle to Gerald Everett for 10 yards (tackle by Bradley McDougald),4.520,6.970
3,6:33,1,1,SEA 1,17,24,Todd Gurley up the middle for -3 yards (tackle by Bradley McDougald and Shaquill Griffin),6.970,5.340
3,5:51,,,,,,Timeout #1 by Los Angeles Rams,,
3,5:51,2,4,SEA 4,17,24,Todd Gurley left tackle for 2 yards (tackle by Shamar Stephen),5.340,4.950
3,5:08,3,2,SEA 2,23,24,"Todd Gurley left tackle for 2 yards, touchdown",4.950,7.000
3,5:04,,,SEA 15,24,24,Cairo Santos kicks extra point good,0.000,0.000
3,5:04,,,LAR 35,24,24,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,5:04,1,10,SEA 25,24,24,Chris Carson left end for 11 yards (tackle by Lamarcus Joyner and Troy Hill),0.610,1.330
3,4:36,1,10,SEA 36,24,24,Russell Wilson pass incomplete short right. Penalty on Marcus Peters: Defensive Holding (Offsetting) (no play),1.330,1.330
3,4:30,1,10,SEA 36,24,24,Mike Davis up the middle for 6 yards (tackle by Mark Barron),1.330,1.600
3,3:57,2,4,SEA 42,24,24,Mike Davis up the middle for 3 yards (tackle by Samson Ebukam),1.600,1.290
3,3:11,3,1,SEA 45,24,24,Chris Carson up the middle for 21 yards (tackle by Marcus Peters and Lamarcus Joyner),1.290,3.310
3,2:28,1,10,LAR 34,24,24,Russell Wilson pass incomplete deep middle intended for Darrell Daniels (defended by Cory Littleton),3.310,2.770
3,2:23,2,10,LAR 34,24,24,Mike Davis left guard for 4 yards (tackle by John Johnson),2.770,2.610
3,1:41,3,6,LAR 30,24,30,"Russell Wilson pass complete deep right to David Moore for 30 yards, touchdown",2.610,7.000
3,1:35,,,LAR 15,24,31,Sebastian Janikowski kicks extra point good,0.000,0.000
3,1:35,,,SEA 35,24,31,"Michael Dickson kicks off 52 yards, returned by Blake Countess for no gain (tackle by Neiko Thorpe)",0.000,0.670
3,1:30,1,10,LAR 26,24,31,Robert Woods right end for 56 yards (tackle by Shaquill Griffin),0.670,4.370
3,0:56,1,10,SEA 18,24,31,Jared Goff pass incomplete short left intended for Tyler Higbee,4.370,3.800
3,0:53,,,,,,Timeout #2 by Los Angeles Rams,,
3,0:53,2,10,SEA 18,24,31,Jared Goff right end for 3 yards (tackle by Barkevious Mingo),3.800,3.460
3,0:14,3,7,SEA 15,24,31,Jared Goff pass complete short left to Gerald Everett for 5 yards (tackle by Barkevious Mingo),3.460,2.890
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,SEA 10,24,31,"Jared Goff pass incomplete short right intended for Robert Woods. Penalty on Shaquill Griffin: Defensive Pass Interference, 5 yards (no play)",2.890,6.060
4,14:57,1,5,SEA 5,30,31,"Todd Gurley left guard for 5 yards, touchdown",6.060,7.000
4,14:54,,,SEA 15,30,31,Cairo Santos kicks extra point no good wide left,0.000,-1.000
4,14:54,,,LAR 35,30,31,"Cairo Santos kicks off no gain, returned by Tyler Lockett for no gain (tackle by Malcolm Brown) Penalty on LAR: Illegal Formation, 5 yards (no play)",0.000,0.000
4,14:50,,,LAR 30,30,31,"Cairo Santos kicks off 68 yards, returned by Tyler Lockett for no gain (tackle by Blake Countess)",0.000,-0.320
4,14:44,1,10,SEA 13,30,31,Chris Carson right tackle for 18 yards (tackle by Samson Ebukam and Nickell Robey-Coleman),-0.320,1.000
4,14:04,1,10,SEA 31,30,31,Russell Wilson pass incomplete deep right intended for Nick Vannett (defended by Marcus Peters),1.000,0.460
4,13:59,2,10,SEA 31,30,31,Mike Davis right tackle for no gain (tackle by Marcus Peters and Cory Littleton),0.460,-0.230
4,13:14,3,10,SEA 31,30,31,"Russell Wilson sacked by Ndamukong Suh for no gain. Penalty on Nickell Robey-Coleman: Illegal Contact, 5 yards (no play)",-0.230,1.330
4,12:46,1,10,SEA 36,30,31,Mike Davis right tackle for -1 yards (tackle by Mark Barron and John Johnson),1.330,0.660
4,11:58,,,,,,Timeout #1 by Seattle Seahawks,,
4,11:58,2,11,SEA 35,30,31,Chris Carson left end for 1 yard (tackle by Troy Hill),0.660,0.100
4,11:16,3,10,SEA 36,30,31,Russell Wilson sacked by Ndamukong Suh for -8 yards,0.100,-1.500
4,10:41,4,18,SEA 28,30,31,"Michael Dickson punts 54 yards, fair catch by Robert Woods at LA-18",-1.500,-0.040
4,10:34,1,10,LAR 18,30,31,Jared Goff pass incomplete deep right intended for Josh Reynolds (defended by Justin Coleman),0.040,-0.490
4,10:28,2,10,LAR 18,30,31,Jared Goff pass complete short left to KhaDarel Hodge for 14 yards (tackle by Tre Flowers),-0.490,1.070
4,9:49,1,10,LAR 32,30,31,Todd Gurley left tackle for 6 yards (tackle by Bradley McDougald and Bobby Wagner),1.070,1.340
4,9:04,,,,,,Timeout #3 by Los Angeles Rams,,
4,9:04,2,4,LAR 38,30,31,Jared Goff pass complete short left to Robert Woods for 20 yards (tackle by Justin Coleman),1.340,2.790
4,8:36,1,10,SEA 42,30,31,Jared Goff pass complete short middle to Robert Woods for 17 yards (tackle by Barkevious Mingo),2.790,3.910
4,7:56,1,10,SEA 25,30,31,Todd Gurley left tackle for 1 yard (tackle by Bradley McDougald),3.910,3.500
4,7:32,2,9,SEA 24,30,31,Robert Woods right tackle for -3 yards (tackle by Frank Clark),3.500,2.410
4,6:49,3,12,SEA 27,30,31,Todd Gurley right guard for 6 yards (tackle by Barkevious Mingo and Bobby Wagner),2.410,2.080
4,6:09,4,6,SEA 21,33,31,Cairo Santos 39 yard field goal good,2.080,3.000
4,6:05,,,LAR 35,33,31,"Cairo Santos kicks off 67 yards, returned by Tyler Lockett for no gain (tackle by Malcolm Brown)",0.000,0.410
4,5:57,1,10,SEA 22,33,31,Chris Carson left guard for 2 yards (tackle by Michael Brockers and Ndamukong Suh),0.410,0.140
4,5:19,2,8,SEA 24,33,31,Russell Wilson pass complete deep middle to Tyler Lockett for 44 yards (tackle by Troy Hill and Nickell Robey-Coleman),0.140,3.450
4,4:28,1,10,LAR 32,33,31,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",3.450,3.120
4,4:27,1,15,LAR 37,33,31,Mike Davis up the middle for 2 yards (tackle by Matt Longacre and Mark Barron),3.120,2.500
4,3:53,2,13,LAR 35,33,31,"Mike Davis left tackle for no gain (tackle by Troy Hill). Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",2.500,1.150
4,3:49,2,23,LAR 45,33,31,Russell Wilson pass incomplete short right intended for Tyler Lockett (defended by Cory Littleton),1.150,0.500
4,3:45,3,23,LAR 45,33,31,Russell Wilson pass incomplete short right,0.500,0.270
4,3:38,4,23,LAR 45,33,31,Michael Dickson punts 24 yards downed by Tyler Ott,0.270,-0.340
4,3:28,1,10,LAR 21,33,31,Todd Gurley right tackle for 12 yards (tackle by Tedric Thompson),0.340,1.140
4,2:42,1,10,LAR 33,33,31,Todd Gurley left tackle for 2 yards (tackle by Shamar Stephen and Jarran Reed),1.140,0.860
4,2:00,2,8,LAR 35,33,31,Todd Gurley left end for 7 yards (tackle by Bradley McDougald),0.860,1.090
4,1:52,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:52,3,1,LAR 42,33,31,Todd Gurley left guard for no gain (tackle by Tedric Thompson),1.090,-0.590
4,1:39,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:39,4,1,LAR 42,33,31,Jared Goff up the middle for 2 yards (tackle by Barkevious Mingo),-0.590,1.860
4,1:06,1,10,LAR 44,33,31,Jared Goff kneels for -1 yards,1.860,1.180
4,0:26,2,11,LAR 43,33,31,Jared Goff kneels for -1 yards,1.180,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
