Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
1,9:42,3,9,JAX 35,7,0,Byron Leftwich up the middle for 11 yards (tackle by Zach Thomas and Rob Burnett),0.100,1.990
1,8:58,1,10,JAX 46,7,0,Fred Taylor up the middle for 6 yards (tackle by Brock Marion and Morlon Greenwood),1.990,2.260
1,8:19,2,4,MIA 48,7,0,"Fred Taylor up the middle for -2 yards (tackle by Jason Taylor). Fred Taylor fumbles (forced by Jason Taylor), recovered by Fred Taylor at MIA-48",2.260,1.290
1,7:33,3,6,JAX 50,7,0,Chris Fuamatu-Ma'afala up the middle for 7 yards (tackle by Jay Williams). Penalty on Terrell Buckley: Defensive Offside (Declined),1.290,2.720
1,7:19,1,10,MIA 43,7,0,Chris Fuamatu-Ma'afala up the middle for 4 yards (tackle by Morlon Greenwood),2.720,2.720
1,6:37,2,6,MIA 39,7,0,Byron Leftwich pass incomplete is intercepted by Jeff Zgonina at MIA-42,2.720,-1.730
1,6:31,1,10,MIA 42,7,0,Jay Fiedler pass incomplete intended for Chris Chambers,1.730,1.190
1,6:24,2,10,MIA 42,7,0,Jay Fiedler pass complete to Chris Chambers for 9 yards (tackle by Jason Craft),1.190,1.690
1,5:42,3,1,JAX 49,7,0,Ricky Williams up the middle for 3 yards (tackle by Mike Peterson),1.690,2.520
1,5:02,1,10,JAX 46,7,0,Jay Fiedler pass complete to Travis Minor for 12 yards (tackle by Paul Spicer),2.520,3.310
1,4:14,1,10,JAX 34,7,0,Jay Fiedler pass incomplete intended for Chris Chambers,3.310,2.770
1,4:08,2,10,JAX 34,7,0,Ricky Williams left tackle for 1 yard (tackle by Akin Ayodele),2.770,2.210
1,3:23,3,9,JAX 33,7,0,Jay Fiedler pass incomplete intended for Randy McMichael (defended by Marcus Stroud),2.210,1.150
1,3:14,4,9,JAX 33,10,0,Olindo Mare 51 yard field goal good,1.150,3.000
1,,,,MIA 30,10,0,"Olindo Mare kicks off 75 yards, touchback",0.000,0.280
1,3:12,1,10,JAX 20,10,0,Byron Leftwich pass complete to Jimmy Smith for 8 yards (tackle by Sam Madison),0.280,0.810
1,2:39,2,2,JAX 28,10,0,Fred Taylor up the middle for 1 yard (tackle by Jason Taylor),0.810,0.230
1,2:00,3,1,JAX 29,10,0,Marc Edwards up the middle for 3 yards (tackle by Patrick Surtain),0.230,1.070
1,1:26,1,10,JAX 32,10,0,Fred Taylor up the middle for 3 yards (tackle by Dario Romero and Tommy Hendricks),1.070,0.930
1,0:52,2,7,JAX 35,10,0,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Adewale Ogunleye),0.930,0.230
1,0:49,3,7,JAX 35,10,0,Byron Leftwich pass complete to Troy Edwards for 15 yards (tackle by Brock Marion),0.230,2.260
1,0:11,1,10,JAX 50,10,0,Fred Taylor right tackle for no gain (tackle by Brock Marion),2.260,1.710
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,JAX 50,10,0,"Byron Leftwich pass incomplete intended for Troy Edwards. Penalty on Jason Taylor: Defensive Offside, 5 yards (no play)",1.710,2.390
2,14:57,2,5,MIA 45,10,0,Byron Leftwich pass complete to Jimmy Smith for 10 yards (tackle by Patrick Surtain). Penalty on Jay Williams: Defensive Offside (Declined),2.390,3.250
2,14:35,1,10,MIA 35,10,0,Fred Taylor left end for no gain (tackle by Sam Madison),3.250,2.700
2,13:56,2,10,MIA 35,10,0,"Byron Leftwich pass incomplete intended for Jimmy Smith. Penalty on Brock Marion: Defensive Pass Interference, 20 yards (no play)",2.700,4.580
2,13:50,1,10,MIA 15,10,0,Fred Taylor up the middle for 3 yards (tackle by Zach Thomas),4.580,4.450
2,13:08,2,7,MIA 12,10,0,Byron Leftwich pass incomplete intended for Fred Taylor,4.450,3.580
2,13:08,3,7,MIA 12,10,0,"Penalty on Chris Naeole: False Start, 5 yards (no play)",3.580,2.980
2,13:08,3,12,MIA 17,10,0,"Byron Leftwich pass incomplete intended for Jimmy Smith. Penalty on Zach Thomas: Defensive Pass Interference, 14 yards (no play)",2.980,6.510
2,12:58,1,3,MIA 3,10,0,"Penalty on Mike Pearson: False Start, 5 yards (no play)",6.510,5.370
2,12:58,1,8,MIA 8,10,0,Byron Leftwich pass complete to Troy Edwards for 6 yards (tackle by Sammy Knight),5.370,5.720
2,12:16,,,,10,0,Timeout #1 by Miami Dolphins,0.000,5.720
2,12:16,2,2,MIA 2,10,0,Byron Leftwich pass incomplete intended for Troy Edwards,5.720,4.950
2,12:08,3,2,MIA 2,10,0,Chris Fuamatu-Ma'afala left tackle for no gain (tackle by Rob Burnett),4.950,3.250
2,11:27,4,2,MIA 2,10,3,Seth Marler 20 yard field goal good,3.250,3.000
2,,,,JAX 30,10,3,"Seth Marler kicks off 72 yards, returned by Charlie Rogers for 19 yards (tackle by Danny Clark)",0.000,-0.060
2,11:18,1,10,MIA 17,10,3,Ricky Williams up the middle for 2 yards (tackle by Fernando Bryant),-0.060,-0.250
2,10:37,2,8,MIA 19,10,3,Jay Fiedler pass complete to Obafemi Ayanbadejo for 9 yards (tackle by Fernando Bryant),-0.250,0.810
2,9:56,1,10,MIA 28,10,3,"Ricky Williams up the middle for 28 yards (tackle by Donovin Darius). Penalty on Donovin Darius: Personal Foul, 15 yards",0.810,3.640
2,9:31,1,10,JAX 29,10,3,Jay Fiedler pass complete to Travis Minor for no gain,3.640,3.100
2,8:51,2,10,JAX 29,10,3,Travis Minor right end for 11 yards (tackle by Mike Peterson),3.100,4.370
2,8:18,1,10,JAX 18,10,3,"Ricky Williams right end for no gain (tackle by Lionel Barnes). Penalty on Tim Ruddy: Offensive Holding, 10 yards (no play)",4.370,3.710
2,7:53,1,20,JAX 28,10,3,"Ricky Williams up the middle for -1 yards (tackle by Donovin Darius). Penalty on Obafemi Ayanbadejo: Offensive Holding, 10 yards (no play)",3.710,3.050
2,7:31,1,30,JAX 38,10,3,Jay Fiedler pass incomplete intended for Chris Chambers is intercepted by Jason Craft at JAX-16 and returned for 21 yards (tackle by Derrius Thompson),3.050,-1.400
2,7:16,1,10,JAX 37,10,3,Byron Leftwich pass incomplete intended for Jimmy Smith,1.400,0.860
2,7:12,2,10,JAX 37,10,3,Byron Leftwich pass complete to Jimmy Smith for 8 yards (tackle by Sam Madison),0.860,1.220
2,6:33,3,2,JAX 45,10,3,Fred Taylor up the middle for 6 yards (tackle by Brock Marion),1.220,2.320
2,5:53,1,10,MIA 49,10,3,Byron Leftwich pass incomplete intended for Troy Edwards,2.320,1.780
2,5:46,2,10,MIA 49,10,3,Fred Taylor up the middle for 4 yards (tackle by Morlon Greenwood),1.780,1.620
2,5:46,3,6,MIA 45,10,3,"Penalty on Byron Leftwich: Delay of Game, 5 yards (no play)",1.620,0.960
2,4:26,3,11,JAX 50,10,3,Byron Leftwich pass incomplete intended for Jimmy Smith is intercepted by Sam Madison at MIA-30 and returned for 17 yards (tackle by Brad Meester),0.960,-2.060
2,4:26,1,10,MIA 47,10,3,Ricky Williams up the middle for 1 yard (tackle by Fernando Bryant),2.060,1.650
2,3:45,2,9,MIA 48,10,3,Jay Fiedler pass complete to Obafemi Ayanbadejo for 6 yards (tackle by Akin Ayodele),1.650,1.750
2,3:02,3,3,JAX 46,10,3,Jay Fiedler pass incomplete intended for James McKnight (defended by Fernando Bryant),1.750,0.200
2,2:54,4,3,JAX 46,10,3,Matt Turk punts 42 yards,0.200,0.380
2,2:44,1,10,JAX 4,10,3,"Byron Leftwich sacked by Jason Taylor for -4 yards. Byron Leftwich fumbles (forced by Jason Taylor), recovered by Byron Leftwich at JAX-3",-0.380,-0.850
2,2:12,2,11,JAX 3,10,3,Byron Leftwich pass complete to Fred Taylor for 2 yards (tackle by Morlon Greenwood),-0.850,-1.300
2,2:00,3,9,JAX 5,10,3,Byron Leftwich pass complete to Kyle Brady for 8 yards (tackle by Sam Madison),-1.300,-2.490
2,1:51,,,,10,3,Timeout #2 by Miami Dolphins,0.000,-2.490
2,1:49,4,1,JAX 13,10,3,"Mark Royals punts 47 yards, returned by Charlie Rogers for no gain. Penalty on Brendon Ayanbadejo: Roughing the Kicker, 15 yards (no play)",-2.490,0.810
2,1:37,1,10,JAX 28,10,3,Byron Leftwich pass incomplete intended for Fred Taylor (defended by Adewale Ogunleye),0.810,0.260
2,1:37,2,10,JAX 28,10,3,"Penalty on Mike Pearson: False Start, 5 yards (no play)",0.260,-0.410
2,1:31,2,15,JAX 23,10,3,Fred Taylor up the middle for 2 yards (tackle by Adewale Ogunleye),-0.410,-0.820
2,1:22,,,,10,3,Timeout #3 by Miami Dolphins,0.000,-0.820
2,1:22,3,13,JAX 25,10,3,Byron Leftwich pass complete to Fred Taylor for 4 yards (tackle by Tommy Hendricks),-0.820,-1.440
2,0:35,,,,10,3,Timeout #1 by Jacksonville Jaguars,0.000,-1.440
2,0:34,4,9,JAX 29,10,3,Mark Royals punts 42 yards,-1.440,-0.870
2,0:27,1,10,MIA 29,10,3,Jay Fiedler kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,10,3,"Seth Marler kicks off 59 yards, returned by Charlie Rogers for 25 yards (tackle by James Trapp)",0.000,1.330
3,14:51,1,10,MIA 36,10,3,Ricky Williams up the middle for -2 yards (tackle by Tony Brackens),1.330,0.520
3,14:14,2,12,MIA 34,10,3,Jay Fiedler pass complete to Derrius Thompson for 16 yards (tackle by Rashean Mathis),0.520,2.260
3,13:36,1,10,JAX 50,10,3,Jay Fiedler pass incomplete intended for Chris Chambers,2.260,1.710
3,13:29,2,10,JAX 50,10,3,Jay Fiedler sacked by Tony Brackens for -4 yards,1.710,0.500
3,12:53,3,14,MIA 46,10,3,Jay Fiedler pass incomplete intended for Chris Chambers,0.500,-0.320
3,12:47,4,14,MIA 46,10,3,"Matt Turk punts 54 yards, touchback",-0.320,-0.280
3,12:37,1,10,JAX 20,10,3,Fred Taylor up the middle for 3 yards (tackle by Larry Chester),0.280,0.140
3,12:12,2,7,JAX 23,10,3,Byron Leftwich pass incomplete intended for Kyle Brady (defended by Sammy Knight),0.140,-0.560
3,12:07,3,7,JAX 23,10,3,Byron Leftwich pass complete to Kyle Brady for 10 yards (tackle by Morlon Greenwood),-0.560,1.140
3,11:34,1,10,JAX 33,10,3,Byron Leftwich pass complete to Jimmy Smith for 21 yards (tackle by Brock Marion),1.140,2.520
3,11:16,1,10,MIA 46,10,3,LaBrandon Toefield up the middle for 4 yards (tackle by Zach Thomas),2.520,2.520
3,10:39,2,6,MIA 42,10,3,LaBrandon Toefield up the middle for 7 yards (tackle by Brock Marion and Morlon Greenwood),2.520,3.250
3,10:02,1,10,MIA 35,10,3,LaBrandon Toefield up the middle for 4 yards (tackle by Morlon Greenwood),3.250,3.240
3,9:24,2,6,MIA 31,10,3,Byron Leftwich pass incomplete intended for George Wrighster,3.240,2.540
3,9:24,3,6,MIA 31,10,3,"Penalty on Jay Williams: Encroachment, 5 yards (no play)",2.540,3.200
3,9:18,3,1,MIA 26,10,3,LaBrandon Toefield up the middle for no gain (tackle by Jeff Zgonina),3.200,1.890
3,8:38,4,1,MIA 26,10,3,Marc Edwards up the middle for no gain (tackle by Morlon Greenwood),1.890,-0.610
3,8:26,1,10,MIA 25,10,3,Jay Fiedler pass complete to Randy McMichael for 14 yards (tackle by Donovin Darius),0.610,1.530
3,8:05,1,10,MIA 39,10,3,Ricky Williams left tackle for -1 yards (tackle by John Henderson),1.530,0.850
3,7:27,2,11,MIA 38,10,3,Jay Fiedler pass complete to Obafemi Ayanbadejo for 12 yards (tackle by T.J. Slaughter),0.850,2.260
3,6:55,1,10,JAX 50,10,3,"Ricky Williams for -8 yards (tackle by Hugh Douglas). Ricky Williams fumbles (forced by Hugh Douglas), recovered by Akin Ayodele at MIA-42 (tackle by Ricky Williams)",2.260,-2.790
3,6:46,1,10,MIA 42,10,3,"Byron Leftwich sacked by Adewale Ogunleye for -8 yards. Byron Leftwich fumbles (forced by Adewale Ogunleye), recovered by Jason Taylor at MIA-48 (tackle by Mike Pearson)",2.790,-2.130
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
3,6:39,1,10,MIA 48,10,3,"Ricky Williams up the middle for no gain (tackle by Mike Peterson). Penalty on Tim Ruddy: Offensive Holding, 10 yards (no play)",2.130,1.470
3,6:19,1,20,MIA 38,10,3,"Ricky Williams up the middle for no gain (tackle by Tony Brackens). Penalty on Jamie Nails: Offensive Holding, 10 yards (no play)",1.470,0.810
3,5:55,1,30,MIA 28,10,3,Ricky Williams up the middle for 5 yards (tackle by Marcus Stroud),0.810,-0.440
3,5:11,2,25,MIA 33,10,3,Jay Fiedler pass complete to Obafemi Ayanbadejo for 12 yards (tackle by Rashean Mathis),-0.440,0.500
3,4:21,3,13,MIA 45,10,3,Jay Fiedler pass incomplete intended for James McKnight,0.500,-0.390
3,4:15,4,13,MIA 45,10,3,"Matt Turk punts 55 yards, touchback",-0.390,-0.280
3,4:04,1,10,JAX 20,10,3,Byron Leftwich pass complete to Troy Edwards for 8 yards (tackle by Sam Madison),0.280,0.810
3,3:35,2,2,JAX 28,10,3,Fred Taylor up the middle for 1 yard (tackle by Zach Thomas and Morlon Greenwood),0.810,0.230
3,2:51,3,1,JAX 29,10,3,Byron Leftwich up the middle for 4 yards (tackle by Jason Taylor),0.230,1.140
3,2:09,1,10,JAX 33,10,3,"Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Brock Marion). Penalty on Brock Marion: Defensive Pass Interference, 45 yards (no play)",1.140,4.110
3,2:01,1,10,MIA 22,10,3,Byron Leftwich pass complete to LaBrandon Toefield for 14 yards (tackle by Brock Marion),4.110,5.370
3,1:15,1,8,MIA 8,10,9,"Byron Leftwich up the middle for 8 yards, touchdown",5.370,7.000
3,,,,MIA 2,10,10,Seth Marler kicks extra point good,0.000,0.000
3,,,,JAX 30,10,10,"Seth Marler kicks off 60 yards, returned by Charlie Rogers for 27 yards (tackle by James Trapp)",0.000,1.400
3,0:59,1,10,MIA 37,10,10,Jay Fiedler pass complete to Obafemi Ayanbadejo for no gain,1.400,0.860
3,0:20,2,10,MIA 37,10,10,Jay Fiedler pass incomplete intended for Randy McMichael (defended by Donovin Darius),0.860,0.170
3,0:13,3,10,MIA 37,10,10,Jay Fiedler pass complete to James McKnight for 33 yards (tackle by Anthony Mitchell),0.170,3.580
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 30,10,10,Jay Fiedler pass incomplete intended for Randy McMichael,3.580,3.030
4,14:55,2,10,JAX 30,10,10,Ricky Williams up the middle for 8 yards (tackle by Akin Ayodele),3.030,3.400
4,14:15,3,2,JAX 22,10,10,Ricky Williams right end for 8 yards (tackle by Akin Ayodele),3.400,4.650
4,13:29,1,10,JAX 14,10,10,Jay Fiedler pass incomplete intended for Chris Chambers,4.650,4.000
4,13:24,,,,10,10,Timeout #1 by Miami Dolphins,0.000,4.000
4,13:24,2,10,JAX 14,10,10,Ricky Williams up the middle for 12 yards (tackle by Rashean Mathis),4.000,6.740
4,12:51,1,2,JAX 2,10,10,Ricky Williams up the middle for -2 yards (tackle by Tony Brackens),6.740,5.340
4,12:10,2,4,JAX 4,10,10,Jay Fiedler up the middle for -2 yards (tackle by Marcus Stroud),5.340,4.040
4,11:39,3,6,JAX 6,16,10,"Jay Fiedler pass complete to Obafemi Ayanbadejo for 3 yards (tackle by John Henderson). Obafemi Ayanbadejo fumbles (forced by John Henderson), recovered by Randy McMichael at JAX-2 and returned for 2 yards, touchdown",4.040,7.000
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
4,,,,JAX 2,17,10,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,17,10,"Olindo Mare kicks off 64 yards, returned by Troy Edwards for 20 yards (tackle by Obafemi Ayanbadejo). Penalty on Chris Fuamatu-Ma'afala: Offensive Holding, 10 yards",0.000,-0.140
4,11:22,1,10,JAX 16,17,10,Byron Leftwich pass complete to Fred Taylor for 15 yards (tackle by Zach Thomas),-0.140,1.000
4,10:54,1,10,JAX 31,17,10,Byron Leftwich pass complete to Matthew Hatchette for 5 yards (tackle by Tommy Hendricks),1.000,1.140
4,10:17,2,5,JAX 36,17,10,Byron Leftwich pass complete to David Allen for 31 yards,1.140,3.380
4,9:55,1,10,MIA 33,17,10,Fred Taylor up the middle for 4 yards (tackle by Jeff Zgonina and Sammy Knight),3.380,3.380
4,9:18,2,6,MIA 29,17,10,Byron Leftwich pass complete to Kyle Brady for 19 yards (tackle by Brock Marion),3.380,4.910
4,8:32,1,10,MIA 10,17,10,Fred Taylor right guard for 1 yard (tackle by Larry Chester),4.910,4.380
4,7:51,2,9,MIA 9,17,10,Byron Leftwich pass complete to Fred Taylor for 7 yards (tackle by Morlon Greenwood),4.380,4.950
4,7:04,3,2,MIA 2,17,10,"Byron Leftwich for no gain. Byron Leftwich fumbles, recovered by Byron Leftwich at JAX-MIA",4.950,2.570
4,6:42,4,13,MIA 13,17,10,Seth Marler 31 yard field goal no good,2.570,-0.340
4,6:39,1,10,MIA 21,17,10,Ricky Williams up the middle for 2 yards (tackle by John Henderson),0.340,0.070
4,6:39,2,8,MIA 23,17,10,Jay Fiedler right end for 6 yards (tackle by Donovin Darius),0.070,0.170
4,5:10,3,2,MIA 29,17,10,"Penalty on Jay Fiedler: Delay of Game, 5 yards (no play)",0.170,-0.490
4,4:47,3,7,MIA 24,17,10,Jay Fiedler pass incomplete intended for James McKnight,-0.490,-1.770
4,4:38,4,7,MIA 24,17,10,"Matt Turk punts 35 yards, returned by David Allen for -3 yards (tackle by Brendon Ayanbadejo)",-1.770,-1.470
4,4:29,1,10,JAX 38,17,10,Byron Leftwich pass complete to Jimmy Smith for 7 yards (tackle by Sam Madison),1.470,1.870
4,3:54,2,3,JAX 45,17,10,Byron Leftwich pass incomplete intended for Kyle Brady,1.870,1.160
4,3:49,3,3,JAX 45,17,10,Byron Leftwich pass complete to Jimmy Smith for 11 yards (tackle by Brock Marion). Penalty on Sam Madison: Illegal Contact (Declined),1.160,2.650
4,3:42,1,10,MIA 44,17,10,Byron Leftwich pass incomplete intended for Fred Taylor,2.650,2.110
4,3:39,2,10,MIA 44,17,10,Byron Leftwich pass incomplete intended for Kyle Brady,2.110,1.420
4,3:34,3,10,MIA 44,17,10,Byron Leftwich pass incomplete intended for Jimmy Smith,1.420,0.330
4,3:27,4,10,MIA 44,17,10,Byron Leftwich pass incomplete intended for Troy Edwards,0.330,-1.930
4,3:23,1,10,MIA 45,17,10,Ricky Williams left guard for -1 yards (tackle by Akin Ayodele),1.930,1.250
4,2:38,2,11,MIA 44,17,10,Ricky Williams left end for 1 yard (tackle by Mike Peterson),1.250,0.700
4,2:32,3,10,MIA 45,17,10,Jay Fiedler pass incomplete intended for Ricky Williams,0.700,-0.390
4,2:27,4,10,MIA 45,17,10,"Matt Turk punts 35 yards, returned by David Allen for 1 yard (tackle by James McKnight)",-0.390,-0.340
4,2:18,1,10,JAX 21,17,10,Byron Leftwich sacked by Adewale Ogunleye for -4 yards,0.340,-0.860
4,2:00,2,14,JAX 17,17,10,Byron Leftwich pass incomplete intended for Matthew Hatchette,-0.860,-1.590
4,1:55,3,14,JAX 17,17,10,Byron Leftwich sacked by Adewale Ogunleye for -1 yards,-1.590,-2.390
4,1:38,,,,17,10,Timeout #3 by Jacksonville Jaguars,0.000,-2.390
4,1:28,4,15,JAX 16,23,10,"Byron Leftwich pass incomplete intended for Troy Edwards is intercepted by Sam Madison at JAX-29 and returned for 29 yards, touchdown",-2.390,-7.000
4,,,,JAX 2,24,10,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,24,10,"Olindo Mare kicks off 75 yards, touchback",0.000,0.280
4,1:28,1,10,JAX 20,24,10,Byron Leftwich pass complete to Fred Taylor for 9 yards (tackle by Terrell Buckley),0.280,0.950
4,1:06,2,1,JAX 29,24,10,Byron Leftwich pass complete to Fred Taylor for 5 yards (tackle by Zach Thomas),0.950,1.200
4,0:48,1,10,JAX 34,24,10,"Penalty on Mike Pearson: False Start, 5 yards (no play)",1.200,0.870
4,0:30,1,15,JAX 29,24,10,Byron Leftwich pass complete to Matthew Hatchette for 11 yards (tackle by Randy McMichael),0.870,1.470
4,0:07,2,4,JAX 40,24,10,Byron Leftwich pass complete to Fred Taylor for 5 yards (tackle by Terrell Buckley),1.470,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
