Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
2,13:59,1,10,BUF 36,3,10,Chester Taylor right tackle for 4 yards (tackle by London Fletcher),3.180,3.180
2,13:23,2,6,BUF 32,3,10,Kyle Boller pass complete to Terry Jones for 10 yards (tackle by London Fletcher),3.180,4.110
2,12:47,1,10,BUF 22,3,10,Musa Smith right tackle for 2 yards (tackle by Pat Williams and London Fletcher),4.110,3.830
2,12:47,2,8,BUF 20,3,10,Kyle Boller pass complete to Daniel Wilcox for 7 yards (tackle by Jeff Posey),3.830,4.390
2,11:44,3,1,BUF 13,3,10,Musa Smith right guard for 6 yards (tackle by London Fletcher and Terrence McGee),4.390,5.600
2,11:00,1,7,BUF 7,3,10,Chester Taylor right tackle for 2 yards (tackle by Terrence McGee),5.600,5.150
2,10:25,2,5,BUF 5,3,10,Kyle Boller pass incomplete intended for Daniel Wilcox,5.150,4.260
2,10:17,3,5,BUF 5,3,16,"B.J. Sams left end for 5 yards, touchdown",4.260,7.000
2,,,,BUF 2,3,17,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,3,17,"Wade Richey kicks off 52 yards, returned by Terrence McGee for 16 yards (tackle by Daniel Wilcox)",0.000,1.200
2,10:06,1,10,BUF 34,3,17,Willis McGahee up the middle for 4 yards (tackle by Gary Baxter),1.200,1.200
2,9:31,2,6,BUF 38,3,17,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Deion Sanders),1.200,2.190
2,8:52,1,10,BUF 49,3,17,Drew Bledsoe pass incomplete intended for Eric Moulds,2.190,1.650
2,8:44,2,10,BUF 49,3,17,Drew Bledsoe pass incomplete intended for Willis McGahee (defended by Ray Lewis),1.650,0.960
2,8:44,3,10,BUF 49,3,17,"Penalty on BUF: Illegal Substitution, 5 yards (no play)",0.960,0.300
2,8:36,3,15,BUF 44,3,17,Travis Henry up the middle for 2 yards (tackle by Ray Lewis),0.300,-0.320
2,8:04,4,13,BUF 46,3,17,Brian Moorman punts 28 yards,-0.320,-0.670
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
2,7:51,1,10,BAL 26,3,17,Kyle Boller pass complete to Alan Ricard for no gain,0.670,0.130
2,7:14,2,10,BAL 26,3,17,Kyle Boller pass incomplete intended for Travis Taylor,0.130,-0.560
2,7:08,3,10,BAL 26,3,17,Chester Taylor right tackle for 12 yards (tackle by Takeo Spikes),-0.560,1.470
2,6:25,1,10,BAL 38,3,17,Kyle Boller pass incomplete intended for Musa Smith,1.470,0.920
2,6:20,2,10,BAL 38,3,17,Musa Smith right tackle for no gain (tackle by Chris Kelsay and Ryan Denney),0.920,0.230
2,5:39,3,10,BAL 38,3,17,Kyle Boller sacked by London Fletcher for -9 yards,0.230,-1.440
2,5:00,,,,3,17,Timeout #1 by Baltimore Ravens,0.000,-1.440
2,4:56,4,19,BAL 29,3,17,"Dave Zastudil punts 46 yards, returned by Nate Clements for -3 yards (tackle by Musa Smith)",-1.440,-0.410
2,4:49,1,10,BUF 22,3,17,Willis McGahee right tackle for -2 yards (tackle by Kelly Gregg and Terrell Suggs),0.410,-0.400
2,4:17,2,12,BUF 20,3,17,Drew Bledsoe pass complete to Willis McGahee for 1 yard (tackle by Will Demps),-0.400,-0.960
2,3:47,3,11,BUF 21,3,17,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Gary Baxter),-0.960,-1.960
2,3:39,4,11,BUF 21,3,17,"Brian Moorman punts 52 yards, returned by Deion Sanders for 4 yards (tackle by Coy Wire)",-1.960,-1.000
2,3:31,1,10,BAL 31,3,17,Chester Taylor right tackle for 3 yards (tackle by Aaron Schobel),1.000,0.870
2,2:54,2,7,BAL 34,3,17,Kyle Boller pass complete to Chester Taylor for 7 yards (tackle by Jeff Posey),0.870,1.660
2,2:24,1,10,BAL 41,3,17,Chester Taylor up the middle for 4 yards (tackle by Aaron Schobel and Takeo Spikes),1.660,1.660
2,2:00,2,6,BAL 45,3,17,Chester Taylor left tackle for 12 yards (tackle by Lawyer Milloy),1.660,2.720
2,1:30,1,10,BUF 43,3,17,Kyle Boller pass incomplete intended for Clarence Moore,2.720,2.180
2,1:23,2,10,BUF 43,3,17,Kyle Boller pass incomplete intended for Kevin Johnson (defended by Terrence McGee),2.180,1.490
2,1:19,3,10,BUF 43,3,17,Kyle Boller pass incomplete intended for Randy Hymes (defended by Nate Clements),1.490,0.400
2,1:11,4,10,BUF 43,3,17,"Dave Zastudil punts 34 yards, returned by Nate Clements for 5 yards (tackle by Daniel Wilcox)",0.400,0.280
2,1:03,1,10,BUF 14,3,17,"Drew Bledsoe sacked by Anthony Weaver for 0 yards. Drew Bledsoe fumbles (forced by Anthony Weaver), recovered by Mike D. Williams at BUF-14. Penalty on Chad Williams: Illegal Contact, 5 yards (no play)",-0.280,0.150
2,0:51,,,,3,17,Timeout #2 by Buffalo Bills,0.000,0.150
2,0:51,1,10,BUF 19,3,17,Drew Bledsoe pass complete to Josh Reed for 3 yards (tackle by Gary Baxter),0.150,0.070
2,0:25,2,7,BUF 22,3,17,Drew Bledsoe sacked by Anthony Weaver for -6 yards,0.070,-1.590
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,3,17,"Wade Richey kicks off 59 yards, returned by Terrence McGee for 21 yards (tackle by Raymond Walls). Penalty on Mark Campbell: Offensive Holding, 10 yards",0.000,-0.320
3,14:56,1,10,BUF 13,3,17,Willis McGahee up the middle for 3 yards (tackle by Terrell Suggs and Kelly Gregg),-0.320,-0.440
3,14:19,2,7,BUF 16,3,17,Drew Bledsoe pass incomplete intended for Josh Reed,-0.440,-1.060
3,14:15,3,7,BUF 16,3,17,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Gary Baxter),-1.060,-2.390
3,14:10,4,7,BUF 16,3,17,Brian Moorman punts 25 yards,-2.390,-2.850
3,14:01,1,10,BUF 41,3,17,Chester Taylor up the middle for no gain (tackle by Takeo Spikes),2.850,2.310
3,13:26,2,10,BUF 41,3,17,Kyle Boller sacked by Takeo Spikes for -1 yards,2.310,1.490
3,12:49,3,11,BUF 42,3,17,"Penalty on Bennie Anderson: False Start, 5 yards (no play)",1.490,0.830
3,12:29,3,16,BUF 47,3,17,Kyle Boller sacked by Aaron Schobel for -10 yards,0.830,-0.520
3,11:55,4,26,BAL 43,3,17,Dave Zastudil punts 30 yards,-0.520,-0.740
3,11:46,1,10,BUF 27,3,17,Drew Bledsoe pass complete to Daimon Shelton for 11 yards (tackle by Gary Baxter),0.740,1.470
3,11:11,1,10,BUF 38,3,17,Willis McGahee up the middle for 4 yards (tackle by Will Demps and Ed Hartwell),1.470,1.460
3,10:38,2,6,BUF 42,3,17,Willis McGahee up the middle for 2 yards (tackle by Ed Hartwell and Ray Lewis),1.460,1.020
3,9:57,3,4,BUF 44,3,17,Drew Bledsoe pass complete to Eric Moulds for 49 yards (tackle by Will Demps),1.020,5.600
3,9:10,1,7,BAL 7,3,17,Willis McGahee right guard for 2 yards (tackle by Ray Lewis and Marques Douglas),5.600,5.150
3,8:33,2,5,BAL 5,3,17,Drew Bledsoe pass incomplete intended for Eric Moulds,5.150,4.260
3,8:28,3,5,BAL 5,3,17,Drew Bledsoe pass complete to Josh Reed for 2 yards (tackle by Gary Baxter),4.260,3.040
3,7:43,4,3,BAL 3,6,17,Rian Lindell 21 yard field goal good,3.040,3.000
3,,,,BUF 30,6,17,"Rian Lindell kicks off 63 yards, returned by B.J. Sams for 22 yards (tackle by Sam Aiken)",0.000,0.870
3,7:35,1,10,BAL 29,6,17,Chester Taylor right tackle for 15 yards (tackle by Izell Reese and Lawyer Milloy),0.870,1.860
3,6:57,1,10,BAL 44,6,17,Deion Sanders left tackle for -10 yards (tackle by Takeo Spikes). Penalty on Travis Taylor: Illegal Block Above the Waist (Declined),1.860,-0.030
3,6:36,2,20,BAL 34,6,17,Kyle Boller pass incomplete intended for Clarence Moore (defended by Terrence McGee),-0.030,-0.690
3,6:29,3,20,BAL 34,6,17,Kyle Boller right tackle for 4 yards (tackle by Ron Edwards),-0.690,-0.850
3,5:59,4,16,BAL 38,6,17,"Dave Zastudil punts 44 yards, returned by Nate Clements for 3 yards (tackle by Bart Scott)",-0.850,-0.340
3,5:47,1,10,BUF 21,6,17,Willis McGahee right end for 2 yards (tackle by Ray Lewis),0.340,0.070
3,5:14,2,8,BUF 23,6,17,Drew Bledsoe pass complete to Daimon Shelton for 9 yards (tackle by Ed Hartwell),0.070,1.070
3,4:36,1,10,BUF 32,6,17,Willis McGahee right tackle for 2 yards (tackle by Kelly Gregg and Ray Lewis),1.070,0.800
3,4:06,2,8,BUF 34,6,17,Drew Bledsoe pass complete to Eric Moulds for 5 yards (tackle by Gary Baxter),0.800,0.760
3,3:27,3,3,BUF 39,6,17,Drew Bledsoe pass complete to Eric Moulds for 5 yards (tackle by Gary Baxter),0.760,1.860
3,2:41,1,10,BUF 44,6,17,"Drew Bledsoe sacked by Terrell Suggs for -5 yards. Drew Bledsoe fumbles (forced by Terrell Suggs), recovered by Jarret Johnson at BUF-39 (tackle by Ross Tucker)",1.860,-2.980
3,2:35,1,10,BUF 39,6,17,Chester Taylor right tackle for 3 yards (tackle by Kevin Thomas and Izell Reese),2.980,2.850
3,2:02,2,7,BUF 36,6,17,Chester Taylor right guard for -1 yards (tackle by Ron Edwards),2.850,2.020
3,1:20,3,8,BUF 37,6,17,Kyle Boller pass incomplete intended for Musa Smith,2.020,0.790
3,1:15,4,8,BUF 37,6,17,"Dave Zastudil punts 37 yards, touchback. Penalty on Joe Burns: Running Into the Kicker, 5 yards (no play)",0.790,1.290
3,1:07,4,3,BUF 32,6,17,Matt Stover 50 yard field goal no good,1.290,-1.600
3,1:04,1,10,BUF 40,6,17,Willis McGahee right end for -1 yards (tackle by Ray Lewis),1.600,0.920
3,0:23,2,11,BUF 39,6,17,Willis McGahee up the middle for 10 yards (tackle by Terrell Suggs and Ed Hartwell),0.920,1.550
Quarter,Time,Down,ToGo,Location,BUF,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,BUF 49,6,17,Willis McGahee up the middle for 3 yards (tackle by Ray Lewis and Ed Hartwell),1.550,2.390
4,14:22,1,10,BAL 48,6,17,Drew Bledsoe pass complete to Eric Moulds for 12 yards (tackle by Deion Sanders),2.390,3.180
4,13:42,1,10,BAL 36,6,17,Willis McGahee left end for 15 yards (tackle by Ed Reed),3.180,4.170
4,13:13,1,10,BAL 21,6,17,Travis Henry left end for 2 yards (tackle by Ray Lewis and Marques Douglas),4.170,3.900
4,12:40,2,8,BAL 19,6,17,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Chris McAlister),3.900,3.180
4,12:34,3,8,BAL 19,6,17,Drew Bledsoe pass incomplete intended for Lee Evans is intercepted by Deion Sanders at BAL-0,3.180,-0.280
4,12:26,1,10,BAL 20,6,17,Musa Smith right guard for 1 yard (tackle by Sam Adams),0.280,-0.130
4,11:53,2,9,BAL 21,6,17,Chester Taylor right guard for 2 yards (tackle by Pat Williams),-0.130,-0.560
4,11:16,3,7,BAL 23,6,17,Kyle Boller up the middle for 3 yards (tackle by London Fletcher),-0.560,-1.630
4,10:44,4,4,BAL 26,6,17,"Dave Zastudil punts 47 yards, returned by Nate Clements for 16 yards (tackle by Cornell Brown)",-1.630,-1.800
4,10:33,1,10,BUF 43,6,17,Drew Bledsoe pass complete to Daimon Shelton for 3 yards (tackle by Chris McAlister),1.800,1.660
4,9:52,2,7,BUF 46,6,17,Drew Bledsoe pass complete to Josh Reed for 7 yards (tackle by Ed Hartwell),1.660,2.460
4,9:33,,,,6,17,Timeout #1 by Baltimore Ravens,0.000,2.460
4,9:33,1,10,BAL 47,6,17,Drew Bledsoe pass complete to Eric Moulds for 14 yards (tackle by Ray Lewis),2.460,3.380
4,8:54,1,10,BAL 33,6,17,Willis McGahee right end for 4 yards (tackle by Chris McAlister),3.380,3.380
4,8:30,2,6,BAL 29,6,17,Willis McGahee left end for 5 yards (tackle by Will Demps),3.380,3.340
4,7:46,3,1,BAL 24,6,17,Drew Bledsoe pass complete to Mark Campbell for 20 yards (tackle by Ed Reed),3.340,6.280
4,7:01,1,4,BAL 4,6,17,Drew Bledsoe pass incomplete intended for Lee Evans,6.280,5.340
4,6:55,2,4,BAL 4,6,17,Willis McGahee right guard for -1 yards (tackle by Ed Hartwell and Ray Lewis),5.340,4.260
4,6:14,,,,6,17,Timeout #1 by Buffalo Bills,0.000,4.260
4,6:12,3,5,BAL 5,6,17,Drew Bledsoe pass incomplete intended for Lee Evans is intercepted by Chad Williams at BAL-0 and returned for 94 yards (tackle by Eric Moulds),4.260,-5.830
4,5:54,1,6,BUF 6,6,17,Chester Taylor left tackle for 3 yards (tackle by London Fletcher and Nate Clements),5.830,5.530
4,5:32,2,3,BUF 3,6,17,Chester Taylor up the middle for 2 yards (tackle by Lawyer Milloy and London Fletcher),5.530,5.170
4,4:50,,,,6,17,Timeout #2 by Baltimore Ravens,0.000,5.170
4,4:49,3,1,BUF 1,6,17,Kyle Boller pass incomplete intended for Terry Jones (defended by London Fletcher),5.170,3.550
4,4:44,4,1,BUF 1,6,20,Matt Stover 19 yard field goal good,3.550,3.000
4,,,,BAL 30,6,20,"Wade Richey kicks off 63 yards, returned by Terrence McGee for 28 yards (tackle by Musa Smith)",0.000,1.270
4,4:31,1,10,BUF 35,6,20,"Drew Bledsoe pass incomplete is intercepted by Ed Reed at BAL-44 and returned for 14 yards (tackle by Mark Campbell). Penalty on Ray Lewis: Illegal Block Above the Waist, 10 yards",1.270,-2.130
4,4:18,1,10,BAL 48,6,20,Chester Taylor right guard for 1 yard (tackle by Sam Adams),2.130,1.720
4,3:38,2,9,BAL 49,6,20,Chester Taylor left tackle for 8 yards (tackle by Takeo Spikes),1.720,2.080
4,2:58,3,1,BUF 43,6,20,Chester Taylor left end for -1 yards (tackle by Pat Williams and Takeo Spikes),2.080,0.330
4,2:49,,,,6,20,Timeout #2 by Buffalo Bills,0.000,0.330
4,2:49,4,2,BUF 44,6,20,Dave Zastudil punts 26 yards,0.330,-0.040
4,2:40,1,10,BUF 18,6,20,"Penalty on Anthony Weaver: Encroachment, 5 yards (no play)",0.040,0.880
4,2:39,1,5,BUF 23,6,20,Drew Bledsoe pass complete to Travis Henry for 3 yards (tackle by Chad Williams),0.880,0.680
4,2:39,2,2,BUF 26,6,20,Drew Bledsoe pass incomplete,0.680,-0.140
4,2:09,3,2,BUF 26,6,20,Travis Henry right guard for 19 yards (tackle by Ed Reed and Will Demps). Penalty on Deion Sanders: Defensive Offside (Declined),-0.140,1.930
4,2:09,1,10,BUF 45,6,20,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Gary Baxter),1.930,1.380
4,2:00,2,10,BUF 45,6,20,Drew Bledsoe sacked by Terrell Suggs for -7 yards,1.380,-0.230
4,1:37,3,17,BUF 38,6,20,Drew Bledsoe pass complete to Travis Henry for 3 yards (tackle by Ray Lewis),-0.230,-0.650
4,1:37,4,14,BUF 41,6,20,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Will Demps),-0.650,-2.850
4,1:09,1,10,BUF 41,6,20,Kyle Boller kneels for -1 yards,2.850,2.170
4,0:30,2,11,BUF 42,6,20,Kyle Boller kneels for -1 yards,2.170,1.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
