Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Bills,9.0,5.07,5.21,0.85,0.0,-5.68,-8.66,2.31,8.4,3.71,-3.94,8.83,0.47,-1.35,-0.3
Dolphins,-9.0,5.68,8.66,-2.31,-8.4,-5.07,-5.21,-0.85,0.0,-3.71,-8.83,3.94,1.35,-0.47,0.3
