Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Bills to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,BUF 25,0,0,Frank Gore right guard for 8 yards (tackle by Trent Harris),0.610,1.140
1,14:29,2,2,BUF 33,0,0,"Josh Allen pass incomplete short middle intended for Cole Beasley. Penalty on Christian Wilkins: Disqualification, 15 yards",1.140,2.130
1,14:27,1,10,BUF 48,0,0,Josh Allen pass incomplete short left intended for Cole Beasley (defended by Davon Godchaux),2.130,1.580
1,14:19,2,10,BUF 48,0,0,"Josh Allen right tackle for 10 yards (tackle by Jerome Baker). Penalty on Cody Ford: Offensive Holding, 10 yards (no play)",1.580,0.230
1,13:53,2,20,BUF 38,0,0,Josh Allen pass complete short left to Patrick DiMarco for 27 yards (tackle by Ryan Lewis),0.230,3.250
1,13:09,1,10,MIA 35,0,0,Frank Gore up the middle for 2 yards (tackle by Charles Harris),3.250,2.970
1,12:20,2,8,MIA 33,0,0,"Josh Allen up the middle for 7 yards (tackle by Samuel Eguavoen). Penalty on Eric Rowe: Defensive Holding, 5 yards",2.970,4.170
1,11:50,1,10,MIA 21,0,0,Josh Allen left guard for no gain (tackle by Raekwon McMillan),4.170,3.630
1,11:08,2,10,MIA 21,0,0,Josh Allen pass incomplete deep right intended for Isaiah McKenzie,3.630,2.940
1,11:03,,,,,,Timeout #1 by Buffalo Bills,,
1,11:03,3,10,MIA 21,0,0,Josh Allen pass incomplete short right,2.940,2.060
1,10:58,4,10,MIA 21,0,3,Stephen Hauschka 39 yard field goal good,2.060,3.000
1,10:54,,,BUF 35,0,3,"Stephen Hauschka kicks off 57 yards, returned by Durham Smythe for 12 yards (tackle by Julian Stanford and Dean Marlowe)",0.000,0.280
1,10:49,1,10,MIA 20,0,3,Albert Wilson sacked by Ed Oliver for -10 yards,0.280,-1.510
1,10:08,2,20,MIA 10,0,3,Mark Walton up the middle for 19 yards (tackle by Micah Hyde),-1.510,0.230
1,9:24,3,1,MIA 29,0,3,Kalen Ballage right guard for 2 yards (tackle by Maurice Alexander and Tremaine Edmunds),0.230,1.000
1,8:44,1,10,MIA 31,0,3,Ryan Fitzpatrick pass incomplete short right intended for DeVante Parker,1.000,0.460
1,8:40,2,10,MIA 31,0,3,Mark Walton right guard for -1 yards (tackle by Jordan Poyer),0.460,-0.360
1,7:56,3,11,MIA 30,0,3,Ryan Fitzpatrick up the middle for 3 yards (tackle by Trent Murphy),-0.360,-1.180
1,7:15,4,8,MIA 33,0,3,"Matt Haack punts 43 yards, returned by Andre Roberts for 6 yards (tackle by Jerome Baker and Durham Smythe)",-1.180,-0.940
1,7:04,1,10,BUF 30,0,3,Frank Gore right end for 10 yards (tackle by Ken Webster and Raekwon McMillan),0.940,1.600
1,6:25,1,10,BUF 40,0,3,Josh Allen right guard for 15 yards (tackle by Jerome Baker),1.600,2.590
1,5:55,1,10,MIA 45,0,3,Josh Allen pass complete deep middle to Dawson Knox for 20 yards (tackle by Eric Rowe),2.590,3.910
1,5:24,1,10,MIA 25,0,3,Josh Allen pass incomplete deep left intended for Dawson Knox,3.910,3.360
1,5:19,2,10,MIA 25,0,3,Josh Allen pass complete short right to Lee Smith for 9 yards (tackle by Jomal Wiltz and Davon Godchaux),3.360,4.060
1,4:34,3,1,MIA 16,0,3,"Josh Allen pass incomplete short left intended for John Brown. Penalty on Dion Dawkins: Offensive Holding, 10 yards (no play)",4.060,2.540
1,4:31,3,11,MIA 26,0,3,Josh Allen pass complete short left to Isaiah McKenzie for 1 yard (tackle by Bobby McCain),2.540,1.800
1,3:52,4,10,MIA 25,0,6,Stephen Hauschka 43 yard field goal good,1.800,3.000
1,3:48,,,BUF 35,0,6,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
1,3:48,1,10,MIA 25,0,6,Ryan Fitzpatrick pass complete deep left to Preston Williams for 35 yards (tackle by Micah Hyde),0.610,2.920
1,3:19,1,10,BUF 40,0,6,Mark Walton up the middle for 5 yards (tackle by Jordan Poyer and Maurice Alexander),2.920,3.050
1,2:42,2,5,BUF 35,0,6,Mark Walton right guard for 12 yards (tackle by Micah Hyde),3.050,4.040
1,2:05,1,10,BUF 23,0,6,"Mark Walton right tackle for 3 yards (tackle by Maurice Alexander and Tre'Davious White). Penalty on Darryl Johnson: Defensive Offside, 5 yards (no play)",4.040,4.860
1,1:41,1,5,BUF 18,0,6,Kenyan Drake right guard for 4 yards (tackle by Tremaine Edmunds),4.860,4.950
