Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
1,5:04,2,2,IND 9,0,3,"Penalty on Brad Scioli: Encroachment, 5 yards (no play)",5.290,6.280
1,4:48,1,4,IND 4,0,3,Stephen Davis left end for no gain (tackle by Rob Morris),6.280,5.340
1,4:10,2,4,IND 4,0,3,"Penalty on Leonard Stephens: False Start, 5 yards (no play)",5.340,4.380
1,3:46,2,4,IND 4,,,Timeout #1 by Washington Redskins,5.340,4.380
1,3:46,2,9,IND 9,0,9,"Shane Matthews pass complete to Darnerien McCants for 9 yards, touchdown",4.380,7.000
1,3:46,,,IND 9,0,10,James Tuthill kicks extra point good,0.000,0.000
1,3:46,,,WAS 30,0,10,"James Tuthill kicks off 67 yards, returned by Troy Walters for 22 yards (tackle by Bryan Johnson). Penalty on IND: Illegal Block Above the Waist, 10 yards",0.000,-0.350
1,3:31,1,10,IND 12,0,10,"Peyton Manning pass incomplete intended for Marvin Harrison. Penalty on WAS: Roughing the Passer, 15 yards (no play)",-0.350,0.740
1,3:31,1,10,IND 27,0,10,Edgerrin James left tackle for 1 yard (tackle by Daryl Gardener),0.740,0.330
1,2:54,2,9,IND 28,0,10,Edgerrin James right end for -1 yards (tackle by Jeremiah Trotter),0.330,-0.490
1,2:13,3,10,IND 27,0,10,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Renaldo Wynn),-0.490,-1.240
1,1:31,4,5,IND 32,0,10,"Hunter Smith punts 39 yards, returned by Jacquez Green for -7 yards (tackle by David Gibson)",-1.240,-0.410
1,1:17,1,10,WAS 22,0,10,Stephen Davis left guard for 8 yards (tackle by David Gibson),0.410,0.950
1,0:31,2,2,WAS 30,0,10,Stephen Davis left tackle for 4 yards (tackle by Brad Scioli),0.950,1.200
Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 34,0,10,Shane Matthews pass incomplete intended for Stephen Davis,1.200,0.660
2,14:57,2,10,WAS 34,0,10,Shane Matthews pass complete to Stephen Davis for 8 yards (tackle by Brad Scioli and David Thornton),0.660,1.030
2,14:48,3,2,WAS 42,0,10,"Penalty on WAS: Illegal Substitution, 5 yards (no play)",1.030,0.370
2,13:58,3,2,WAS 42,,,Timeout #2 by Washington Redskins,1.030,0.370
2,13:58,3,7,WAS 37,0,10,Stephen Davis left end for 9 yards (tackle by Chad Bratzke),0.370,1.990
2,13:20,1,10,WAS 46,0,10,Kenny Watson middle for 7 yards (tackle by David Gibson),1.990,2.400
2,12:43,2,3,IND 47,0,10,Rod Gardner pass incomplete intended for Derrius Thompson,2.400,1.690
2,12:37,3,3,IND 47,0,10,Kenny Watson left tackle for 4 yards (tackle by Mike Peterson),1.690,2.720
2,11:59,1,10,IND 43,0,10,Stephen Davis left guard for 10 yards (tackle by Mike Peterson),2.720,3.380
2,11:20,1,10,IND 33,0,10,Shane Matthews pass incomplete intended for Chris Doering,3.380,2.840
2,11:09,2,10,IND 33,0,16,"Shane Matthews pass complete to Chris Doering for 33 yards, touchdown",2.840,7.000
2,11:09,,,IND 33,0,17,James Tuthill kicks extra point good,0.000,0.000
2,11:09,,,WAS 30,0,17,"James Tuthill kicks off 65 yards, returned by Troy Walters for 23 yards (tackle by Sam Shade)",0.000,0.810
2,10:54,1,10,IND 28,0,17,Peyton Manning pass complete to Edgerrin James for -3 yards (tackle by Bruce Smith),0.810,-0.140
2,10:23,2,13,IND 25,0,17,Peyton Manning pass complete to Edgerrin James for 7 yards (tackle by Jeremiah Trotter and Jessie Armstead),-0.140,0.100
2,9:44,3,6,IND 32,0,17,"Penalty on Waverly Jackson: False Start, 5 yards (no play)",0.100,-0.560
2,9:29,3,11,IND 27,0,17,Peyton Manning pass incomplete intended for Edgerrin James (defended by Jeremiah Trotter),-0.560,-1.570
2,9:17,4,11,IND 27,0,17,"Hunter Smith punts 37 yards, returned by Jacquez Green for 12 yards (tackle by Clifton Crosby)",-1.570,-2.130
2,9:10,1,10,WAS 48,0,17,Shane Matthews pass complete to Leonard Stephens for 13 yards (tackle by David Macklin),2.130,2.980
2,8:49,1,10,IND 39,0,17,Stephen Davis middle for 2 yards (tackle by Raheem Brock),2.980,2.710
2,8:19,2,8,IND 37,0,17,Shane Matthews pass complete to Darnerien McCants for 32 yards (tackle by Idrees Bashir),2.710,6.060
2,7:32,1,5,IND 5,0,17,Stephen Davis left end for 1 yard (tackle by Marcus Washington),6.060,5.340
2,6:54,2,4,IND 4,0,17,Stephen Davis right end for -1 yards (tackle by Rob Morris),5.340,4.260
2,6:17,3,5,IND 5,0,17,Shane Matthews pass incomplete intended for Chris Doering,4.260,3.010
2,6:13,4,5,IND 5,0,20,James Tuthill 23 yard field goal good,3.010,3.000
2,6:13,,,WAS 30,0,20,"James Tuthill kicks off 57 yards, returned by Troy Walters for 21 yards (tackle by Sam Shade)",0.000,1.200
2,6:03,1,10,IND 34,0,20,Peyton Manning pass complete to Marvin Harrison for 20 yards (tackle by David Terrell),1.200,2.520
2,5:41,1,10,WAS 46,0,20,Edgerrin James left end for 4 yards (tackle by Jeremiah Trotter),2.520,2.520
2,4:59,2,6,WAS 42,0,20,Peyton Manning pass complete to Edgerrin James for 3 yards (tackle by Jeremiah Trotter),2.520,2.210
2,4:17,3,3,WAS 39,0,20,Peyton Manning pass complete to Marcus Pollard for 18 yards (tackle by David Terrell),2.210,4.170
2,3:46,1,10,WAS 21,0,20,Edgerrin James right end for 1 yard (tackle by Champ Bailey),4.170,3.760
2,3:09,2,9,WAS 20,0,20,Peyton Manning pass incomplete intended for Qadry Ismail,3.760,3.070
2,3:04,3,9,WAS 20,0,20,Peyton Manning sacked by Jessie Armstead for -12 yards,3.070,1.240
2,2:59,4,21,WAS 32,0,20,"Penalty on IND: Delay of Game, 5 yards (no play)",1.240,0.790
2,2:20,4,26,WAS 37,0,20,"Hunter Smith punts 27 yards, fair catch by Champ Bailey",0.790,0.380
2,2:14,1,10,WAS 10,0,20,"Stephen Davis right end for no gain. Stephen Davis fumbles, recovered by James Cannida at WAS-10 and returned for 7 yards (tackle by Wilbert Brown)",-0.380,-6.510
2,2:07,1,3,WAS 3,0,20,Edgerrin James middle for no gain (tackle by LaDairis Jackson),6.510,5.530
2,2:00,2,3,WAS 3,0,20,Peyton Manning pass complete to Jim Finn for 2 yards (tackle by Sam Shade and Jeremiah Trotter),5.530,5.170
2,1:25,3,1,WAS 1,0,20,Edgerrin James left guard for no gain. Penalty on LaVar Arrington: Defensive Offside (no play),5.170,5.170
2,1:16,3,1,WAS 1,6,20,"Peyton Manning right end for 1 yard, touchdown",5.170,7.000
2,1:16,,,WAS 1,7,20,Mike Vanderjagt kicks extra point good,0.000,0.000
2,1:16,,,IND 30,7,20,"Mike Vanderjagt kicks off 65 yards, returned by Ladell Betts for 60 yards (tackle by Mike Vanderjagt)",0.000,3.250
2,1:03,1,10,IND 35,7,20,Shane Matthews pass complete to Shane Matthews for -13 yards (tackle by Chad Bratzke),3.250,0.950
2,0:33,2,23,IND 48,7,20,Shane Matthews middle for 11 yards (tackle by David Thornton),0.950,1.750
2,0:23,2,23,IND 48,,,Timeout #3 by Washington Redskins,0.950,1.750
2,0:23,3,12,IND 37,7,20,Shane Matthews pass incomplete intended for Darnerien McCants,1.750,0.790
2,0:20,4,12,IND 37,7,20,Shane Matthews pass complete to Derrius Thompson for 14 yards (tackle by Jason Doering),0.790,4.040
2,0:05,1,10,IND 23,7,20,Shane Matthews pass incomplete,4.040,3.500
2,0:04,1,10,IND 23,,,Timeout #1 by Indianapolis Colts,4.040,3.500
2,0:04,2,10,IND 23,7,23,James Tuthill 41 yard field goal good,3.500,3.000
Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,7,23,"James Tuthill kicks off 67 yards, returned by Troy Walters for 20 yards (tackle by Bryan Johnson)",0.000,0.480
3,14:55,1,10,IND 23,7,23,Peyton Manning pass incomplete intended for Jim Finn (defended by David Terrell),0.480,-0.070
3,14:50,2,10,IND 23,7,23,Edgerrin James left end for 4 yards (tackle by Jeremiah Trotter and LaVar Arrington),-0.070,-0.230
3,14:14,3,6,IND 27,7,23,Peyton Manning pass complete to Marvin Harrison for 13 yards (tackle by Darrell Green),-0.230,1.600
3,13:50,3,6,IND 27,,,Timeout #1 by Washington Redskins,-0.230,1.600
3,13:50,1,10,IND 40,7,23,Peyton Manning pass complete to Qadry Ismail for 7 yards (tackle by Fred Smoot),1.600,2.000
3,13:15,2,3,IND 47,7,23,Edgerrin James right end for 5 yards (tackle by LaVar Arrington),2.000,2.390
3,12:49,1,10,WAS 48,7,23,Peyton Manning pass incomplete intended for Reggie Wayne (defended by LaVar Arrington),2.390,1.850
3,12:44,2,10,WAS 48,7,23,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Carl Powell),1.850,1.160
3,12:44,3,10,WAS 48,7,23,Peyton Manning pass incomplete intended for Troy Walters,1.160,0.070
3,12:44,4,10,WAS 48,7,23,"Hunter Smith punts 24 yards, out of bounds",0.070,-0.540
3,12:25,1,10,WAS 24,7,23,Kenny Watson left end for 3 yards (tackle by Rob Morris and David Pugh),0.540,0.400
3,11:52,2,7,WAS 27,7,23,Shane Matthews pass complete to Derrius Thompson for 22 yards (tackle by David Macklin),0.400,2.190
3,11:08,1,10,WAS 49,7,23,Kenny Watson middle for 4 yards (tackle by Rob Morris and Marcus Washington),2.190,2.190
3,10:33,2,6,IND 47,7,23,Shane Matthews pass complete to Rod Gardner for 8 yards (tackle by David Macklin),2.190,2.980
3,9:56,1,10,IND 39,7,23,Shane Matthews pass incomplete intended for Walter Rasby,2.980,2.440
3,9:50,2,10,IND 39,7,23,Shane Matthews pass incomplete intended for Jacquez Green,2.440,1.750
3,9:45,3,10,IND 39,7,23,Shane Matthews pass incomplete intended for Rod Gardner,1.750,0.660
3,9:41,4,10,IND 39,7,23,"Bryan Barker punts 27 yards, returned by Troy Walters for 2 yards (tackle by David Terrell)",0.660,0.280
3,9:33,1,10,IND 14,7,23,Peyton Manning pass incomplete intended for Marvin Harrison is intercepted by Fred Smoot at IND-26 and returned for 12 yards,-0.280,-4.650
3,9:23,1,10,IND 14,7,23,Shane Matthews pass incomplete intended for Ladell Betts,4.650,4.000
3,9:20,2,10,IND 14,7,23,Shane Matthews pass complete to Rock Cartwright for 5 yards (tackle by Nick Harper),4.000,4.050
3,8:42,3,5,IND 9,7,23,Ladell Betts left guard for 4 yards (tackle by Jason Doering),4.050,3.030
3,7:58,4,1,IND 5,7,23,Shane Matthews pass incomplete intended for Rock Cartwright (defended by Rob Morris),3.030,0.380
3,7:50,1,10,IND 5,7,23,Edgerrin James right guard for 12 yards (tackle by Ifeanyi Ohalete),-0.380,-0.060
3,7:22,1,10,IND 17,7,23,"Penalty on Ryan Diem: False Start, 5 yards (no play)",-0.060,-0.510
3,7:02,1,15,IND 12,7,23,Peyton Manning pass complete to Marvin Harrison for 13 yards (tackle by Darrell Green),-0.510,0.620
3,6:30,2,2,IND 25,7,23,Edgerrin James middle for 3 yards (tackle by Renaldo Wynn and Jessie Armstead),0.620,0.810
3,5:56,1,10,IND 28,7,23,Peyton Manning sacked by LaVar Arrington for -6 yards,0.810,-0.550
3,5:20,2,16,IND 22,7,23,"Peyton Manning pass complete to Reggie Wayne for 21 yards (tackle by David Terrell). Reggie Wayne fumbles (forced by David Terrell), ball out of bounds at IND-43",-0.550,1.800
3,5:02,1,10,IND 43,7,23,Edgerrin James right end for 3 yards (tackle by Ifeanyi Ohalete),1.800,1.660
3,4:31,2,7,IND 46,7,23,Peyton Manning pass complete to Marcus Pollard for 20 yards (tackle by Ifeanyi Ohalete),1.660,3.310
3,3:52,1,10,WAS 34,7,23,Marvin Harrison right end for 8 yards (tackle by Sam Shade),3.310,3.850
3,3:06,2,2,WAS 26,7,23,Edgerrin James right end for 2 yards (tackle by Jessie Armstead),3.850,3.970
3,2:26,1,10,WAS 24,7,23,Peyton Manning pass complete to Marvin Harrison for 11 yards (tackle by Jessie Armstead),3.970,4.710
3,1:51,1,10,WAS 13,7,23,Peyton Manning pass complete to Reggie Wayne for 4 yards (tackle by Jessie Armstead),4.710,4.770
3,1:15,2,6,WAS 9,7,23,"Peyton Manning pass complete to Edgerrin James for 3 yards (tackle by Champ Bailey and Jeremiah Trotter). Penalty on Tarik Glenn: Offensive Holding, 10 yards (no play)",4.770,3.300
3,0:47,2,16,WAS 19,7,23,Peyton Manning pass complete to Qadry Ismail for 12 yards (tackle by LaVar Arrington),3.300,4.330
3,0:06,3,4,WAS 7,7,23,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Darrell Green),4.330,6.740
Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,2,WAS 2,13,23,"Peyton Manning pass complete to Edgerrin James for 2 yards, touchdown",6.740,7.000
4,14:56,1,2,WAS 2,,,Timeout #2 by Washington Redskins,6.740,6.740
4,14:56,1,,WAS 2,15,23,"Two Point Attempt: Edgerrin James right guard, conversion succeeds",1.000,1.000
4,14:56,,,IND 30,15,23,"Mike Vanderjagt kicks off 60 yards, returned by Ladell Betts for 20 yards (tackle by Brian Leigeb)",0.000,0.940
4,14:49,1,10,WAS 30,15,23,Shane Matthews sacked by James Cannida for -5 yards,0.940,-0.280
4,14:25,2,15,WAS 25,15,23,Kenny Watson left end for 7 yards (tackle by Jason Doering),-0.280,-0.030
4,13:44,3,8,WAS 32,15,23,Shane Matthews pass incomplete intended for Darnerien McCants (defended by Walt Harris),-0.030,-1.240
4,13:35,4,8,WAS 32,15,23,Bryan Barker punts 33 yards,-1.240,-1.270
4,13:24,1,10,IND 35,15,23,Peyton Manning sacked by LaVar Arrington for -1 yards,1.270,0.590
4,12:44,2,11,IND 34,15,23,Edgerrin James left end for -2 yards (tackle by Daryl Gardener),0.590,-0.360
4,12:01,3,13,IND 32,15,23,Peyton Manning pass complete to Marvin Harrison for 15 yards (tackle by Darrell Green),-0.360,2.060
4,11:24,1,10,IND 47,15,23,Edgerrin James right end for -1 yards (tackle by LaVar Arrington),2.060,1.380
4,10:51,2,11,IND 46,15,23,Peyton Manning pass complete to Qadry Ismail for 11 yards (tackle by Champ Bailey),1.380,2.720
4,10:07,1,10,WAS 43,15,23,Peyton Manning pass incomplete intended for Edgerrin James is intercepted by Ifeanyi Ohalete at WAS-43 and returned for 4 yards,2.720,-2.060
4,10:00,1,10,WAS 47,15,23,Ladell Betts left guard for 1 yard (tackle by Mike Peterson),2.060,1.650
4,9:32,2,9,WAS 48,15,23,Shane Matthews pass incomplete intended for Ladell Betts,1.650,0.960
4,9:27,3,9,WAS 48,15,23,Shane Matthews for no gain. Larry Moore fumbles,0.960,-1.040
4,8:56,4,22,WAS 35,15,23,"Bryan Barker punts 40 yards, returned by Troy Walters for 34 yards (tackle by Bryan Barker)",-1.040,-2.850
4,8:46,1,10,WAS 41,15,23,Ricky Williams left tackle for 9 yards (tackle by Jeremiah Trotter),2.850,3.520
4,8:15,2,1,WAS 32,15,23,Ricky Williams middle for 4 yards (tackle by Daryl Gardener),3.520,3.710
4,7:43,1,10,WAS 28,15,23,Peyton Manning pass incomplete intended for Marvin Harrison,3.710,3.170
4,7:36,2,10,WAS 28,15,23,Ricky Williams middle for 8 yards (tackle by Renaldo Wynn),3.170,3.530
4,6:53,3,2,WAS 20,21,23,"Peyton Manning pass complete to Ricky Williams for 20 yards, touchdown",3.530,7.000
4,6:53,3,,WAS 20,21,23,"Two Point Attempt: Peyton Manning pass incomplete intended for Qadry Ismail, conversion fails",1.000,-1.000
4,6:53,,,IND 30,21,23,"Mike Vanderjagt kicks off 61 yards, returned by Ladell Betts for 21 yards (tackle by Donnel Thompson)",0.000,0.940
4,6:41,1,10,WAS 30,21,23,Kenny Watson right tackle for 11 yards (tackle by Idrees Bashir and Jason Doering),0.940,1.660
4,6:03,1,10,WAS 41,21,23,Shane Matthews pass complete to Rod Gardner for 10 yards (tackle by David Macklin). Penalty on IND: Defensive Pass Interference (Declined),1.660,2.320
4,5:40,1,10,IND 49,21,23,Kenny Watson middle for 4 yards (tackle by Cory Bird),2.320,2.320
4,4:56,2,6,IND 45,21,23,Shane Matthews pass incomplete intended for Rod Gardner,2.320,1.620
4,4:52,3,6,IND 45,21,23,Kenny Watson middle for 6 yards (tackle by David Thornton),1.620,2.980
4,4:14,1,10,IND 39,21,23,Kenny Watson middle for 5 yards (tackle by Jason Doering),2.980,3.120
4,3:30,2,5,IND 34,21,23,Kenny Watson middle for 10 yards (tackle by Mike Peterson and Idrees Bashir),3.120,3.970
4,2:45,1,10,IND 24,21,23,Kenny Watson middle for 3 yards (tackle by Mike Peterson and Marcus Washington),3.970,3.840
4,2:34,1,10,IND 24,,,Timeout #1 by Indianapolis Colts,3.970,3.840
4,2:34,2,7,IND 21,21,23,Kenny Watson left end for no gain (tackle by Rob Morris),3.840,3.140
4,2:26,2,7,IND 21,,,Timeout #2 by Indianapolis Colts,3.840,3.140
4,2:26,3,7,IND 21,21,23,Shane Matthews pass complete to Rod Gardner for 14 yards (tackle by David Macklin),3.140,5.600
4,2:00,1,7,IND 7,21,23,Kenny Watson middle for 1 yard (tackle by James Cannida),5.600,4.950
4,1:53,1,7,IND 7,,,Timeout #3 by Indianapolis Colts,5.600,4.950
4,1:53,2,6,IND 6,21,23,Kenny Watson middle for -1 yards (tackle by Mike Peterson),4.950,3.810
4,1:09,3,7,IND 7,21,23,Kenny Watson left end for 3 yards (tackle by Rob Morris),3.810,3.030
4,0:22,3,7,IND 7,,,Timeout #3 by Washington Redskins,3.810,3.030
4,0:22,4,4,IND 4,21,26,James Tuthill 22 yard field goal good,3.030,3.000
4,0:22,,,WAS 30,21,26,"James Tuthill kicks off 67 yards, returned by Troy Walters for 34 yards (tackle by Ifeanyi Ohalete)",0.000,1.400
4,0:11,1,10,IND 37,21,26,"Peyton Manning pass complete to Troy Walters for 8 yards. Troy Walters fumbles, recovered by Jessie Armstead at IND-47",1.400,-2.460
4,0:03,1,10,IND 47,21,26,Shane Matthews kneels for -1 yards,2.460,1.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
