Quarter,Time,Down,ToGo,Location,PIT,SFO,Detail,EPB,EPA
1,4:36,3,12,PIT 45,0,7,Tommy Maddox pass complete to Hines Ward for 17 yards (tackle by Ahmed Plummer),0.560,3.050
1,3:52,1,10,SFO 38,0,7,Tommy Maddox pass incomplete intended for Plaxico Burress,3.050,2.510
1,3:47,2,10,SFO 38,0,7,Jerome Bettis up the middle for no gain (tackle by Anthony Adams),2.510,1.820
1,3:09,3,10,SFO 38,0,7,Tommy Maddox pass incomplete intended for Hines Ward (defended by Ahmed Plummer),1.820,0.720
1,3:02,4,10,SFO 38,0,7,Josh Miller punts 25 yards. Penalty on SFO: Defensive 12 On-field (Declined),0.720,0.320
1,2:48,1,10,SFO 13,0,7,Garrison Hearst up the middle for 11 yards (tackle by Brent Alexander and James Farrior),-0.320,0.540
1,2:18,1,10,SFO 24,0,7,Garrison Hearst up the middle for 2 yards (tackle by Joey Porter),0.540,0.270
1,1:39,2,8,SFO 26,0,7,Tim Rattay pass complete to Aaron Walker for 7 yards (tackle by Kendrell Bell),0.270,0.500
1,1:00,3,1,SFO 33,0,7,Garrison Hearst right tackle for no gain (tackle by Deshea Townsend and Mike Logan),0.500,-1.180
1,0:38,4,1,SFO 33,0,7,"Bill LaFleur punts 45 yards, returned by Antwaan Randle El for 11 yards (tackle by Terry Jackson). Penalty on Jimmy Williams: Player Out of Bounds on Punt, 5 yards (no play)",-1.180,-1.500
1,0:28,4,6,SFO 28,0,7,"Bill LaFleur punts 47 yards, returned by Antwaan Randle El for no gain",-1.500,-0.610
1,0:17,1,10,PIT 25,0,7,Tommy Maddox pass complete to Jerome Bettis for 11 yards (tackle by Derek Smith),0.610,1.330
Quarter,Time,Down,ToGo,Location,PIT,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 36,0,7,Jerome Bettis left tackle for 8 yards (tackle by John Engelberger),1.330,1.870
2,14:21,2,2,PIT 44,0,7,Antwaan Randle El pass complete to Hines Ward for -7 yards (tackle by John Keith),1.870,0.230
2,13:34,3,9,PIT 37,0,7,Tommy Maddox pass complete to Amos Zereoue for 9 yards (tackle by Jeff Ulbrich),0.230,1.990
2,12:47,1,10,PIT 46,0,7,Tommy Maddox pass incomplete intended for Jay Riemersma is intercepted by Tony Parrish at SFO-33 and returned for 48 yards (tackle by Jerome Bettis),1.990,-4.310
2,12:33,1,10,PIT 19,0,7,Kevan Barlow left guard for 2 yards (tackle by Jason Gildon),4.310,4.030
2,11:59,2,8,PIT 17,0,7,Tim Rattay pass incomplete intended for Kevan Barlow (defended by Aaron Smith),4.030,3.260
2,11:54,3,8,PIT 17,0,7,Tim Rattay pass complete to Brandon Lloyd for 3 yards (tackle by Deshea Townsend),3.260,2.560
2,11:10,4,5,PIT 14,0,10,Todd Peterson 32 yard field goal good,2.560,3.000
2,,,,SFO 30,0,10,"Todd Peterson kicks off 55 yards, returned by Ike Taylor for 17 yards (tackle by Terry Jackson)",0.000,1.070
2,11:01,1,10,PIT 32,0,10,Jerome Bettis up the middle for -2 yards (tackle by Anthony Adams),1.070,0.260
2,10:26,2,12,PIT 30,0,10,"Tommy Maddox pass complete to Jerome Bettis for 18 yards (tackle by Jeff Ulbrich). Penalty on Jeff Hartings: Offensive Holding, 10 yards (no play)",0.260,-1.090
2,10:01,2,22,PIT 20,0,10,Tommy Maddox pass complete to Plaxico Burress for 19 yards (tackle by Ahmed Plummer),-1.090,0.760
2,9:25,3,3,PIT 39,0,10,Tommy Maddox pass complete to Antwaan Randle El for 7 yards (tackle by Jason Webster),0.760,1.990
2,8:49,1,10,PIT 46,0,10,Amos Zereoue left end for 5 yards (tackle by Julian Peterson and John Keith),1.990,2.130
2,8:11,2,5,SFO 49,0,10,Jerome Bettis left guard for 4 yards (tackle by Sean Moran),2.130,1.950
2,7:39,3,1,SFO 45,0,10,"Penalty on Keydrick Vincent: False Start, 5 yards (no play)",1.950,1.290
2,7:14,3,6,SFO 50,0,10,Amos Zereoue right end for -10 yards (tackle by John Engelberger),1.290,-0.720
2,6:36,4,16,PIT 40,0,10,"Josh Miller punts 39 yards, muffed catch by Jimmy Williams, ball out of bounds at SFO-20",-0.720,-0.280
2,6:27,1,10,SFO 20,0,10,Tim Rattay pass complete to Terrell Owens for 16 yards (tackle by Mike Logan),0.280,1.330
2,5:54,1,10,SFO 36,0,10,Garrison Hearst up the middle for no gain,1.330,0.790
2,5:16,2,10,SFO 36,0,10,Garrison Hearst right tackle for 2 yards (tackle by Casey Hampton),0.790,0.370
2,4:37,3,8,SFO 38,0,10,Tim Rattay pass complete to Garrison Hearst for 9 yards (tackle by Deshea Townsend),0.370,2.060
2,3:57,1,10,SFO 47,0,10,Tim Rattay pass incomplete intended for Terrell Owens,2.060,1.520
2,3:51,2,10,SFO 47,0,10,Tim Rattay pass complete to Garrison Hearst for 3 yards (tackle by James Farrior),1.520,1.220
2,3:11,3,7,SFO 50,0,10,Kevan Barlow left guard for 3 yards (tackle by Troy Polamalu),1.220,0.130
2,2:40,4,4,PIT 47,0,10,Bill LaFleur punts 43 yards,0.130,0.380
2,2:31,1,10,PIT 4,0,10,Jerome Bettis left tackle for 3 yards (tackle by Derek Smith and Travis Kirschke),-0.380,-0.560
2,2:00,2,7,PIT 7,0,10,Tommy Maddox pass incomplete intended for Plaxico Burress,-0.560,-1.070
2,1:56,3,7,PIT 7,0,10,Verron Haynes left end for 9 yards (tackle by Derek Smith and John Keith),-1.070,-0.140
2,1:51,1,10,PIT 16,0,10,Tommy Maddox pass complete to Chris Doering for 6 yards (tackle by Jeff Ulbrich),-0.140,0.280
2,1:26,2,4,PIT 22,0,10,Tommy Maddox pass complete to Chris Doering for 14 yards (tackle by Ahmed Plummer),0.280,1.330
2,1:20,1,10,PIT 36,0,10,Tommy Maddox pass incomplete intended for Plaxico Burress,1.330,0.790
2,1:14,2,10,PIT 36,0,10,Tommy Maddox pass complete to Amos Zereoue for -2 yards (tackle by Mike Rumph),0.790,-0.160
2,0:59,,,,0,10,Timeout #2 by San Francisco 49ers,0.000,-0.160
2,0:59,3,12,PIT 34,0,10,Tommy Maddox pass complete to Amos Zereoue for 7 yards (tackle by Chidi Ahanotu),-0.160,-0.650
2,0:51,,,,0,10,Timeout #3 by San Francisco 49ers,0.000,-0.650
2,0:49,4,5,PIT 41,0,10,Josh Miller punts 58 yards,-0.650,0.380
2,0:38,1,10,SFO 1,0,10,Fred Beasley up the middle for 3 yards,-0.380,-0.560
2,0:33,,,,0,10,Timeout #1 by Pittsburgh Steelers,0.000,-0.560
2,0:33,2,7,SFO 4,0,10,Garrison Hearst up the middle for 13 yards (tackle by Mike Logan),-0.560,-0.060
Quarter,Time,Down,ToGo,Location,PIT,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,0,10,"Todd Peterson kicks off 52 yards, returned by Antwaan Randle El for 9 yards (tackle by Jimmy Williams)",0.000,0.740
3,14:55,1,10,PIT 27,0,10,Jerome Bettis left guard for 3 yards (tackle by John Engelberger),0.740,0.600
3,14:18,2,7,PIT 30,0,10,Tommy Maddox pass incomplete intended for Hines Ward,0.600,-0.100
3,14:11,3,7,PIT 30,0,10,Tommy Maddox pass complete to Chris Doering for 21 yards (tackle by Ahmed Plummer),-0.100,2.320
3,13:31,1,10,SFO 49,0,10,Tommy Maddox pass complete to Plaxico Burress for 24 yards (tackle by Tony Parrish),2.320,3.910
3,12:52,1,10,SFO 25,0,10,Jerome Bettis left end for 14 yards (tackle by Mike Rumph),3.910,4.840
3,12:24,1,10,SFO 11,0,10,Amos Zereoue left guard for no gain (tackle by John Keith),4.840,4.140
3,11:43,2,10,SFO 11,0,10,Tommy Maddox pass complete to Antwaan Randle El for 8 yards (tackle by Ahmed Plummer),4.140,4.890
3,10:58,3,2,SFO 3,0,10,Jerome Bettis right guard for 2 yards (tackle by John Engelberger),4.890,6.970
3,10:19,1,1,SFO 1,0,10,Jerome Bettis left guard for no gain (tackle by Tony Parrish). Penalty on Travis Kirschke: Defensive Offside (no play),6.970,6.970
3,10:05,1,1,SFO 1,6,10,"Jerome Bettis right guard for 1 yard, touchdown",6.970,7.000
3,,,,SFO 2,7,10,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,7,10,"Jeff Reed kicks off 59 yards, returned by Jimmy Williams for 27 yards (tackle by Dewayne Washington). Penalty on Aaron Walker: Offensive Holding, 10 yards",0.000,-0.220
3,10:01,1,10,SFO 15,7,10,Tim Rattay pass complete to Jed Weaver for 9 yards (tackle by James Farrior),-0.220,0.620
3,9:54,2,1,SFO 24,7,10,Garrison Hearst up the middle for 2 yards (tackle by Kendrell Bell),0.620,0.670
3,8:49,1,10,SFO 26,7,10,Tim Rattay pass incomplete intended for Tai Streets,0.670,0.130
3,8:42,2,10,SFO 26,7,10,Garrison Hearst right end for 1 yard (tackle by James Farrior),0.130,-0.430
3,8:03,3,9,SFO 27,7,10,Tim Rattay pass complete to Terrell Owens for 8 yards (tackle by Chad Scott),-0.430,-1.040
3,7:49,4,1,SFO 35,7,10,Bill LaFleur punts 25 yards,-1.040,-1.600
3,7:39,1,10,PIT 40,7,10,Tommy Maddox pass complete to Antwaan Randle El for 14 yards (tackle by Mike Rumph),1.600,2.520
3,7:00,1,10,SFO 46,7,10,Jerome Bettis up the middle for 1 yard (tackle by John Keith and Jeff Ulbrich),2.520,2.110
3,6:10,2,9,SFO 45,7,10,Tommy Maddox sacked by Jeff Ulbrich and Julian Peterson for -10 yards,2.110,0.100
3,5:38,3,19,PIT 45,7,10,Amos Zereoue up the middle for 3 yards (tackle by Chidi Ahanotu),0.100,-0.190
3,4:59,4,16,PIT 48,7,10,Josh Miller punts 30 yards,-0.190,-0.410
3,4:51,1,10,SFO 22,7,10,Tim Rattay pass incomplete intended for Terrell Owens,0.410,-0.130
3,4:45,2,10,SFO 22,7,16,"Kevan Barlow left guard for 78 yards, touchdown",-0.130,7.000
3,,,,PIT 2,7,17,Todd Peterson kicks extra point good,0.000,0.000
3,,,,SFO 30,7,17,"Todd Peterson kicks off 54 yards, returned by Antwaan Randle El for 12 yards (tackle by Dwaine Carpenter). Antwaan Randle El fumbles (forced by Dwaine Carpenter), recovered by Sean Moran at PIT-28 (tackle by Larry Foote)",0.000,-3.710
3,4:25,1,10,PIT 28,7,23,"Tim Rattay pass complete to Fred Beasley for 28 yards, touchdown. Penalty on Joey Porter: Roughing the Passer, 15 yards",3.710,7.000
3,,,,PIT 2,7,24,Todd Peterson kicks extra point good,0.000,0.000
3,,,,SFO 45,7,24,"Todd Peterson kicks off 55 yards, touchback",0.000,0.280
3,4:19,1,10,PIT 20,7,24,Tommy Maddox pass incomplete intended for Antwaan Randle El,0.280,-0.270
3,4:14,2,10,PIT 20,7,24,Tommy Maddox pass incomplete intended for Antwaan Randle El,-0.270,-0.960
3,4:10,3,10,PIT 20,7,24,Tommy Maddox pass incomplete intended for Plaxico Burress,-0.960,-2.030
3,4:06,4,10,PIT 20,7,24,". Josh Miller fumbles, recovered by Josh Miller at PIT-7. Penalty on Verron Haynes: Illegal Touch Kick (Declined)",-2.030,-2.720
3,3:59,1,10,PIT 43,7,24,Garrison Hearst left guard for -1 yards (tackle by Mike Logan and James Farrior),2.720,2.040
3,3:22,2,11,PIT 44,7,24,Tim Rattay pass incomplete intended for Brandon Lloyd,2.040,1.360
3,3:12,3,11,PIT 44,7,24,Tim Rattay pass complete to Jed Weaver for 12 yards (tackle by James Farrior),1.360,3.450
3,2:35,1,10,PIT 32,7,24,Tim Rattay pass complete to Terrell Owens for 24 yards (tackle by Kendrell Bell),3.450,5.370
3,2:03,1,8,PIT 8,7,24,Garrison Hearst right end for -1 yards (tackle by Mike Logan),5.370,4.380
3,1:20,2,9,PIT 9,7,24,Tim Rattay pass complete to Jed Weaver for 5 yards (tackle by Troy Polamalu),4.380,4.490
3,0:36,,,,7,24,Timeout #1 by San Francisco 49ers,0.000,4.490
3,0:36,3,4,PIT 4,7,24,Tim Rattay pass complete to Fred Beasley for no gain,4.490,3.030
Quarter,Time,Down,ToGo,Location,PIT,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,PIT 4,7,27,Todd Peterson 22 yard field goal good,3.030,3.000
4,,,,SFO 30,7,27,"Todd Peterson kicks off 58 yards, returned by Ike Taylor for 18 yards (tackle by Tony Parrish)",0.000,0.940
4,14:49,1,10,PIT 30,7,27,Tommy Maddox pass complete to Amos Zereoue for 15 yards (tackle by Derek Smith),0.940,1.930
4,14:19,1,10,PIT 45,7,27,Tommy Maddox pass complete to Jerame Tuman for 10 yards (tackle by Ahmed Plummer),1.930,2.590
4,13:48,1,10,SFO 45,7,27,Tommy Maddox pass complete to Hines Ward for 7 yards (tackle by Ahmed Plummer),2.590,2.990
4,13:16,2,3,SFO 38,7,27,Tommy Maddox pass complete to Plaxico Burress for 11 yards (tackle by Mike Rumph),2.990,3.780
4,12:49,1,10,SFO 27,7,27,Tommy Maddox pass incomplete intended for Plaxico Burress,3.780,3.230
4,12:45,2,10,SFO 27,7,27,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Ahmed Plummer),3.230,2.540
4,12:40,3,10,SFO 27,7,27,Tommy Maddox pass incomplete intended for Antwaan Randle El,2.540,1.670
4,12:34,4,10,SFO 27,7,27,Jeff Reed 45 yard field goal no good,1.670,-1.270
4,12:30,1,10,SFO 35,7,27,Kevan Barlow right guard for 1 yard (tackle by Casey Hampton),1.270,0.860
4,11:49,2,9,SFO 36,7,27,Tim Rattay pass complete to Terrell Owens for 14 yards (tackle by Chad Scott),0.860,2.260
4,11:18,1,10,SFO 50,7,27,Tim Rattay pass complete to Terrell Owens for 19 yards (tackle by Brent Alexander),2.260,3.510
4,10:37,,,,7,27,Timeout #2 by San Francisco 49ers,0.000,3.510
4,10:37,1,10,PIT 31,7,27,Kevan Barlow left guard for -1 yards (tackle by James Farrior),3.510,2.830
4,9:58,2,11,PIT 32,7,27,Kevan Barlow up the middle for 6 yards (tackle by Rodney Bailey),2.830,2.940
4,9:14,3,5,PIT 26,7,27,Tim Rattay pass incomplete intended for Arnaz Battle,2.940,1.790
4,9:09,4,5,PIT 26,7,30,Todd Peterson 44 yard field goal good,1.790,3.000
4,,,,SFO 30,7,30,"Todd Peterson kicks off 60 yards, returned by Ike Taylor for 36 yards (tackle by Dwaine Carpenter)",0.000,1.990
4,8:55,1,10,PIT 46,7,30,Tommy Maddox pass incomplete intended for Plaxico Burress,1.990,1.450
4,8:49,2,10,PIT 46,7,30,Tommy Maddox pass complete to Hines Ward for 27 yards (tackle by Derek Smith),1.450,3.780
4,8:29,1,10,SFO 27,7,30,Tommy Maddox sacked by Andre Carter for -5 yards,3.780,2.560
4,8:03,2,15,SFO 32,13,30,"Tommy Maddox pass complete to Antwaan Randle El for 32 yards, touchdown",2.560,7.000
4,,,,SFO 2,14,30,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,14,30,"Jeff Reed kicks off 60 yards, returned by Arnaz Battle for 16 yards (tackle by Ike Taylor)",0.000,0.670
4,7:49,1,10,SFO 26,14,30,Garrison Hearst up the middle for 3 yards (tackle by Mike Logan and Casey Hampton),0.670,0.540
4,7:04,2,7,SFO 29,14,30,Garrison Hearst right tackle for 4 yards (tackle by Chad Scott and Casey Hampton),0.540,0.370
4,6:19,3,3,SFO 33,14,30,Tim Rattay pass complete to Brandon Lloyd for 7 yards (tackle by Ike Taylor),0.370,1.600
4,5:36,1,10,SFO 40,14,30,Fred Beasley right guard for 3 yards (tackle by Mike Logan and Brent Alexander),1.600,1.460
4,4:50,2,7,SFO 43,14,30,Garrison Hearst right guard for 9 yards (tackle by Jason Gildon),1.460,2.390
4,4:06,1,10,PIT 48,14,30,Garrison Hearst right tackle for 3 yards (tackle by Mike Logan),2.390,2.250
4,3:19,2,7,PIT 45,14,30,Garrison Hearst right guard for 4 yards (tackle by Kendrell Bell),2.250,2.080
4,3:11,,,,14,30,Timeout #1 by Pittsburgh Steelers,0.000,2.080
4,3:11,3,3,PIT 41,14,30,Tim Rattay pass complete to Brandon Lloyd for 5 yards (tackle by Chad Scott),2.080,3.180
4,3:07,1,10,PIT 36,14,30,Garrison Hearst right guard for 1 yard (tackle by Kendrell Bell),3.180,2.770
4,3:00,,,,14,30,Timeout #2 by Pittsburgh Steelers,0.000,2.770
4,3:00,2,9,PIT 35,14,30,Garrison Hearst right guard for 2 yards (tackle by Kendrell Bell),2.770,2.350
4,2:54,,,,14,30,Timeout #3 by Pittsburgh Steelers,0.000,2.350
4,2:54,3,7,PIT 33,14,30,Garrison Hearst left end for 5 yards (tackle by James Farrior),2.350,1.700
4,2:07,4,2,PIT 28,14,30,Garrison Hearst up the middle for 1 yard (tackle by Kendrell Bell),1.700,-0.740
4,2:00,1,10,PIT 27,14,30,Tommy Maddox pass complete to Plaxico Burress for 18 yards (tackle by Ahmed Plummer),0.740,1.930
4,1:54,1,10,PIT 45,14,30,Tommy Maddox pass complete to Chris Doering for 20 yards (tackle by Rashad Holman),1.930,3.250
4,1:32,1,10,SFO 35,14,30,Tommy Maddox pass complete to Amos Zereoue for 8 yards (tackle by Rashad Holman),3.250,3.780
4,1:18,2,2,SFO 27,14,30,Tommy Maddox spiked the ball,3.780,3.070
4,1:17,3,2,SFO 27,14,30,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Tony Parrish),3.070,1.800
4,1:10,4,2,SFO 27,14,30,Tommy Maddox pass incomplete intended for Antwaan Randle El,1.800,-0.740
4,1:06,1,10,SFO 27,14,30,Tim Rattay kneels for -1 yards,0.740,0.060
4,0:37,2,11,SFO 26,14,30,Tim Rattay kneels for -1 yards,0.060,-0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
