Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Saints to receive the opening kickoff.",,
1,15:00,,,STL 30,0,0,"Jeff Wilkins kicks off 63 yards, returned by Michael Lewis for 19 yards (tackle by Anthony Hargrove)",0.000,0.670
1,14:55,1,10,NOR 26,0,0,Aaron Brooks pass complete to Donte Stallworth for 11 yards (tackle by Jerametrius Butler),0.670,1.400
1,14:20,1,10,NOR 37,0,0,Aaron Stecker left tackle for 4 yards (tackle by Damione Lewis),1.400,1.400
1,13:43,2,6,NOR 41,0,0,Aaron Brooks pass complete to Joe Horn for 16 yards (tackle by Jerametrius Butler),1.400,2.720
1,13:02,1,10,STL 43,0,0,Aaron Stecker up the middle for 7 yards (tackle by Tommy Polley),2.720,3.120
1,12:31,2,3,STL 36,0,0,Ki-Jana Carter right guard for no gain (tackle by Leonard Little and Brandon Chillar),3.120,2.410
1,11:48,3,3,STL 36,0,0,Aaron Brooks up the middle for 2 yards (tackle by Ryan Pickett),2.410,1.100
1,11:05,4,1,STL 34,0,0,Ki-Jana Carter right guard for no gain (tackle by Ryan Pickett and Leonard Little),1.100,-1.200
1,10:55,1,10,STL 34,0,0,Marc Bulger pass complete to Isaac Bruce for 22 yards (tackle by Fred Thomas),1.200,2.650
1,10:23,1,10,NOR 44,0,0,Marc Bulger pass incomplete intended for Torry Holt,2.650,2.110
1,10:16,2,10,NOR 44,0,0,Marc Bulger pass complete to Marshall Faulk for -4 yards (tackle by Darren Howard),2.110,0.890
1,9:31,3,14,NOR 48,0,0,Marc Bulger pass complete to Kevin Curtis for 13 yards (tackle by Courtney Watson),0.890,1.000
1,8:42,4,1,NOR 35,0,0,Marshall Faulk left tackle for 3 yards (tackle by Orlando Ruff and Courtney Watson),1.000,3.450
1,8:06,1,10,NOR 32,0,6,"Marc Bulger pass complete to Torry Holt for 32 yards, touchdown",3.450,7.000
1,,,,NOR 2,0,7,Jeff Wilkins kicks extra point good,0.000,0.000
1,,,,STL 30,0,7,"Jeff Wilkins kicks off 62 yards, returned by Michael Lewis for 27 yards (tackle by Brandon Chillar)",0.000,1.270
1,7:50,1,10,NOR 35,0,7,Aaron Brooks pass incomplete intended for Aaron Stecker,1.270,0.720
1,7:44,2,10,NOR 35,0,7,Aaron Brooks pass complete to Talman Gardner for 23 yards (tackle by Rich Coady),0.720,2.790
1,7:10,1,10,STL 42,0,7,Aaron Brooks for -3 yards (tackle by Tommy Polley),2.790,1.840
1,6:50,2,13,STL 45,0,7,Aaron Brooks sacked by Leonard Little for 0 yards,1.840,1.160
1,6:18,3,13,STL 45,0,7,Aaron Brooks pass complete to Joe Horn for 9 yards (tackle by Adam Archuleta),1.160,0.890
1,5:30,,,,0,7,Timeout #1 by New Orleans Saints,0.000,0.890
1,5:30,4,4,STL 36,0,7,Aaron Brooks pass incomplete intended for Aaron Stecker,0.890,-1.330
1,5:23,1,10,STL 36,0,7,Marc Bulger pass complete to Marshall Faulk for 13 yards (tackle by James Allen),1.330,2.190
1,4:43,1,10,STL 49,0,7,Marc Bulger pass complete to Isaac Bruce for 26 yards (tackle by Tebucky Jones),2.190,3.910
1,4:01,1,10,NOR 25,0,7,"Marc Bulger sacked by Darren Howard for 0 yards. Marc Bulger fumbles (forced by Darren Howard), recovered by Ashley Ambrose at NOR-17 (tackle by Marshall Faulk)",3.910,0.060
1,3:51,1,10,NOR 17,0,7,Aaron Stecker right guard for -4 yards (tackle by Brandon Chillar),-0.060,-1.060
1,3:17,2,14,NOR 13,0,7,"Penalty on Victor Riley: False Start, 5 yards (no play)",-1.060,-1.440
1,2:57,2,19,NOR 8,0,7,Aaron Brooks pass complete to Donte Stallworth for 21 yards (tackle by Pisa Tinoisamoa),-1.440,0.870
1,2:26,1,10,NOR 29,0,7,"Aaron Brooks pass incomplete intended for Donte Stallworth. Penalty on Aeneas Williams: Defensive Pass Interference, 10 yards (no play)",0.870,1.530
1,2:18,1,10,NOR 39,0,7,Aaron Stecker left end for 2 yards (tackle by Jerametrius Butler),1.530,1.260
1,1:39,2,8,NOR 41,0,7,Aaron Brooks pass complete to Aaron Stecker for 8 yards (tackle by Aeneas Williams),1.260,2.190
1,1:03,1,10,NOR 49,0,7,Aaron Brooks pass complete to Aaron Stecker for 3 yards (tackle by Jerametrius Butler),2.190,2.050
1,0:38,2,7,STL 48,0,7,Ki-Jana Carter left end for 8 yards (tackle by Jerametrius Butler),2.050,2.920
1,0:10,1,10,STL 40,0,7,Aaron Brooks pass incomplete intended for Joe Horn,2.920,2.370
1,0:04,2,10,STL 40,0,7,Aaron Stecker up the middle for 6 yards (tackle by Rich Coady),2.370,2.480
Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,STL 34,0,7,Aaron Brooks pass incomplete intended for Jerome Pathon,2.480,1.080
2,14:55,4,4,STL 34,3,7,John Carney 52 yard field goal good,1.080,3.000
2,,,,NOR 30,3,7,"John Carney kicks off 69 yards, returned by Arlen Harris for 27 yards (tackle by Michael Lewis)",0.000,0.810
2,14:44,1,10,STL 28,3,7,Marc Bulger pass complete to Isaac Bruce for 16 yards (tackle by Tebucky Jones). Penalty on Brian Young: Defensive Offside (Declined),0.810,1.860
2,14:26,1,10,STL 44,3,7,Marc Bulger pass incomplete intended for Torry Holt,1.860,1.320
2,14:17,2,10,STL 44,3,7,Marc Bulger pass complete to Marshall Faulk for 10 yards (tackle by Johnathan Sullivan),1.320,2.520
2,13:34,,,,3,7,Timeout #1 by St. Louis Rams,0.000,2.520
2,13:34,1,10,NOR 46,3,7,Steven Jackson right guard for 2 yards (tackle by Johnathan Sullivan),2.520,2.250
2,12:59,2,8,NOR 44,3,7,"Marc Bulger pass complete to Brandon Manumaleuna for 5 yards (tackle by Tebucky Jones). Penalty on Grant Williams: Offensive Holding, 10 yards",2.250,1.570
2,12:59,2,13,NOR 49,3,7,Marc Bulger pass complete to Joey Goodspeed for 13 yards (tackle by Tebucky Jones),1.570,3.180
2,12:02,1,10,NOR 36,3,7,Marshall Faulk left tackle for 1 yard (tackle by Derrick Rodgers),3.180,2.770
2,11:26,2,9,NOR 35,3,7,Marc Bulger pass incomplete intended for Marshall Faulk,2.770,2.080
2,11:18,3,9,NOR 35,3,7,Marc Bulger pass incomplete intended for Dane Looker (defended by Fakhir Brown),2.080,0.970
2,11:13,4,9,NOR 35,3,10,Jeff Wilkins 53 yard field goal good,0.970,3.000
2,,,,STL 30,3,10,"Jeff Wilkins kicks off 75 yards, touchback",0.000,0.280
2,11:08,1,10,NOR 20,3,10,Aaron Brooks pass complete to Joe Horn for 7 yards (tackle by Tommy Polley),0.280,0.680
2,10:44,2,3,NOR 27,3,10,Ki-Jana Carter right tackle for 3 yards (tackle by Robert W. Thomas),0.680,0.940
2,10:01,1,10,NOR 30,3,10,Ki-Jana Carter up the middle for 2 yards (tackle by Robert W. Thomas and Bryce Fisher),0.940,0.660
2,9:25,2,8,NOR 32,3,10,Aaron Stecker left end for 2 yards (tackle by Bryce Fisher),0.660,0.230
2,8:41,3,6,NOR 34,3,10,Aaron Brooks pass complete to Joe Horn for 24 yards (tackle by Adam Archuleta),0.230,2.790
2,8:04,1,10,STL 42,3,10,Aaron Brooks pass incomplete intended for Donte Stallworth,2.790,2.240
2,7:54,2,10,STL 42,9,10,"Aaron Stecker left guard for 42 yards, touchdown",2.240,7.000
2,,,,STL 2,10,10,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,10,10,"John Carney kicks off 68 yards, returned by Mike Furrey for 18 yards (tackle by Talman Gardner). Penalty on Justin Lucas: Offensive Holding, 10 yards",0.000,-0.380
2,7:40,1,10,STL 10,10,10,Marshall Faulk left end for 3 yards (tackle by Will Smith),-0.380,-0.560
2,6:57,2,7,STL 13,10,10,Marc Bulger pass complete to Isaac Bruce for 15 yards (tackle by Ashley Ambrose). Penalty on Brian Young: Defensive 12 On-field (Declined),-0.560,0.810
2,6:18,1,10,STL 28,10,10,Steven Jackson left tackle for 13 yards (tackle by Tebucky Jones),0.810,1.660
2,5:38,1,10,STL 41,10,10,Marc Bulger pass complete to Marshall Faulk for -1 yards (tackle by Derrick Rodgers),1.660,0.990
