Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
2,4:55,2,11,STL 40,10,10,"Marshall Faulk up the middle for 5 yards (tackle by Tony Bryant). Penalty on Torry Holt: Offensive Holding, 10 yards",0.990,0.310
2,4:32,2,16,STL 35,10,10,Marc Bulger pass incomplete intended for Torry Holt,0.310,-0.360
2,4:22,3,16,STL 35,10,10,Marc Bulger sacked by Charles Grant for -8 yards,-0.360,-1.570
2,3:50,4,24,STL 27,10,10,"Sean Landeta punts 37 yards, returned by Michael Lewis for 12 yards (tackle by Joey Goodspeed)",-1.570,-2.130
2,3:38,1,10,NOR 48,10,10,Aaron Brooks pass complete to Aaron Stecker for 4 yards (tackle by Aeneas Williams),2.130,2.120
2,3:00,2,6,STL 48,10,10,Donte Stallworth left end for 4 yards (tackle by Jerametrius Butler and Tommy Polley),2.120,1.950
2,2:16,3,2,STL 44,10,10,"Aaron Brooks for 3 yards. Penalty on Bryce Fisher: Defensive Offside, 5 yards (no play)",1.950,2.980
2,2:00,1,10,STL 39,10,10,Aaron Brooks pass incomplete intended for Aaron Stecker (defended by Bryce Fisher),2.980,2.440
2,1:57,2,10,STL 39,10,10,Aaron Stecker up the middle for 4 yards (tackle by Bryce Fisher),2.440,2.280
2,1:13,3,6,STL 35,10,10,Aaron Brooks pass incomplete intended for Jerome Pathon,2.280,0.970
2,1:06,4,6,STL 35,13,10,John Carney 53 yard field goal good,0.970,3.000
2,,,,NOR 30,13,10,"John Carney kicks off 63 yards, returned by Arlen Harris for 40 yards (tackle by Talman Gardner). Penalty on Justin Lucas: Illegal Block Above the Waist, 10 yards",0.000,0.040
2,0:54,1,10,STL 18,13,10,Marc Bulger pass incomplete intended for Shaun McDonald (defended by Will Smith),0.040,-0.490
2,0:49,2,10,STL 18,13,10,Marshall Faulk left tackle for 9 yards (tackle by Jason Craft),-0.490,-0.020
2,0:25,3,1,STL 27,13,10,"Penalty on Orlando Pace: False Start, 5 yards (no play)",-0.020,-0.660
2,0:25,,,,13,10,Timeout #2 by St. Louis Rams,0.000,-0.660
2,0:25,3,6,STL 22,13,10,Marc Bulger pass complete to Shaun McDonald for 10 yards (tackle by Tebucky Jones),-0.660,1.070
2,0:18,,,,13,10,Timeout #3 by St. Louis Rams,0.000,1.070
2,0:18,1,10,STL 32,13,10,Marc Bulger pass incomplete intended for Isaac Bruce,1.070,0.530
2,0:12,2,10,STL 32,13,10,Marc Bulger pass complete to Marshall Faulk for 16 yards (tackle by Derrick Rodgers),0.530,2.130
Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,13,10,"John Carney kicks off 64 yards, returned by Arlen Harris for 23 yards (tackle by Mel Mitchell)",0.000,0.870
3,14:54,1,10,STL 29,13,10,Marshall Faulk right tackle for 4 yards (tackle by Courtney Watson),0.870,0.870
3,14:16,2,6,STL 33,13,10,Marc Bulger pass complete to Isaac Bruce for 12 yards (tackle by Tebucky Jones),0.870,1.930
3,13:31,1,10,STL 45,13,10,"Penalty on Orlando Pace: False Start, 5 yards (no play)",1.930,1.600
3,13:16,1,15,STL 40,13,10,Marc Bulger pass complete to Brandon Manumaleuna for 3 yards (tackle by Ashley Ambrose),1.600,1.110
3,12:32,2,12,STL 43,13,10,Marc Bulger pass incomplete intended for Dane Looker (defended by Ashley Ambrose),1.110,0.430
3,12:25,3,12,STL 43,13,10,"Marc Bulger pass complete to Marshall Faulk for 10 yards (tackle by Will Smith). Penalty on Will Smith: Defensive Offside, 5 yards (no play)",0.430,1.090
3,11:58,3,7,STL 48,13,10,Marc Bulger sacked by Courtney Watson for -9 yards,1.090,-0.780
3,11:32,4,16,STL 39,13,10,"Sean Landeta punts 34 yards, returned by Michael Lewis for no gain",-0.780,-0.740
3,11:21,1,10,NOR 27,13,10,Aaron Brooks pass incomplete intended for Ki-Jana Carter,0.740,0.200
3,11:16,2,10,NOR 27,13,10,Ki-Jana Carter right guard for no gain (tackle by Tommy Polley and Robert W. Thomas),0.200,-0.490
3,10:30,3,10,NOR 27,13,10,Aaron Brooks pass complete to Jerome Pathon for 11 yards (tackle by Aeneas Williams),-0.490,1.470
3,10:05,1,10,NOR 38,13,10,Aaron Brooks pass complete to Donte Stallworth for 8 yards (tackle by Rich Coady),1.470,2.000
3,9:36,2,2,NOR 46,13,10,Aaron Stecker right tackle for 20 yards (tackle by Jerametrius Butler),2.000,3.310
3,8:56,1,10,STL 34,13,10,Ki-Jana Carter left end for -1 yards (tackle by Pisa Tinoisamoa),3.310,2.640
3,8:15,2,11,STL 35,13,10,Aaron Brooks pass complete to Mike Karney for 5 yards (tackle by Rich Coady),2.640,2.610
3,7:35,3,6,STL 30,13,10,Aaron Brooks up the middle for 5 yards (tackle by Robert W. Thomas),2.610,1.950
3,7:05,4,1,STL 25,13,10,Aaron Brooks up the middle for 1 yard (tackle by Damione Lewis),1.950,3.970
3,6:14,1,10,STL 24,13,10,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Rich Coady),3.970,3.430
3,6:03,2,10,STL 24,13,10,Aaron Stecker left tackle for 2 yards (tackle by Tyoka Jackson),3.430,3.010
3,5:25,3,8,STL 22,13,10,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Tyoka Jackson),3.010,1.990
3,5:20,4,8,STL 22,16,10,John Carney 39 yard field goal good,1.990,3.000
3,,,,NOR 30,16,10,"John Carney kicks off 71 yards, returned by Arlen Harris for 25 yards (tackle by Roger Knight)",0.000,0.540
3,5:09,1,10,STL 24,16,10,Marshall Faulk up the middle for 1 yard (tackle by Derrick Rodgers),0.540,0.130
3,4:31,2,9,STL 25,16,10,Marc Bulger pass complete to Torry Holt for 13 yards (tackle by Ashley Ambrose),0.130,1.470
3,3:53,1,10,STL 38,16,10,Marshall Faulk up the middle for 2 yards (tackle by Brian Young),1.470,1.190
3,3:04,2,8,STL 40,16,10,Marc Bulger pass complete to Dane Looker for 18 yards (tackle by Ashley Ambrose),1.190,2.790
3,2:26,1,10,NOR 42,16,10,Marc Bulger pass complete to Isaac Bruce for 15 yards (tackle by Fakhir Brown),2.790,3.780
3,1:55,1,10,NOR 27,16,10,Marc Bulger pass complete to Dane Looker for 18 yards (tackle by Derrick Rodgers),3.780,5.140
3,1:27,1,9,NOR 9,16,10,"Penalty on Orlando Pace: False Start, 5 yards (no play)",5.140,4.440
3,1:11,1,14,NOR 14,16,10,Marc Bulger sacked by Charles Grant for -8 yards,4.440,2.730
3,0:33,2,22,NOR 22,16,10,"Marc Bulger sacked by Charles Grant for -1 yards. Penalty on Fred Thomas: Illegal Contact, 5 yards (no play)",2.730,4.440
3,0:06,1,10,NOR 17,16,10,Marc Bulger pass incomplete intended for Marshall Faulk,4.440,3.850
Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NOR 17,16,10,Marc Bulger pass complete to Marshall Faulk for 4 yards (tackle by Ashley Ambrose),3.850,3.680
4,14:28,3,6,NOR 13,16,10,Marc Bulger pass complete to Isaac Bruce for 10 yards (tackle by Ashley Ambrose),3.680,6.510
4,13:38,1,3,NOR 3,16,16,"Marshall Faulk up the middle for 3 yards, touchdown",6.510,7.000
4,,,,NOR 2,16,17,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,16,17,"Jeff Wilkins kicks off 74 yards, returned by Michael Lewis for 19 yards (tackle by Dwight Anderson)",0.000,-0.220
4,13:29,1,10,NOR 15,16,17,Aaron Brooks pass incomplete intended for Donte Stallworth,-0.220,-0.710
4,13:24,2,10,NOR 15,16,17,Aaron Brooks pass complete to Boo Williams for 8 yards (tackle by Aeneas Williams),-0.710,-0.390
4,12:58,3,2,NOR 23,16,17,Aaron Brooks pass incomplete intended for Joe Horn,-0.390,-1.830
4,12:51,4,2,NOR 23,16,17,"Mitch Berger punts 41 yards, returned by Shaun McDonald for 1 yard (tackle by Orlando Ruff). Penalty on Anthony Hargrove: Running Into the Kicker, 5 yards (no play)",-1.830,0.810
4,12:42,1,10,NOR 28,16,17,Aaron Stecker right end for 1 yard (tackle by Robert W. Thomas),0.810,0.400
4,12:01,2,9,NOR 29,16,17,Aaron Brooks pass complete to Aaron Stecker for 5 yards (tackle by Robert W. Thomas),0.400,0.370
4,11:27,3,4,NOR 34,16,17,Aaron Brooks right tackle for 7 yards (tackle by Tommy Polley),0.370,1.660
4,10:47,1,10,NOR 41,16,17,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Adam Archuleta),1.660,2.590
4,10:01,1,10,STL 45,16,17,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Aeneas Williams),2.590,2.040
4,9:56,2,10,STL 45,16,17,Aaron Brooks pass complete to Jerome Pathon for 38 yards (tackle by Kwamie Lassiter),2.040,5.600
4,9:10,1,7,STL 7,16,17,Aaron Stecker up the middle for -2 yards (tackle by Pisa Tinoisamoa),5.600,4.380
4,8:30,2,9,STL 9,22,17,"Aaron Brooks pass complete to Joe Horn for 9 yards, touchdown",4.380,7.000
4,,,,,22,17,"Two Point Attempt: Aaron Brooks pass incomplete intended for Boo Williams, conversion fails",1.000,-1.000
4,,,,NOR 30,22,17,"John Carney kicks off 69 yards, returned by Mike Furrey for 23 yards (tackle by Jason Craft)",0.000,0.540
4,8:17,1,10,STL 24,22,17,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Jay Bellamy),0.540,0.000
4,8:12,2,10,STL 24,22,17,Marc Bulger sacked by Charles Grant for -8 yards,0.000,-2.050
4,7:37,3,18,STL 16,22,17,Marc Bulger pass complete to Dane Looker for 16 yards (tackle by Derrick Rodgers),-2.050,-1.240
4,6:50,4,2,STL 32,22,17,"Sean Landeta punts 42 yards, returned by Michael Lewis for 5 yards (tackle by Dwight Anderson)",-1.240,-1.000
4,6:38,1,10,NOR 31,22,17,Aaron Stecker up the middle for 4 yards (tackle by Adam Archuleta),1.000,1.000
4,6:04,2,6,NOR 35,22,17,Aaron Brooks pass incomplete intended for Joe Horn,1.000,0.300
4,5:58,3,6,NOR 35,22,17,Aaron Brooks pass incomplete intended for Joe Horn (defended by Rich Coady),0.300,-1.040
4,5:51,4,6,NOR 35,22,17,"Mitch Berger punts 45 yards, fair catch by Shaun McDonald",-1.040,-0.280
4,5:42,1,10,STL 20,22,17,Marc Bulger pass complete to Torry Holt for 10 yards (tackle by Fakhir Brown),0.280,0.940
4,4:57,1,10,STL 30,22,17,Marc Bulger pass complete to Torry Holt for 4 yards (tackle by Courtney Watson),0.940,0.930
4,4:19,2,6,STL 34,22,17,Marc Bulger pass complete to Marshall Faulk for 3 yards (tackle by James Allen),0.930,0.630
4,3:30,3,3,STL 37,22,17,Marc Bulger pass incomplete intended for Isaac Bruce,0.630,-0.910
4,3:26,4,3,STL 37,22,17,"Sean Landeta punts 55 yards, returned by Michael Lewis for 34 yards (tackle by Adam Archuleta)",-0.910,-1.730
4,3:12,1,10,NOR 42,22,17,Aaron Stecker left guard for 10 yards (tackle by Rich Coady),1.730,2.390
4,3:02,,,,22,17,Timeout #1 by St. Louis Rams,0.000,2.390
4,3:02,1,10,STL 48,22,17,Aaron Stecker up the middle for 11 yards (tackle by Rich Coady),2.390,3.120
4,2:22,1,10,STL 37,22,17,Aaron Stecker up the middle for -1 yards (tackle by Adam Archuleta),3.120,2.440
4,2:13,,,,22,17,Timeout #2 by St. Louis Rams,0.000,2.440
4,2:13,2,11,STL 38,22,17,"Penalty on Ernie Conwell: False Start, 5 yards (no play)",2.440,1.760
4,2:13,2,16,STL 43,22,17,Aaron Stecker up the middle for -2 yards (tackle by Pisa Tinoisamoa),1.760,0.830
4,2:00,3,18,STL 45,22,17,Aaron Brooks pass complete to Joe Horn for 12 yards (tackle by Adam Archuleta),0.830,1.160
4,1:53,,,,22,17,Timeout #3 by St. Louis Rams,0.000,1.160
4,1:53,4,6,STL 33,22,17,John Carney 51 yard field goal no good,1.160,-1.660
4,1:48,1,10,STL 41,22,17,Marc Bulger pass incomplete intended for Isaac Bruce,1.660,1.120
4,1:42,2,10,STL 41,22,17,Marc Bulger pass incomplete intended for Shaun McDonald (defended by Ashley Ambrose),1.120,0.430
4,1:37,3,10,STL 41,22,17,Marc Bulger pass complete to Dane Looker for 11 yards (tackle by Fakhir Brown),0.430,2.390
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,1:21,1,10,NOR 48,22,17,Marc Bulger pass complete to Marshall Faulk for 5 yards (tackle by Ashley Ambrose),2.390,2.520
4,1:09,2,5,NOR 43,22,17,Marc Bulger pass incomplete intended for Shaun McDonald,2.520,1.820
4,1:02,3,5,NOR 43,22,17,Marc Bulger pass complete to Isaac Bruce for 18 yards (tackle by Ashley Ambrose),1.820,3.910
4,0:43,1,10,NOR 25,22,17,Marc Bulger spiked the ball,3.910,3.360
4,0:41,2,10,NOR 25,22,17,Marc Bulger pass complete to Torry Holt for 6 yards (tackle by Ashley Ambrose),3.360,3.490
4,0:36,3,4,NOR 19,22,23,"Marc Bulger up the middle for 19 yards, touchdown",3.490,7.000
4,,,,,22,25,"Two Point Attempt: Marc Bulger pass complete to Kevin Curtis, conversion succeeds",1.000,1.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,STL 30,22,25,"Jeff Wilkins kicks off 45 yards, returned by Will Smith for 17 yards (tackle by Kwamie Lassiter)",0.000,1.730
4,0:24,1,10,NOR 42,22,25,Aaron Brooks pass incomplete intended for Boo Williams,1.730,1.190
4,0:19,2,10,NOR 42,22,25,Aaron Brooks pass complete to Michael Lewis for 25 yards (tackle by Rich Coady),1.190,3.380
4,0:12,,,,22,25,Timeout #1 by New Orleans Saints,0.000,3.380
4,0:12,1,10,STL 33,22,25,Aaron Brooks pass complete to Boo Williams for 13 yards (tackle by Tommy Polley),3.380,4.240
4,0:07,,,,22,25,Timeout #2 by New Orleans Saints,0.000,4.240
4,0:07,1,10,STL 20,25,25,John Carney 38 yard field goal good,4.240,3.000
4,,,,NOR 30,25,25,"John Carney kicks off 60 yards, returned by Mike Furrey for 18 yards (tackle by Steve Gleason)",0.000,0.940
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
,,,,,,,"Rams won the coin toss, Rams to receive the overtime kickoff.",,
OT,15:00,1,10,NOR 30,25,25,"John Carney kicks off 72 yards, returned by Mike Furrey for 25 yards (tackle by Orlando Ruff). Penalty on Steve Gleason: Offside on Free Kick, 5 yards (no play)",0.940,0.610
OT,15:00,1,10,NOR 25,25,25,"John Carney kicks off 66 yards, returned by Mike Furrey for 23 yards (tackle by James Allen)",0.610,1.070
OT,14:50,1,10,STL 32,25,25,"Penalty on Isaac Bruce: False Start, 5 yards (no play)",1.070,0.740
OT,14:50,1,15,STL 27,25,25,Marshall Faulk left guard for 8 yards (tackle by Derrick Rodgers),0.740,0.930
OT,14:16,2,7,STL 35,25,25,Marc Bulger pass complete to Dane Looker for 6 yards (tackle by Fred Thomas),0.930,1.030
OT,13:32,3,1,STL 41,25,25,Marc Bulger pass complete to Torry Holt for no gain,1.030,-0.650
OT,12:54,4,1,STL 41,25,25,Marshall Faulk right guard for 4 yards (tackle by Derrick Rodgers),-0.650,1.930
OT,12:15,1,10,STL 45,25,25,Marc Bulger pass incomplete intended for Marshall Faulk,1.930,1.380
OT,12:04,2,10,STL 45,25,25,Marshall Faulk right end for 1 yard (tackle by Charles Grant),1.380,0.830
OT,11:22,3,9,STL 46,25,25,"Penalty on Adam Timmerman: False Start, 5 yards (no play)",0.830,0.170
OT,10:59,3,14,STL 41,25,25,Marc Bulger pass incomplete intended for Dane Looker,0.170,-0.650
OT,10:53,4,14,STL 41,25,25,"Sean Landeta punts 41 yards, returned by Michael Lewis for 15 yards (tackle by Adam Archuleta)",-0.650,-1.140
OT,10:42,1,10,NOR 33,25,25,Aaron Brooks pass complete to Donte Stallworth for 14 yards (tackle by Robert W. Thomas),1.140,2.060
OT,10:02,1,10,NOR 47,25,25,Aaron Brooks pass complete to Boo Williams for 17 yards (tackle by Aeneas Williams),2.060,3.180
OT,9:22,1,10,STL 36,25,25,Aaron Brooks pass incomplete intended for Boo Williams,3.180,2.640
OT,9:17,2,10,STL 36,25,25,Aaron Brooks pass complete to Donte Stallworth for 11 yards (tackle by Jerametrius Butler),2.640,3.910
OT,8:49,1,10,STL 25,25,25,Aaron Stecker left tackle for no gain (tackle by Pisa Tinoisamoa),3.910,3.360
OT,8:10,2,10,STL 25,25,25,Aaron Brooks for 12 yards (tackle by Rich Coady),3.360,4.710
OT,8:00,2,10,STL 25,25,25,Timeout #1 by New Orleans Saints,3.360,4.710
OT,7:59,1,10,STL 13,28,25,John Carney 31 yard field goal good,4.710,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
