Quarter,Time,Down,ToGo,Location,CHI,TEN,Detail,EPB,EPA
2,0:51,1,10,TEN 45,0,7,Craig Krenzel pass incomplete intended for Bobby Wade (defended by Randy Starks),2.590,2.040
2,0:49,2,10,TEN 45,0,7,"Craig Krenzel sacked by Kevin Carter for -7 yards. Craig Krenzel fumbles (forced by Kevin Carter), recovered by Travis LaBoy at TEN-47 (tackle by Qasim Mitchell)",2.040,-2.060
2,0:41,1,10,TEN 47,0,7,Billy Volek pass complete to Derrick Mason for 5 yards (tackle by Jerry Azumah),2.060,2.190
2,0:36,2,5,CHI 48,0,7,Billy Volek pass complete to Shad Meier for no gain,2.190,1.490
2,0:29,3,5,CHI 48,6,7,"Billy Volek pass incomplete intended for Robert Holcombe is intercepted by Michael Haynes at TEN-45 and returned for 45 yards, touchdown",1.490,-7.000
2,,,,TEN 2,7,7,Paul Edinger kicks extra point good,0.000,0.000
2,,,,CHI 30,7,7,"Paul Edinger kicks off 55 yards, returned by Michael Waddell for 33 yards (tackle by Todd McMillon)",0.000,2.130
2,0:10,1,10,TEN 48,7,7,Billy Volek pass complete to Antowain Smith for 12 yards (tackle by Alex Brown),2.130,2.920
2,0:02,,,,7,7,Timeout #2 by Tennessee Titans,0.000,2.920
2,0:02,1,10,CHI 40,7,7,Craig Hentrich 58 yard field goal no good,2.920,2.060
Quarter,Time,Down,ToGo,Location,CHI,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,7,"Craig Hentrich kicks off 55 yards, returned by Bernard Berrian for 10 yards (tackle by Robert Reynolds)",0.000,0.610
3,14:53,1,10,CHI 25,7,7,Anthony Thomas left end for 4 yards (tackle by Tank Williams and Brad Kassell),0.610,0.600
3,14:09,2,6,CHI 29,7,7,Bernard Berrian right end for -1 yards (tackle by Kevin Carter),0.600,-0.230
3,13:27,3,7,CHI 28,7,7,Craig Krenzel pass incomplete intended for Anthony Thomas,-0.230,-1.500
3,13:22,4,7,CHI 28,7,7,"Brad Maynard punts 54 yards, returned by Michael Waddell for 4 yards (tackle by Alfonso Marshall)",-1.500,-0.410
3,13:10,1,10,TEN 22,7,7,Chris Brown right tackle for 3 yards (tackle by Tommie Harris and Adewale Ogunleye),0.410,0.270
3,12:36,2,7,TEN 25,7,7,Chris Brown up the middle for no gain (tackle by Lance Briggs),0.270,-0.430
3,11:50,3,7,TEN 25,7,7,Billy Volek sacked by Adewale Ogunleye for -7 yards,-0.430,-2.240
3,11:25,4,14,TEN 18,13,7,"Craig Hentrich punts 57 yards, returned by R.W. McQuarters for 75 yards, touchdown",-2.240,-7.000
3,,,,TEN 2,14,7,Paul Edinger kicks extra point good,0.000,0.000
3,,,,CHI 30,14,7,"Paul Edinger kicks off 63 yards, returned by Jason McAddley for 34 yards (tackle by Jason McKie)",0.000,1.660
3,10:57,1,10,TEN 41,14,7,"Billy Volek pass incomplete intended for Ben Troupe. Penalty on Jacob Bell: Illegal Use of Hands, 10 yards (no play)",1.660,1.000
3,10:54,1,20,TEN 31,14,7,Billy Volek pass incomplete intended for Ben Troupe,1.000,-0.230
3,10:50,2,20,TEN 31,14,7,Billy Volek for 5 yards (tackle by Michael Green),-0.230,-0.230
3,10:01,3,15,TEN 36,14,7,Billy Volek pass incomplete intended for Shad Meier (defended by Lance Briggs),-0.230,-0.980
3,9:55,4,15,TEN 36,14,7,"Craig Hentrich punts 49 yards, returned by R.W. McQuarters for 85 yards. Penalty on Corey Jenkins: Illegal Block Above the Waist, 10 yards",-0.980,-0.280
3,9:34,1,10,CHI 20,14,7,"Craig Krenzel pass incomplete intended for David Terrell. Penalty on Anthony Thomas: Tripping, 10 yards",0.280,-0.760
3,9:29,1,20,CHI 10,14,7,Craig Krenzel pass complete to Bobby Wade for 32 yards (tackle by Lamont Thompson),-0.760,1.730
3,8:58,1,10,CHI 42,14,7,Anthony Thomas up the middle for 3 yards (tackle by Tank Williams and Kevin Carter),1.730,1.590
3,8:22,2,7,CHI 45,14,7,Anthony Thomas up the middle for 2 yards (tackle by Kevin Carter),1.590,1.160
3,7:44,3,5,CHI 47,14,7,Craig Krenzel pass incomplete intended for Bernard Berrian,1.160,-0.260
3,7:39,4,5,CHI 47,14,7,"Brad Maynard punts 40 yards, fair catch by Derrick Mason",-0.260,0.320
3,7:32,1,10,TEN 13,14,7,"Penalty on Fred Miller: False Start, 5 yards (no play)",-0.320,-0.570
3,7:32,1,15,TEN 8,14,7,Chris Brown left tackle for 1 yard (tackle by Tank Johnson and Adewale Ogunleye),-0.570,-1.070
3,6:57,2,14,TEN 9,14,7,Billy Volek pass complete to Drew Bennett for 35 yards (tackle by Todd Johnson),-1.070,1.860
3,6:12,1,10,TEN 44,14,7,Billy Volek pass incomplete intended for Drew Bennett. Penalty on Jason McAddley: Illegal Substitution (Declined),1.860,1.320
3,6:06,2,10,TEN 44,14,7,Chris Brown left tackle for 7 yards (tackle by Lance Briggs),1.320,1.550
3,5:23,3,3,CHI 49,14,7,Billy Volek pass incomplete intended for Derrick Mason,1.550,0.000
3,5:16,4,3,CHI 49,14,7,"Craig Hentrich punts 49 yards, touchback",0.000,-0.280
3,5:06,1,10,CHI 20,14,7,Anthony Thomas right end for -4 yards (tackle by Albert Haynesworth),0.280,-0.940
3,4:26,2,14,CHI 16,14,7,"Penalty on Qasim Mitchell: False Start, 5 yards (no play)",-0.940,-1.440
3,4:00,2,19,CHI 11,14,7,Anthony Thomas up the middle for 4 yards (tackle by Keith Bulluck),-1.440,-1.860
3,3:18,3,15,CHI 15,14,7,Craig Krenzel sacked by Kevin Carter for -5 yards,-1.860,-2.490
3,2:55,4,20,CHI 10,14,7,"Brad Maynard punts 42 yards, returned by Derrick Mason for 31 yards. Penalty on Cody Spencer: Illegal Block Above the Waist, 10 yards",-2.490,-1.270
3,2:42,1,10,TEN 35,14,7,Chris Brown left tackle for no gain (tackle by Hunter Hillenmeyer and Tommie Harris),1.270,0.720
3,2:03,2,10,TEN 35,14,7,Billy Volek pass complete to Robert Holcombe for 6 yards (tackle by Jerry Azumah),0.720,0.830
3,1:29,3,4,TEN 41,14,7,Billy Volek pass complete to Eddie Berlin for 26 yards (tackle by Nathan Vasher),0.830,3.380
3,0:49,1,10,CHI 33,14,7,Billy Volek pass complete to Chris Brown for 6 yards (tackle by Hunter Hillenmeyer),3.380,3.650
Quarter,Time,Down,ToGo,Location,CHI,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,CHI 27,14,7,Billy Volek pass complete to Shad Meier for 7 yards (tackle by Lance Briggs),3.650,4.240
4,14:23,1,10,CHI 20,14,7,Chris Brown left tackle for 6 yards (tackle by Lance Briggs and Alfonso Boone),4.240,4.640
4,13:45,2,4,CHI 14,14,7,Chris Brown left guard for no gain (tackle by Ian Scott and Tommie Harris),4.640,3.890
4,13:06,3,4,CHI 14,14,7,Billy Volek pass incomplete intended for Drew Bennett (defended by Brian Urlacher),3.890,2.580
4,12:57,4,4,CHI 14,14,10,Gary Anderson 33 yard field goal good,2.580,3.000
4,,,,TEN 30,14,10,"Craig Hentrich kicks off 64 yards, returned by Jerry Azumah for 27 yards (tackle by Andre Woolfolk)",0.000,1.140
4,12:49,1,10,CHI 33,14,10,Anthony Thomas left tackle for 3 yards (tackle by Antwan Odom and Tank Williams),1.140,1.000
4,12:15,2,7,CHI 36,14,10,Bobby Wade left end for 8 yards (tackle by Tank Williams),1.000,1.860
4,11:32,1,10,CHI 44,14,10,Anthony Thomas left guard for no gain (tackle by Rocky Boiman and Randy Starks),1.860,1.320
4,10:52,2,10,CHI 44,14,10,Craig Krenzel pass incomplete intended for David Terrell (defended by Samari Rolle),1.320,0.630
4,10:49,3,10,CHI 44,14,10,Craig Krenzel pass incomplete intended for Bobby Wade,0.630,-0.460
4,10:44,4,10,CHI 44,14,10,"Brad Maynard punts 45 yards, returned by Derrick Mason for 13 yards (tackle by Todd McMillon)",-0.460,-0.540
4,10:31,1,10,TEN 24,14,10,Billy Volek pass complete to Erron Kinney for 8 yards (tackle by Adewale Ogunleye),0.540,1.080
4,9:53,2,2,TEN 32,14,10,Chris Brown left tackle for no gain (tackle by Hunter Hillenmeyer),1.080,0.370
4,9:12,3,2,TEN 32,14,10,Billy Volek pass incomplete intended for Drew Bennett,0.370,-1.240
4,9:08,4,2,TEN 32,14,10,"Craig Hentrich punts 45 yards, returned by R.W. McQuarters for 9 yards (tackle by Eddie Berlin)",-1.240,-1.070
4,8:58,1,10,CHI 32,14,10,Anthony Thomas left end for 4 yards (tackle by Samari Rolle and Brad Kassell),1.070,1.070
4,8:11,2,6,CHI 36,14,10,Anthony Thomas left tackle for 6 yards (tackle by Tank Williams),1.070,1.730
4,7:23,1,10,CHI 42,14,10,"Craig Krenzel pass incomplete intended for Bernard Berrian is intercepted by Andre Dyson at TEN-4. Penalty on Anthony Thomas: Face Mask (15 Yards), 15 yards",1.730,-0.150
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
4,7:15,1,10,TEN 19,14,10,Billy Volek pass complete to Derrick Mason for 17 yards (tackle by R.W. McQuarters),0.150,1.330
4,6:50,1,10,TEN 36,14,10,Billy Volek pass complete to Derrick Mason for 17 yards (tackle by R.W. McQuarters),1.330,2.460
4,6:12,1,10,CHI 47,14,10,Billy Volek pass incomplete intended for Chris Brown,2.460,1.910
4,6:08,2,10,CHI 47,14,16,"Billy Volek pass complete to Drew Bennett for 47 yards, touchdown",1.910,7.000
4,,,,CHI 2,14,17,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,14,17,"Craig Hentrich kicks off 68 yards, returned by Jerry Azumah for 25 yards (tackle by Scott McGarrahan)",0.000,0.740
4,5:53,1,10,CHI 27,14,17,"Craig Krenzel sacked by Randy Starks for -6 yards. Craig Krenzel fumbles (forced by Randy Starks), recovered by Steve Edwards at CHI-18",0.740,-1.120
4,5:06,2,19,CHI 18,14,17,Anthony Thomas up the middle for no gain (tackle by Rien Long and Keith Bulluck),-1.120,-1.880
4,4:22,3,19,CHI 18,14,17,Craig Krenzel pass incomplete intended for David Terrell,-1.880,-2.240
4,4:09,4,19,CHI 18,14,17,"Penalty on Brad Maynard: Delay of Game, 5 yards (no play)",-2.240,-2.490
4,4:09,4,24,CHI 13,14,17,"Brad Maynard punts 43 yards, returned by Derrick Mason for -4 yards (tackle by Cameron Worrell)",-2.490,-1.600
4,4:00,1,10,TEN 40,14,17,Antowain Smith left tackle for 2 yards (tackle by Todd Johnson and Alex Brown),1.600,1.320
4,3:53,,,,14,17,Timeout #1 by Chicago Bears,0.000,1.320
4,3:53,2,8,TEN 42,14,17,Billy Volek pass complete to Derrick Mason for 4 yards (tackle by Jerry Azumah),1.320,1.160
4,3:06,,,,14,17,Timeout #1 by Tennessee Titans,0.000,1.160
4,3:06,3,4,TEN 46,14,17,Antowain Smith right tackle for 2 yards (tackle by Brian Urlacher),1.160,-0.190
4,3:01,,,,14,17,Timeout #2 by Chicago Bears,0.000,-0.190
4,3:01,4,2,TEN 48,14,17,"Craig Hentrich punts 52 yards, touchback",-0.190,-0.280
4,2:51,1,10,CHI 20,14,17,Craig Krenzel pass complete to Desmond Clark for 24 yards (tackle by Tank Williams),0.280,1.860
4,2:44,1,10,CHI 44,14,17,Anthony Thomas up the middle for no gain (tackle by Brad Kassell and Albert Haynesworth),1.860,1.320
4,2:25,2,10,CHI 44,14,17,Craig Krenzel pass incomplete intended for Dustin Lyman,1.320,0.630
4,2:20,3,10,CHI 44,14,17,Craig Krenzel pass complete to Bernard Berrian for 8 yards (tackle by Tank Williams),0.630,0.070
4,2:00,4,2,TEN 48,14,17,Craig Krenzel pass complete to David Terrell for 11 yards (tackle by Samari Rolle),0.070,0.000
4,,,,,14,17,--,0.000,3.120
4,1:47,1,10,TEN 37,14,17,Craig Krenzel pass complete to Bobby Wade for 22 yards (tackle by Lamont Thompson),3.120,4.580
4,1:25,1,10,TEN 15,14,17,Craig Krenzel spiked the ball,4.580,3.950
4,1:24,2,10,TEN 15,14,17,Craig Krenzel pass incomplete intended for Anthony Thomas,3.950,3.100
4,1:18,3,10,TEN 15,14,17,Anthony Thomas up the middle for 4 yards (tackle by Keith Bulluck),3.100,2.720
4,0:56,,,,14,17,Timeout #3 by Tennessee Titans,0.000,2.720
4,0:56,4,6,TEN 11,17,17,Paul Edinger 29 yard field goal good,2.720,3.000
4,,,,CHI 30,17,17,"Paul Edinger kicks off 64 yards, returned by Jason McAddley for 23 yards (tackle by Todd McMillon)",0.000,0.870
4,0:44,1,10,TEN 29,17,17,Billy Volek pass complete to Drew Bennett for 29 yards (tackle by Todd Johnson),0.870,2.790
4,0:26,1,10,CHI 42,17,17,Billy Volek spiked the ball,2.790,2.240
4,0:25,2,10,CHI 42,17,17,Billy Volek pass complete to Robert Holcombe for 8 yards (tackle by Lance Briggs),2.240,2.610
4,0:09,3,2,CHI 34,17,17,Billy Volek spiked the ball,2.610,1.100
4,0:08,4,2,CHI 34,17,17,"Craig Hentrich 52 yard field goal no good, blocked by Marc Colombo",1.100,1.370
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CHI,TEN,Detail,EPB,EPA
,,,,,,,"Bears won the coin toss, Bears to receive the overtime kickoff.",,
OT,15:00,4,2,TEN 30,17,17,"Craig Hentrich kicks off 66 yards, returned by Jerry Azumah for 22 yards (tackle by Andre Woolfolk)",-1.370,0.670
OT,14:55,1,10,CHI 26,17,17,Anthony Thomas left end for 9 yards (tackle by Scott McGarrahan),0.670,1.350
OT,14:17,2,1,CHI 35,17,17,Anthony Thomas left end for 6 yards (tackle by Scott McGarrahan),1.350,1.660
OT,13:50,1,10,CHI 41,17,17,Anthony Thomas left end for 1 yard (tackle by Keith Bulluck and Scott McGarrahan),1.660,1.260
OT,13:13,2,9,CHI 42,17,17,Bobby Wade right end for 6 yards (tackle by Andre Woolfolk and Kevin Carter),1.260,1.360
OT,12:28,3,3,CHI 48,17,17,Craig Krenzel pass incomplete intended for Desmond Clark,1.360,-0.190
OT,12:24,4,3,CHI 48,17,17,"Brad Maynard punts 43 yards, fair catch by Derrick Mason",-0.190,0.380
OT,12:16,1,10,TEN 9,17,17,Billy Volek pass incomplete intended for Ben Troupe (defended by Ian Scott),-0.380,-0.780
OT,12:12,2,10,TEN 9,17,17,Billy Volek sacked by Hunter Hillenmeyer for -4 yards,-0.780,-1.890
OT,11:52,3,14,TEN 5,19,17,"Billy Volek sacked by Adewale Ogunleye and Alex Brown for -5 yards. Billy Volek fumbles (forced by Adewale Ogunleye), recovered by Fred Miller at TEN--3, safety",-1.890,-2.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
