Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
R.W. McQuarters,CHI,0,0,,0,0,5,102,20.4,1,0
Bernard Berrian,CHI,1,10,10.0,0,0,1,-2,-2.0,0,0
Jerry Azumah,CHI,4,98,24.5,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Michael Waddell,TEN,2,51,25.5,0,0,4,25,6.3,0,0
Derrick Mason,TEN,0,0,,0,0,3,9,3.0,0,0
Jason McAddley,TEN,2,57,28.5,0,0,0,0,,0,0
