Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
1,5:12,2,15,CHI 49,0,0,Thomas Jones up the middle for 6 yards (tackle by Jeff Gooch),1.300,1.420
1,4:32,3,9,TAM 45,0,0,"Penalty on Qasim Mitchell: False Start, 5 yards (no play)",1.420,0.760
1,4:08,3,14,TAM 50,0,0,Jonathan Quinn pass incomplete intended for Bernard Berrian,0.760,-0.060
1,3:59,4,14,TAM 50,0,0,Brad Maynard punts 46 yards,-0.060,0.380
1,3:46,1,10,TAM 4,0,0,Michael Pittman up the middle for 3 yards (tackle by Michael Haynes and Alex Brown),-0.380,-0.560
1,3:10,2,7,TAM 7,0,0,Michael Pittman right end for no gain (tackle by Lance Briggs),-0.560,-1.070
1,3:10,3,7,TAM 7,0,0,"Penalty on Tommie Harris: Unnecessary Roughness, 15 yards, Penalty on Tommie Harris: Defensive Offside (Declined) (no play)",-1.070,0.410
1,2:15,1,10,TAM 22,0,0,Michael Pittman for -2 yards (tackle by Alex Brown),0.410,-0.400
1,1:55,2,12,TAM 20,0,0,Brian Griese pass complete to Michael Pittman for 9 yards (tackle by Lance Briggs),-0.400,0.100
1,1:18,3,3,TAM 29,0,0,Brian Griese pass complete to Michael Pittman for 46 yards (tackle by Todd Johnson),0.100,3.910
1,0:25,1,10,CHI 25,0,0,Mike Alstott for 14 yards (tackle by Shurron Pierson),3.910,4.840
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 11,0,0,Mike Alstott up the middle for 9 yards (tackle by Todd Johnson and Brad Maynard),4.840,5.850
2,14:22,,,,0,0,Timeout #1 by Tampa Bay Buccaneers,0.000,5.850
2,14:22,2,1,CHI 2,0,0,Mike Alstott left guard for -1 yards (tackle by Lance Briggs and Michael Haynes),5.850,4.890
2,13:38,3,2,CHI 3,0,0,Brian Griese pass incomplete intended for Michael Clayton,4.890,3.050
2,13:30,4,2,CHI 3,0,3,Martin Gramatica 22 yard field goal good,3.050,3.000
2,,,,TAM 30,0,3,"Martin Gramatica kicks off 59 yards, returned by Jerry Azumah for 19 yards (tackle by John Howell)",0.000,0.940
2,13:17,1,10,CHI 30,0,3,Jonathan Quinn pass complete to Anthony Thomas for 3 yards (tackle by Jermaine Phillips),0.940,0.800
2,12:46,2,7,CHI 33,0,3,Anthony Thomas up the middle for 2 yards (tackle by Dwight Smith),0.800,0.370
2,12:11,3,5,CHI 35,0,3,Jonathan Quinn pass complete to Bobby Wade for 11 yards (tackle by Derrick Brooks),0.370,1.990
2,11:28,1,10,CHI 46,0,3,Jonathan Quinn sacked by Simeon Rice for -6 yards,1.990,0.640
2,10:52,2,16,CHI 40,0,3,Jonathan Quinn pass complete to Anthony Thomas for 1 yard (tackle by Torrie Cox),0.640,0.100
2,10:05,3,15,CHI 41,0,3,"Penalty on John Tait: False Start, 5 yards (no play)",0.100,-0.560
2,9:32,3,20,CHI 36,0,3,Jonathan Quinn pass complete to Justin Gage for 11 yards (tackle by Derrick Brooks),-0.560,-0.260
2,8:53,4,9,CHI 47,0,3,"Brad Maynard punts 46 yards, fair catch by Tim Brown",-0.260,0.380
2,8:43,1,10,TAM 7,0,3,Michael Pittman right tackle for 9 yards (tackle by Lance Briggs and Todd Johnson),-0.380,-0.020
2,8:09,2,1,TAM 16,0,3,Michael Pittman up the middle for 4 yards (tackle by Alex Brown and Michael Green),-0.020,0.280
2,7:32,1,10,TAM 20,0,3,Brian Griese pass complete to Michael Clayton for 12 yards (tackle by Cameron Worrell),0.280,1.070
2,6:53,1,10,TAM 32,0,3,Brian Griese pass incomplete intended for Ken Dilger,1.070,0.530
2,6:48,2,10,TAM 32,0,3,Brian Griese pass complete to Jamel White for 1 yard (tackle by R.W. McQuarters),0.530,-0.030
2,6:04,3,9,TAM 33,0,3,Brian Griese pass complete to Joe Jurevicius for 13 yards (tackle by R.W. McQuarters),-0.030,1.990
2,5:27,1,10,TAM 46,0,3,Brian Griese pass complete to Joe Jurevicius for 8 yards (tackle by Lance Briggs),1.990,2.530
2,4:58,2,2,CHI 46,0,3,Mike Alstott up the middle for 1 yard (tackle by Hunter Hillenmeyer),2.530,1.950
2,4:13,3,1,CHI 45,0,3,Michael Pittman right tackle for 8 yards (tackle by Todd Johnson),1.950,3.120
2,3:28,1,10,CHI 37,0,3,Mike Alstott right tackle for 8 yards (tackle by Hunter Hillenmeyer),3.120,3.650
2,2:49,2,2,CHI 29,0,3,Jamel White right guard for 1 yard (tackle by Brian Urlacher and Shurron Pierson),3.650,3.070
2,2:07,3,1,CHI 28,0,3,"Brian Griese pass complete to Ken Dilger for 8 yards (tackle by Brian Urlacher). Penalty on Jamel White: Illegal Formation, 5 yards (no play)",3.070,2.410
2,2:00,3,6,CHI 33,0,3,Brian Griese pass complete to Tim Brown for 13 yards (tackle by R.W. McQuarters),2.410,4.240
2,1:19,1,10,CHI 20,0,3,Brian Griese pass incomplete intended for Mike Alstott (defended by Israel Idonije),4.240,3.690
2,1:12,2,10,CHI 20,0,3,Brian Griese pass incomplete intended for Joe Jurevicius,3.690,3.010
2,1:12,3,10,CHI 20,0,3,"Penalty on Brian Griese: False Start, 5 yards (no play)",3.010,2.340
2,1:06,3,15,CHI 25,0,3,Michael Pittman up the middle for 19 yards (tackle by Todd Johnson and Alain Kashama),2.340,5.830
2,0:54,,,,0,3,Timeout #2 by Tampa Bay Buccaneers,0.000,5.830
2,0:54,1,6,CHI 6,0,9,"Brian Griese pass complete to Michael Clayton for 6 yards, touchdown",5.830,7.000
2,,,,CHI 2,0,10,Martin Gramatica kicks extra point good,0.000,0.000
2,,,,TAM 30,0,10,"Martin Gramatica kicks off 61 yards, returned by Jerry Azumah for 16 yards (tackle by Ryan Nece)",0.000,0.610
2,0:41,1,10,CHI 25,0,10,Jonathan Quinn pass incomplete intended for David Terrell,0.610,0.060
2,0:35,2,10,CHI 25,0,10,Jonathan Quinn pass incomplete intended for Justin Gage,0.060,-0.620
2,0:29,3,10,CHI 25,0,10,Jonathan Quinn pass incomplete intended for David Terrell (defended by Dwight Smith),-0.620,-1.700
2,0:22,4,10,CHI 25,0,10,"Brad Maynard punts 34 yards, fair catch by Tim Brown",-1.700,-1.660
2,0:14,1,10,TAM 41,0,10,Jamel White up the middle for -1 yards (tackle by Lance Briggs),1.660,0.990
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,0,10,"Martin Gramatica kicks off 53 yards, returned by Jason McKie for 21 yards (tackle by Keith Burns). Jason McKie fumbles (forced by Keith Burns), recovered by Torrie Cox at CHI-44 (tackle by Cameron Worrell)",0.000,-2.650
3,14:51,1,10,CHI 44,0,10,Michael Pittman left guard for 12 yards (tackle by Todd Johnson),2.650,3.450
3,14:16,1,10,CHI 32,0,10,Michael Pittman for 19 yards (tackle by Michael Green),3.450,4.710
3,14:00,1,10,CHI 13,0,10,Brian Griese pass incomplete intended for Joe Jurevicius,4.710,4.050
3,13:51,2,10,CHI 13,0,10,Mike Alstott up the middle for 4 yards (tackle by Hunter Hillenmeyer and Michael Green),4.050,3.880
3,13:12,3,6,CHI 9,0,10,Brian Griese pass complete to Mike Alstott for 5 yards (tackle by Michael Green),3.880,3.040
3,12:27,4,1,CHI 4,0,13,Martin Gramatica 22 yard field goal good,3.040,3.000
3,,,,TAM 30,0,13,"Martin Gramatica kicks off 67 yards, returned by Jerry Azumah for 23 yards (tackle by Jermaine Phillips)",0.000,0.670
3,12:15,1,10,CHI 26,0,13,Thomas Jones up the middle for 9 yards (tackle by Ronde Barber),0.670,1.350
3,11:38,2,1,CHI 35,0,13,Craig Krenzel pass complete to Justin Gage for 5 yards (tackle by Derrick Brooks),1.350,1.600
3,11:01,1,10,CHI 40,0,13,"Thomas Jones up the middle for 2 yards (tackle by Dwight Smith). Penalty on David Terrell: Illegal Formation, 5 yards (no play)",1.600,1.270
3,11:01,1,15,CHI 35,0,13,"Penalty on Ruben Brown: False Start, 5 yards (no play)",1.270,0.940
3,10:09,1,20,CHI 30,0,13,Thomas Jones up the middle for 8 yards (tackle by Greg Spires),0.940,0.780
3,9:30,2,12,CHI 38,0,13,Thomas Jones up the middle for 6 yards (tackle by Ronde Barber),0.780,0.890
3,8:50,3,6,CHI 44,0,13,Craig Krenzel pass complete to Thomas Jones for 3 yards (tackle by Greg Spires),0.890,-0.260
3,8:12,4,3,CHI 47,0,13,"Penalty on Alfonso Marshall: False Start, 5 yards (no play)",-0.260,-0.590
3,7:57,4,8,CHI 42,0,13,"Brad Maynard punts 39 yards, returned by Tim Brown for 7 yards (tackle by Alfonso Marshall)",-0.590,-0.670
3,7:45,1,10,TAM 26,0,13,Michael Pittman up the middle for 5 yards (tackle by Michael Green and Brian Urlacher),0.670,0.810
3,7:12,2,5,TAM 31,0,13,"Michael Pittman left end for no gain (tackle by Brian Urlacher). Michael Pittman fumbles (forced by Brian Urlacher), recovered by Todd Johnson at TAM-31 (tackle by Cosey Coleman). Penalty on Matt Stinchcomb: Offensive Holding (Declined)",0.810,-3.510
3,7:02,1,10,TAM 31,0,13,Thomas Jones for 3 yards (tackle by Chartric Darby),3.510,3.370
3,6:24,2,7,TAM 28,0,13,Craig Krenzel pass complete to Desmond Clark for 13 yards (tackle by Dwight Smith),3.370,4.580
3,5:43,1,10,TAM 15,0,13,Thomas Jones up the middle for 3 yards (tackle by Jermaine Phillips),4.580,4.450
3,5:06,2,7,TAM 12,0,13,Thomas Jones left tackle for 6 yards (tackle by Jermaine Phillips),4.450,4.900
3,4:28,3,1,TAM 6,0,13,Thomas Jones left guard for 5 yards (tackle by Jermaine Phillips),4.900,6.970
3,3:51,1,1,TAM 1,6,13,"Thomas Jones right tackle for 1 yard, touchdown",6.970,7.000
3,,,,TAM 2,7,13,Paul Edinger kicks extra point good,0.000,0.000
3,,,,CHI 30,7,13,"Paul Edinger kicks off 65 yards, returned by Torrie Cox for 25 yards (tackle by Adrian Peterson)",0.000,0.940
3,3:36,1,10,TAM 30,7,13,Brian Griese pass complete to Mike Alstott for 3 yards (tackle by Brian Urlacher),0.940,0.800
3,2:55,2,7,TAM 33,7,13,"Mike Alstott for -6 yards (tackle by Hunter Hillenmeyer). Mike Alstott fumbles (forced by Hunter Hillenmeyer), recovered by Michael Green at TAM-27 and returned for 3 yards (tackle by Kenyatta Walker). Penalty on Brian Urlacher: Taunting, 15 yards",0.800,-2.980
3,2:45,1,10,TAM 39,7,13,"Craig Krenzel pass incomplete intended for Bobby Wade. Penalty on Brian Kelly: Illegal Contact, 5 yards (no play)",2.980,3.310
3,2:38,1,10,TAM 34,7,13,Thomas Jones right guard for no gain (tackle by Derrick Brooks and Shelton Quarles),3.310,2.770
3,2:01,2,10,TAM 34,7,13,Craig Krenzel pass incomplete intended for Justin Gage (defended by Brian Kelly),2.770,2.080
3,1:52,3,10,TAM 34,7,13,Craig Krenzel sacked by Shelton Quarles for -5 yards,2.080,0.660
3,1:22,4,15,TAM 39,7,13,"Brad Maynard punts 31 yards, fair catch by Tim Brown",0.660,0.380
3,1:13,1,10,TAM 8,7,13,Jamel White right tackle for 1 yard (tackle by Tommie Harris),-0.380,-0.710
3,0:35,2,9,TAM 9,7,13,Brian Griese pass complete to Will Heller for 3 yards (tackle by Hunter Hillenmeyer),-0.710,-0.950
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,TAM 12,7,13,"Brian Griese pass incomplete intended for Michael Clayton is intercepted by R.W. McQuarters at TAM-20 and returned for 1 yard (tackle by Michael Clayton). Penalty on R.W. McQuarters: Defensive Pass Interference, 8 yards (no play)",-0.950,0.280
4,14:51,1,10,TAM 20,7,13,Michael Pittman up the middle for no gain (tackle by Brian Urlacher),0.280,-0.270
4,13:31,2,10,TAM 20,7,13,Brian Griese pass complete to Michael Clayton for 14 yards (tackle by Alex Brown),-0.270,1.200
4,13:26,1,10,TAM 34,7,13,Michael Pittman for -2 yards (tackle by Michael Haynes),1.200,0.390
4,12:48,2,12,TAM 32,7,13,Brian Griese pass complete to Michael Clayton for 11 yards (tackle by Lance Briggs),0.390,1.160
4,12:05,3,1,TAM 43,7,13,"Michael Pittman right tackle for 8 yards (tackle by Cameron Worrell). Penalty on Kenyatta Walker: Offensive Offside, 5 yards (no play)",1.160,0.500
4,11:36,3,6,TAM 38,7,13,Brian Griese pass incomplete intended for Ken Dilger (defended by Michael Green),0.500,-0.850
4,11:28,4,6,TAM 38,7,13,"Josh Bidwell punts 40 yards, fair catch by R.W. McQuarters",-0.850,-0.410
4,11:19,1,10,CHI 22,7,13,Anthony Thomas left end for 4 yards (tackle by Derrick Brooks),0.410,0.410
4,10:36,2,6,CHI 26,7,13,Craig Krenzel pass incomplete intended for Bryan Johnson is intercepted by Ronde Barber at CHI-34 and returned for 23 yards (tackle by Qasim Mitchell),0.410,-4.840
4,10:26,1,10,CHI 11,7,13,Michael Pittman up the middle for 4 yards (tackle by Brian Urlacher),4.840,4.890
4,9:45,2,6,CHI 7,7,13,Michael Pittman up the middle for 4 yards (tackle by Cameron Worrell),4.890,4.890
4,8:57,,,,7,13,Timeout #1 by Tampa Bay Buccaneers,0.000,4.890
4,8:57,3,2,CHI 3,7,19,"Michael Pittman up the middle for 3 yards, touchdown",4.890,7.000
4,8:52,,,,7,19,Timeout #2 by Tampa Bay Buccaneers,0.000,0.000
4,,,,,7,19,"Two Point Attempt: Brian Griese pass incomplete intended for Will Heller, conversion fails",1.000,-1.000
4,,,,TAM 30,7,19,"Martin Gramatica kicks off 63 yards, returned by Jerry Azumah for 12 yards (tackle by Ronde Barber)",0.000,0.150
4,8:44,1,10,CHI 19,7,19,Anthony Thomas left guard for -2 yards (tackle by Ronde Barber),0.150,-0.720
4,8:03,2,12,CHI 17,7,19,Craig Krenzel sacked by Simeon Rice for -7 yards,-0.720,-2.470
4,7:28,3,19,CHI 10,7,19,Craig Krenzel pass incomplete intended for Bobby Wade,-2.470,-2.490
4,7:22,4,19,CHI 10,7,19,"Brad Maynard punts 46 yards, returned by Tim Brown for 7 yards (tackle by Adrian Peterson)",-2.490,-2.320
4,7:08,1,10,CHI 49,7,19,Michael Pittman up the middle for 3 yards (tackle by Hunter Hillenmeyer),2.320,2.190
4,6:27,2,7,CHI 46,7,19,Michael Pittman up the middle for 4 yards (tackle by Alex Brown),2.190,2.020
4,5:44,3,3,CHI 42,7,19,Michael Clayton left end for -4 yards (tackle by Jerry Azumah),2.020,0.200
4,5:01,4,7,CHI 46,7,19,"Josh Bidwell punts 46 yards, touchback",0.200,-0.280
4,4:51,1,10,CHI 20,7,19,Craig Krenzel pass complete to Desmond Clark for 4 yards (tackle by Brian Kelly),0.280,0.270
4,4:45,2,6,CHI 24,7,19,Craig Krenzel pass complete to Thomas Jones for 3 yards (tackle by Greg Spires),0.270,-0.030
4,4:22,3,3,CHI 27,7,19,Craig Krenzel for 4 yards (tackle by Ronde Barber),-0.030,1.000
4,4:00,1,10,CHI 31,7,19,Craig Krenzel pass complete to Desmond Clark for 14 yards (tackle by Brian Kelly),1.000,1.930
4,3:45,1,10,CHI 45,7,19,Craig Krenzel pass incomplete intended for Dustin Lyman,1.930,1.380
4,3:31,2,10,CHI 45,7,19,Craig Krenzel pass complete to Bernard Berrian for 14 yards (tackle by Jermaine Phillips),1.380,2.850
4,3:16,1,10,TAM 41,7,19,Craig Krenzel pass complete to Thomas Jones for 7 yards (tackle by Jeff Gooch),2.850,3.250
4,2:27,2,3,TAM 34,7,19,Craig Krenzel pass incomplete intended for Bernard Berrian,3.250,2.540
4,2:20,3,3,TAM 34,7,19,Craig Krenzel pass incomplete intended for David Terrell (defended by Simeon Rice),2.540,1.090
4,2:12,,,,7,19,Timeout #1 by Chicago Bears,0.000,1.090
4,2:12,4,3,TAM 34,7,19,Craig Krenzel pass incomplete intended for David Terrell,1.090,-1.200
4,2:06,1,10,TAM 34,7,19,Michael Pittman right tackle for no gain (tackle by Hunter Hillenmeyer),1.200,0.660
4,2:00,2,10,TAM 34,7,19,Michael Pittman up the middle for -4 yards (tackle by Tommie Harris),0.660,-0.560
4,1:55,,,,7,19,Timeout #2 by Chicago Bears,0.000,-0.560
4,1:55,3,14,TAM 30,7,19,Jamel White up the middle for 4 yards (tackle by Brian Urlacher and Alex Brown),-0.560,-1.110
4,1:48,,,,7,19,Timeout #3 by Chicago Bears,0.000,-1.110
4,1:48,4,10,TAM 34,7,19,"Josh Bidwell punts 49 yards, returned by R.W. McQuarters for 3 yards (tackle by Corey Ivy)",-1.110,-0.280
4,1:34,1,10,CHI 20,7,19,Craig Krenzel pass complete to Justin Gage for 6 yards (tackle by Brian Kelly),0.280,0.540
4,1:28,2,4,CHI 26,7,19,Craig Krenzel pass incomplete intended for Bobby Wade (defended by Dewayne White),0.540,-0.160
4,1:22,3,4,CHI 26,7,19,Craig Krenzel pass incomplete intended for Bernard Berrian,-0.160,-1.630
4,1:14,4,4,CHI 26,7,19,Craig Krenzel pass incomplete (defended by Dewayne White),-1.630,-3.840
4,1:05,1,10,CHI 26,7,19,Brian Griese kneels for -1 yards,3.840,3.160
4,0:30,2,11,CHI 27,7,19,"Brian Griese kneels for -1 yards. Penalty on Derrick Deese: Unnecessary Roughness, 16 yards (no play)",3.160,1.000
4,0:30,2,27,CHI 43,7,19,Brian Griese kneels for no gain,1.000,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
