Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rachaad White,TAM,20,73,2,7,53,2.7,20,1.0,1,20.0
Baker Mayfield,TAM,4,4,0,1,1,0.3,3,0.8,0,
Ke'Shawn Vaughn,TAM,4,9,0,,2,0.5,7,1.8,1,4.0
Chase Edmonds,TAM,3,-5,0,,-5,-1.7,0,0.0,1,3.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devin Singletary,HOU,13,26,0,1,15,1.2,11,0.8,0,
Tank Dell,HOU,2,2,0,0,1,0.5,1,0.5,0,
Mike Boone,HOU,1,3,0,,2,2.0,1,1.0,0,
Xavier Hutchinson,HOU,1,12,0,1,9,9.0,3,3.0,1,1.0
C.J. Stroud,HOU,0,10,0,0,10,,0,,0,
