Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Aldrick Rosas kicks off 65 yards, returned by Corey Clement for 35 yards (tackle by Curtis Grant)",0.000,-1.270
1,14:53,1,10,PHI 35,0,0,Carson Wentz sacked by Olivier Vernon for -1 yards,1.270,0.590
1,14:07,2,11,PHI 34,0,0,Darren Sproles right end for 1 yard (tackle by Damon Harrison and Jason Pierre-Paul),0.590,0.040
1,13:24,3,10,PHI 35,0,0,"Penalty on Jason Kelce: False Start, 5 yards (no play)",0.040,-0.630
1,13:00,3,15,PHI 30,0,0,Carson Wentz pass complete short left to Alshon Jeffery for 12 yards (tackle by Janoris Jenkins),-0.630,-0.590
1,13:00,4,3,PHI 42,0,0,"Donnie Jones punts 58 yards, touchback",-0.590,-0.280
,,,,,,,"PHI challenged the touchback ruling, and the play was upheld.",,
1,12:19,1,10,NYG 20,0,0,Eli Manning pass complete short right to Paul Perkins for 6 yards (tackle by Malcolm Jenkins),0.280,0.540
1,11:56,2,4,NYG 26,0,0,Paul Perkins right tackle for 2 yards (tackle by Malcolm Jenkins and Brandon Graham),0.540,0.100
1,11:35,3,2,NYG 28,0,0,Eli Manning pass complete short right to Brandon Marshall for 6 yards (tackle by Rasul Douglas),0.100,1.200
1,11:07,1,10,NYG 34,0,0,Eli Manning pass complete short left to Sterling Shepard for -1 yards (tackle by Patrick Robinson),1.200,0.520
1,10:50,2,11,NYG 33,0,0,"Eli Manning pass complete short left to Brandon Marshall for 7 yards (tackle by Nigel Bradham). Penalty on Nigel Bradham: Face Mask (15 Yards), 15 yards",0.520,2.590
1,10:33,1,10,PHI 45,0,0,Paul Perkins left tackle for 2 yards (tackle by Nigel Bradham),2.590,2.310
1,10:04,2,8,PHI 43,0,0,Eli Manning pass complete short left to Odell Beckham for 2 yards (tackle by Jalen Mills),2.310,1.880
1,9:31,3,6,PHI 41,0,0,Eli Manning pass incomplete short left intended for Odell Beckham,1.880,0.530
1,9:31,4,6,PHI 41,0,0,"Brad Wing punts 41 yards, touchback. Penalty on Patrick Robinson: Offensive Holding, 10 yards",0.530,0.380
1,9:19,1,10,PHI 10,0,0,Carson Wentz sacked by Jay Bromley for -8 yards,-0.380,-1.360
1,8:38,2,18,PHI 2,0,0,Corey Clement middle for 1 yard (tackle by Jason Pierre-Paul and Jay Bromley),-1.360,-2.240
1,7:53,3,17,PHI 3,0,0,Carson Wentz pass complete short right to Alshon Jeffery for 13 yards (tackle by Eli Apple),-2.240,-2.390
1,7:23,4,4,PHI 16,0,0,"Donnie Jones punts 47 yards, fair catch by Dwayne Harris",-2.390,-1.400
1,7:17,1,10,NYG 37,0,0,Orleans Darkwa right tackle for 3 yards (tackle by Mychal Kendricks),1.400,1.260
1,6:46,2,7,NYG 40,0,0,Eli Manning pass complete short right to Evan Engram for 7 yards (tackle by Jalen Mills),1.260,2.060
1,6:11,1,10,NYG 47,0,0,Eli Manning pass complete short right to Sterling Shepard for 10 yards (tackle by Jalen Mills and Jordan Hicks),2.060,2.720
1,5:49,1,10,PHI 43,0,0,Eli Manning pass complete short middle to Brandon Marshall for 8 yards (tackle by Mychal Kendricks),2.720,3.260
1,5:21,2,2,PHI 35,0,0,Orleans Darkwa left end for 1 yard (tackle by Fletcher Cox),3.260,2.680
1,4:43,3,1,PHI 34,0,0,Orleans Darkwa left end for -4 yards (tackle by Malcolm Jenkins),2.680,0.720
1,4:07,4,5,PHI 38,0,0,"Brad Wing punts 28 yards, fair catch by Darren Sproles",0.720,0.380
1,4:03,1,10,PHI 10,0,0,LeGarrette Blount middle for 3 yards (tackle by Dalvin Tomlinson and Calvin Munson),-0.380,-0.560
1,3:27,2,7,PHI 13,0,0,Carson Wentz pass complete short right to Zach Ertz for 8 yards (tackle by Landon Collins),-0.560,0.340
1,2:56,1,10,PHI 21,0,0,LeGarrette Blount middle for 17 yards (tackle by Olivier Vernon),0.340,1.470
1,2:11,1,10,PHI 38,0,0,LeGarrette Blount right tackle for 8 yards (tackle by Darian Thompson),1.470,2.000
1,1:30,2,2,PHI 46,0,0,Carson Wentz pass incomplete short right intended for Torrey Smith,2.000,1.290
1,1:26,3,2,PHI 46,0,0,Wendell Smallwood middle for 1 yard (tackle by Landon Collins and Keenan Robinson),1.290,-0.260
1,0:56,4,1,PHI 47,0,0,Carson Wentz middle for 2 yards (tackle by Dalvin Tomlinson),-0.260,2.190
1,0:15,1,10,PHI 49,0,0,Darren Sproles right end for 11 yards (tackle by Eli Apple),2.190,2.920
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 40,0,0,Wendell Smallwood left end for 1 yard (tackle by Olivier Vernon),2.920,2.510
2,14:18,2,9,NYG 39,0,0,Carson Wentz pass complete short right to Nelson Agholor for 11 yards (tackle by Landon Collins),2.510,3.710
2,13:40,1,10,NYG 28,0,0,Darren Sproles left end for -1 yards (tackle by Darian Thompson),3.710,3.030
2,13:08,2,11,NYG 29,0,0,Wendell Smallwood middle for 3 yards (tackle by Keenan Robinson),3.030,2.740
2,12:22,3,8,NYG 26,0,0,Carson Wentz left end for 11 yards (tackle by Dominique Rodgers-Cromartie),2.740,4.580
2,11:31,1,10,NYG 15,0,0,Carson Wentz pass complete short left to Trey Burton for 8 yards (tackle by Calvin Munson),4.580,5.410
2,10:49,2,2,NYG 7,0,0,Wendell Smallwood middle for 2 yards (tackle by Kerry Wynn),5.410,6.060
2,10:01,1,5,NYG 5,0,0,Carson Wentz pass incomplete short left intended for Nelson Agholor,6.060,5.150
2,9:56,2,5,NYG 5,0,0,LeGarrette Blount middle for 4 yards (tackle by Landon Collins),5.150,5.170
2,9:33,3,1,NYG 1,0,6,"LeGarrette Blount middle for 1 yard, touchdown. Penalty on LeGarrette Blount: Taunting, 15 yards",5.170,7.000
2,9:29,,,NYG 15,0,7,Jake Elliott kicks extra point good,0.000,0.000
2,9:29,,,PHI 20,0,7,"Jake Elliott kicks off 70 yards, returned by Dwayne Harris for 24 yards (tackle by Malcolm Jenkins)",0.000,-1.200
2,9:22,1,10,NYG 34,0,7,Paul Perkins left tackle for -1 yards (tackle by Timmy Jernigan),1.200,0.520
2,8:52,2,11,NYG 33,0,7,Eli Manning pass complete short right to Odell Beckham for 14 yards (tackle by Chris Maragos),0.520,2.060
2,8:20,1,10,NYG 47,0,7,Eli Manning pass complete short left to Sterling Shepard for 11 yards (tackle by Patrick Robinson),2.060,2.790
2,7:59,1,10,PHI 42,0,7,Eli Manning pass incomplete deep left intended for Brandon Marshall is intercepted by Rasul Douglas at PHI-4. Penalty on Evan Engram: Illegal Shift (Declined),2.790,0.380
2,7:56,1,10,PHI 4,0,7,Corey Clement left end for no gain (tackle by Olivier Vernon),-0.380,-0.780
2,7:12,2,10,PHI 4,0,7,Carson Wentz pass complete short right to Zach Ertz for 5 yards (tackle by Landon Collins),-0.780,-0.840
2,6:31,3,5,PHI 9,0,7,"Penalty on Jason Pierre-Paul: Neutral Zone Infraction, 5 yards (no play)",-0.840,-0.280
2,6:05,1,10,PHI 14,0,7,Carson Wentz pass complete short right to Torrey Smith for 6 yards (tackle by Jonathan Casillas),-0.280,0.150
2,5:40,2,4,PHI 20,0,7,Carson Wentz pass complete short right to Zach Ertz for 8 yards (tackle by Landon Collins and Keenan Robinson),0.150,0.810
2,5:04,1,10,PHI 28,0,7,Wendell Smallwood middle for 14 yards (tackle by Darian Thompson),0.810,1.730
2,4:33,1,10,PHI 42,0,7,Wendell Smallwood right end for 8 yards (tackle by Darian Thompson),1.730,2.270
2,3:55,2,2,,0,7,Wendell Smallwood right end for 5 yards (tackle by Keenan Robinson),2.270,2.590
2,3:29,1,10,NYG 45,0,7,Carson Wentz pass incomplete deep left intended for Alshon Jeffery,2.590,2.040
2,3:23,2,10,NYG 45,0,7,LeGarrette Blount left end for 2 yards (tackle by Eli Apple and Keenan Robinson),2.040,1.620
2,2:43,3,8,NYG 43,0,7,Carson Wentz pass incomplete short right intended for Zach Ertz,1.620,0.000
2,2:36,,,,,,Timeout #1 by New York Giants,0.000,-0.400
2,2:36,4,8,NYG 43,0,7,Carson Wentz sacked by Devon Kennard for -6 yards,0.400,-2.190
2,2:29,1,10,NYG 49,0,7,Shane Vereen middle for 5 yards (tackle by Timmy Jernigan),2.190,2.320
2,2:00,2,5,PHI 46,0,7,Eli Manning pass incomplete short left intended for Brandon Marshall,2.320,1.620
2,1:57,3,5,PHI 46,0,7,Eli Manning pass complete short right to Odell Beckham for 9 yards (tackle by Jalen Mills),1.620,3.120
2,1:37,1,10,PHI 37,0,7,Eli Manning pass incomplete short left intended for Brandon Marshall (defended by Patrick Robinson),3.120,2.570
2,1:37,2,10,PHI 37,0,7,"Eli Manning pass complete short right to Odell Beckham for 5 yards (tackle by Malcolm Jenkins). Penalty on Derek Barnett: Neutral Zone Infraction, 5 yards (no play)",2.570,0.000
2,1:37,,,,,,Timeout #2 by Philadelphia Eagles,0.000,-3.250
2,1:32,2,5,PHI 32,0,7,Eli Manning pass complete short middle to Evan Engram for 8 yards (tackle by Mychal Kendricks and Nigel Bradham),3.250,3.970
2,1:32,1,10,PHI 24,0,7,"Penalty on Evan Engram: False Start, 5 yards (no play)",3.970,3.640
2,0:55,1,15,PHI 29,0,7,Eli Manning pass complete short middle to Sterling Shepard for 19 yards (tackle by Chris Maragos and Jalen Mills),3.640,4.910
2,0:35,1,10,PHI 10,0,7,Eli Manning pass complete short left to Odell Beckham for 8 yards (tackle by Jalen Mills and Nigel Bradham),4.910,0.000
2,0:32,,,,,,Timeout #2 by New York Giants,0.000,-5.720
2,0:32,2,2,PHI 2,0,7,Eli Manning pass complete short right to Sterling Shepard for 1 yard (tackle by Patrick Robinson),5.720,0.000
2,0:29,,,,,,Timeout #3 by Philadelphia Eagles,0.000,-5.170
2,0:29,3,1,PHI 1,0,7,Eli Manning pass incomplete short left intended for Sterling Shepard,5.170,0.000
2,0:24,,,,,,Timeout #3 by New York Giants,0.000,-3.550
2,0:24,4,1,PHI 1,0,7,Orleans Darkwa middle for -1 yards (tackle by Joe Walker and Vinny Curry),3.550,0.380
2,0:19,1,10,PHI 2,0,7,Carson Wentz kneels for no gain,-0.380,-0.780
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,0,7,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NYG 25,0,7,Eli Manning pass incomplete short right intended for Evan Engram (defended by Brandon Graham),0.610,0.060
3,14:56,2,10,NYG 25,0,7,Eli Manning pass incomplete short middle intended for Evan Engram (defended by Mychal Kendricks),0.060,-0.620
3,14:53,3,10,NYG 25,0,7,Eli Manning pass complete short right to Paul Perkins for 2 yards (tackle by Nigel Bradham and Rasul Douglas),-0.620,-1.570
3,14:20,4,8,NYG 27,0,7,"Brad Wing punts 57 yards, returned by Torrey Smith for 9 yards (tackle by Zak DeOssie)",-1.570,-0.610
3,14:10,1,10,PHI 25,0,7,LeGarrette Blount right end for 20 yards (tackle by Jason Pierre-Paul and Eli Apple),0.610,1.930
3,13:24,1,10,PHI 45,0,7,LeGarrette Blount left end for 5 yards (tackle by Darian Thompson),1.930,2.060
3,12:53,2,5,,0,7,Carson Wentz pass complete short right to Trey Burton for -1 yards (tackle by Dominique Rodgers-Cromartie),2.060,1.220
3,12:06,3,6,PHI 49,0,7,Carson Wentz pass complete short left to Alshon Jeffery for 12 yards (tackle by Dominique Rodgers-Cromartie),1.220,2.980
3,11:22,1,10,NYG 39,0,7,LeGarrette Blount middle for 1 yard (tackle by Jason Pierre-Paul and Devon Kennard),2.980,2.580
3,10:37,2,9,NYG 38,0,7,Carson Wentz middle for 3 yards (tackle by Devon Kennard and Olivier Vernon),2.580,2.280
3,9:54,3,6,NYG 35,0,7,Carson Wentz pass complete short left to Torrey Smith for 1 yard (tackle by Janoris Jenkins),2.280,1.070
3,9:25,4,5,NYG 34,0,7,Jake Elliott 52 yard field goal no good,1.070,-1.730
3,9:21,1,10,NYG 42,0,7,Eli Manning pass complete short left to Brandon Marshall for 4 yards (tackle by Patrick Robinson),1.730,1.730
3,9:00,2,6,NYG 46,0,7,Eli Manning pass incomplete short right intended for Odell Beckham is intercepted by Patrick Robinson at PHI-46,1.730,-1.990
3,8:58,1,10,PHI 46,0,7,LeGarrette Blount left end for no gain (tackle by Dalvin Tomlinson),1.990,1.450
3,8:15,2,10,PHI 46,0,7,Carson Wentz right end for 5 yards (tackle by Jonathan Casillas),1.450,1.420
