#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:04,HOU 29,6,2:33,21,Downs
2,1,3:43,ARI 46,9,4:20,46,Touchdown
3,2,10:16,HOU 37,10,5:19,63,Touchdown
4,2,4:47,ARI 45,9,2:57,45,Touchdown
5,2,1:18,ARI 38,8,1:10,29,Field Goal
6,3,15:00,HOU 40,8,2:47,37,Field Goal
7,3,9:21,HOU 16,3,0:54,-11,Punt
8,3,7:13,HOU 5,3,2:08,6,Punt
9,3,4:09,HOU 20,5,2:31,14,Interception
10,4,14:46,HOU 36,3,1:38,-3,Punt
11,4,10:20,ARI 40,3,1:34,-2,Fumble
12,4,5:32,HOU 41,3,2:27,7,Punt
13,4,2:33,ARI 14,4,2:06,6,Field Goal
