Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Odell Beckham Jr.,NYG,10,9,109,0,5,56,6.2,53,5.9,7.0,1,9.0,0,0.0,0,112.1
Sterling Shepard,NYG,7,6,80,1,6,47,7.8,33,5.5,6.7,0,,0,0.0,0,153.9
Saquon Barkley,NYG,5,5,35,0,1,-1,-0.2,36,7.2,-0.2,1,5.0,0,0.0,0,95.8
Rhett Ellison,NYG,3,3,39,1,2,23,7.7,16,5.3,7.7,0,,0,0.0,0,158.3
Evan Engram,NYG,1,1,19,0,1,4,4.0,15,15.0,4.0,0,,0,0.0,0,118.7
Cody Latimer,NYG,2,1,15,0,1,7,7.0,8,8.0,22.0,0,,0,0.0,0,75.0
Wayne Gallman,NYG,1,0,0,0,,0,,0,,-6.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeAndre Hopkins,HOU,10,6,86,0,5,71,11.8,15,2.5,11.6,0,,0,0.0,0,87.9
Will Fuller,HOU,11,5,101,1,5,58,11.6,43,8.6,16.8,2,2.5,0,0.0,0,108.5
Lamar Miller,HOU,6,5,41,1,2,10,2.0,31,6.2,5.8,1,5.0,0,0.0,1,95.1
Ryan Griffin,HOU,4,2,44,0,1,31,15.5,13,6.5,12.0,0,,0,0.0,0,89.6
Jordan Thomas,HOU,2,2,53,0,2,15,7.5,38,19.0,7.5,0,,0,0.0,0,118.7
Jordan Akins,HOU,1,1,18,0,1,1,1.0,17,17.0,1.0,1,1.0,0,0.0,0,118.7
Alfred Blue,HOU,1,1,4,0,,-3,-3.0,7,7.0,-3.0,0,,0,0.0,0,83.3
Bruce Ellington,HOU,1,1,10,0,1,10,10.0,0,0.0,10.0,0,,0,0.0,0,108.3
Vyncint Smith,HOU,2,1,28,0,1,27,27.0,1,1.0,15.5,0,,0,0.0,0,95.8
