Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
1,5:37,1,10,HOU 29,0,3,Eli Manning pass incomplete short right intended for Wayne Gallman (defended by Tyrann Mathieu),3.640,3.100
1,5:29,2,10,HOU 29,0,3,Eli Manning pass complete short middle to Odell Beckham for 6 yards (tackle by Tyrann Mathieu),3.100,3.200
1,4:47,3,4,HOU 23,0,3,Eli Manning pass complete short middle to Sterling Shepard for 8 yards (tackle by Aaron Colvin),3.200,4.580
1,4:17,1,10,HOU 15,6,3,"Saquon Barkley up the middle for 15 yards, touchdown",4.580,7.000
1,4:10,,,HOU 15,7,3,Aldrick Rosas kicks extra point good,0.000,0.000
1,4:10,,,NYG 35,7,3,"Aldrick Rosas kicks off 65 yards, returned by Tyler Ervin for no gain (tackle by Lorenzo Carter and Kerry Wynn)",0.000,0.410
1,4:05,1,10,HOU 22,7,3,Lamar Miller left guard for 4 yards (tackle by Michael Thomas and Damon Harrison),0.410,0.410
1,3:37,2,6,HOU 26,7,3,Lamar Miller left tackle for -1 yards (tackle by Dalvin Tomlinson and Damon Harrison),0.410,-0.430
1,3:10,3,7,HOU 25,7,3,"Penalty on Julie'n Davenport: False Start, 5 yards (no play)",-0.430,-1.090
1,2:53,3,12,HOU 20,7,3,Deshaun Watson pass complete short middle to Lamar Miller for 8 yards (tackle by Alec Ogletree),-1.090,-1.500
1,2:14,4,4,HOU 28,7,3,"Trevor Daniel punts 57 yards, muffed catch by Stacy Coley, recovered by Stacy Coley at NYG-16, returned by Stacy Coley for no gain",-1.500,0.140
1,2:03,1,10,NYG 16,7,3,Jonathan Stewart right guard for 5 yards (tackle by Zach Cunningham and Kareem Jackson),-0.140,0.150
1,1:25,2,5,NYG 21,7,3,Jonathan Stewart up the middle for 3 yards (tackle by Kareem Jackson and Tyrann Mathieu),0.150,-0.320
1,0:40,3,2,NYG 24,7,3,Eli Manning pass complete short middle to Cody Latimer for 15 yards (tackle by Tyrann Mathieu),-0.320,1.530
1,0:01,1,10,NYG 39,7,3,"Eli Manning pass incomplete short right intended for Evan Engram. Penalty on Zach Cunningham: Defensive Pass Interference, 10 yards (no play)",1.530,2.190
Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 49,7,3,Wayne Gallman left guard for 3 yards (tackle by Justin Reid),2.190,2.050
2,14:25,2,7,HOU 48,7,3,Eli Manning pass complete deep left to Odell Beckham for 21 yards (tackle by Justin Reid),2.050,3.780
2,13:48,1,10,HOU 27,7,3,Eli Manning pass complete short right to Cody Latimer for 14 yards (tackle by Johnathan Joseph). Penalty on Aaron Colvin: Illegal Contact (Offsetting) (no play),3.780,3.780
2,13:25,1,10,HOU 27,7,3,Wayne Gallman up the middle for 1 yard (tackle by Jadeveon Clowney),3.780,3.370
2,12:44,2,9,HOU 26,7,3,Odell Beckham right end for no gain (tackle by Aaron Colvin),3.370,2.680
2,11:58,3,9,HOU 26,7,3,Eli Manning pass incomplete short left intended for Odell Beckham,2.680,1.740
2,11:53,4,9,HOU 26,10,3,Aldrick Rosas 44 yard field goal good,1.740,3.000
2,11:49,,,NYG 35,10,3,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,11:49,1,10,HOU 25,10,3,Deshaun Watson pass complete short middle to DeAndre Hopkins for 6 yards (tackle by Janoris Jenkins),0.610,0.870
2,11:21,2,4,HOU 31,10,3,Deshaun Watson pass incomplete short right intended for Will Fuller (defended by Kareem Martin),0.870,0.170
2,11:17,3,4,HOU 31,10,3,"Penalty on Nick Martin: False Start, 5 yards (no play)",0.170,-0.490
2,11:17,3,9,HOU 26,10,3,Deshaun Watson sacked by Ray-Ray Armstrong and Lorenzo Carter for no gain. Penalty on Julie'n Davenport: Offensive Holding (Offsetting) (no play),-0.490,-0.490
2,10:52,3,9,HOU 26,10,3,Deshaun Watson pass incomplete short left intended for Will Fuller,-0.490,-1.630
2,10:46,4,9,HOU 26,10,3,"Trevor Daniel punts 56 yards, returned by Stacy Coley for 6 yards (tackle by Justin Reid)",-1.630,-0.540
2,10:34,1,10,NYG 24,10,3,Eli Manning pass complete short left to Evan Engram for 19 yards (tackle by Kareem Jackson),0.540,1.800
2,9:59,1,10,NYG 43,10,3,Eli Manning pass complete short middle to Odell Beckham for 9 yards (tackle by Aaron Colvin),1.800,2.470
2,9:19,2,1,HOU 48,10,3,Saquon Barkley right guard for 24 yards (tackle by Tyrann Mathieu),2.470,3.970
2,8:52,1,10,HOU 24,10,3,Saquon Barkley up the middle for 2 yards (tackle by Dylan Cole),3.970,3.700
2,8:07,2,8,HOU 22,10,3,Wayne Gallman right tackle for 4 yards (tackle by Whitney Mercilus and Benardrick McKinney),3.700,3.570
2,7:25,3,4,HOU 18,10,3,Eli Manning pass complete short middle to Sterling Shepard for 7 yards (tackle by Aaron Colvin),3.570,4.840
2,6:41,1,10,HOU 11,10,3,Saquon Barkley up the middle for -5 yards (tackle by J.J. Watt),4.840,3.440
2,6:01,2,15,HOU 16,10,3,Saquon Barkley right end for 10 yards (tackle by Benardrick McKinney),3.440,4.210
2,5:18,3,5,HOU 6,10,3,"Eli Manning sacked by J.J. Watt for -6 yards. Eli Manning fumbles (forced by J.J. Watt), recovered by Eli Manning at HOU-12",4.210,2.630
2,4:38,4,11,HOU 12,13,3,Aldrick Rosas 30 yard field goal good,2.630,3.000
2,4:35,,,NYG 35,13,3,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,4:35,1,10,HOU 25,13,3,Lamar Miller up the middle for -1 yards (tackle by Kareem Martin and Dalvin Tomlinson),0.610,-0.070
2,4:02,2,11,HOU 24,13,3,Deshaun Watson pass incomplete short left intended for Will Fuller,-0.070,-0.760
2,3:57,3,11,HOU 24,13,3,Deshaun Watson up the middle for 5 yards (tackle by Kerry Wynn),-0.760,-1.440
2,3:21,4,6,HOU 29,13,3,"Trevor Daniel punts 42 yards, fair catch by Stacy Coley at NYG-29",-1.440,-0.870
2,3:16,1,10,NYG 29,13,3,Saquon Barkley up the middle for 1 yard (tackle by Zach Cunningham and J.J. Watt),0.870,0.460
2,2:40,2,9,NYG 30,13,3,Eli Manning pass complete deep right to Sterling Shepard for 17 yards (tackle by Shareece Wright),0.460,2.060
2,2:17,1,10,NYG 47,13,3,Saquon Barkley left guard for 8 yards (tackle by Aaron Colvin and Benardrick McKinney),2.060,2.600
2,2:02,2,2,HOU 45,13,3,Saquon Barkley up the middle for -1 yards (tackle by J.J. Watt and Benardrick McKinney),2.600,1.750
2,1:58,3,3,HOU 46,13,3,Eli Manning pass complete short middle to Odell Beckham for 30 yards (tackle by Justin Reid),1.750,4.510
2,1:24,1,10,HOU 16,19,3,"Eli Manning pass complete short right to Rhett Ellison for 16 yards, touchdown",4.510,7.000
2,1:20,,,HOU 15,20,3,Aldrick Rosas kicks extra point good,0.000,0.000
2,1:20,,,NYG 35,20,3,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,1:20,1,10,HOU 25,20,3,Deshaun Watson sacked by Lorenzo Carter for no gain,0.610,0.060
2,0:57,2,10,HOU 25,20,3,Deshaun Watson pass complete deep middle to Ryan Griffin for 32 yards (tackle by Curtis Riley and Landon Collins),0.060,2.720
2,0:48,,,,,,Timeout #2 by Houston Texans,,
2,0:48,1,10,NYG 43,20,3,Deshaun Watson pass complete short left to DeAndre Hopkins for 11 yards (tackle by Janoris Jenkins),2.720,3.450
2,0:43,1,10,NYG 32,20,3,Deshaun Watson right end for 6 yards (tackle by Landon Collins),3.450,3.710
2,0:36,2,4,NYG 26,20,3,Deshaun Watson left end for 5 yards (tackle by Donte Deayon),3.710,4.170
2,0:25,,,,,,Timeout #3 by Houston Texans,,
2,0:25,1,10,NYG 21,20,3,Deshaun Watson pass complete short right to Lamar Miller for 16 yards (tackle by Ray-Ray Armstrong),4.170,6.060
2,0:09,1,5,NYG 5,20,3,Deshaun Watson spiked the ball,6.060,5.150
2,0:08,2,5,NYG 5,20,3,"Penalty on Julie'n Davenport: False Start, 5 yards (no play)",5.150,4.190
2,0:08,2,10,NYG 10,20,3,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,4.190,3.130
2,0:04,3,10,NYG 10,20,6,Ka'imi Fairbairn 28 yard field goal good,3.130,3.000
Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,20,6,"Ka'imi Fairbairn kicks off 61 yards, returned by Cody Latimer for no gain (tackle by A.J. Moore)",0.000,0.410
3,14:55,1,10,NYG 22,20,6,Eli Manning pass complete short left to Rhett Ellison for 6 yards (tackle by Angelo Blackson),0.410,0.680
3,14:11,2,4,NYG 28,20,6,Saquon Barkley up the middle for 4 yards (tackle by Zach Cunningham),0.680,1.070
3,13:34,1,10,NYG 32,20,6,Eli Manning pass complete short left to Odell Beckham for 3 yards (tackle by Johnathan Joseph),1.070,0.930
3,12:55,2,7,NYG 35,20,6,Saquon Barkley right guard for 2 yards (tackle by Kareem Jackson),0.930,0.500
3,12:13,3,5,NYG 37,20,6,Eli Manning pass incomplete deep left intended for Cody Latimer,0.500,-0.910
3,12:07,4,5,NYG 37,20,6,Riley Dixon punts 39 yards downed by Nathan Stupar,-0.910,-0.540
3,11:54,1,10,HOU 24,20,6,Alfred Blue left tackle for 5 yards (tackle by Kerry Wynn and Landon Collins),0.540,0.670
3,11:19,2,5,HOU 29,20,6,Alfred Blue up the middle for 2 yards (tackle by Damon Harrison and Alec Ogletree),0.670,0.230
3,10:48,3,3,HOU 31,20,6,Deshaun Watson pass complete short middle to Will Fuller for 28 yards (tackle by Landon Collins),0.230,2.850
3,9:59,1,10,NYG 41,20,6,Alfred Blue right guard for 6 yards (tackle by B.J. Goodson),2.850,3.120
3,9:28,2,4,NYG 35,20,6,Alfred Blue right guard for no gain (tackle by Alec Ogletree and Damon Harrison),3.120,2.410
3,8:52,3,4,NYG 35,20,6,Deshaun Watson pass incomplete deep left intended for DeAndre Hopkins,2.410,0.980
3,8:46,4,4,NYG 35,20,9,Ka'imi Fairbairn 54 yard field goal good,0.980,3.000
3,8:41,,,HOU 35,20,9,"Ka'imi Fairbairn kicks off 62 yards, returned by Stacy Coley for no gain (tackle by Gregory Howell)",0.000,-0.380
3,8:35,1,10,NYG 9,20,9,Eli Manning pass complete short right to Odell Beckham for 13 yards (tackle by Aaron Colvin and Kareem Jackson),-0.380,0.410
3,7:57,1,10,NYG 22,20,9,Saquon Barkley left tackle for no gain (tackle by Angelo Blackson),0.410,-0.130
3,7:11,2,10,NYG 22,20,9,Eli Manning pass complete short right to Saquon Barkley for -1 yards (tackle by Zach Cunningham),-0.130,-0.960
3,6:34,3,11,NYG 21,20,9,Wayne Gallman left guard for 8 yards (tackle by Jadeveon Clowney),-0.960,-1.440
3,5:55,4,3,NYG 29,20,9,"Riley Dixon punts 53 yards, returned by Tyler Ervin for 27 yards (tackle by Scott Simonson)",-1.440,-1.930
3,5:42,1,10,HOU 45,20,9,Deshaun Watson pass incomplete deep right intended for Will Fuller,1.930,1.380
3,5:33,2,10,HOU 45,20,9,Lamar Miller right guard for 2 yards (tackle by Dalvin Tomlinson and Kareem Martin),1.380,0.960
3,4:55,3,8,HOU 47,20,9,Deshaun Watson pass complete short middle to DeAndre Hopkins for 20 yards (tackle by Landon Collins and Curtis Riley),0.960,3.380
3,4:23,1,10,NYG 33,20,9,Lamar Miller right guard for no gain (tackle by Landon Collins),3.380,2.840
3,3:56,2,10,NYG 33,20,9,"Deshaun Watson pass complete short middle to Lamar Miller for 6 yards (tackle by Kerry Wynn). Lamar Miller fumbles (forced by Kerry Wynn), recovered by Donte Deayon at NYG-25 (tackle by Jordan Akins)",2.840,-0.610
3,3:47,1,10,NYG 25,20,9,Eli Manning pass incomplete short middle intended for Sterling Shepard (defended by Kareem Jackson),0.610,0.060
3,3:42,2,10,NYG 25,20,9,"Eli Manning pass complete short left to Odell Beckham for 5 yards (tackle by Tyrann Mathieu). Penalty on Nate Solder: Offensive Holding, 10 yards",0.060,-0.610
3,3:27,2,15,NYG 20,20,9,Eli Manning sacked by J.J. Watt for -10 yards,-0.610,-3.180
3,2:43,3,25,NYG 10,20,9,Saquon Barkley right tackle for 6 yards (tackle by Tyrann Mathieu),-3.180,-2.390
3,2:09,4,19,NYG 16,20,9,"Riley Dixon punts 53 yards, returned by Tyler Ervin for 8 yards (tackle by Curtis Riley)",-2.390,-1.530
3,1:57,1,10,HOU 39,20,9,Deshaun Watson pass complete deep middle to DeAndre Hopkins for 24 yards (tackle by Curtis Riley),1.530,3.120
3,1:27,1,10,NYG 37,20,9,Deshaun Watson pass complete short middle to DeAndre Hopkins for 15 yards (tackle by Janoris Jenkins),3.120,4.110
3,0:51,1,10,NYG 22,20,9,Deshaun Watson pass complete short left to Jordan Thomas for 14 yards (tackle by Dalvin Tomlinson and B.J. Goodson),4.110,5.370
3,0:24,1,8,NYG 8,20,9,"Deshaun Watson pass complete short left to DeAndre Hopkins for 1 yard (tackle by B.J. Goodson). Penalty on Lamar Miller: Illegal Block Above the Waist, 10 yards (no play)",5.370,4.240
Quarter,Time,Down,ToGo,Location,NYG,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,18,NYG 18,20,9,Deshaun Watson sacked by B.J. Hill for -7 yards,4.240,2.330
4,14:15,2,25,NYG 25,20,9,Deshaun Watson pass deep right intended for Lamar Miller is intercepted by Alec Ogletree at NYG-0 and returned for no gain,2.330,-0.280
4,14:05,1,10,NYG 20,20,9,Eli Manning pass complete short middle to Odell Beckham for 13 yards (tackle by Benardrick McKinney),0.280,1.140
4,13:23,1,10,NYG 33,20,9,Eli Manning sacked by Angelo Blackson for -7 yards,1.140,-0.350
4,12:44,2,17,NYG 26,20,9,Eli Manning pass complete short left to Saquon Barkley for 7 yards (tackle by Kareem Jackson and Whitney Mercilus),-0.350,-0.100
4,11:56,3,10,NYG 33,20,9,Eli Manning sacked by J.J. Watt for -9 yards,-0.100,-1.770
4,11:20,4,19,NYG 24,20,9,"Riley Dixon punts 53 yards, returned by Tyler Ervin for 10 yards (tackle by Nathan Stupar)",-1.770,-1.140
4,11:09,1,10,HOU 33,20,9,Deshaun Watson pass complete deep middle to Will Fuller for 37 yards (tackle by Ray-Ray Armstrong),1.140,3.580
4,10:35,1,10,NYG 30,20,9,Deshaun Watson pass complete short left to DeAndre Hopkins for 10 yards (tackle by Curtis Riley and Donte Deayon),3.580,4.240
4,10:05,1,10,NYG 20,20,9,Deshaun Watson pass incomplete deep left intended for DeAndre Hopkins. Penalty on Nick Martin: Offensive Holding (Offsetting) (no play),4.240,4.240
4,9:59,1,10,NYG 20,20,9,Deshaun Watson pass complete short middle to Alfred Blue for 4 yards (tackle by Damon Harrison),4.240,4.280
4,9:19,2,6,NYG 16,20,9,Deshaun Watson pass incomplete deep left intended for Ryan Griffin (defended by Landon Collins),4.280,3.520
4,9:14,3,6,NYG 16,20,9,Deshaun Watson up the middle for 10 yards (tackle by Kerry Wynn),3.520,5.830
4,8:28,,,,,,Timeout #1 by Houston Texans,,
4,8:28,1,6,NYG 6,20,9,"Deshaun Watson pass complete short left to DeAndre Hopkins for 6 yards. Penalty on Julie'n Davenport: Offensive Holding, 10 yards (no play)",5.830,4.310
4,8:21,1,16,NYG 16,20,9,Deshaun Watson right end for 10 yards (tackle by Lorenzo Carter),4.310,4.950
4,7:43,2,6,NYG 6,20,15,"Deshaun Watson pass complete short middle to Will Fuller for 6 yards, touchdown",4.950,7.000
4,7:37,,,NYG 2,20,15,"Two Point Attempt: Deshaun Watson pass complete to Lamar Miller, conversion fails",0.000,-1.000
4,7:37,,,HOU 35,20,15,"Ka'imi Fairbairn kicks off 63 yards, returned by Stacy Coley for no gain (tackle by Johnson Bademosi)",0.000,0.480
4,7:31,1,10,NYG 23,20,15,Eli Manning pass complete short left to Sterling Shepard for 23 yards (tackle by Johnathan Joseph),0.480,1.990
4,6:57,1,10,NYG 46,20,15,Saquon Barkley up the middle for 2 yards (tackle by Kareem Jackson and Benardrick McKinney),1.990,1.720
4,6:11,,,,,,Timeout #1 by New York Giants,,
4,6:11,2,8,NYG 48,20,15,Eli Manning pass complete short right to Rhett Ellison for 17 yards (tackle by Tyrann Mathieu),1.720,3.250
4,5:26,1,10,HOU 35,20,15,Saquon Barkley up the middle for -2 yards (tackle by J.J. Watt and Whitney Mercilus),3.250,2.430
4,4:40,2,12,HOU 37,20,15,Eli Manning pass complete short right to Saquon Barkley for 10 yards (tackle by Zach Cunningham),2.430,3.070
4,3:55,3,2,HOU 27,20,15,Eli Manning pass complete deep right to Saquon Barkley for 21 yards (tackle by Zach Cunningham),3.070,5.830
4,3:44,,,,,,Timeout #2 by Houston Texans,,
4,3:44,1,6,HOU 6,20,15,Eli Manning pass complete short right to Saquon Barkley for -2 yards (tackle by Benardrick McKinney),5.830,4.570
4,3:00,2,8,HOU 8,20,15,Saquon Barkley left guard for 1 yard (tackle by Christian Covington and D.J. Reader),4.570,3.810
4,2:13,,,,,,Timeout #2 by New York Giants,,
4,2:13,3,7,HOU 7,26,15,"Eli Manning pass complete short middle to Sterling Shepard for 7 yards, touchdown",3.810,7.000
4,2:08,,,HOU 15,27,15,Aldrick Rosas kicks extra point good,0.000,0.000
4,2:08,,,NYG 35,27,15,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
4,2:08,1,10,HOU 25,27,15,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Janoris Jenkins),0.610,0.060
4,2:04,2,10,HOU 25,27,15,Deshaun Watson sacked by Mario Edwards for -10 yards,0.060,-2.350
4,1:57,3,20,HOU 15,27,15,Deshaun Watson pass complete short left to Ryan Griffin for 12 yards (tackle by Alec Ogletree),-2.350,-1.570
4,1:25,4,8,HOU 27,27,15,Deshaun Watson pass complete short left to Will Fuller for 16 yards (tackle by B.W. Webb),-1.570,1.800
4,1:04,1,10,HOU 43,27,15,Deshaun Watson pass complete short left to Lamar Miller for 7 yards (tackle by B.W. Webb),1.800,2.200
4,0:57,2,3,HOU 50,27,15,Deshaun Watson pass incomplete deep left intended for Will Fuller,2.200,1.490
4,0:49,3,3,HOU 50,27,15,Deshaun Watson pass complete short right to Jordan Akins for 18 yards (tackle by Donte Deayon),1.490,3.450
4,0:40,,,,,,Timeout #3 by Houston Texans,,
4,0:40,1,10,NYG 32,27,15,Deshaun Watson pass complete deep left to Vyncint Smith for 28 yards (tackle by Curtis Riley),3.450,6.280
4,0:21,1,4,NYG 4,27,15,Deshaun Watson spiked the ball,6.280,5.340
4,0:19,2,4,NYG 4,27,15,Deshaun Watson pass incomplete short right intended for Vyncint Smith (defended by Kerry Wynn),5.340,4.490
4,0:15,3,4,NYG 4,27,15,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,4.490,3.030
4,0:10,4,4,NYG 4,27,21,"Deshaun Watson pass complete short middle to Lamar Miller for 4 yards, touchdown. Penalty on B.W. Webb: Defensive Holding (Declined)",3.030,7.000
4,0:01,,,NYG 15,27,22,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,0:01,,,HOU 35,27,22,"Ka'imi Fairbairn kicks onside 36 yards, returned by Stacy Coley for no gain",0.000,-0.870
4,0:01,1,10,NYG 29,27,22,Eli Manning kneels for -1 yards,0.870,0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
