Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
1,9:07,2,8,SEA 31,0,0,Russell Wilson pass incomplete deep right intended for Cooper Helfet,0.600,-0.100
1,9:02,3,8,SEA 31,0,0,"Penalty on J.R. Sweezy: False Start, 5 yards (no play)",-0.100,-0.760
1,9:02,3,13,SEA 26,0,0,Marshawn Lynch left tackle for 6 yards (tackle by Thomas Davis),-0.760,-1.240
1,8:31,4,7,SEA 32,0,0,"Jon Ryan punts 45 yards, fair catch by Brenton Bersin. Penalty on Carrington Byndom: Offensive Holding, 10 yards",-1.240,0.320
1,8:21,1,10,CAR 13,0,0,Cam Newton right tackle for 3 yards (tackle by Kevin Williams),-0.320,-0.440
1,7:50,2,7,CAR 16,0,0,Cam Newton pass complete short left to Kelvin Benjamin for 3 yards (tackle by Tharold Simon),-0.440,-0.710
1,7:07,3,4,CAR 19,0,0,Cam Newton pass incomplete deep right intended for Philly Brown is intercepted by Richard Sherman at SEA-38,-0.710,-1.470
1,6:59,1,10,SEA 38,0,0,Russell Wilson pass incomplete short right intended for Robert Turbin,1.470,0.920
1,6:56,2,10,SEA 38,0,0,Russell Wilson pass complete short right to Marshawn Lynch for -2 yards (tackle by Colin Jones),0.920,-0.030
1,6:16,3,12,SEA 36,0,0,Russell Wilson pass complete deep right to Jermaine Kearse for 33 yards (tackle by Colin Jones),-0.030,3.510
1,5:33,1,10,CAR 31,0,0,"Russell Wilson for no gain. Russell Wilson fumbles, recovered by Russell Wilson at CAR-33",3.510,2.700
1,4:52,2,12,CAR 33,0,0,Russell Wilson pass incomplete short middle intended for Doug Baldwin,2.700,2.020
1,4:48,3,12,CAR 33,0,0,"Russell Wilson pass complete short right to Ricardo Lockette for 6 yards (tackle by Bene Benwikere). Penalty on Ricardo Lockette: Taunting, 15 yards",2.020,0.460
1,4:28,4,21,CAR 42,0,0,"Jon Ryan punts 31 yards, fair catch by Brenton Bersin",0.460,0.370
1,4:20,1,10,CAR 11,0,0,Jonathan Stewart right guard for 2 yards (tackle by O'Brien Schofield),-0.370,-0.630
1,3:45,2,8,CAR 13,0,0,Cam Newton pass complete short left to Kelvin Benjamin for 4 yards,-0.630,-0.720
1,3:12,3,4,CAR 17,0,0,Cam Newton pass complete short middle to Mike Tolbert for 14 yards (tackle by Earl Thomas and Demarcus Dobbs),-0.720,1.000
1,2:33,1,10,CAR 31,0,0,Cam Newton pass incomplete deep right intended for Jerricho Cotchery,1.000,0.460
1,2:27,2,10,CAR 31,0,0,"Cam Newton for no gain. Cam Newton fumbles, recovered by Tony McDaniel at CAR-28 (tackle by Trai Turner)",0.460,-3.710
1,2:22,1,10,CAR 28,0,0,Russell Wilson pass complete short right to Doug Baldwin for 11 yards (tackle by Josh Norman),3.710,4.440
1,1:48,1,10,CAR 17,0,0,Marshawn Lynch left guard for 1 yard (tackle by Thomas Davis),4.440,4.000
1,1:06,2,9,CAR 16,0,0,Russell Wilson pass incomplete short left intended for Cooper Helfet,4.000,3.190
1,1:01,3,9,CAR 16,0,6,"Russell Wilson pass complete deep middle to Doug Baldwin for 16 yards, touchdown",3.190,7.000
1,1:01,,,CAR 2,0,7,Steven Hauschka kicks extra point good,0.000,0.000
1,1:01,,,SEA 35,0,7,"Steven Hauschka kicks off 67 yards, returned by Fozzy Whittaker for 23 yards (tackle by DeShawn Shead)",0.000,-0.340
1,0:50,1,10,CAR 21,0,7,Jonathan Stewart right end for 15 yards (tackle by Earl Thomas),0.340,1.330
1,0:09,1,10,CAR 36,0,7,Cam Newton pass complete short right to Philly Brown for 14 yards (tackle by Richard Sherman),1.330,2.260
Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,,0,7,Cam Newton up the middle for 9 yards (tackle by K.J. Wright),2.260,2.930
2,14:17,2,1,SEA 41,0,7,Jonathan Stewart right guard for no gain (tackle by Earl Thomas and Tony McDaniel),2.930,2.210
2,13:36,3,1,SEA 41,0,7,Cam Newton up the middle for 2 yards (tackle by Bobby Wagner and K.J. Wright),2.210,2.980
2,12:56,1,10,SEA 39,0,7,DeAngelo Williams left tackle for 6 yards (tackle by Earl Thomas and Bruce Irvin),2.980,3.250
2,12:08,2,4,SEA 33,0,7,Cam Newton pass incomplete short right intended for Philly Brown (defended by Richard Sherman),3.250,2.540
2,12:04,3,4,SEA 33,0,7,Cam Newton pass complete short left to Philly Brown for 10 yards (tackle by Tharold Simon),2.540,4.040
2,11:29,1,10,SEA 23,0,7,DeAngelo Williams left end for 8 yards (tackle by Bobby Wagner and K.J. Wright),4.040,4.750
2,10:44,2,2,SEA 15,0,7,Jonathan Stewart up the middle for 1 yard (tackle by Tony McDaniel and Kam Chancellor),4.750,4.280
2,10:02,3,1,SEA 14,0,7,Mike Tolbert left guard for 3 yards (tackle by Tony McDaniel and Michael Bennett),4.280,4.840
2,9:21,1,10,SEA 11,0,7,Jonathan Stewart right end for 1 yard (tackle by Bobby Wagner),4.840,4.320
2,8:36,2,9,SEA 10,0,7,Jonathan Stewart right tackle for 3 yards (tackle by Richard Sherman),4.320,3.980
2,7:48,3,6,SEA 7,6,7,"Cam Newton pass complete short left to Kelvin Benjamin for 7 yards, touchdown",3.980,7.000
2,7:48,,,SEA 2,7,7,Graham Gano kicks extra point good,0.000,0.000
2,7:48,,,CAR 35,7,7,"Graham Gano kicks off 68 yards, returned by Paul Richardson for 26 yards (tackle by Joe Webb)",0.000,-0.480
2,7:35,1,10,SEA 23,7,7,Marshawn Lynch right guard for 8 yards (tackle by Luke Kuechly),0.480,1.010
2,6:58,2,2,SEA 31,7,7,Marshawn Lynch up the middle for 3 yards (tackle by Dwan Edwards),1.010,1.200
2,6:23,1,10,SEA 34,7,7,Marshawn Lynch right tackle for no gain (tackle by Thomas Davis),1.200,0.660
2,5:47,2,10,SEA 34,7,7,Russell Wilson pass complete short middle to Marshawn Lynch for 3 yards (tackle by Luke Kuechly and Mario Addison),0.660,0.370
2,5:06,3,7,SEA 37,7,13,"Russell Wilson pass complete deep left to Jermaine Kearse for 63 yards, touchdown",0.370,7.000
2,5:06,,,CAR 2,7,14,Steven Hauschka kicks extra point good,0.000,0.000
2,5:06,,,SEA 35,7,14,"Steven Hauschka kicks off 68 yards, returned by Brenton Bersin for 24 yards (tackle by Kam Chancellor)",0.000,-0.340
2,4:47,1,10,CAR 21,7,14,Cam Newton pass complete short right to DeAngelo Williams for no gain,0.340,-0.200
2,4:08,2,10,CAR 21,7,14,Cam Newton pass incomplete deep left intended for Greg Olsen,-0.200,-0.890
2,4:02,3,10,CAR 21,7,14,Cam Newton pass complete short left to Jerricho Cotchery for 13 yards (tackle by Jeremy Lane),-0.890,1.200
2,3:28,1,10,CAR 34,7,14,Cam Newton pass complete short left to Brenton Bersin for 11 yards (tackle by Kam Chancellor),1.200,1.930
2,2:52,1,10,CAR 45,7,14,"Jonathan Stewart up the middle for 4 yards (tackle by Cliff Avril). Penalty on Tony McDaniel: Face Mask (15 Yards), 15 yards",1.930,3.180
2,2:28,1,10,SEA 36,7,14,Cam Newton left tackle for 1 yard (tackle by Michael Bennett),3.180,2.770
2,2:00,2,9,SEA 35,7,14,Cam Newton pass incomplete deep right intended for Kelvin Benjamin,2.770,2.080
2,1:53,3,9,SEA 35,7,14,"Cam Newton left tackle for 8 yards (tackle by O'Brien Schofield). Cam Newton fumbles (forced by O'Brien Schofield), ball out of bounds at SEA-19",2.080,2.080
2,1:02,3,9,SEA 35,7,14,Timeout #1 by Carolina Panthers,2.080,2.080
2,1:02,3,9,SEA 35,7,14,Timeout #1 by Seattle Seahawks,2.080,1.820
2,1:02,4,1,SEA 27,7,14,Cam Newton up the middle for 1 yard (tackle by Bobby Wagner and Tony McDaniel),1.820,3.840
2,0:39,1,10,SEA 26,7,14,Cam Newton pass complete short left to DeAngelo Williams for 2 yards (tackle by Kam Chancellor),3.840,3.840
2,0:23,1,10,SEA 26,7,14,Timeout #2 by Carolina Panthers,3.840,3.570
2,0:23,2,8,SEA 24,7,14,"Cam Newton pass incomplete deep right intended for Kelvin Benjamin (defended by Earl Thomas). Penalty on Russell Okung: Taunting (Offsetting), Penalty on Trai Turner: Unnecessary Roughness (Offsetting)",3.570,2.870
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,0:18,3,8,SEA 24,7,14,Mike Tolbert up the middle for 7 yards (tackle by Kam Chancellor),2.870,2.870
2,0:04,3,8,SEA 24,7,14,Timeout #3 by Carolina Panthers,2.870,2.460
2,0:04,4,1,SEA 17,7,14,"Penalty on Chris Scott: False Start, 5 yards (no play)",2.460,2.020
2,0:04,4,6,SEA 22,7,14,"Graham Gano 40 yard field goal no good. Penalty on Kam Chancellor: Running Into the Kicker, 5 yards (no play)",2.020,2.460
2,0:00,4,1,SEA 17,10,14,Graham Gano 35 yard field goal good. Penalty on Tharold Simon: Defensive Offside (Declined),2.460,3.000
Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,10,14,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SEA 20,10,14,Marshawn Lynch left guard for 3 yards (tackle by Luke Kuechly and Wes Horton),0.280,0.140
3,14:21,2,7,SEA 23,10,14,"Marshawn Lynch up the middle for 2 yards (tackle by Wes Horton). Marshawn Lynch fumbles (forced by Wes Horton), recovered by Russell Wilson at SEA-27",0.140,-0.030
3,13:41,3,3,SEA 27,10,14,Russell Wilson pass complete short middle to Paul Richardson for 21 yards (tackle by Tre Boston),-0.030,2.130
3,13:02,1,10,SEA 48,10,14,Russell Wilson pass incomplete deep left intended for Paul Richardson (defended by Bene Benwikere),2.130,1.580
3,12:54,2,10,SEA 48,10,14,Marshawn Lynch left tackle for 3 yards (tackle by Mario Addison and Colin Cole),1.580,1.290
3,12:11,3,7,CAR 49,10,14,Russell Wilson sacked by Mario Addison for -8 yards,1.290,-0.520
3,11:35,4,15,SEA 43,10,14,"Jon Ryan punts 45 yards, fair catch by Brenton Bersin",-0.520,0.350
3,11:26,1,10,CAR 12,10,14,Jerricho Cotchery right end for no gain (tackle by Kam Chancellor),-0.350,-0.780
3,10:48,2,10,CAR 12,10,14,Jonathan Stewart up the middle for 6 yards (tackle by K.J. Wright and Earl Thomas),-0.780,-0.720
3,10:05,3,4,CAR 18,10,14,Cam Newton pass complete short left to Kelvin Benjamin for 6 yards (tackle by Tharold Simon),-0.720,0.540
3,9:38,1,10,CAR 24,10,14,Cam Newton pass complete deep middle to Greg Olsen for 18 yards (tackle by Tharold Simon),0.540,1.730
3,8:49,1,10,CAR 42,10,14,Cam Newton pass complete short left to Jerricho Cotchery for 3 yards (tackle by Kam Chancellor),1.730,1.590
3,8:19,2,7,CAR 45,10,14,Cam Newton pass complete short right to Ed Dickson for 14 yards (tackle by Bobby Wagner),1.590,2.850
3,7:35,1,10,SEA 41,10,14,Cam Newton sacked by Cliff Avril for -8 yards,2.850,1.230
3,6:49,2,18,SEA 49,10,14,Cam Newton pass incomplete short left intended for Greg Olsen,1.230,0.560
3,6:42,3,18,SEA 49,10,14,Cam Newton pass incomplete short left intended for Philly Brown,0.560,0.000
3,6:36,4,18,SEA 49,10,14,"Brad Nortman punts 37 yards, fair catch by Bryan Walters",0.000,0.350
3,6:27,1,10,SEA 12,10,14,Russell Wilson right tackle for 14 yards (tackle by Dwan Edwards),-0.350,0.670
3,5:44,1,10,SEA 26,10,14,Russell Wilson pass incomplete short left intended for Cooper Helfet (defended by Colin Jones),0.670,0.130
3,5:39,2,10,SEA 26,10,14,"Penalty on Kawann Short: Encroachment, 5 yards (no play)",0.130,0.810
3,5:39,2,5,SEA 31,10,14,Robert Turbin up the middle for 4 yards (tackle by Luke Kuechly and Charles Johnson),0.810,0.630
3,5:00,3,1,SEA 35,10,14,Russell Wilson pass complete short right to Luke Willson for 6 yards (tackle by Josh Norman),0.630,1.660
3,4:21,1,10,SEA 41,10,14,Marshawn Lynch for 25 yards,1.660,3.310
3,3:30,1,10,CAR 34,10,14,Russell Wilson right end for 4 yards (tackle by Roman Harper),3.310,3.310
3,2:55,2,6,CAR 30,10,14,"Russell Wilson pass incomplete deep right intended for Jermaine Kearse (defended by Josh Norman). Penalty on Roman Harper: Defensive Holding, 5 yards (no play)",3.310,3.910
3,2:49,1,10,CAR 25,10,14,Robert Turbin right tackle for 4 yards (tackle by Luke Kuechly and Kawann Short),3.910,3.900
3,2:09,2,6,CAR 21,10,14,Russell Wilson left end for 7 yards,3.900,4.650
3,1:25,1,10,CAR 14,10,14,Robert Turbin right guard for 2 yards (tackle by Thomas Davis),4.650,4.330
3,0:42,2,8,CAR 12,10,14,Marshawn Lynch right tackle for 5 yards (tackle by Roman Harper and Adarius Glanton),4.330,4.500
3,0:04,3,3,CAR 7,10,14,Russell Wilson sacked by Thomas Davis for -12 yards,4.500,2.180
Quarter,Time,Down,ToGo,Location,CAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,15,CAR 19,10,17,Steven Hauschka 37 yard field goal good,2.180,3.000
4,15:00,,,SEA 35,10,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,14:55,1,10,CAR 20,10,17,"Cam Newton pass complete short left to Greg Olsen for 10 yards (tackle by Bobby Wagner). Penalty on Mike Remmers: Illegal Use of Hands, 10 yards (no play)",0.280,-0.760
4,14:28,1,20,CAR 10,10,17,Jonathan Stewart up the middle for 8 yards (tackle by Kam Chancellor),-0.760,-0.630
4,13:46,2,12,CAR 18,10,17,Cam Newton right end for 1 yard (tackle by O'Brien Schofield),-0.630,-1.140
4,13:13,3,11,CAR 19,10,17,Cam Newton pass incomplete short middle intended for Mike Tolbert,-1.140,-2.140
4,13:06,4,11,CAR 19,10,17,"Brad Nortman punts 48 yards, returned by Bryan Walters for 9 yards (tackle by Brandon Williams)",-2.140,-1.730
4,12:53,1,10,SEA 42,10,17,Robert Turbin left tackle for -1 yards (tackle by Kawann Short and Kony Ealy),1.730,1.050
4,12:18,2,11,SEA 41,10,17,Russell Wilson pass complete short right to Marshawn Lynch for 5 yards (tackle by Thomas Davis and Colin Jones),1.050,1.030
4,11:46,3,6,SEA 46,10,17,Russell Wilson pass complete short right to Luke Willson for 29 yards (tackle by Roman Harper and Luke Kuechly),1.030,3.910
4,11:18,1,10,CAR 25,10,17,Russell Wilson pass incomplete deep left intended for Ricardo Lockette,3.910,3.360
4,11:11,2,10,CAR 25,10,17,Marshawn Lynch up the middle for no gain (tackle by Kony Ealy and Kyle Love),3.360,2.680
4,10:33,3,10,CAR 25,10,23,"Russell Wilson pass complete short right to Luke Willson for 25 yards, touchdown",2.680,7.000
4,10:33,,,CAR 2,10,24,Steven Hauschka kicks extra point good,0.000,0.000
4,10:33,,,SEA 35,10,24,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,10:26,1,10,CAR 20,10,24,Cam Newton sacked by Bruce Irvin for -8 yards,0.280,-1.360
4,9:42,2,18,CAR 12,10,24,Jonathan Stewart left tackle for 5 yards (tackle by Michael Bennett and Bobby Wagner),-1.360,-1.510
4,9:04,3,13,CAR 17,10,24,Cam Newton pass complete short middle to Ed Dickson for 19 yards (tackle by Earl Thomas),-1.510,1.330
4,8:34,1,10,CAR 36,10,24,Cam Newton up the middle for 2 yards (tackle by Michael Bennett and Bobby Wagner),1.330,1.060
4,7:56,2,8,CAR 38,10,24,Cam Newton pass complete short left to Kelvin Benjamin for 12 yards (tackle by Tharold Simon),1.060,2.260
4,7:22,1,10,,10,24,Cam Newton pass complete deep middle to Greg Olsen for 31 yards (tackle by Earl Thomas),2.260,4.310
4,6:41,1,10,SEA 19,10,24,Cam Newton left end for 6 yards (tackle by Earl Thomas),4.310,4.720
4,6:11,2,4,SEA 13,10,30,"Cam Newton pass incomplete short right intended for Ed Dickson is intercepted by Kam Chancellor at SEA-10 and returned for 90 yards, touchdown",4.720,-7.000
4,5:55,,,CAR 2,10,31,Steven Hauschka kicks extra point good,0.000,0.000
4,5:55,,,SEA 35,10,31,"Steven Hauschka kicks off 67 yards, returned by Fozzy Whittaker for 19 yards (tackle by Bryan Walters)",0.000,0.060
4,5:49,1,10,CAR 17,10,31,Jonathan Stewart up the middle for 16 yards (tackle by Richard Sherman and Kam Chancellor),-0.060,1.140
4,5:14,1,10,CAR 33,10,31,Cam Newton pass complete short right to Greg Olsen for 5 yards (tackle by K.J. Wright),1.140,1.270
4,4:48,2,5,CAR 38,10,31,Cam Newton pass incomplete deep left intended for Jerricho Cotchery (defended by Earl Thomas),1.270,0.560
4,4:42,3,5,CAR 38,10,31,Cam Newton pass complete short left to Kelvin Benjamin for 28 yards (tackle by Kam Chancellor),0.560,0.560
4,4:09,3,5,CAR 38,10,31,Timeout #1 by Seattle Seahawks,0.560,3.310
4,4:09,1,10,SEA 34,10,31,"Penalty on K.J. Wright: Neutral Zone Infraction, 5 yards (no play)",3.310,4.040
4,4:09,1,5,SEA 29,10,31,Cam Newton pass complete short middle to Greg Olsen for 4 yards (tackle by Bobby Wagner),4.040,3.990
4,3:43,2,1,SEA 25,10,31,Fozzy Whittaker left guard for 1 yard (tackle by Will Tukuafu),3.990,3.970
4,3:12,1,10,SEA 24,10,31,Cam Newton pass complete short middle to Jerricho Cotchery for 9 yards (tackle by Jeremy Lane),3.970,4.850
4,2:41,2,1,SEA 15,16,31,"Cam Newton pass complete short left to Kelvin Benjamin for 15 yards, touchdown",4.850,7.000
4,2:41,,,SEA 2,17,31,Graham Gano kicks extra point good,0.000,0.000
4,2:41,,,CAR 35,17,31,"Graham Gano kicks onside 22 yards, recovered by Jermaine Kearse",0.000,-1.800
4,2:33,1,10,SEA 43,17,31,Robert Turbin up the middle for 3 yards (tackle by Charles Johnson and Kawann Short),1.800,1.800
4,2:25,1,10,SEA 43,17,31,Timeout #1 by Carolina Panthers,1.800,1.660
4,2:25,2,7,SEA 46,17,31,Robert Turbin up the middle for 13 yards (tackle by Tre Boston),1.660,1.660
4,2:18,2,7,SEA 46,17,31,Timeout #2 by Carolina Panthers,1.660,2.850
4,2:18,1,10,CAR 41,17,31,Robert Turbin left end for -6 yards (tackle by Kony Ealy),2.850,2.850
4,2:12,1,10,CAR 41,17,31,Timeout #3 by Carolina Panthers,2.850,1.500
4,2:12,2,16,CAR 47,17,31,Russell Wilson pass complete deep right to Jermaine Kearse for 33 yards (tackle by Roman Harper),1.500,4.650
4,2:00,1,10,CAR 14,17,31,Russell Wilson kneels for -1 yards,4.650,3.850
4,1:19,2,11,CAR 15,17,31,Russell Wilson kneels for -1 yards,3.850,3.000
4,0:39,3,12,CAR 16,17,31,Russell Wilson kneels for -1 yards,3.000,2.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
