Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Reggie Bush,NOR,0,0,,0,0,3,43,14.3,0,43
Courtney Roby,NOR,3,81,27.0,0,35,0,0,,0,0
Heath Evans,NOR,1,9,9.0,0,9,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Phillip Adams,SFO,0,0,,0,0,4,29,7.3,0,16
Delanie Walker,SFO,3,51,17.0,0,20,0,0,,0,0
Moran Norris,SFO,1,12,12.0,0,12,0,0,,0,0
