Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss, Ravens to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Lawrence Tynes kicks off 63 yards, returned by B.J. Sams for 25 yards (tackle by Shaunard Harts)",0.000,1.070
1,14:53,1,10,BAL 32,0,0,Jamal Lewis left end for 18 yards (tackle by Jerome Woods and Eric Warfield),1.070,2.260
1,14:22,1,10,BAL 50,0,0,Jamal Lewis right guard for 3 yards (tackle by Eric Hicks),2.260,2.120
1,13:40,2,7,KAN 47,0,0,Kyle Boller sacked by Ryan Sims for -1 yards,2.120,1.290
1,13:11,3,8,KAN 48,0,0,Kyle Boller pass complete to Randy Hymes for 11 yards (tackle by Dexter McCleon),1.290,3.120
1,12:35,1,10,KAN 37,0,0,Jamal Lewis right end for -1 yards (tackle by Monty Beisel),3.120,2.440
1,11:58,2,11,KAN 38,0,0,Kyle Boller pass incomplete intended for Randy Hymes (defended by Eric Warfield),2.440,1.750
1,11:58,3,11,KAN 38,0,0,Kyle Boller pass complete to Terry Jones for 6 yards (tackle by Greg Wesley),1.750,1.260
1,11:14,4,5,KAN 32,0,3,Matt Stover 50 yard field goal good,1.260,3.000
1,,,,BAL 30,0,3,Wade Richey kicks off 63 yards,0.000,1.600
1,11:09,1,10,KAN 40,0,3,Priest Holmes up the middle for 8 yards (tackle by Ed Hartwell and Gary Baxter),1.600,2.130
1,10:38,2,2,KAN 48,0,3,Priest Holmes left guard for 3 yards (tackle by Kelly Gregg and Ed Hartwell),2.130,2.320
1,10:01,1,10,BAL 49,0,3,Trent Green pass incomplete intended for Tony Gonzalez,2.320,1.780
1,10:01,2,10,BAL 49,0,3,Trent Green pass complete to Jason Dunn for 17 yards (tackle by Will Demps),1.780,3.450
1,9:27,1,10,BAL 32,0,3,Priest Holmes left end for -1 yards (tackle by Adalius Thomas),3.450,2.770
1,8:45,2,11,BAL 33,0,3,Priest Holmes left end for 2 yards (tackle by Ray Lewis),2.770,2.340
1,8:04,3,9,BAL 31,0,3,Trent Green pass complete to Johnnie Morton for 19 yards (tackle by Raymond Walls),2.340,4.780
1,7:36,1,10,BAL 12,0,3,Priest Holmes right end for 2 yards (tackle by Ed Reed),4.780,4.450
1,7:02,2,8,BAL 10,0,3,Trent Green right end for 7 yards (tackle by Terrell Suggs),4.450,5.060
1,6:17,,,,0,3,Timeout #1 by Kansas City Chiefs,0.000,5.060
1,6:17,3,1,BAL 3,6,3,"Trent Green pass complete to Jason Dunn for 3 yards, touchdown",5.060,7.000
1,,,,BAL 2,7,3,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,KAN 30,7,3,"Lawrence Tynes kicks off 56 yards, returned by B.J. Sams for 20 yards (tackle by Quinton Caver)",0.000,1.200
1,6:07,1,10,BAL 34,7,3,Kevin Johnson left end for no gain (tackle by Dexter McCleon),1.200,0.660
1,5:29,2,10,BAL 34,7,3,Kyle Boller pass incomplete intended for Terry Jones,0.660,-0.030
1,5:21,3,10,BAL 34,7,3,Kyle Boller pass incomplete intended for Clarence Moore (defended by Vonnie Holliday),-0.030,-1.110
1,5:16,4,10,BAL 34,7,3,"Dave Zastudil punts 42 yards, fair catch by Dante Hall",-1.110,-0.540
1,5:08,1,10,KAN 24,7,3,"Trent Green pass incomplete intended for Dante Hall. Penalty on Gary Baxter: Defensive Pass Interference, 9 yards (no play)",0.540,1.140
,,,,,,,"BAL challenged the ruling, and the play was upheld.",,
1,5:06,1,10,KAN 33,7,3,Trent Green pass complete to Jason Dunn for 3 yards (tackle by Ed Reed),1.140,1.000
1,4:29,2,7,KAN 36,7,3,"Priest Holmes right guard for 6 yards (tackle by Marques Douglas and Ed Hartwell). Penalty on Terrell Suggs: Unnecessary Roughness, 15 yards",1.000,2.720
1,4:29,1,10,BAL 43,7,3,"Trent Green pass complete to Jason Dunn for 5 yards (tackle by Gary Baxter). Penalty on Willie Roaf: Ineligible Downfield Pass, 5 yards (no play)",2.720,2.390
1,3:33,1,15,BAL 48,7,3,Priest Holmes right guard for 1 yard (tackle by Kelly Gregg and Cornell Brown),2.390,1.640
1,2:45,2,14,BAL 47,7,3,Trent Green pass complete to Tony Gonzalez for 13 yards (tackle by Chris McAlister),1.640,2.680
1,2:23,,,,7,3,Timeout #2 by Kansas City Chiefs,0.000,2.680
1,2:23,3,1,BAL 34,7,3,Priest Holmes left end for 3 yards (tackle by Ma'ake Kemoeatu and Ray Lewis),2.680,3.510
1,1:38,,,,7,3,Timeout #3 by Kansas City Chiefs,0.000,3.510
1,1:38,1,10,BAL 31,7,3,Johnnie Morton left end for 4 yards (tackle by Ed Hartwell and Will Demps),3.510,3.510
1,1:00,2,6,BAL 27,7,3,Tony Richardson up the middle for 4 yards (tackle by Adalius Thomas),3.510,3.340
1,0:24,3,2,BAL 23,7,3,Trent Green pass incomplete intended for Tony Gonzalez (defended by Ed Reed),3.340,2.050
1,0:19,4,2,BAL 23,10,3,Lawrence Tynes 42 yard field goal good,2.050,3.000
1,,,,KAN 30,10,3,"Lawrence Tynes kicks off 67 yards, returned by B.J. Sams for 44 yards (tackle by Julian Battle)",0.000,2.060
