Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
1,0:07,1,10,BAL 47,10,3,Jamal Lewis up the middle for 1 yard (tackle by Scott Fujita and Dexter McCleon),2.060,1.650
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,BAL 48,10,3,Jamal Lewis left end for 2 yards (tackle by Greg Wesley),1.650,1.220
2,14:33,3,7,BAL 50,10,3,Kyle Boller right end for 2 yards (tackle by Greg Wesley),1.220,0.070
2,13:48,4,5,KAN 48,10,3,"Dave Zastudil punts 32 yards, fair catch by Dante Hall",0.070,0.140
2,13:40,1,10,KAN 16,10,3,"Trent Green pass incomplete intended for Johnnie Morton. Penalty on Dante Hall: Illegal Shift, 5 yards (no play)",-0.140,-0.540
2,13:35,1,15,KAN 11,10,3,Priest Holmes left end for 2 yards (tackle by Gary Baxter and Adalius Thomas),-0.540,-0.990
2,12:57,2,13,KAN 13,10,3,Priest Holmes left end for 6 yards (tackle by Will Demps and Ed Hartwell),-0.990,-0.950
2,12:13,3,7,KAN 19,10,3,Trent Green pass incomplete intended for Tony Gonzalez (defended by Ed Reed),-0.950,-2.140
2,12:00,4,7,KAN 19,10,3,"Jason Baker punts 38 yards, fair catch by B.J. Sams",-2.140,-1.800
2,12:00,1,10,BAL 43,10,9,"Kyle Boller pass complete to Randy Hymes for 57 yards, touchdown",1.800,7.000
2,,,,KAN 2,10,10,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,10,10,"Wade Richey kicks off 68 yards, returned by Dante Hall for 19 yards (tackle by Corey Fuller)",0.000,0.340
2,11:43,1,10,KAN 21,10,10,Priest Holmes right guard for 7 yards (tackle by Gary Baxter),0.340,0.750
2,11:14,2,3,KAN 28,10,10,Priest Holmes left tackle for 4 yards (tackle by Kelly Gregg and Marques Douglas),0.750,1.070
2,10:39,1,10,KAN 32,10,10,"Trent Green pass complete to Chris Horn for 38 yards (tackle by Gary Baxter). Penalty on Casey Wiegmann: Offensive Holding, 10 yards (no play)",1.070,0.410
2,10:06,1,20,KAN 22,10,10,Priest Holmes right tackle for no gain (tackle by Anthony Weaver and Ray Lewis),0.410,-0.820
2,9:21,2,20,KAN 22,10,10,Trent Green pass complete to Tony Richardson for 4 yards (tackle by Ed Hartwell). Penalty on Dante Hall: Illegal Shift (Declined),-0.820,-0.960
2,8:51,3,16,KAN 26,10,10,Trent Green pass complete to Tony Gonzalez for 18 yards (tackle by Gary Baxter),-0.960,1.860
2,8:08,1,10,KAN 44,10,10,Trent Green pass complete to Dante Hall for 12 yards (tackle by Gary Baxter),1.860,2.650
2,7:26,1,10,BAL 44,10,10,Priest Holmes left end for 5 yards (tackle by Cornell Brown and Ray Lewis),2.650,2.780
2,6:52,2,5,BAL 39,10,10,Priest Holmes left tackle for 9 yards (tackle by Ray Lewis),2.780,3.580
2,6:14,1,10,BAL 30,10,10,Trent Green pass incomplete intended for Chris Horn,3.580,3.030
2,6:09,2,10,BAL 30,10,10,Trent Green pass complete to Dante Hall for 12 yards (tackle by Ed Reed),3.030,4.370
2,5:34,1,10,BAL 18,10,10,Priest Holmes left end for 6 yards (tackle by Ray Lewis),4.370,4.810
2,5:34,2,4,BAL 12,10,10,"Penalty on Brian Waters: False Start, 5 yards (no play)",4.810,3.940
2,4:34,2,9,BAL 17,10,10,Trent Green pass incomplete intended for Chris Horn,3.940,3.170
2,4:30,3,9,BAL 17,10,10,Trent Green up the middle for 13 yards (tackle by Will Demps),3.170,6.280
2,3:47,1,4,BAL 4,16,10,"Priest Holmes left end for 4 yards, touchdown",6.280,7.000
2,,,,BAL 2,17,10,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,17,10,"Lawrence Tynes kicks off 63 yards, returned by B.J. Sams for 41 yards (tackle by Shaunard Harts)",0.000,2.130
2,3:34,1,10,BAL 48,17,10,Jamal Lewis up the middle for 3 yards (tackle by John Browning),2.130,1.990
2,3:00,2,7,KAN 49,17,10,Jamal Lewis right end for 5 yards (tackle by Greg Wesley and Dexter McCleon),1.990,1.950
2,2:20,3,2,KAN 44,17,10,Kyle Boller pass incomplete intended for B.J. Sams (defended by Eric Hicks),1.950,0.330
2,2:14,4,2,KAN 44,17,10,"Dave Zastudil punts 44 yards, touchback. Penalty on Eric Warfield: Offensive Holding, 10 yards",0.330,0.380
2,2:05,1,10,KAN 10,17,10,Priest Holmes right end for -3 yards (tackle by Adalius Thomas),-0.380,-1.000
2,2:00,2,13,KAN 7,17,10,Priest Holmes right tackle for 1 yard (tackle by Ray Lewis and Terrell Suggs),-1.000,-1.650
2,1:53,,,,17,10,Timeout #2 by Baltimore Ravens,0.000,-1.650
2,1:53,3,12,KAN 8,17,10,Priest Holmes right end for 11 yards (tackle by Raymond Walls),-1.650,-2.140
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:47,4,1,KAN 19,17,16,"Jason Baker punts 39 yards, returned by B.J. Sams for 58 yards, touchdown",-2.140,-7.000
2,,,,KAN 2,17,17,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,17,17,"Wade Richey kicks off 70 yards, touchback",0.000,0.280
2,1:27,1,10,KAN 20,17,17,Priest Holmes left end for -1 yards (tackle by Cornell Brown),0.280,-0.460
2,1:00,2,11,KAN 19,17,17,Trent Green pass complete to Chris Horn for 6 yards (tackle by Gary Baxter),-0.460,-0.300
2,0:22,3,5,KAN 25,17,17,Priest Holmes up the middle for 2 yards (tackle by Anthony Weaver and Terrell Suggs),-0.300,-1.570
2,0:15,,,,17,17,Timeout #3 by Baltimore Ravens,0.000,-1.570
2,0:15,4,3,KAN 27,17,17,"Jason Baker punts 50 yards, returned by B.J. Sams for 9 yards (tackle by Quinton Caver)",-1.570,-1.070
2,0:02,1,10,BAL 32,17,17,Kyle Boller kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,17,17,"Wade Richey kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,17,17,Trent Green sacked by Anthony Weaver for -3 yards,0.280,-0.790
3,14:33,2,13,KAN 17,17,17,Priest Holmes up the middle for 3 yards (tackle by Ed Hartwell and Terrell Suggs),-0.790,-0.960
3,13:54,3,10,KAN 20,17,17,Trent Green pass complete to Chris Horn for 16 yards (tackle by Ed Reed),-0.960,1.330
3,13:08,1,10,KAN 36,17,17,Trent Green pass complete to Johnnie Morton for 7 yards (tackle by Chris McAlister),1.330,1.740
3,12:37,2,3,KAN 43,17,17,Priest Holmes right tackle for 16 yards (tackle by Chris McAlister),1.740,2.850
3,12:37,1,10,BAL 41,17,17,Priest Holmes up the middle for 3 yards (tackle by Terrell Suggs and Marques Douglas),2.850,2.710
3,11:20,2,7,BAL 38,17,17,Trent Green pass complete to Tony Gonzalez for 11 yards (tackle by Cornell Brown),2.710,3.780
3,10:42,1,10,BAL 27,17,17,"Priest Holmes left guard for 2 yards (tackle by Ed Reed). Penalty on Willie Roaf: Offensive Holding, 10 yards",3.780,3.250
3,10:17,1,18,BAL 35,17,17,Trent Green pass complete to Chris Horn for 14 yards (tackle by Ed Reed),3.250,4.040
3,9:44,2,4,BAL 21,17,17,Derrick Blaylock left end for 1 yard (tackle by Adalius Thomas and Will Demps),4.040,3.470
3,8:59,3,3,BAL 20,17,17,Trent Green pass complete to Tony Gonzalez for no gain,3.470,2.220
3,8:24,4,3,BAL 20,20,17,Lawrence Tynes 38 yard field goal good,2.220,3.000
3,,,,KAN 30,20,17,"Lawrence Tynes kicks off 67 yards, returned by B.J. Sams for 24 yards (tackle by Quinton Caver). Penalty on Quinton Caver: Face Mask (15 Yards), 15 yards",0.000,1.730
3,8:13,1,10,BAL 42,20,17,Kyle Boller pass complete to Terry Jones for 13 yards (tackle by Greg Wesley),1.730,2.590
3,7:36,1,10,KAN 45,20,17,Kyle Boller sacked by Lional Dalton for -9 yards,2.590,0.830
3,7:07,2,19,BAL 46,20,17,Jamal Lewis right tackle for -2 yards (tackle by Eric Hicks and Kawika Mitchell),0.830,-0.100
3,6:28,3,21,BAL 44,20,17,Kyle Boller pass complete to Terry Jones for 19 yards (tackle by Shawn Barber),-0.100,0.790
3,6:28,4,2,KAN 37,20,17,"Penalty on Dave Zastudil: Delay of Game, 5 yards (no play)",0.790,0.460
3,5:44,4,7,KAN 42,20,17,"Dave Zastudil punts 42 yards, touchback",0.460,-0.280
3,5:33,1,10,KAN 20,20,17,Trent Green pass incomplete intended for Jason Dunn,0.280,-0.270
3,5:25,2,10,KAN 20,20,17,Trent Green pass incomplete intended for Chris Horn,-0.270,-0.960
3,5:21,3,10,KAN 20,20,17,Trent Green pass complete to Johnnie Morton for 20 yards (tackle by Chris McAlister). Penalty on Chris McAlister: Illegal Contact (Declined),-0.960,1.600
3,4:56,1,10,KAN 40,20,17,Priest Holmes right end for 8 yards (tackle by Kelly Gregg),1.600,2.130
3,4:32,2,2,KAN 48,20,17,Derrick Blaylock right tackle for 7 yards (tackle by Gary Baxter),2.130,2.590
3,3:56,1,10,BAL 45,20,17,Trent Green pass complete to Tony Richardson for 6 yards (tackle by Gary Baxter),2.590,2.850
3,3:23,2,4,BAL 39,20,17,Derrick Blaylock right end for 6 yards (tackle by Ma'ake Kemoeatu),2.850,3.380
3,2:47,1,10,BAL 33,20,17,Derrick Blaylock right tackle for 7 yards (tackle by Marques Douglas and Ed Hartwell),3.380,3.780
3,2:05,2,3,BAL 26,20,17,Derrick Blaylock right end for 4 yards (tackle by Ray Lewis),3.780,4.110
3,1:34,1,10,BAL 22,20,17,Trent Green pass complete to Chris Horn for 14 yards (tackle by Chris McAlister),4.110,5.370
3,0:57,1,8,BAL 8,20,17,Priest Holmes up the middle for 7 yards (tackle by Gary Baxter and Will Demps),5.370,5.910
3,0:21,2,1,BAL 1,20,17,Priest Holmes up the middle for no gain (tackle by Anthony Weaver and Ed Hartwell),5.910,5.170
Quarter,Time,Down,ToGo,Location,KAN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,BAL 1,26,17,"Priest Holmes up the middle for 1 yard, touchdown",5.170,7.000
4,,,,BAL 2,27,17,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,27,17,"Lawrence Tynes kicks off 61 yards, returned by B.J. Sams for 29 yards (tackle by Omar Easy)",0.000,1.470
4,14:50,1,10,BAL 38,27,17,Kyle Boller pass complete to Kevin Johnson for 22 yards (tackle by Dexter McCleon),1.470,2.920
4,14:15,1,10,KAN 40,27,17,Jamal Lewis left end for 7 yards (tackle by Jerome Woods),2.920,3.320
4,13:48,2,3,KAN 33,27,17,Jamal Lewis up the middle for 6 yards (tackle by Lional Dalton and Shawn Barber),3.320,3.780
4,13:00,1,10,KAN 27,27,17,Jamal Lewis up the middle for 10 yards (tackle by Eric Hicks and Greg Wesley),3.780,4.440
4,12:27,1,10,KAN 17,27,17,Jamal Lewis right tackle for 7 yards (tackle by Monty Beisel and Jerome Woods),4.440,5.100
4,11:48,2,3,KAN 10,27,17,Chester Taylor up the middle for 4 yards (tackle by Greg Wesley),5.100,5.830
4,11:12,1,6,KAN 6,27,17,"Chester Taylor right tackle for -3 yards (tackle by Vonnie Holliday). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",5.830,4.310
4,10:41,1,16,KAN 16,27,17,Kyle Boller pass complete to Chester Taylor for 1 yard (tackle by Shawn Barber),4.310,3.460
4,10:01,2,15,KAN 15,27,17,Jamal Lewis right end for 7 yards (tackle by Monty Beisel),3.460,3.580
4,9:31,3,8,KAN 8,27,17,"Kyle Boller pass incomplete intended for Randy Hymes. Penalty on Dexter McCleon: Defensive Pass Interference, 7 yards (no play)",3.580,6.970
4,9:27,1,1,KAN 1,27,17,Kyle Boller pass incomplete intended for Randy Hymes is intercepted by Eric Warfield at KAN-0. Penalty on Eric Warfield: Defensive Holding (no play),6.970,6.970
4,9:14,1,1,KAN 1,27,23,"Jamal Lewis up the middle for 1 yard, touchdown",6.970,7.000
4,,,,KAN 2,27,24,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,27,24,"Wade Richey kicks off 64 yards, returned by Dante Hall for 25 yards (tackle by Chester Taylor)",0.000,1.000
4,9:07,1,10,KAN 31,27,24,Trent Green pass incomplete intended for Chris Horn,1.000,0.460
4,9:01,2,10,KAN 31,27,24,Priest Holmes left end for 12 yards (tackle by Will Demps),0.460,1.800
4,8:34,1,10,KAN 43,27,24,Priest Holmes up the middle for 2 yards (tackle by Kelly Gregg and Adalius Thomas),1.800,1.520
4,7:56,2,8,KAN 45,27,24,Trent Green pass complete to Johnnie Morton for 13 yards (tackle by Chris McAlister),1.520,2.790
4,7:17,1,10,BAL 42,27,24,Derrick Blaylock up the middle for 3 yards (tackle by Kelly Gregg and Ray Lewis),2.790,2.650
4,6:40,2,7,BAL 39,27,24,Trent Green pass complete to Johnnie Morton for 5 yards (tackle by Chris McAlister),2.650,2.610
4,6:03,3,2,BAL 34,27,24,Trent Green pass incomplete intended for Tony Richardson,2.610,1.100
4,6:03,4,2,BAL 34,27,24,"Jason Baker punts 20 yards, fair catch by B.J. Sams",1.100,0.280
4,5:50,1,10,BAL 14,27,24,Kyle Boller pass complete to Clarence Moore for 11 yards (tackle by Greg Wesley),-0.280,0.610
4,5:18,1,10,BAL 25,27,24,"Jamal Lewis right tackle for no gain (tackle by Vonnie Holliday and Kawika Mitchell). Penalty on Edwin Mulitalo: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,4:52,1,20,BAL 15,27,24,"Penalty on Bennie Anderson: False Start, 5 yards (no play)",-0.410,-0.950
4,4:50,1,25,BAL 10,27,24,Jamal Lewis up the middle for 6 yards (tackle by Kawika Mitchell and Lional Dalton),-0.950,-1.290
4,4:19,2,19,BAL 16,27,24,Kyle Boller pass incomplete intended for Randy Hymes,-1.290,-2.140
4,4:14,3,19,BAL 16,27,24,Kyle Boller sacked by Eric Hicks for -8 yards,-2.140,-2.490
4,3:45,4,27,BAL 8,27,24,Dave Zastudil punts 52 yards,-2.490,-1.600
4,3:32,1,10,KAN 40,27,24,Priest Holmes right tackle for -6 yards (tackle by Ed Reed and Adalius Thomas),1.600,0.240
4,2:52,2,16,KAN 34,27,24,Trent Green pass incomplete intended for Chris Horn,0.240,-0.430
4,2:47,3,16,KAN 34,27,24,Trent Green pass complete to Chris Horn for 10 yards (tackle by Ray Lewis),-0.430,-0.460
4,2:41,,,,27,24,Timeout #1 by Baltimore Ravens,0.000,-0.460
4,2:41,4,6,KAN 44,27,24,"Penalty on Quinton Caver: False Start, 5 yards (no play)",-0.460,-0.780
4,2:40,4,11,KAN 39,27,24,Jason Baker punts 34 yards,-0.780,-0.740
4,2:33,1,10,BAL 27,27,24,"Kyle Boller right end for 2 yards (tackle by Monty Beisel). Kyle Boller fumbles (forced by Monty Beisel), recovered by Kevin Johnson at BAL-35",0.740,1.280
4,2:33,2,2,BAL 35,27,24,Kyle Boller pass complete to Chester Taylor for 8 yards (tackle by Benny Sapp),1.280,1.800
4,2:00,1,10,BAL 43,27,24,Kyle Boller sacked by Gary Stills for -9 yards,1.800,0.040
4,1:40,2,19,BAL 34,27,24,Kyle Boller pass incomplete intended for Terry Jones,0.040,-0.620
4,1:39,3,19,BAL 34,27,24,Kyle Boller pass complete to Kevin Johnson for 6 yards (tackle by Shawn Barber),-0.620,-0.720
4,1:29,,,,27,24,Timeout #2 by Baltimore Ravens,0.000,-0.720
4,1:26,4,13,BAL 40,27,24,Kyle Boller pass incomplete intended for Kevin Johnson (defended by Greg Wesley),-0.720,-2.920
4,1:23,1,10,BAL 40,27,24,Trent Green kneels for -1 yards,2.920,2.240
4,1:20,,,,27,24,Timeout #3 by Baltimore Ravens,0.000,2.240
4,1:20,2,11,BAL 41,27,24,Trent Green kneels for -1 yards,2.240,1.420
4,1:20,3,12,BAL 42,27,24,Trent Green kneels for -1 yards,1.420,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
