Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Nevin Lawson,DET,0,7,5,71.4%,61,12.2,8.7,0,97.9,12.0,59,2,2,0,0,0.0,0,4,0,0.0%
Darius Slay,DET,1,10,4,40.0%,48,12.0,4.8,0,15.8,10.4,45,3,0,0,0,0.0,0,3,0,0.0%
Quandre Diggs,DET,0,4,4,100.0%,33,8.3,8.3,0,101.0,4.8,19,14,3,0,0,0.0,0,4,1,20.0%
Glover Quin,DET,0,5,3,60.0%,25,8.3,5.0,0,72.9,10.6,13,12,1,0,0,0.0,0,6,0,0.0%
Mike Ford,DET,0,3,3,100.0%,47,15.7,15.7,0,118.7,12.0,36,11,0,0,0,0.0,0,3,1,25.0%
Jarrad Davis,DET,0,4,2,50.0%,-1,-0.5,-0.3,0,56.2,-3.0,-11,10,8,0,0,1.0,1,8,0,0.0%
DeShawn Shead,DET,0,2,2,100.0%,20,10.0,10.0,0,108.3,9.0,18,2,0,0,0,0.0,0,5,0,0.0%
Christian Jones,DET,0,2,2,100.0%,10,5.0,5.0,0,87.5,3.5,7,3,2,0,0,0.0,0,3,0,0.0%
Tracy Walker,DET,0,5,2,40.0%,18,9.0,3.6,0,50.4,18.6,10,8,0,0,0,0.0,0,2,0,0.0%
Marcus Cooper,DET,0,2,1,50.0%,0,0.0,0.0,0,56.2,12.5,-2,2,0,0,0,0.0,0,1,0,0.0%
A'Shawn Robinson,DET,0,0,0,,,,,,,,,,0,0,1,1.0,2,8,0,0.0%
Romeo Okwara,DET,0,0,0,,,,,,,,,,2,0,1,1.0,2,3,0,0.0%
Damon Harrison,DET,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
Eli Harold,DET,0,0,0,,,,,,,,,,3,0,0,0.0,0,3,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
David Amerson,ARI,0,8,5,62.5%,22,4.4,2.8,0,66.7,7.3,7,15,1,0,0,0.0,0,7,2,22.2%
Haason Reddick,ARI,0,4,3,75.0%,30,10.0,7.5,0,95.8,1.5,1,29,5,0,1,0.0,1,11,1,8.3%
Budda Baker,ARI,0,3,3,100.0%,22,7.3,7.3,0,97.2,-0.7,-2,24,4,0,0,0.0,0,4,1,20.0%
Antoine Bethea,ARI,0,5,3,60.0%,25,8.3,5.0,0,72.9,13.4,19,6,0,0,0,0.0,0,8,1,11.1%
Gerald Hodges,ARI,0,3,1,33.3%,2,2.0,0.7,0,42.4,4.3,2,0,3,0,0,0.0,0,5,0,0.0%
Cameron Malveaux,ARI,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Patrick Peterson,ARI,0,1,0,0.0%,,,0.0,,39.6,3.0,,,0,0,0,0.0,0,2,0,0.0%
Rodney Gunter,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Tre Boston,ARI,0,1,0,0.0%,,,0.0,,39.6,38.0,,,0,0,0,0.0,0,3,0,0.0%
