Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Frank Ragnow,G,60,100%,0,0%,3,12%
Kenny Wiggins,G,60,100%,0,0%,3,12%
Graham Glasgow,C,60,100%,0,0%,3,12%
Taylor Decker,T,60,100%,0,0%,2,8%
Matthew Stafford,QB,60,100%,0,0%,0,0%
Kenny Golladay,WR,50,83%,0,0%,0,0%
Levine Toilolo,TE,48,80%,0,0%,4,17%
Andy Jones,WR,37,62%,0,0%,12,50%
Tyrell Crosby,T,35,58%,0,0%,3,12%
T.J. Jones,WR,32,53%,0,0%,3,12%
Ricky Wagner,T,28,47%,0,0%,1,4%
Bruce Ellington,WR,27,45%,0,0%,3,12%
Theo Riddick,RB,25,42%,0,0%,0,0%
Luke Willson,TE,21,35%,0,0%,5,21%
LeGarrette Blount,RB,19,32%,0,0%,0,0%
Zach Zenner,RB,16,27%,0,0%,17,71%
Joe Dahl,G,9,15%,0,0%,3,12%
Michael Roberts,TE,9,15%,0,0%,0,0%
Nick Bellore,RB,4,7%,0,0%,5,21%
Nevin Lawson,CB,0,0%,70,100%,5,21%
Jarrad Davis,LB,0,0%,70,100%,4,17%
Quandre Diggs,SS,0,0%,70,100%,3,12%
Darius Slay,CB,0,0%,67,96%,2,8%
Romeo Okwara,DE,0,0%,60,86%,5,21%
A'Shawn Robinson,DT,0,0%,49,70%,4,17%
Mike Ford,CB,0,0%,48,69%,9,38%
Tracy Walker,SS,0,0%,43,61%,15,62%
Glover Quin,FS,0,0%,43,61%,5,21%
Ricky Jean-Francois,DT,0,0%,41,59%,3,12%
Christian Jones,LB,0,0%,40,57%,7,29%
Eli Harold,LB,0,0%,38,54%,13,54%
Damon Harrison,DT,0,0%,36,51%,3,12%
DeShawn Shead,CB,0,0%,30,43%,17,71%
Eric Lee,DE,0,0%,25,36%,3,12%
Marcus Cooper,CB,0,0%,13,19%,5,21%
Kelvin Sheppard,LB,0,0%,11,16%,15,62%
Da'Shawn Hand,DE,0,0%,7,10%,1,4%
Ezekiel Ansah,DE,0,0%,5,7%,1,4%
Tavon Wilson,SS,0,0%,4,6%,14,58%
Miles Killebrew,FS,0,0%,0,0%,19,79%
Don Muhlbach,LS,0,0%,0,0%,10,42%
Sam Martin,P,0,0%,0,0%,10,42%
Nicholas Grigsby,LB,0,0%,0,0%,9,38%
Charles Washington,FS,0,0%,0,0%,8,33%
Matt Prater,K,0,0%,0,0%,7,29%
