Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
2,5:47,2,7,DAL 13,6,7,Tony Romo pass incomplete deep left intended for Jason Witten,-0.560,-1.070
2,5:37,3,7,DAL 13,6,7,Tony Romo pass complete short left to Tashard Choice for 5 yards (tackle by Barrett Ruud),-1.070,-2.240
2,5:15,4,2,DAL 18,6,7,"Mat McBriar punts 45 yards, fair catch by Clifton Smith. Penalty on Sabby Piscitelli: Running Into the Kicker, 5 yards (no play)",-2.240,0.480
2,5:06,1,10,DAL 23,6,7,Felix Jones right tackle for 2 yards (tackle by Geno Hayes and Quincy Black),0.480,0.200
2,4:25,2,8,DAL 25,6,7,Tony Romo pass incomplete short right intended for Roy Williams (defended by Aqib Talib),0.200,-0.490
2,4:20,3,8,DAL 25,6,7,Tony Romo pass complete short middle to Jason Witten for 20 yards (tackle by Sabby Piscitelli),-0.490,1.930
2,3:33,1,10,DAL 45,6,7,Tony Romo pass incomplete short left intended for Deon Anderson,1.930,1.380
2,3:26,2,10,DAL 45,6,7,"Patrick Crayton left end for 5 yards (tackle by Sabby Piscitelli). Penalty on Flozell Adams: Unnecessary Roughness, 15 yards",1.380,0.030
2,2:57,2,20,DAL 35,6,7,Tony Romo pass incomplete deep left intended for Miles Austin,0.030,-0.630
2,2:50,,,,6,7,Timeout #2 by Dallas Cowboys,0.000,-0.630
2,2:50,3,20,DAL 35,6,7,Tony Romo pass complete short right to Tashard Choice for 1 yard (tackle by Geno Hayes),-0.630,-0.980
2,2:15,4,19,DAL 36,6,7,"Mat McBriar punts 63 yards, returned by Clifton Smith for 13 yards (tackle by Bobby Carpenter)",-0.980,0.280
2,2:00,1,10,TAM 14,6,7,Byron Leftwich pass complete short left to Antonio Bryant for -1 yards (tackle by Terence Newman and Ken Hamlin),-0.280,-0.850
2,1:20,2,11,TAM 13,6,7,Byron Leftwich left end for 1 yard (tackle by Keith Brooking),-0.850,-1.400
2,1:12,3,10,TAM 14,6,7,Clifton Smith left guard for 4 yards (tackle by Bradie James and Anthony Spencer),-1.400,-2.240
2,1:08,,,,6,7,Timeout #3 by Dallas Cowboys,0.000,-2.240
2,1:08,4,6,TAM 18,6,7,Dirk Johnson punts 38 yards,-2.240,-1.860
2,1:02,1,10,DAL 44,6,7,Tony Romo pass complete short right to Jason Witten for 9 yards (tackle by Sabby Piscitelli),1.860,2.530
2,0:55,2,1,TAM 47,6,7,"Penalty on Gaines Adams: Defensive Offside, 5 yards (no play)",2.530,2.790
2,0:55,1,10,TAM 42,12,7,"Tony Romo pass complete deep right to Miles Austin for 42 yards, touchdown",2.790,7.000
2,,,,TAM 2,13,7,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,13,7,"David Buehler kicks off 74 yards, returned by Clifton Smith for 26 yards (tackle by Victor Butler)",0.000,0.410
2,0:38,1,10,TAM 22,13,7,Byron Leftwich pass complete short middle to Clifton Smith for 3 yards (tackle by Bradie James),0.410,0.270
2,0:16,2,7,TAM 25,13,7,Byron Leftwich pass complete deep right to Michael Clayton for 47 yards (tackle by Terence Newman),0.270,3.710
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:07,,,,13,7,Timeout #2 by Tampa Bay Buccaneers,0.000,3.710
2,0:07,1,10,DAL 28,13,7,Byron Leftwich pass incomplete deep left intended for Antonio Bryant,3.710,3.170
2,0:02,,,,13,7,Timeout #3 by Tampa Bay Buccaneers,0.000,3.170
2,0:02,2,10,DAL 28,13,7,Mike Nugent 46 yard field goal no good,3.170,1.270
Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,13,7,"David Buehler kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,13,7,Cadillac Williams middle for 2 yards (tackle by Keith Brooking and Anthony Spencer),0.280,0.000
3,14:26,2,8,TAM 22,13,7,Byron Leftwich pass complete short right to Michael Clayton for 14 yards (tackle by Terence Newman),0.000,1.330
3,13:44,1,10,TAM 36,13,7,Byron Leftwich pass incomplete deep middle intended for Michael Clayton,1.330,0.790
3,13:37,2,10,TAM 36,13,7,Cadillac Williams left end for 5 yards (tackle by Anthony Spencer),0.790,0.760
3,12:56,3,5,TAM 41,13,7,Byron Leftwich pass incomplete short right intended for Maurice Stovall,0.760,-0.650
3,12:48,4,5,TAM 41,13,7,Dirk Johnson punts 38 yards,-0.650,-0.340
3,12:40,1,10,DAL 21,13,7,Tony Romo pass complete short left to Martellus Bennett for 13 yards (tackle by Geno Hayes),0.340,1.200
3,12:12,1,10,DAL 34,13,7,Marion Barber middle for no gain (tackle by Geno Hayes),1.200,0.660
3,11:34,2,10,DAL 34,19,7,"Tony Romo pass complete deep right to Roy Williams for 66 yards, touchdown",0.660,7.000
3,,,,TAM 2,20,7,Nick Folk kicks extra point good,0.000,0.000
3,,,,DAL 30,20,7,"David Buehler kicks off 70 yards, touchback",0.000,0.280
3,11:23,1,10,TAM 20,20,7,Byron Leftwich pass complete short left to B.J. Askew for 4 yards (tackle by Keith Brooking),0.280,0.270
3,10:47,2,6,TAM 24,20,7,Cadillac Williams right guard for 2 yards (tackle by DeMarcus Ware),0.270,-0.160
3,10:11,3,4,TAM 26,20,7,Byron Leftwich pass complete short left to Sammie Stroughter for 2 yards (tackle by Orlando Scandrick and Bradie James),-0.160,-1.500
3,9:29,4,2,TAM 28,20,7,"Dirk Johnson punts 48 yards, muffed catch by Terence Newman, ball out of bounds at DAL-24. Penalty on Patrick Crayton: Illegal Kick, 10 yards",-1.500,0.280
3,9:15,1,10,DAL 14,20,7,Tony Romo pass complete short right to Patrick Crayton for 6 yards (tackle by Aqib Talib),-0.280,0.150
3,8:37,2,4,DAL 20,20,7,Felix Jones middle for -1 yards (tackle by Geno Hayes and Jimmy Wilkerson),0.150,-0.800
3,7:52,3,5,DAL 19,20,7,Tony Romo pass incomplete short right intended for Roy Williams,-0.800,-2.140
3,7:46,4,5,DAL 19,20,7,"Mat McBriar punts 53 yards, returned by Clifton Smith for 14 yards (tackle by Marvin White)",-2.140,-1.730
3,7:33,1,10,TAM 42,20,7,Earnest Graham middle for 1 yard (tackle by Jay Ratliff and Bradie James),1.730,1.320
3,6:56,2,9,TAM 43,20,7,Byron Leftwich pass incomplete deep right intended for Kellen Winslow,1.320,0.630
3,6:49,3,9,TAM 43,20,7,Byron Leftwich pass complete short middle to Jerramy Stevens for 3 yards (tackle by Gerald Sensabaugh),0.630,-0.320
3,6:11,4,6,TAM 46,20,7,"Dirk Johnson punts 45 yards, returned by Patrick Crayton for 3 yards (tackle by Torrie Cox)",-0.320,0.350
3,5:58,1,10,DAL 12,20,7,Tony Romo pass complete short middle to Patrick Crayton for 5 yards (tackle by Quincy Black),-0.350,-0.230
3,5:24,2,5,DAL 17,20,7,Marion Barber middle for 3 yards (tackle by Roy Miller and Barrett Ruud),-0.230,-0.480
3,4:38,3,2,DAL 20,20,7,Tony Romo pass complete short right to Jason Witten for 18 yards (tackle by Quincy Black),-0.480,1.470
3,4:07,1,10,DAL 38,20,7,Tony Romo pass incomplete deep left intended for Jason Witten,1.470,0.920
3,3:59,2,10,DAL 38,20,7,Tony Romo pass incomplete short middle intended for Roy Williams,0.920,0.230
3,3:54,3,10,DAL 38,20,7,Tony Romo pass incomplete short right intended for Roy Williams (defended by Aqib Talib),0.230,-0.850
3,3:48,4,10,DAL 38,20,7,"Mat McBriar punts 45 yards, muffed catch by Clifton Smith, recovered by Clifton Smith and returned for no gain",-0.850,0.140
3,3:36,1,10,TAM 16,20,7,Derrick Ward middle for 12 yards (tackle by Terence Newman),-0.140,0.810
3,2:58,1,10,TAM 28,20,7,"Byron Leftwich for no gain. Byron Leftwich fumbles, recovered by B.J. Askew at TAM-25",0.810,-0.140
3,2:26,2,13,TAM 25,20,7,Derrick Ward right tackle for 22 yards (tackle by Terence Newman),-0.140,2.060
3,2:03,1,10,TAM 47,20,7,"Byron Leftwich pass incomplete deep middle intended for Antonio Bryant is intercepted by Mike Jenkins at DAL-12. Penalty on Gerald Sensabaugh: Illegal Contact, 5 yards (no play)",2.060,2.390
3,1:53,1,10,DAL 48,20,7,Derrick Ward middle for 3 yards (tackle by Anthony Spencer and Keith Brooking),2.390,2.250
3,1:11,2,7,DAL 45,20,7,Byron Leftwich pass complete short middle to Derrick Ward for 7 yards (tackle by Ken Hamlin),2.250,3.050
3,0:25,1,10,DAL 38,20,7,Byron Leftwich pass incomplete short middle intended for Sammie Stroughter,3.050,2.510
3,0:19,2,10,DAL 38,20,7,Byron Leftwich pass complete deep middle to Michael Clayton for 20 yards (tackle by Ken Hamlin),2.510,4.370
Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 18,20,7,Michael Clayton pass incomplete short right intended for Antonio Bryant,4.370,3.800
4,14:53,2,10,DAL 18,20,7,Derrick Ward right guard for 4 yards (tackle by Ken Hamlin),3.800,3.630
4,14:04,3,6,DAL 14,20,7,Byron Leftwich pass complete short middle to Sammie Stroughter for 13 yards (tackle by Alan Ball),3.630,6.970
,,,,,,,"DAL challenged the runner broke the plane ruling, and the original play was overturned.",,
4,13:50,1,1,DAL 1,20,13,"Derrick Ward middle for 1 yard, touchdown",6.970,7.000
4,,,,DAL 2,20,14,Mike Nugent kicks extra point good,0.000,0.000
4,,,,TAM 30,20,14,"Mike Nugent kicks off 71 yards, returned by Miles Austin for 20 yards (tackle by Elbert Mack)",0.000,0.150
4,13:38,1,10,DAL 19,20,14,Felix Jones right tackle for 1 yard (tackle by Jermaine Phillips and Quincy Black),0.150,-0.200
4,12:56,2,9,DAL 20,26,14,"Tony Romo pass complete deep right to Patrick Crayton for 80 yards, touchdown",-0.200,7.000
4,,,,TAM 2,27,14,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,27,14,"David Buehler kicks off 75 yards, returned by Clifton Smith for 36 yards (tackle by Sam Hurd)",0.000,1.000
4,12:34,1,10,TAM 31,27,14,Byron Leftwich pass complete short right to Kellen Winslow for 6 yards,1.000,1.270
4,12:12,2,4,TAM 37,27,14,Cadillac Williams right guard for 5 yards (tackle by Bradie James),1.270,1.730
4,11:30,1,10,TAM 42,27,14,Byron Leftwich pass incomplete deep middle intended for Michael Clayton,1.730,1.190
4,11:22,2,10,TAM 42,27,14,Byron Leftwich pass complete short middle to Maurice Stovall for 13 yards (tackle by Ken Hamlin),1.190,2.590
4,10:43,1,10,DAL 45,27,14,Byron Leftwich pass incomplete deep left intended for Kellen Winslow,2.590,2.040
4,10:36,2,10,DAL 45,27,14,Cadillac Williams right tackle for 6 yards (tackle by Pat Watkins),2.040,2.150
4,9:52,3,4,DAL 39,27,14,Byron Leftwich pass complete short left to Sammie Stroughter for 10 yards (tackle by Orlando Scandrick),2.150,3.640
4,9:19,1,10,DAL 29,27,14,Derrick Ward left end for 3 yards (tackle by Mike Jenkins and Victor Butler),3.640,3.510
4,8:36,2,7,DAL 26,27,14,Byron Leftwich pass incomplete short middle intended for Michael Clayton,3.510,2.810
4,8:31,3,7,DAL 26,27,14,Byron Leftwich pass complete short right to Kellen Winslow for no gain,2.810,1.740
4,7:44,4,7,DAL 26,27,14,Byron Leftwich pass incomplete short middle intended for Kellen Winslow,1.740,-0.670
4,7:38,1,10,DAL 26,27,14,Marion Barber left end for 4 yards (tackle by Barrett Ruud),0.670,0.670
4,6:58,2,6,DAL 30,27,14,Tony Romo pass complete short right to Jason Witten for 6 yards (tackle by Sabby Piscitelli),0.670,1.330
4,6:11,1,10,DAL 36,27,14,Tony Romo pass complete deep middle to Patrick Crayton for 44 yards (tackle by Aqib Talib),1.330,4.240
4,5:34,1,10,TAM 20,27,14,Marion Barber middle for 9 yards (tackle by Sabby Piscitelli),4.240,5.260
4,4:48,2,1,TAM 11,27,14,Marion Barber left tackle for 5 yards (tackle by Jermaine Phillips),5.260,5.830
4,4:06,1,6,TAM 6,33,14,"Marion Barber left end for 6 yards, touchdown",5.830,7.000
4,,,,TAM 2,34,14,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,34,14,"David Buehler kicks off 59 yards, returned by Clifton Smith for 17 yards (tackle by Pat Watkins)",0.000,0.810
4,3:50,1,10,TAM 28,34,14,Byron Leftwich pass incomplete deep middle intended for Sammie Stroughter (defended by Mike Jenkins),0.810,0.260
4,3:43,2,10,TAM 28,34,14,Byron Leftwich pass complete short left to Kellen Winslow for 3 yards (tackle by Bobby Carpenter),0.260,-0.030
4,3:02,3,7,TAM 31,34,14,Byron Leftwich pass complete short left to Jerramy Stevens for 17 yards (tackle by Bradie James),-0.030,2.130
4,2:36,1,10,TAM 48,34,14,Byron Leftwich pass complete short middle to Jerramy Stevens for 7 yards (tackle by Pat Watkins),2.130,2.530
4,2:14,2,3,DAL 45,34,14,Byron Leftwich pass complete short right to Brian Clark for 17 yards (tackle by Terence Newman),2.530,3.710
4,2:06,1,10,DAL 28,34,14,Byron Leftwich pass complete short left to Michael Clayton for 8 yards (tackle by Pat Watkins),3.710,4.250
4,1:59,2,2,DAL 20,34,14,Byron Leftwich pass incomplete deep left intended for Maurice Stovall (defended by DeMarcus Ware),4.250,3.530
4,1:53,3,2,DAL 20,34,14,"Byron Leftwich pass incomplete short middle intended for Brian Clark. Penalty on Mike Jenkins: Defensive Pass Interfere, 11 yards (no play)",3.530,5.140
4,1:47,1,9,DAL 9,34,14,Byron Leftwich pass incomplete short left intended for Clifton Smith,5.140,4.380
4,1:45,2,9,DAL 9,34,14,Byron Leftwich pass incomplete short middle intended for Jerramy Stevens,4.380,3.360
4,1:41,3,9,DAL 9,34,14,Kellen Winslow left end for 7 yards (tackle by Pat Watkins),3.360,3.250
4,1:31,4,2,DAL 2,34,20,"Byron Leftwich pass complete short right to Kellen Winslow for 2 yards, touchdown",3.250,7.000
4,,,,DAL 2,34,21,Mike Nugent kicks extra point good,0.000,0.000
4,,,,TAM 30,34,21,"Mike Nugent kicks onside 7 yards. Penalty on Maurice Stovall: Offside on Free Kick, 5 yards",0.000,3.450
4,1:26,1,10,TAM 32,34,21,Marion Barber right end for 6 yards (tackle by Sabby Piscitelli),3.450,3.710
4,0:42,2,4,TAM 26,34,21,Marion Barber right tackle for 3 yards (tackle by Ryan Sims),3.710,3.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
