Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Saints to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Jake Elliott kicks off 57 yards, returned by Alvin Kamara for no gain (tackle by Cre'von LeBlanc)",0.000,1.270
1,14:56,1,10,NOR 35,0,0,Drew Brees pass deep middle intended for Ted Ginn is intercepted by Cre'von LeBlanc at PHI-24 and returned for no gain,1.270,-0.540
1,14:46,1,10,PHI 24,0,0,Nick Foles pass complete short left to Golden Tate for 6 yards (tackle by P.J. Williams),0.540,0.810
1,14:10,2,4,PHI 30,0,0,Wendell Smallwood right tackle for 3 yards (tackle by Vonn Bell and Alex Okafor),0.810,0.500
1,13:29,3,1,PHI 33,0,0,Nick Foles pass complete short right to Zach Ertz for 11 yards (tackle by Vonn Bell),0.500,1.860
1,12:50,1,10,PHI 44,0,0,Nick Foles pass complete short right to Darren Sproles for 5 yards (tackle by Demario Davis),1.860,1.990
1,12:13,2,5,PHI 49,0,0,Nick Foles pass complete short right to Wendell Smallwood for 6 yards (tackle by Cameron Jordan),1.990,2.590
1,11:32,1,10,NOR 45,0,0,Wendell Smallwood left guard for 8 yards (tackle by Marcus Williams and Vonn Bell),2.590,3.120
1,10:49,2,2,NOR 37,6,0,"Nick Foles pass complete deep left to Jordan Matthews for 37 yards, touchdown, touchdown",3.120,7.000
1,10:41,,,NOR 15,7,0,Jake Elliott kicks extra point good,0.000,0.000
1,10:41,,,PHI 35,7,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,10:41,1,10,NOR 25,7,0,Mark Ingram right guard for no gain (tackle by Michael Bennett),0.610,0.060
1,10:09,2,10,NOR 25,7,0,Drew Brees pass incomplete short left intended for Ted Ginn,0.060,-0.620
1,10:04,3,10,NOR 25,7,0,Drew Brees pass incomplete deep right intended for Michael Thomas,-0.620,-1.700
1,9:58,4,10,NOR 25,7,0,Thomas Morstead punts 50 yards out of bounds,-1.700,-0.610
1,9:51,1,10,PHI 25,7,0,Nelson Agholor right end for 12 yards (tackle by Marshon Lattimore and Demario Davis),0.610,1.400
1,9:12,1,10,PHI 37,7,0,Wendell Smallwood left guard for 3 yards (tackle by Taylor Stallworth and David Onyemata),1.400,1.260
1,8:33,2,7,PHI 40,7,0,Nick Foles pass complete short left to Golden Tate for 12 yards (tackle by Eli Apple),1.260,2.390
1,7:53,1,10,NOR 48,7,0,Wendell Smallwood right tackle for 5 yards (tackle by Eli Apple and Demario Davis),2.390,2.520
1,7:13,2,5,NOR 43,7,0,Nick Foles pass complete short right to Nelson Agholor for 6 yards (tackle by Demario Davis),2.520,3.120
1,6:52,1,10,NOR 37,7,0,Darren Sproles right end for 3 yards (tackle by Demario Davis),3.120,2.980
1,6:11,2,7,NOR 34,7,0,Nick Foles pass incomplete deep right intended for Zach Ertz,2.980,2.280
1,6:05,3,7,NOR 34,7,0,Nick Foles pass complete deep right to Alshon Jeffery for 30 yards (tackle by Marshon Lattimore),2.280,6.280
1,5:23,1,4,NOR 4,7,0,Wendell Smallwood right guard for 3 yards (tackle by Alex Anzalone and Eli Apple),6.280,5.910
1,4:39,2,1,NOR 1,13,0,"Nick Foles up the middle for 1 yard, touchdown",5.910,7.000
1,4:37,,,NOR 15,14,0,Jake Elliott kicks extra point good,0.000,0.000
1,4:37,,,PHI 35,14,0,"Jake Elliott kicks off 67 yards, returned by Alvin Kamara for no gain (tackle by D.J. Alexander and Kamu Grugier-Hill). Penalty on Zach Line: Unnecessary Roughness, 8 yards",0.000,-0.380
1,4:31,1,10,NOR 8,14,0,"Alvin Kamara right guard for -1 yards (tackle by Brandon Graham). Penalty on Timmy Jernigan: Taunting, 15 yards",-0.380,0.410
1,4:06,1,10,NOR 22,14,0,"Drew Brees aborted snap, recovered by Drew Brees at NO-20 and returned for -4 yards",0.410,-0.770
1,3:18,2,14,NOR 18,14,0,"Penalty on NOR: Delay of Game, 5 yards (no play)",-0.770,-1.430
1,2:57,2,19,NOR 13,14,0,Drew Brees pass complete short right to Michael Thomas for 9 yards (tackle by Malcolm Jenkins and Jordan Hicks),-1.430,-0.820
1,2:18,3,10,NOR 22,14,0,Drew Brees pass complete short middle to Michael Thomas for 21 yards (tackle by Corey Graham),-0.820,1.800
1,1:36,1,10,NOR 43,14,0,Mark Ingram right guard for 2 yards (tackle by Treyvon Hester and Haloti Ngata),1.800,1.520
1,0:52,2,8,NOR 45,14,0,Drew Brees pass incomplete short right intended for Ted Ginn (defended by Cre'von LeBlanc),1.520,0.830
1,0:48,3,8,NOR 45,14,0,"Drew Brees sacked by Brandon Graham for -10 yards. Drew Brees fumbles (forced by Brandon Graham), recovered by Ryan Ramczyk at NO-31",0.830,-1.310
1,0:34,4,22,NOR 31,14,0,"Thomas Morstead punts 39 yards, fair catch by Darren Sproles at PHI-30",-1.310,-0.940
1,0:29,1,10,PHI 30,14,0,Wendell Smallwood right guard for 2 yards (tackle by David Onyemata),0.940,0.660
Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,PHI 32,14,0,Nick Foles pass complete short right to Alshon Jeffery for 14 yards (tackle by Marshon Lattimore),0.660,1.990
2,14:28,1,10,PHI 46,14,0,Wendell Smallwood left end for 2 yards (tackle by P.J. Williams),1.990,1.720
2,13:45,2,8,PHI 48,14,0,Nick Foles pass deep left intended for Zach Ertz is intercepted by Marshon Lattimore at NO-21 and returned for no gain,1.720,-0.340
2,13:35,1,10,NOR 21,14,0,Drew Brees pass complete short left to Mark Ingram for 8 yards (tackle by Josh Hawkins and Malcolm Jenkins),0.340,0.880
2,12:54,2,2,NOR 29,14,0,Alvin Kamara left guard for 1 yard (tackle by Brandon Graham and Timmy Jernigan),0.880,0.300
2,12:09,3,1,NOR 30,14,0,Mark Ingram right guard for no gain (tackle by Avonte Maddox and Nigel Bradham). Penalty on Ryan Ramczyk: Offensive Holding (Declined),0.300,-1.370
2,11:51,4,1,NOR 30,14,0,Taysom Hill up the middle for no gain (tackle by Michael Bennett),-1.370,1.200
2,11:20,1,10,NOR 34,14,0,Drew Brees pass complete deep middle to Michael Thomas for 42 yards (tackle by Avonte Maddox). Penalty on Treyvon Hester: Defensive Offside (Declined),1.200,3.970
2,10:56,1,10,PHI 24,14,0,Mark Ingram right tackle for 5 yards (tackle by Avonte Maddox),3.970,4.120
2,10:31,2,5,PHI 19,14,0,Taysom Hill right end for 4 yards (tackle by Jordan Hicks),4.120,4.170
2,9:53,3,1,PHI 15,14,0,Alvin Kamara right end for 7 yards (tackle by Nigel Bradham),4.170,5.370
2,9:13,1,8,PHI 8,14,0,"Penalty on Andrus Peat: False Start, 5 yards (no play)",5.370,4.530
2,8:50,1,13,PHI 13,14,0,Drew Brees pass incomplete short left intended for Ted Ginn,4.530,3.720
2,8:45,,,,,,Timeout #1 by New Orleans Saints,,
2,8:45,2,13,PHI 13,14,0,Drew Brees pass complete short middle to Michael Thomas for 4 yards (tackle by Jordan Hicks),3.720,3.360
2,8:07,3,9,PHI 9,14,0,Drew Brees pass complete short middle to Michael Thomas for 7 yards (tackle by Cre'von LeBlanc),3.360,3.250
2,7:28,4,2,PHI 2,14,6,"Drew Brees pass complete short left to Keith Kirkwood for 2 yards, touchdown",3.250,7.000
2,7:23,,,PHI 15,14,7,Wil Lutz kicks extra point good,0.000,0.000
2,7:23,,,NOR 35,14,7,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,7:23,,,,,,Timeout #1 by Philadelphia Eagles,,
2,7:23,1,10,PHI 25,14,7,Nick Foles pass complete short left to Darren Sproles for 14 yards (tackle by Tyeler Davison),0.610,1.530
2,6:37,1,10,PHI 39,14,7,Wendell Smallwood right guard for 1 yard (tackle by Cameron Jordan),1.530,1.120
2,5:57,2,9,PHI 40,14,7,Nick Foles pass complete short left to Zach Ertz for 4 yards (tackle by Demario Davis),1.120,0.960
2,5:13,3,5,PHI 44,14,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",0.960,0.300
2,4:47,3,10,PHI 39,14,7,Nick Foles pass incomplete short right intended for Darren Sproles,0.300,-0.780
2,4:42,4,10,PHI 39,14,7,"Cameron Johnston punts 49 yards, returned by Tommylee Lewis for 8 yards (tackle by Tre Sullivan)",-0.780,-0.280
2,4:33,1,10,NOR 20,14,7,Alvin Kamara left tackle for 13 yards (tackle by Jordan Hicks),0.280,1.140
2,3:51,1,10,NOR 33,14,7,Drew Brees pass complete short right to Josh Hill for 3 yards (tackle by Malcolm Jenkins and Nigel Bradham),1.140,1.000
2,3:11,2,7,NOR 36,14,7,Drew Brees pass complete short left to Michael Thomas for 4 yards (tackle by Nigel Bradham),1.000,0.830
2,2:30,3,3,NOR 40,14,7,Drew Brees sacked by Timmy Jernigan and Chris Long for -8 yards,0.830,-1.240
2,2:00,4,11,NOR 32,14,7,"Thomas Morstead punts 45 yards, fair catch by Darren Sproles at PHI-23",-1.240,-0.480
2,1:51,1,10,PHI 23,14,7,Nick Foles pass complete short right to Alshon Jeffery for 11 yards (tackle by Vonn Bell),0.480,1.200
