Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
2,1:47,1,10,PHI 34,14,7,Nick Foles pass incomplete short left intended for Zach Ertz,1.200,0.660
2,1:41,2,10,PHI 34,14,7,Darren Sproles left tackle for 1 yard (tackle by Taylor Stallworth),0.660,0.100
2,1:34,,,,,,Timeout #2 by New Orleans Saints,,
2,1:34,3,9,PHI 35,14,7,Nick Foles pass incomplete short right intended for Nelson Agholor (defended by Cameron Jordan),0.100,-1.040
2,1:29,4,9,PHI 35,14,7,"Cameron Johnston punts 54 yards, returned by Tommylee Lewis for no gain (tackle by Dallas Goedert and LaRoy Reynolds). Penalty on Chris Banjo: Illegal Block Above the Waist, 5 yards",-1.040,0.380
2,1:18,1,10,NOR 6,14,7,Drew Brees pass complete short middle to Ben Watson for 12 yards (tackle by Josh Hawkins),-0.380,0.040
2,1:12,1,10,NOR 18,14,7,Drew Brees pass complete deep right to Ted Ginn for 21 yards (tackle by Avonte Maddox),0.040,1.530
2,1:07,1,10,NOR 39,14,7,Alvin Kamara right tackle for 6 yards (tackle by Chris Long),1.530,1.800
2,0:48,2,4,NOR 45,14,7,Drew Brees pass complete short right to Alvin Kamara for 23 yards (tackle by Tre Sullivan),1.800,3.450
2,0:35,,,,,,Timeout #3 by New Orleans Saints,,
2,0:35,1,10,PHI 32,14,7,"Drew Brees pass complete short middle to Michael Thomas for 9 yards (tackle by Cre'von LeBlanc). Penalty on Andrus Peat: Offensive Holding, 10 yards (no play)",3.450,2.790
2,0:28,1,20,PHI 42,14,7,Drew Brees pass complete short middle to Ted Ginn for 15 yards (tackle by Tre Sullivan),2.790,3.580
2,0:12,2,5,PHI 27,14,7,Drew Brees spiked the ball,3.580,2.870
2,0:11,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:11,3,5,PHI 27,14,10,Wil Lutz 45 yard field goal good,2.870,3.000
2,0:06,,,NOR 35,14,10,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,0:06,1,10,PHI 25,14,10,Nick Foles kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,14,10,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,14,10,Wendell Smallwood right guard for 3 yards (tackle by Cameron Jordan),0.610,0.470
3,14:11,,,,,,Timeout #1 by Philadelphia Eagles,,
3,14:11,2,7,PHI 28,14,10,Nick Foles pass complete short left to Alshon Jeffery for 3 yards (tackle by Eli Apple),0.470,0.170
3,13:28,3,4,PHI 31,14,10,Nick Foles pass incomplete deep right intended for Alshon Jeffery (defended by Vonn Bell),0.170,-1.310
3,13:22,4,4,PHI 31,14,10,"Cameron Johnston punts 54 yards, returned by Tommylee Lewis for no gain (tackle by Nathan Gerry). Penalty on Zach Line: Offensive Holding, 7 yards",-1.310,0.380
3,13:09,1,10,NOR 8,14,10,Mark Ingram left tackle for 1 yard (tackle by Michael Bennett and Fletcher Cox),-0.380,-0.710
3,12:31,2,9,NOR 9,14,10,"Drew Brees pass incomplete short left intended for Mark Ingram. Penalty on Rasul Douglas: Defensive Holding, 5 yards (no play)",-0.710,-0.280
3,12:26,1,10,NOR 14,14,10,Mark Ingram right guard for 4 yards (tackle by Haloti Ngata),-0.280,-0.210
3,11:51,2,6,NOR 18,14,10,Drew Brees pass complete short right to Ted Ginn for 8 yards (tackle by Avonte Maddox),-0.210,0.670
3,11:11,1,10,NOR 26,14,10,Alvin Kamara right guard for 1 yard (tackle by Jordan Hicks and Nigel Bradham),0.670,0.270
3,10:28,2,9,NOR 27,14,10,Drew Brees pass complete short middle to Michael Thomas for 11 yards (tackle by Nigel Bradham),0.270,1.470
3,9:49,1,10,NOR 38,14,10,Drew Brees pass complete short middle to Keith Kirkwood for 6 yards (tackle by Jordan Hicks),1.470,1.730
3,9:10,2,4,NOR 44,14,10,Alvin Kamara left tackle for 1 yard (tackle by Chris Long),1.730,1.160
3,8:30,3,3,NOR 45,14,10,Drew Brees pass complete short right to Josh Hill for 9 yards (tackle by Malcolm Jenkins),1.160,2.520
3,7:45,1,10,PHI 46,14,10,Drew Brees pass incomplete deep middle intended for Taysom Hill (defended by Avonte Maddox),2.520,1.980
3,7:38,2,10,PHI 46,14,10,"Taysom Hill pass complete deep middle to Alvin Kamara for 46 yards. Penalty on Andrus Peat: Offensive Holding, 10 yards (no play)",1.980,0.630
3,7:31,2,20,NOR 44,14,10,Drew Brees pass complete deep middle to Michael Thomas for 20 yards (tackle by Malcolm Jenkins),0.630,3.180
3,6:48,1,10,PHI 36,14,10,Tre'Quan Smith left end for 5 yards (tackle by Rasul Douglas),3.180,3.310
3,6:07,2,5,PHI 31,14,10,Alvin Kamara left end for 4 yards (tackle by Rasul Douglas),3.310,3.140
3,5:25,3,1,PHI 27,14,10,Alvin Kamara right guard for 1 yard (tackle by Malcolm Jenkins),3.140,3.840
3,4:46,1,10,PHI 26,14,10,"Taysom Hill right end for no gain (tackle by Nigel Bradham). Penalty on Max Unger: Offensive Holding, 10 yards (no play)",3.840,3.180
3,4:15,1,20,PHI 36,14,10,Drew Brees pass incomplete short right intended for Michael Thomas,3.180,1.950
3,4:10,2,20,PHI 36,14,10,Drew Brees pass complete short right to Alvin Kamara for 4 yards (tackle by Jordan Hicks),1.950,1.820
3,3:21,3,16,PHI 32,14,10,Drew Brees pass complete short right to Michael Thomas for 20 yards (tackle by Tre Sullivan),1.820,4.780
3,2:39,1,10,PHI 12,14,10,"Penalty on Andrus Peat: False Start, 5 yards (no play)",4.780,4.320
3,2:14,1,15,PHI 17,14,10,Alvin Kamara right tackle for 15 yards (tackle by Avonte Maddox),4.320,6.740
3,1:44,1,2,PHI 2,14,16,"Drew Brees pass complete short left to Michael Thomas for 2 yards, touchdown",6.740,7.000
3,1:40,,,PHI 15,14,17,Wil Lutz kicks extra point good,0.000,0.000
3,1:40,,,NOR 35,14,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,1:40,1,10,PHI 25,14,17,Wendell Smallwood right guard for 3 yards (tackle by David Onyemata and Tyeler Davison),0.610,0.470
3,1:01,2,7,PHI 28,14,17,"Penalty on Isaac Seumalo: False Start, 5 yards (no play)",0.470,-0.210
3,0:36,2,12,PHI 23,14,17,Nick Foles pass complete short middle to Zach Ertz for 17 yards (tackle by Marcus Williams),-0.210,1.600
Quarter,Time,Down,ToGo,Location,PHI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 40,14,17,Nick Foles pass incomplete deep left intended for Alshon Jeffery,1.600,1.050
4,14:55,2,10,PHI 40,14,17,Nick Foles pass complete short right to Darren Sproles for 2 yards (tackle by Marshon Lattimore),1.050,0.630
4,14:13,3,8,PHI 42,14,17,Nick Foles pass incomplete deep right intended for Golden Tate (defended by P.J. Williams),0.630,-0.590
4,14:06,4,8,PHI 42,14,17,"Cameron Johnston punts 41 yards, fair catch by Tommylee Lewis at NO-17",-0.590,0.060
4,13:59,1,10,NOR 17,14,17,Drew Brees pass complete short right to Alvin Kamara for 5 yards (tackle by Tre Sullivan),-0.060,0.210
4,13:26,2,5,NOR 22,14,17,Drew Brees pass incomplete short right intended for Michael Thomas,0.210,-0.620
4,13:21,3,5,NOR 22,14,17,Drew Brees pass complete short right to Tre'Quan Smith for 15 yards (tackle by Tre Sullivan),-0.620,1.400
4,12:35,1,10,NOR 37,14,17,Mark Ingram right guard for 36 yards (tackle by Corey Graham and Cre'von LeBlanc),1.400,3.780
4,11:53,1,10,PHI 27,14,17,Mark Ingram right guard for 3 yards (tackle by Nigel Bradham),3.780,3.640
4,11:12,2,7,PHI 24,14,17,Drew Brees pass incomplete deep right intended for Michael Thomas,3.640,2.940
4,11:07,,,,,,Timeout #1 by New Orleans Saints,,
4,11:07,3,7,PHI 24,14,17,Drew Brees pass complete short left to Alvin Kamara for 3 yards (tackle by Cre'von LeBlanc),2.940,2.130
4,10:32,4,4,PHI 21,14,20,Wil Lutz 39 yard field goal good,2.130,3.000
4,10:28,,,NOR 35,14,20,"Wil Lutz kicks off 63 yards, returned by Boston Scott for no gain (tackle by Kurt Coleman and Taysom Hill)",0.000,0.340
4,10:21,1,10,PHI 21,14,20,Nick Foles pass complete short middle to Alshon Jeffery for 5 yards (tackle by Demario Davis and P.J. Williams),0.340,0.480
4,9:41,2,5,PHI 26,14,20,Nick Foles pass incomplete deep left intended for Nelson Agholor,0.480,-0.230
4,9:37,3,5,PHI 26,14,20,"Nick Foles pass incomplete short right intended for Zach Ertz. Penalty on P.J. Williams: Defensive Pass Interference, 4 yards (no play)",-0.230,0.940
4,9:33,1,10,PHI 30,14,20,Nick Foles pass complete short right to Zach Ertz for 2 yards (tackle by Demario Davis),0.940,0.660
4,8:56,2,8,PHI 32,14,20,Nick Foles pass incomplete short right intended for Golden Tate (defended by Eli Apple),0.660,-0.030
4,8:50,3,8,PHI 32,14,20,Nick Foles pass incomplete short left intended for Jordan Matthews,-0.030,-1.240
4,8:45,4,8,PHI 32,14,20,"Cameron Johnston punts 43 yards, fair catch by Tommylee Lewis at NO-25",-1.240,-0.610
4,8:38,1,10,NOR 25,14,20,Drew Brees pass complete short right to Michael Thomas for 9 yards (tackle by Avonte Maddox and Nigel Bradham),0.610,1.280
4,7:59,2,1,NOR 34,14,20,Drew Brees left guard for 1 yard (tackle by Nigel Bradham),1.280,1.270
4,7:20,1,10,NOR 35,14,20,Mark Ingram right tackle for 2 yards (tackle by Avonte Maddox),1.270,0.990
4,6:50,2,8,NOR 37,14,20,Drew Brees pass complete short right to Josh Hill for -5 yards (tackle by Malcolm Jenkins),0.990,-0.360
4,6:06,3,13,NOR 32,14,20,Drew Brees pass complete deep middle to Michael Thomas for 22 yards (tackle by Josh Hawkins),-0.360,2.520
4,5:22,1,10,PHI 46,14,20,Alvin Kamara left tackle for 13 yards (tackle by Malcolm Jenkins and Corey Graham),2.520,3.380
4,4:34,1,10,PHI 33,14,20,Alvin Kamara left tackle for 1 yard (tackle by Fletcher Cox),3.380,2.970
4,3:53,2,9,PHI 32,14,20,Drew Brees pass complete short middle to Mark Ingram for 1 yard (tackle by Jordan Hicks),2.970,2.410
4,3:08,,,,,,Timeout #2 by New Orleans Saints,,
4,3:08,3,8,PHI 31,14,20,Alvin Kamara right tackle for -3 yards (tackle by Michael Bennett),2.410,1.060
4,3:03,,,,,,Timeout #2 by Philadelphia Eagles,,
4,3:03,4,11,PHI 34,14,20,Wil Lutz 52 yard field goal no good,1.060,-1.730
4,2:58,1,10,PHI 42,14,20,Nick Foles pass incomplete short middle intended for Golden Tate,1.730,1.190
4,2:53,2,10,PHI 42,14,20,Nick Foles pass complete short middle to Zach Ertz for 16 yards (tackle by Marcus Davenport),1.190,2.790
4,2:28,1,10,NOR 42,14,20,"Nick Foles pass incomplete short left intended for Zach Ertz. Penalty on Marcus Davenport: Roughing the Passer, 15 yards (no play)",2.790,3.780
4,2:25,1,10,NOR 27,14,20,Darren Sproles right guard for no gain (tackle by Taylor Stallworth),3.780,3.230
4,2:01,2,10,NOR 27,14,20,Nick Foles pass short left intended for Alshon Jeffery is intercepted by Marshon Lattimore at NO-19 and returned for 14 yards,3.230,-1.140
4,1:52,1,10,NOR 33,14,20,Alvin Kamara right tackle for no gain (tackle by Fletcher Cox),1.140,0.590
4,1:47,,,,,,Timeout #3 by Philadelphia Eagles,,
4,1:47,2,10,NOR 33,14,20,Alvin Kamara left tackle for no gain (tackle by Jordan Hicks and LaRoy Reynolds),0.590,-0.100
4,1:03,3,10,NOR 33,14,20,Alvin Kamara right guard for 12 yards (tackle by Malcolm Jenkins),-0.100,1.930
4,0:16,,,,,,Timeout #3 by New Orleans Saints,,
4,0:16,1,10,NOR 45,14,20,Drew Brees kneels for -1 yards,1.930,1.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
