Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
3,12:29,2,8,SDG 36,24,16,Philip Rivers pass complete short middle to Curtis Brinkley for 4 yards (tackle by Rolando McClain),0.930,0.760
3,11:46,3,4,SDG 40,24,16,Philip Rivers pass complete short left to Antonio Gates for 9 yards (tackle by Kamerion Wimbley),0.760,2.190
3,11:00,1,10,SDG 49,24,16,Curtis Brinkley up the middle for no gain (tackle by Tyvon Branch and Rolando McClain),2.190,1.650
3,10:15,2,10,SDG 49,24,16,Philip Rivers pass complete short right to Antonio Gates for 17 yards (tackle by Michael Mitchell),1.650,3.310
3,9:46,1,10,OAK 34,24,16,Philip Rivers pass complete short right to Malcom Floyd for 18 yards (tackle by Matt Giordano and Stanford Routt),3.310,4.510
3,9:03,1,10,OAK 16,24,16,Mike Tolbert right tackle for 1 yard (tackle by Aaron Curry),4.510,4.050
3,8:20,2,9,OAK 15,24,16,Curtis Brinkley right tackle for 2 yards (tackle by Aaron Curry),4.050,3.540
3,7:41,3,7,OAK 13,30,16,"Philip Rivers pass complete short middle to Vincent Jackson for 13 yards, touchdown",3.540,7.000
3,7:41,,,OAK 2,31,16,Nick Novak kicks extra point good,0.000,0.000
3,7:33,,,SDG 35,31,16,"Nick Novak kicks off 73 yards, touchback",0.000,0.280
3,7:33,1,10,OAK 20,31,16,Michael Bush left tackle for 3 yards (tackle by Corey Liuget),0.280,0.140
3,7:02,2,7,OAK 23,31,16,Carson Palmer pass complete short middle to Darrius Heyward-Bey for 6 yards (tackle by Antoine Cason and Takeo Spikes),0.140,0.230
3,6:24,3,1,OAK 29,31,16,Michael Bush right tackle for 6 yards (tackle by Donald Butler),0.230,1.270
3,5:47,1,10,OAK 35,31,16,Carson Palmer pass incomplete short middle intended for Darrius Heyward-Bey,1.270,0.720
3,5:42,,,,31,16,Timeout #1 by Oakland Raiders,0.000,0.720
3,5:42,2,10,OAK 35,31,16,Michael Bush left end for 2 yards (tackle by Donald Butler),0.720,0.300
3,5:02,3,8,OAK 37,31,16,"Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey. Penalty on Cam Thomas: Defensive Offside, 5 yards (no play)",0.300,0.960
3,4:55,3,3,OAK 42,31,16,Carson Palmer pass complete short left to Darrius Heyward-Bey for 6 yards (tackle by Antoine Cason),0.960,2.130
3,4:21,1,10,OAK 48,31,16,Carson Palmer pass complete deep middle to Louis Murphy for 28 yards (tackle by Donald Butler),2.130,3.970
3,3:46,1,10,SDG 24,31,16,Carson Palmer pass complete short right to Jacoby Ford for 12 yards (tackle by Quentin Jammer),3.970,4.780
3,3:23,1,10,SDG 12,31,16,"Michael Bush left tackle for 5 yards (tackle by Darryl Gamble). Penalty on Khalif Barnes: Offensive Holding, 10 yards (no play)",4.780,4.110
3,2:56,1,20,SDG 22,31,16,Carson Palmer pass complete short right to Darrius Heyward-Bey for 7 yards (tackle by Quentin Jammer),4.110,3.660
3,2:18,2,13,SDG 15,31,16,Carson Palmer pass incomplete short right intended for Darrius Heyward-Bey. Penalty on Samson Satele: Ineligible Downfield Pass (Declined),3.660,3.000
3,2:12,3,13,SDG 15,31,16,Carson Palmer pass complete short middle to Marcel Reece for 6 yards (tackle by Takeo Spikes),3.000,2.830
3,1:45,4,7,SDG 9,31,16,"Penalty on Shane Lechler: Delay of Game, 5 yards (no play)",2.830,2.510
3,1:22,4,12,SDG 14,31,19,Sebastian Janikowski 32 yard field goal good,2.510,3.000
3,1:18,,,OAK 35,31,19,"Sebastian Janikowski kicks off 68 yards, returned by Richard Goodman for 31 yards (tackle by Bryan McCann)",0.000,0.810
3,1:12,1,10,SDG 28,31,19,Curtis Brinkley left guard for 1 yard (tackle by Kamerion Wimbley),0.810,0.400
3,0:31,2,9,SDG 29,31,19,Philip Rivers pass complete deep middle to Vincent Jackson for 16 yards (tackle by Matt Giordano),0.400,1.930
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 45,31,19,Mike Tolbert left end for 4 yards (tackle by Tommy Kelly and Kamerion Wimbley),1.930,1.920
4,14:16,2,6,SDG 49,31,19,"Philip Rivers pass incomplete deep left intended for Vincent Jackson. Penalty on Richard Seymour: Defensive Offside, 5 yards (no play)",1.920,2.600
4,14:11,2,1,OAK 46,31,19,Curtis Brinkley left guard for no gain (tackle by Richard Seymour),2.600,1.880
4,13:31,3,1,OAK 46,31,19,Curtis Brinkley left end for 12 yards (tackle by Stanford Routt),1.880,3.310
4,12:47,1,10,OAK 34,31,19,Curtis Brinkley left tackle for 7 yards (tackle by Rolando McClain),3.310,3.720
4,12:00,2,3,OAK 27,31,19,Curtis Brinkley left end for 1 yard (tackle by Richard Seymour),3.720,3.140
4,11:15,3,2,OAK 26,31,19,Philip Rivers pass incomplete short left intended for Malcom Floyd,3.140,1.860
4,11:10,4,2,OAK 26,31,19,Nick Novak 44 yard field goal no good,1.860,-1.270
4,11:05,1,10,OAK 35,31,19,Carson Palmer pass complete deep middle to Darrius Heyward-Bey for 39 yards (tackle by Eric Weddle),1.270,3.840
4,10:33,1,10,SDG 26,31,19,Michael Bush right guard for 4 yards (tackle by Steve Gregory),3.840,3.840
4,9:43,,,,31,19,Timeout #2 by Oakland Raiders,0.000,3.840
4,9:43,2,6,SDG 22,31,25,"Carson Palmer pass complete deep middle to Kevin Boss for 22 yards, touchdown. Penalty on Steve Gregory: Unnecessary Roughness, 15 yards",3.840,7.000
4,9:43,,,SDG 2,31,26,Sebastian Janikowski kicks extra point good,0.000,0.000
4,9:37,,,,31,26,"Sebastian Janikowski kicks off 49 yards, returned by Richard Goodman for no gain",0.000,-0.380
4,9:32,1,10,SDG 1,31,26,Philip Rivers pass complete short left to Malcom Floyd for 19 yards (tackle by Lito Sheppard),-0.380,0.280
4,8:49,1,10,SDG 20,31,26,"Philip Rivers pass complete short left to Mike Tolbert for 5 yards (tackle by Lito Sheppard). Penalty on Jared Gaither: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,8:23,1,20,SDG 10,31,26,Mike Tolbert left guard for 40 yards (tackle by Tyvon Branch),-0.760,2.260
4,7:33,,,,31,26,Timeout #1 by San Diego Chargers,0.000,2.260
4,7:33,1,10,,31,26,Curtis Brinkley left end for 7 yards (tackle by Lito Sheppard),2.260,2.660
4,6:58,2,3,OAK 43,37,26,"Philip Rivers pass complete deep left to Malcom Floyd for 43 yards, touchdown",2.660,7.000
4,6:58,,,OAK 2,38,26,Nick Novak kicks extra point good,0.000,0.000
4,6:48,,,SDG 35,38,26,"Nick Novak kicks off 69 yards, returned by Bryan McCann for 28 yards (tackle by Paul Oliver)",0.000,0.540
4,6:41,1,10,OAK 24,38,26,Carson Palmer pass complete short right to Denarius Moore for 15 yards,0.540,1.530
4,6:25,1,10,OAK 39,38,26,Carson Palmer pass complete short right to Brandon Myers for 11 yards (tackle by Na'il Diggs),1.530,2.260
4,5:53,1,10,,38,26,Michael Bush up the middle for no gain (tackle by Tommie Harris),2.260,1.710
4,5:21,2,10,,38,26,Carson Palmer pass complete short left to Darrius Heyward-Bey for 16 yards (tackle by Antoine Cason),1.710,3.310
4,4:50,1,10,SDG 34,38,26,Carson Palmer pass incomplete deep left intended for Darrius Heyward-Bey (defended by Antoine Cason),3.310,2.770
4,4:42,2,10,SDG 34,38,26,Carson Palmer pass incomplete short right intended for Jacoby Ford is intercepted by Antoine Cason at SDG-20 and returned for 5 yards (tackle by Jacoby Ford),2.770,-0.610
4,4:36,1,10,SDG 25,38,26,Mike Tolbert right guard for 3 yards (tackle by Aaron Curry),0.610,0.470
4,3:56,2,7,SDG 28,38,26,Mike Tolbert left end for no gain (tackle by Desmond Bryant and Lamarr Houston),0.470,-0.230
4,3:49,,,,38,26,Timeout #3 by Oakland Raiders,0.000,-0.230
4,3:49,3,7,SDG 28,38,26,Vincent Jackson left end for 41 yards (tackle by Matt Giordano),-0.230,3.510
4,2:57,1,10,OAK 31,38,26,Jacob Hester up the middle for 5 yards (tackle by Rolando McClain),3.510,3.640
4,2:16,2,5,OAK 26,38,26,"Jacob Hester up the middle for 4 yards (tackle by Matt Giordano). Penalty on Richard Seymour: Defensive Offside, 5 yards (no play)",3.640,4.170
4,2:12,1,10,OAK 21,38,26,Jacob Hester up the middle for no gain (tackle by Lamarr Houston),4.170,3.630
4,1:59,2,10,OAK 21,38,26,Philip Rivers kneels for -1 yards,3.630,2.810
4,1:10,3,11,OAK 22,38,26,Philip Rivers kneels for -1 yards,2.810,1.930
4,0:34,4,12,OAK 23,38,26,Philip Rivers kneels for -1 yards,1.930,-0.540
4,0:26,1,10,OAK 24,38,26,Carson Palmer pass complete short left to Louis Murphy for 13 yards (tackle by Antoine Cason),0.540,1.400
4,0:19,1,10,OAK 37,38,26,Carson Palmer pass complete short right to Louis Murphy for 6 yards (tackle by Marcus Gilchrist),1.400,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
