Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,OAK 35,0,0,"Sebastian Janikowski kicks off 74 yards, touchback",0.000,0.280
1,15:00,1,10,SDG 20,0,0,Curtis Brinkley left tackle for 1 yard (tackle by Rolando McClain),0.280,-0.130
1,14:27,2,9,SDG 21,0,0,Philip Rivers pass complete short right to Antonio Gates for 5 yards (tackle by Rolando McClain),-0.130,-0.160
1,14:02,3,4,SDG 26,0,0,"Penalty on Kamerion Wimbley: Neutral Zone Infraction, 5 yards (no play)",-0.160,1.000
1,13:26,1,10,SDG 31,0,0,Philip Rivers pass incomplete short right intended for Malcom Floyd,1.000,0.460
1,13:23,2,10,SDG 31,0,0,"Philip Rivers pass incomplete deep right intended for Vincent Jackson. Penalty on Matt Giordano: Personal Foul, 15 yards (no play)",0.460,1.990
1,13:17,1,10,SDG 46,0,0,Philip Rivers pass incomplete deep middle intended for Vincent Jackson is intercepted by Matt Giordano at OAK-5,1.990,0.380
1,13:09,1,10,OAK 5,0,0,Michael Bush right tackle for 9 yards (tackle by Donald Butler),-0.380,-0.100
1,12:36,2,1,OAK 14,0,0,Carson Palmer pass incomplete short right intended for Darrius Heyward-Bey (defended by Quentin Jammer),-0.100,-0.370
1,12:32,3,1,OAK 14,0,0,Michael Bush left guard for 5 yards (tackle by Antonio Garay),-0.370,0.150
1,11:58,1,10,OAK 19,0,0,Michael Bush up the middle for 8 yards (tackle by Donald Butler),0.150,0.750
1,11:22,2,2,OAK 27,0,0,Michael Bush left guard for 5 yards (tackle by Takeo Spikes),0.750,1.070
1,10:42,1,10,OAK 32,0,0,Carson Palmer pass complete short left to Denarius Moore for 8 yards (tackle by Shaun Phillips),1.070,1.610
1,10:05,2,2,OAK 40,0,0,Rock Cartwright right guard for 1 yard (tackle by Takeo Spikes and Donald Butler),1.610,1.030
1,9:31,3,1,OAK 41,0,0,"Carson Palmer up the middle for 2 yards (tackle by Antonio Garay). Penalty on Antoine Cason: Face Mask (15 Yards), 15 yards",1.030,2.790
1,9:05,1,10,SDG 42,0,0,"Louis Murphy left end for 27 yards (tackle by Antwan Barnes). Penalty on Antwan Barnes: Unsportsmanlike Conduct, 8 yards",2.790,5.600
1,8:36,1,7,SDG 7,0,0,Michael Bush up the middle for 3 yards (tackle by Steve Gregory),5.600,5.340
1,8:04,2,4,SDG 4,0,0,Michael Bush right tackle for 1 yard (tackle by Jacques Cesaire and Eric Weddle),5.340,4.720
1,7:25,3,3,SDG 3,0,6,"Carson Palmer pass complete short left to Darrius Heyward-Bey for 3 yards, touchdown",4.720,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
1,7:25,,,SDG 2,0,7,Sebastian Janikowski kicks extra point good,0.000,0.000
1,7:20,,,OAK 35,0,7,"Sebastian Janikowski kicks off 72 yards, returned by Richard Goodman for 26 yards (tackle by Darryl Blackstock)",0.000,0.150
1,7:14,1,10,SDG 19,0,7,Philip Rivers pass complete short right to Curtis Brinkley for 3 yards (tackle by Rolando McClain),0.150,0.070
1,6:31,2,7,SDG 22,0,7,Curtis Brinkley right end for no gain (tackle by Jarvis Moss),0.070,-0.680
1,5:47,3,7,SDG 22,0,7,Philip Rivers pass complete short left to Malcom Floyd for 14 yards (tackle by Lito Sheppard),-0.680,1.330
1,5:07,1,10,SDG 36,0,7,Curtis Brinkley right end for 3 yards (tackle by Aaron Curry),1.330,1.200
1,4:28,2,7,SDG 39,0,7,Mike Tolbert right tackle for 8 yards (tackle by Kamerion Wimbley and Tyvon Branch),1.200,2.060
1,3:49,1,10,SDG 47,0,7,Mike Tolbert left tackle for 1 yard (tackle by Desmond Bryant),2.060,1.650
1,3:05,2,9,SDG 48,0,7,Philip Rivers pass complete short left to Malcom Floyd for 13 yards (tackle by Lito Sheppard),1.650,2.980
1,2:36,1,10,OAK 39,0,7,Curtis Brinkley left guard for 1 yard (tackle by Jarvis Moss),2.980,2.580
1,1:52,2,9,OAK 38,0,7,Mike Tolbert up the middle for no gain (tackle by Tommy Kelly),2.580,1.880
1,1:10,3,9,OAK 38,6,7,"Philip Rivers pass complete deep left to Antonio Gates for 38 yards, touchdown",1.880,7.000
1,1:10,,,OAK 2,7,7,Nick Novak kicks extra point good,0.000,0.000
1,1:02,,,SDG 35,7,7,"Nick Novak kicks off 66 yards, returned by Bryan McCann for 20 yards (tackle by Steve Gregory)",0.000,0.150
1,0:56,1,10,OAK 19,7,7,Michael Bush left tackle for 1 yard (tackle by Antonio Garay),0.150,-0.200
1,0:24,2,9,OAK 20,7,7,Carson Palmer pass complete short left to Kevin Boss for 6 yards (tackle by Steve Gregory),-0.200,-0.160
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,OAK 26,7,7,Carson Palmer pass complete short left to David Ausberry for 10 yards (tackle by Antoine Cason),-0.160,1.330
2,14:22,1,10,OAK 36,7,7,Michael Bush up the middle for 1 yard (tackle by Eric Weddle and Takeo Spikes),1.330,0.930
2,13:41,2,9,OAK 37,7,7,Carson Palmer pass incomplete deep right intended for Denarius Moore,0.930,0.230
2,13:35,3,9,OAK 37,7,7,Carson Palmer pass complete short right to Kevin Boss for 5 yards (tackle by Eric Weddle),0.230,-0.590
2,13:14,4,4,OAK 42,7,7,"Shane Lechler punts 58 yards, touchback",-0.590,-0.280
2,13:01,1,10,SDG 20,7,7,Curtis Brinkley right end for 3 yards (tackle by Rolando McClain),0.280,0.140
2,12:23,2,7,SDG 23,7,7,Philip Rivers pass complete short left to Antonio Gates for 37 yards (tackle by Tyvon Branch),0.140,2.920
2,11:52,1,10,OAK 40,7,7,Curtis Brinkley right tackle for 10 yards (tackle by Tyvon Branch),2.920,3.580
2,11:10,1,10,OAK 30,7,7,Philip Rivers pass incomplete short middle intended for Curtis Brinkley,3.580,3.030
2,11:06,2,10,OAK 30,7,7,Philip Rivers pass complete deep right to Malcom Floyd for 16 yards (tackle by Stanford Routt),3.030,4.650
2,10:35,1,10,OAK 14,7,7,"Philip Rivers pass incomplete short right intended for Malcom Floyd. Penalty on Stanford Routt: Defensive Pass Interference, 13 yards (no play)",4.650,6.970
2,10:29,1,1,OAK 1,13,7,"Mike Tolbert up the middle for 1 yard, touchdown",6.970,7.000
2,10:29,,,OAK 2,14,7,Nick Novak kicks extra point good,0.000,0.000
2,10:26,,,SDG 35,14,7,"Nick Novak kicks off 73 yards, touchback",0.000,0.280
2,10:26,1,10,OAK 20,14,7,Carson Palmer pass complete short middle to Michael Bush for 4 yards (tackle by Donald Butler),0.280,0.270
2,9:51,2,6,OAK 24,14,7,Carson Palmer pass complete short middle to Darrius Heyward-Bey for 16 yards (tackle by Antoine Cason),0.270,1.600
2,9:14,1,10,OAK 40,14,7,Michael Bush up the middle for 2 yards (tackle by Donald Butler),1.600,1.320
2,8:33,2,8,OAK 42,14,7,Carson Palmer pass incomplete deep left intended for Darrius Heyward-Bey,1.320,0.630
2,8:25,3,8,OAK 42,14,7,Carson Palmer pass complete short left to Louis Murphy for 19 yards (tackle by Marcus Gilchrist),0.630,2.980
2,7:52,1,10,SDG 39,14,7,Michael Bush left guard for 1 yard (tackle by Shaun Phillips),2.980,2.580
2,7:11,2,9,SDG 38,14,7,Carson Palmer up the middle for 4 yards (tackle by Takeo Spikes and Vaughn Martin),2.580,2.410
2,6:28,3,5,SDG 34,14,7,Carson Palmer pass incomplete short middle intended for Marcel Reece,2.410,1.070
2,6:24,4,5,SDG 34,14,10,Sebastian Janikowski 52 yard field goal good,1.070,3.000
2,6:19,,,OAK 35,20,10,"Sebastian Janikowski kicks off 70 yards, returned by Richard Goodman for 105 yards, touchdown",0.000,7.000
2,6:19,,,,20,10,"Penalty on Jared Gaither: False Start, 5 yards (no play)",0.000,0.000
2,6:19,,,OAK 2,21,10,Nick Novak kicks extra point good,0.000,0.000
2,6:06,,,SDG 35,21,10,"Nick Novak kicks off 73 yards, touchback",0.000,0.280
2,6:06,1,10,OAK 20,21,10,Carson Palmer pass incomplete deep right intended for Denarius Moore,0.280,-0.270
2,5:58,2,10,OAK 20,21,10,Carson Palmer pass complete deep middle to Marcel Reece for 22 yards (tackle by Steve Gregory),-0.270,1.730
2,5:17,1,10,OAK 42,21,10,Michael Bush left guard for 2 yards (tackle by Donald Butler),1.730,1.460
2,4:52,2,8,OAK 44,21,10,Carson Palmer pass complete short left to Darrius Heyward-Bey for 14 yards,1.460,2.790
2,4:32,1,10,SDG 42,21,10,Michael Bush left tackle for 6 yards (tackle by Donald Butler),2.790,3.050
2,3:53,2,4,SDG 36,21,10,Carson Palmer pass complete short right to Jacoby Ford for 7 yards (tackle by Steve Gregory),3.050,3.640
2,3:23,1,10,SDG 29,21,10,Carson Palmer pass incomplete deep right intended for Darrius Heyward-Bey,3.640,3.100
2,3:15,,,,21,10,Timeout #1 by Oakland Raiders,0.000,3.100
2,3:15,2,10,SDG 29,21,10,Denarius Moore right end for 3 yards (tackle by Tommie Harris),3.100,2.810
2,2:29,3,7,SDG 26,21,10,Carson Palmer pass incomplete short left intended for Louis Murphy (defended by Antoine Cason),2.810,1.740
2,2:24,4,7,SDG 26,21,13,Sebastian Janikowski 43 yard field goal good,1.740,3.000
2,2:19,,,OAK 35,21,13,"Sebastian Janikowski kicks off 61 yards, returned by Richard Goodman for 16 yards (tackle by Jerome Boyd)",0.000,0.280
2,2:14,1,10,SDG 20,21,13,Curtis Brinkley left guard for 2 yards (tackle by Lamarr Houston),0.280,0.000
2,2:00,2,8,SDG 22,21,13,Philip Rivers pass complete short right to Curtis Brinkley for 5 yards (tackle by Rolando McClain),0.000,-0.030
2,1:51,,,,21,13,Timeout #2 by Oakland Raiders,0.000,-0.030
2,1:51,3,3,SDG 27,21,13,Philip Rivers pass complete short left to Malcom Floyd for 4 yards (tackle by Lito Sheppard),-0.030,1.000
2,1:44,,,,21,13,Timeout #1 by San Diego Chargers,0.000,1.000
2,1:44,1,10,SDG 31,21,13,Philip Rivers pass complete short middle to Patrick Crayton for 23 yards (tackle by Matt Giordano),1.000,2.520
2,1:36,1,10,OAK 46,21,13,Philip Rivers pass complete short middle to Mike Tolbert for 13 yards (tackle by Rolando McClain and Kamerion Wimbley),2.520,3.380
2,1:06,1,10,OAK 33,21,13,Philip Rivers pass incomplete short left intended for Vincent Jackson,3.380,2.840
2,1:01,2,10,OAK 33,21,13,Philip Rivers pass incomplete short right intended for Curtis Brinkley,2.840,2.150
2,0:56,3,10,OAK 33,21,13,Philip Rivers pass incomplete deep middle intended for Vincent Jackson,2.150,1.150
2,0:51,4,10,OAK 33,24,13,Nick Novak 51 yard field goal good,1.150,3.000
2,0:46,,,SDG 35,24,13,"Nick Novak kicks off 74 yards, touchback",0.000,0.280
2,0:46,1,10,OAK 20,24,13,Carson Palmer pass incomplete short middle intended for Michael Bush,0.280,-0.270
2,0:42,2,10,OAK 20,24,13,"Carson Palmer pass incomplete short middle intended for David Ausberry. Penalty on Antonio Garay: Defensive Holding, 5 yards (no play)",-0.270,0.610
2,0:38,1,10,OAK 25,24,13,"Carson Palmer pass complete short right to Michael Bush for -5 yards (tackle by Takeo Spikes). Penalty on Marcus Gilchrist: Illegal Use of Hands, 5 yards (no play)",0.610,0.940
2,0:29,1,10,OAK 30,24,13,Carson Palmer pass complete deep left to Darrius Heyward-Bey for 23 yards (tackle by Marcus Gilchrist). Penalty on Darryl Gamble: Defensive Offside (Declined),0.940,2.460
2,0:22,1,10,SDG 47,24,13,Carson Palmer pass complete short middle to Michael Bush for 9 yards (tackle by Takeo Spikes),2.460,3.130
2,0:16,,,,24,13,Timeout #3 by Oakland Raiders,0.000,3.130
2,0:16,2,1,SDG 38,24,13,Carson Palmer pass incomplete short right intended for Denarius Moore,3.130,2.410
2,0:11,3,1,SDG 38,24,13,Carson Palmer pass complete short left to Louis Murphy for 6 yards (tackle by Na'il Diggs),2.410,2.650
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,24,13,"Nick Novak kicks off 69 yards, returned by Tyvon Branch for 16 yards (tackle by Marcus Gilchrist). Penalty on Rock Cartwright: Offensive Holding, 6 yards",0.000,-0.380
3,14:51,1,10,OAK 6,24,13,Michael Bush left guard for 5 yards (tackle by Eric Weddle),-0.380,-0.420
3,14:27,2,5,OAK 11,24,13,Carson Palmer pass complete deep right to Denarius Moore for 78 yards (tackle by Quentin Jammer),-0.420,4.840
3,14:04,1,10,SDG 11,24,13,Michael Bush right guard for 2 yards (tackle by Takeo Spikes and Vaughn Martin),4.840,4.510
3,13:30,2,8,SDG 9,24,13,Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey,4.510,3.530
3,13:25,3,8,SDG 9,24,13,Carson Palmer pass incomplete short middle intended for Darrius Heyward-Bey (defended by Corey Liuget),3.530,2.830
3,13:21,4,8,SDG 9,24,16,Sebastian Janikowski 27 yard field goal good,2.830,3.000
3,,,,OAK 35,,,"Sebastian Janikowski kicks off 68 yards, returned by Richard Goodman for 37 yards (tackle by David Ausberry)",,
3,13:11,1,10,SDG 34,24,16,Curtis Brinkley right end for 2 yards (tackle by Tyvon Branch),1.200,0.930
