Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
1,1:57,2,7,OAK 14,0,7,Drew Brees pass incomplete intended for Keenan McCardell,4.320,3.500
1,1:52,3,7,OAK 14,0,7,"Drew Brees pass incomplete intended for Antonio Gates. Penalty on Nnamdi Asomugha: Illegal Contact, 5 yards (no play)",3.500,5.140
1,1:45,1,9,OAK 9,0,7,Drew Brees pass complete to Keenan McCardell for 4 yards (tackle by Phillip Buchanon),5.140,5.150
1,1:03,2,5,OAK 5,0,7,LaDainian Tomlinson up the middle for 4 yards (tackle by Napoleon Harris),5.150,5.170
1,0:29,3,1,OAK 1,0,7,Drew Brees pass incomplete intended for Antonio Gates. Penalty on Charles Woodson: Defensive Pass Interference (no play),5.170,6.970
1,0:25,1,1,OAK 1,0,7,LaDainian Tomlinson up the middle for no gain (tackle by John Parrella and Charles Woodson),6.970,5.910
1,0:13,,,,0,7,Timeout #2 by San Diego Chargers,0.000,5.910
1,0:13,2,1,OAK 1,0,13,"LaDainian Tomlinson up the middle for 1 yard, touchdown",5.910,7.000
1,,,,OAK 2,0,14,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,0,14,"Nate Kaeding kicks off 67 yards, returned by Doug Gabriel for 23 yards (tackle by Tim Dwight)",0.000,0.670
1,0:01,1,10,OAK 26,0,14,Kerry Collins pass incomplete intended for Amos Zereoue,0.670,0.130
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,OAK 26,0,14,Kerry Collins pass complete to Amos Zereoue for 5 yards (tackle by Shaun Phillips),0.130,0.100
2,14:19,3,5,OAK 31,0,14,Kerry Collins pass complete to Doug Gabriel for 19 yards (tackle by Sammy Davis),0.100,2.260
2,13:42,1,10,SDG 50,0,14,Kerry Collins pass complete to Doug Gabriel for 15 yards (tackle by Sammy Davis),2.260,3.250
2,13:02,1,10,SDG 35,0,14,Kerry Collins pass incomplete intended for Doug Gabriel,3.250,2.700
2,12:55,2,10,SDG 35,0,14,Tyrone Wheatley right tackle for 3 yards (tackle by Jason Fisk and Donnie Edwards),2.700,2.410
2,12:12,3,7,SDG 32,0,14,Kerry Collins pass complete to Doug Gabriel for 16 yards (tackle by Jerry Wilson),2.410,4.510
2,11:24,1,10,SDG 16,0,14,"Penalty on Kerry Collins: Delay of Game, 5 yards (no play)",4.510,4.170
2,11:03,1,15,SDG 21,0,14,Amos Zereoue right tackle for 4 yards (tackle by Jason Fisk and Terrence Kiel),4.170,3.770
2,10:18,2,11,SDG 17,0,14,Kerry Collins pass complete to Amos Zereoue for 12 yards (tackle by Donnie Edwards),3.770,6.060
2,10:09,,,,0,14,Timeout #1 by Oakland Raiders,0.000,6.060
2,10:09,1,5,SDG 5,6,14,"Tyrone Wheatley right end for 5 yards, touchdown",6.060,7.000
2,,,,SDG 2,7,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,7,14,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
2,10:02,1,10,SDG 20,7,14,LaDainian Tomlinson right end for 3 yards (tackle by Napoleon Harris),0.280,0.140
2,9:26,2,7,SDG 23,7,14,Drew Brees pass complete to Antonio Gates for 12 yards (tackle by Danny Clark),0.140,1.270
2,8:49,1,10,SDG 35,7,14,Drew Brees pass incomplete intended for Justin Peelle,1.270,0.720
2,8:42,2,10,SDG 35,7,14,LaDainian Tomlinson right tackle for 6 yards (tackle by DeLawrence Grant),0.720,0.830
2,7:57,3,4,SDG 41,7,14,Drew Brees pass complete to LaDainian Tomlinson for 7 yards (tackle by Nnamdi Asomugha),0.830,2.130
2,7:21,1,10,SDG 48,7,14,"Drew Brees pass incomplete intended for Eric Parker (defended by Ray Buchanan). Penalty on Charles Woodson: Illegal Contact, 5 yards (no play)",2.130,2.460
2,7:14,1,10,OAK 47,7,14,LaDainian Tomlinson left tackle for 3 yards (tackle by Danny Clark and Sam Williams),2.460,2.320
2,6:30,2,7,OAK 44,7,14,"Drew Brees pass incomplete intended for LaDainian Tomlinson. Penalty on Tommy Kelly: Roughing the Passer, 15 yards (no play)",2.320,3.640
2,6:25,1,10,OAK 29,7,14,LaDainian Tomlinson up the middle for 9 yards (tackle by Danny Clark),3.640,4.320
2,5:43,2,1,OAK 20,7,14,Lorenzo Neal up the middle for 7 yards (tackle by Napoleon Harris),4.320,4.710
2,5:02,1,10,OAK 13,7,20,"Drew Brees pass complete to Keenan McCardell for 13 yards, touchdown",4.710,7.000
2,,,,OAK 2,7,21,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,21,"Nate Kaeding kicks off 57 yards, returned by Doug Gabriel for 11 yards (tackle by Clinton Hart)",0.000,0.540
2,4:53,1,10,OAK 24,7,21,Kerry Collins pass complete to Tyrone Wheatley for 11 yards (tackle by Donnie Edwards),0.540,1.270
2,4:16,1,10,OAK 35,7,21,Kerry Collins pass complete to Tyrone Wheatley for 3 yards (tackle by Ben Leber),1.270,1.130
2,3:36,2,7,OAK 38,7,21,Kerry Collins pass complete to Tyrone Wheatley for 4 yards (tackle by Jason Fisk),1.130,0.960
2,3:29,3,3,OAK 42,7,21,"Kerry Collins pass incomplete intended for Jerry Porter. Penalty on Quentin Jammer: Defensive Pass Interference, 6 yards (no play)",0.960,2.130
2,3:23,1,10,OAK 48,7,21,Amos Zereoue up the middle for 1 yard (tackle by Donnie Edwards),2.130,1.720
2,2:49,2,9,OAK 49,7,21,Kerry Collins pass incomplete,1.720,1.020
2,2:41,3,9,OAK 49,7,21,Kerry Collins pass incomplete intended for Jerry Porter is intercepted by Clinton Hart at SDG-34 and returned for 13 yards (tackle by Ronald Curry),1.020,-2.060
2,2:33,1,10,SDG 47,7,21,LaDainian Tomlinson up the middle for 5 yards (tackle by Ted Washington and Marques Anderson),2.060,2.190
2,2:00,2,5,OAK 48,7,21,Drew Brees pass complete to Eric Parker for 22 yards (tackle by Marques Anderson),2.190,3.840
2,1:26,1,10,OAK 26,7,21,LaDainian Tomlinson up the middle for 3 yards (tackle by Ted Washington),3.840,3.700
2,0:42,2,7,OAK 23,7,27,"Drew Brees pass complete to Tim Dwight for 23 yards, touchdown",3.700,7.000
2,,,,OAK 2,7,28,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,28,"Nate Kaeding kicks off 59 yards, returned by Doug Gabriel for 18 yards (tackle by Clinton Hart)",0.000,0.870
2,0:30,1,10,OAK 29,7,28,J.R. Redmond up the middle for no gain (tackle by Jamal Williams),0.870,0.330
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,7,28,"Sebastian Janikowski kicks off 70 yards, returned by Tim Dwight for 50 yards (tackle by Ronald Curry)",0.000,2.260
3,14:50,1,10,SDG 50,7,28,Drew Brees pass complete to Antonio Gates for 29 yards (tackle by Nnamdi Asomugha),2.260,4.170
3,14:11,1,10,OAK 21,7,28,LaDainian Tomlinson up the middle for 2 yards (tackle by Danny Clark and Bobby Hamilton),4.170,3.900
3,13:29,2,8,OAK 19,7,28,Drew Brees pass complete to Eric Parker for 13 yards (tackle by Phillip Buchanon),3.900,5.830
3,12:47,1,6,OAK 6,7,28,LaDainian Tomlinson up the middle for 1 yard (tackle by Bobby Hamilton),5.830,5.150
3,12:10,2,5,OAK 5,7,34,"Drew Brees pass complete to Antonio Gates for 5 yards, touchdown",5.150,7.000
3,,,,OAK 2,7,35,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,7,35,"Nate Kaeding kicks off 60 yards, returned by Doug Gabriel for 24 yards (tackle by Tim Dwight)",0.000,1.200
3,11:59,1,10,OAK 34,7,35,Tyrone Wheatley right end for -3 yards (tackle by Ben Leber and Jamal Williams),1.200,0.250
3,11:13,2,13,OAK 31,7,35,Kerry Collins pass complete to Jerry Porter for 3 yards (tackle by Randall Godfrey),0.250,-0.030
3,10:33,3,10,OAK 34,7,35,Kerry Collins pass complete to J.R. Redmond for 9 yards (tackle by Donnie Edwards),-0.030,-0.520
3,9:46,4,1,OAK 43,7,35,"Shane Lechler punts 40 yards, returned by Eric Parker for 3 yards (tackle by Jarrod Cooper). Penalty on Clinton Hart: Personal Foul, 10 yards",-0.520,0.380
3,9:36,1,10,SDG 10,7,35,Jesse Chatman left tackle for 15 yards (tackle by Nnamdi Asomugha),-0.380,0.610
3,8:59,1,10,SDG 25,7,35,Jesse Chatman right tackle for 8 yards (tackle by Danny Clark and Nnamdi Asomugha),0.610,1.140
3,8:19,2,2,SDG 33,7,35,Lorenzo Neal up the middle for 5 yards (tackle by Sam Williams and Warren Sapp),1.140,1.470
3,7:26,1,10,SDG 38,7,35,Drew Brees up the middle for 22 yards (tackle by Nnamdi Asomugha),1.470,2.920
3,7:06,1,10,OAK 40,7,35,Lorenzo Neal up the middle for no gain (tackle by Ted Washington),2.920,2.370
3,6:22,2,10,OAK 40,7,35,Drew Brees pass complete to Keenan McCardell for 14 yards (tackle by Ray Buchanan),2.370,3.840
3,5:32,1,10,OAK 26,7,35,Drew Brees pass incomplete intended for Eric Parker (defended by Tim Johnson),3.840,3.300
3,5:28,2,10,OAK 26,7,35,Drew Brees pass complete to Eric Parker for 22 yards,3.300,6.280
3,5:03,1,4,OAK 4,7,35,Jesse Chatman left end for 1 yard (tackle by Warren Sapp),6.280,5.530
3,4:20,2,3,OAK 3,7,35,Lorenzo Neal up the middle for 2 yards (tackle by Danny Clark),5.530,5.170
3,3:59,3,1,OAK 1,7,35,Jesse Chatman left tackle for no gain (tackle by Sam Williams and Danny Clark),5.170,3.550
3,3:12,,,,7,35,Timeout #1 by San Diego Chargers,0.000,3.550
3,3:12,4,1,OAK 1,7,41,"Drew Brees pass complete to Antonio Gates for 1 yard, touchdown",3.550,7.000
3,,,,OAK 2,7,42,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,7,42,Nate Kaeding kicks off 50 yards,0.000,1.600
3,3:08,1,10,OAK 40,7,42,Kerry Collins pass complete to Jerry Porter for 17 yards (tackle by Jerry Wilson),1.600,2.720
3,2:31,1,10,SDG 43,7,42,Kerry Collins pass complete to J.R. Redmond for 8 yards (tackle by Donnie Edwards),2.720,3.260
3,1:53,2,2,SDG 35,7,42,Kerry Collins pass complete to Courtney Anderson for 28 yards (tackle by Stephen Cooper),3.260,5.600
3,1:13,1,7,SDG 7,7,42,"Kerry Collins pass complete to Zack Crockett for 4 yards (tackle by Donnie Edwards). Penalty on OAK: Illegal Formation, 5 yards (no play)",5.600,4.640
3,1:06,1,12,SDG 12,7,42,Kerry Collins pass complete to Tyrone Wheatley for 4 yards (tackle by Shaun Phillips),4.640,4.570
3,0:34,2,8,SDG 8,7,42,"Penalty on Kerry Collins: Delay of Game, 5 yards (no play)",4.570,3.720
3,0:13,2,13,SDG 13,7,42,Kerry Collins pass incomplete intended for Jerry Porter,3.720,3.060
3,0:08,3,13,SDG 13,13,42,"Kerry Collins pass complete to Doug Jolley for 13 yards, touchdown",3.060,7.000
3,,,,SDG 2,14,42,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,14,42,"Sebastian Janikowski kicks off 71 yards, returned by Tim Dwight for 21 yards (tackle by Nnamdi Asomugha)",0.000,0.280
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 20,14,42,Drew Brees pass complete to Justin Peelle for 6 yards (tackle by DeLawrence Grant),0.280,0.540
4,14:33,2,4,SDG 26,14,42,Jesse Chatman up the middle for 12 yards (tackle by Marques Anderson and Danny Clark),0.540,1.470
4,13:49,1,10,SDG 38,14,42,Jesse Chatman left tackle for 16 yards (tackle by Ray Buchanan),1.470,2.520
4,13:03,1,10,OAK 46,14,42,Jesse Chatman left end for 2 yards (tackle by Marques Anderson and DeLawrence Grant),2.520,2.250
4,12:16,2,8,OAK 44,14,42,Jesse Chatman up the middle for no gain (tackle by Marques Anderson),2.250,1.550
4,11:28,3,8,OAK 44,14,42,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",1.550,0.890
4,11:18,3,13,OAK 49,14,42,Drew Brees sacked by Tommy Kelly for -8 yards,0.890,-0.520
4,10:56,4,21,SDG 43,14,42,Mike Scifres punts 51 yards,-0.520,0.380
4,10:41,1,10,OAK 6,14,42,Kerry Collins pass complete to Doug Jolley for 4 yards (tackle by Steve Foley),-0.380,-0.490
4,10:16,2,6,OAK 10,14,42,Kerry Collins pass incomplete intended for Jerry Porter,-0.490,-0.950
4,10:08,3,6,OAK 10,14,42,Kerry Collins sacked by DeQuincy Scott for -4 yards,-0.950,-2.490
4,9:44,4,10,OAK 6,14,42,"Shane Lechler punts 52 yards, returned by Eric Parker for 3 yards (tackle by Stuart Schweigert). Penalty on Clinton Hart: Illegal Block Above the Waist, 10 yards, Penalty on Sammy Davis: Illegal Block Above the Waist (Declined)",-2.490,-1.270
4,9:29,1,10,SDG 35,14,42,Jesse Chatman up the middle for 4 yards (tackle by Marques Anderson and Bobby Hamilton),1.270,1.260
4,8:45,2,6,SDG 39,14,42,Jesse Chatman right tackle for 3 yards (tackle by Napoleon Harris and Bobby Hamilton),1.260,0.960
4,8:45,3,3,SDG 42,14,42,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",0.960,0.300
4,7:38,3,8,SDG 37,14,42,Drew Brees pass complete to Lorenzo Neal for 2 yards (tackle by Marques Anderson),0.300,-0.780
4,6:51,4,6,SDG 39,14,42,"Penalty on Mike Scifres: Delay of Game, 5 yards (no play)",-0.780,-1.110
4,6:43,4,11,SDG 34,14,42,Mike Scifres punts 60 yards (tackle by Hanik Milligan),-1.110,-0.540
4,6:38,1,10,OAK 24,14,42,Kerry Collins pass complete to Jerry Porter for 16 yards (tackle by Randall Godfrey),0.540,1.600
4,6:01,1,10,OAK 40,14,42,Tyrone Wheatley left tackle for 18 yards (tackle by Sammy Davis and Jerry Wilson),1.600,2.790
4,5:15,1,10,SDG 42,14,42,"Kerry Collins pass complete to Doug Gabriel for no gain. Penalty on Robert Gallery: Face Mask (15 Yards), 15 yards (no play)",2.790,1.800
4,5:15,1,25,OAK 43,14,42,Kerry Collins pass complete to Jerry Porter for 14 yards (tackle by Quentin Jammer),1.800,2.110
4,5:15,2,11,SDG 43,14,42,Kerry Collins pass incomplete intended for Jerry Porter,2.110,1.420
4,4:47,3,11,SDG 43,14,42,Kerry Collins pass complete to Johnnie Morant for 20 yards (tackle by Jerry Wilson),1.420,4.040
4,4:06,1,10,SDG 23,14,42,Kerry Collins pass incomplete intended for Ronald Curry,4.040,3.500
4,4:00,2,10,SDG 23,14,42,Kerry Collins pass complete to J.R. Redmond for 12 yards (tackle by Sammy Davis),3.500,4.840
4,3:10,1,10,SDG 11,14,42,Kerry Collins pass complete to Doug Jolley for 5 yards (tackle by Ben Leber),4.840,5.080
4,2:36,2,5,SDG 6,14,42,Kerry Collins pass incomplete intended for Jerry Porter (defended by Sammy Davis),5.080,4.210
4,2:30,3,5,SDG 6,14,42,Kerry Collins pass incomplete intended for J.R. Redmond,4.210,2.990
4,2:25,,,,14,42,Timeout #1 by Oakland Raiders,0.000,2.990
4,2:25,4,5,SDG 6,14,42,Kerry Collins pass incomplete intended for Doug Gabriel is intercepted by Sammy Davis and returned for 4 yards (tackle by Doug Gabriel),2.990,0.380
4,2:19,1,10,SDG 3,14,42,Lorenzo Neal right tackle for no gain (tackle by Marques Anderson),-0.380,-0.780
4,2:00,2,10,SDG 3,14,42,Jesse Chatman right tackle for 4 yards (tackle by Napoleon Harris),-0.780,-0.950
4,1:22,3,6,SDG 7,14,42,Jesse Chatman left tackle for 4 yards (tackle by Nnamdi Asomugha and Tommy Kelly),-0.950,-2.490
4,0:38,4,2,SDG 11,14,42,"Mike Scifres punts 35 yards, fair catch by Phillip Buchanon",-2.490,-2.520
4,0:29,1,10,SDG 46,14,42,"Amos Zereoue right tackle for no gain (tackle by Donnie Edwards and Shaun Phillips). Amos Zereoue fumbles (forced by Donnie Edwards), recovered by Shaun Phillips at SDG-46 (tackle by Courtney Anderson)",2.520,-1.990
4,0:20,1,10,SDG 46,14,42,Drew Brees kneels for -1 yards,1.990,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
