Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Darnay Holmes,NYG,0,9,8,88.9%,75,9.4,8.3,0,101.4,4.9,19,56,2,1,0,0.0,1,6,0,0.0%
Fabian Moreau,NYG,0,9,7,77.8%,84,12.0,9.3,1,142.6,10.2,64,20,1,0,0,0.0,0,8,1,11.1%
Landon Collins,NYG,0,6,5,83.3%,30,6.0,5.0,0,87.5,5.7,17,13,7,0,0,1.0,1,4,1,20.0%
Micah McFadden,NYG,0,4,4,100.0%,37,9.3,9.3,1,144.8,4.3,17,20,4,0,0,0.0,0,8,1,11.1%
Cordale Flott,NYG,0,5,2,40.0%,8,4.0,1.6,0,47.9,3.2,-3,11,0,0,0,0.0,0,4,0,0.0%
Tony Jefferson,NYG,0,3,2,66.7%,13,6.5,4.3,0,75.7,5.7,7,6,3,0,0,0.0,0,1,0,0.0%
Julian Love,NYG,0,4,2,50.0%,24,12.0,6.0,1,108.3,14.8,24,0,1,0,0,0.0,0,6,0,0.0%
Dexter Lawrence,NYG,0,2,1,50.0%,6,6.0,3.0,0,56.2,-0.5,2,4,0,2,1,0.0,3,6,0,0.0%
Kayvon Thibodeaux,NYG,0,1,1,100.0%,5,5.0,5.0,0,87.5,3.0,3,2,0,0,1,0.0,1,6,0,0.0%
Jaylon Smith,NYG,0,1,1,100.0%,16,16.0,16.0,0,118.7,-1.0,-1,17,5,0,0,1.0,1,10,0,0.0%
Nick McCloud,NYG,0,3,1,33.3%,1,1.0,0.3,0,42.4,14.0,1,0,1,0,0,0.0,0,2,0,0.0%
Jihad Ward,NYG,0,0,0,,,,,,,,,,2,0,3,0.0,3,4,0,0.0%
Leonard Williams,NYG,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,0,0.0%
Azeez Ojulari,NYG,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Jason Pinnock,NYG,0,0,0,,,,,,,,,,6,0,1,0.0,1,3,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Duke Shelley,MIN,0,10,7,70.0%,62,8.9,6.2,0,86.2,8.8,44,18,0,0,0,0.0,0,9,0,0.0%
Patrick Peterson,MIN,1,9,6,66.7%,67,11.2,7.4,1,86.1,9.3,48,19,1,0,0,0.0,0,4,0,0.0%
Eric Kendricks,MIN,0,7,6,85.7%,34,5.7,4.9,0,86.9,-1.4,-10,44,3,0,0,0.0,0,10,0,0.0%
Chandon Sullivan,MIN,0,7,5,71.4%,78,15.6,11.1,0,108.0,10.3,61,17,2,0,1,0.0,1,4,0,0.0%
Jordan Hicks,MIN,0,4,3,75.0%,53,17.7,13.3,0,116.7,0.0,-1,54,1,0,0,0.0,0,10,0,0.0%
Brian Asamoah,MIN,0,2,2,100.0%,23,11.5,11.5,0,114.6,10.0,20,3,1,0,0,0.0,0,1,0,0.0%
Harrison Smith,MIN,0,2,2,100.0%,17,8.5,8.5,0,102.1,4.5,9,8,0,0,0,0.0,0,3,0,0.0%
Danielle Hunter,MIN,0,0,0,,,,,,,,,,1,1,1,2.0,5,7,0,0.0%
Za'Darius Smith,MIN,0,0,0,,,,,,,,,,3,0,3,0.0,3,0,0,
Dalvin Tomlinson,MIN,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Khyiris Tonga,MIN,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%
D.J. Wonnum,MIN,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%
Josh Metellus,MIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,5,0,0.0%
