Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
1,5:22,1,10,NYG 39,0,0,Dalvin Cook up the middle for 6 yards (tackle by Micah McFadden and Dexter Lawrence),2.980,3.250
1,4:59,2,4,NYG 33,0,0,Kirk Cousins pass complete short left to C.J. Ham for 5 yards (tackle by Kayvon Thibodeaux),3.250,3.710
1,4:29,1,10,NYG 28,0,0,Dalvin Cook right end for 8 yards (tackle by Kayvon Thibodeaux and Jaylon Smith),3.710,4.250
1,3:55,2,2,NYG 20,0,0,Kirk Cousins pass complete short middle to T.J. Hockenson for 8 yards (tackle by Micah McFadden),4.250,4.780
1,3:23,1,10,NYG 12,0,6,"Kirk Cousins pass complete short left to T.J. Hockenson for 12 yards, touchdown",4.780,7.000
1,3:17,,,NYG 15,0,7,Greg Joseph kicks extra point good,0.000,0.000
1,3:17,,,MIN 35,0,7,"Penalty on Leonard Williams: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.000,-2.260
1,3:17,1,10,MIN 50,0,7,"Greg Joseph kicks off 50 yards, touchback.",2.260,0.610
1,3:17,1,10,NYG 25,0,7,Gary Brightwell left tackle for -1 yards (tackle by Dalvin Tomlinson),0.610,-0.070
1,2:41,2,11,NYG 24,0,7,Daniel Jones pass complete short right to Isaiah Hodgins for 7 yards (tackle by Patrick Peterson),-0.070,0.170
1,2:13,3,4,NYG 31,0,7,Daniel Jones pass complete short right to Isaiah Hodgins for 6 yards (tackle by Duke Shelley and Jordan Hicks),0.170,1.400
1,1:32,1,10,NYG 37,0,7,Daniel Jones pass complete short middle to Isaiah Hodgins for 14 yards (tackle by Patrick Peterson),1.400,2.320
1,0:48,1,10,MIN 49,0,7,Daniel Jones scrambles right end for 10 yards (tackle by Danielle Hunter),2.320,2.980
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 39,0,7,"Daniel Jones pass complete short left to Daniel Bellinger for 15 yards. Daniel Bellinger fumbles (forced by Brian Asamoah), recovered by Brian Asamoah at MIN-24 and returned for 12 yards (tackle by Andrew Thomas)",2.980,-1.330
2,14:50,1,10,MIN 36,0,7,Alexander Mattison left end for 2 yards (tackle by Micah McFadden and Justin Ellis),1.330,1.060
2,14:14,2,8,MIN 38,0,7,Kirk Cousins pass complete short right to Justin Jefferson for 12 yards (tackle by Fabian Moreau),1.060,2.260
2,13:39,1,10,MIN 50,0,7,Kirk Cousins pass complete short right to T.J. Hockenson for 16 yards (tackle by Micah McFadden and Cordale Flott),2.260,3.310
2,13:00,1,10,NYG 34,0,7,Kirk Cousins pass complete short middle to K.J. Osborn for 8 yards (tackle by Kayvon Thibodeaux and Jaylon Smith),3.310,3.850
2,12:23,2,2,NYG 26,0,7,Alexander Mattison right tackle for 1 yard (tackle by Micah McFadden and Leonard Williams),3.850,3.270
2,11:57,3,1,NYG 25,0,7,Kirk Cousins up the middle for 2 yards (tackle by Jaylon Smith),3.270,4.040
2,11:19,1,10,NYG 23,0,7,Alexander Mattison right tackle for 1 yard (tackle by Dexter Lawrence),4.040,3.630
2,10:49,2,9,NYG 22,0,7,Kirk Cousins pass complete short right to T.J. Hockenson for 6 yards (tackle by Fabian Moreau),3.630,3.850
2,10:20,3,3,NYG 16,0,7,Kirk Cousins sacked by Azeez Ojulari for -6 yards,3.850,1.990
2,9:45,4,9,NYG 22,0,10,Greg Joseph 40 yard field goal good,1.990,3.000
2,9:40,,,MIN 35,0,10,"Greg Joseph kicks off 60 yards, returned by Gary Brightwell for 26 yards (tackle by Chandon Sullivan)",0.000,1.000
2,9:34,1,10,NYG 31,0,10,Daniel Jones pass complete short middle to Richie James for 12 yards (tackle by Josh Metellus),1.000,1.800
2,9:00,1,10,NYG 43,0,10,Daniel Jones pass complete short right to Saquon Barkley for 7 yards (tackle by Duke Shelley),1.800,2.200
2,8:30,2,3,NYG 50,0,10,Saquon Barkley right end for 7 yards (tackle by Eric Kendricks),2.200,2.720
2,7:56,1,10,MIN 43,0,10,Saquon Barkley up the middle for 3 yards (tackle by Jordan Hicks and Eric Kendricks),2.720,2.580
2,7:16,2,7,MIN 40,0,10,Daniel Jones pass complete short right to Saquon Barkley for 7 yards (tackle by Eric Kendricks),2.580,3.380
2,6:46,1,10,MIN 33,0,10,Daniel Jones scrambles up the middle for 14 yards (tackle by Josh Metellus),3.380,4.310
2,6:06,1,10,MIN 19,0,10,Matt Breida right guard for 6 yards (tackle by Eric Kendricks and Dalvin Tomlinson),4.310,4.720
2,5:35,2,4,MIN 13,0,10,Saquon Barkley right guard for 4 yards (tackle by Jordan Hicks and Josh Metellus),4.720,5.140
2,5:11,1,9,MIN 9,0,10,Daniel Jones pass complete short left to Richie James for 2 yards (tackle by Chandon Sullivan and Camryn Bynum),5.140,4.760
2,4:30,2,7,MIN 7,6,10,"Daniel Jones pass complete short right to Isaiah Hodgins for 7 yards, touchdown",4.760,7.000
2,4:23,,,MIN 15,7,10,Graham Gano kicks extra point good,0.000,0.000
2,4:23,,,NYG 35,7,10,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,4:23,1,10,MIN 25,7,10,Dalvin Cook up the middle for -1 yards (tackle by Leonard Williams and Ryder Anderson),0.610,-0.070
2,3:43,2,11,MIN 24,7,10,Kirk Cousins pass complete short right to Justin Jefferson for 10 yards (tackle by Fabian Moreau),-0.070,0.560
2,3:01,3,1,MIN 34,7,10,Kirk Cousins pass incomplete deep left intended for Justin Jefferson,0.560,-1.110
2,2:53,4,1,MIN 34,7,10,Ryan Wright punts 57 yards out of bounds,-1.110,0.380
2,2:44,1,10,NYG 9,7,10,Saquon Barkley right tackle for 6 yards (tackle by Camryn Bynum),-0.380,-0.280
2,2:30,2,4,NYG 15,7,10,Daniel Jones pass complete deep right to Isaiah Hodgins for 29 yards,-0.280,1.860
2,2:00,1,10,NYG 44,7,10,Saquon Barkley up the middle for 7 yards (tackle by Danielle Hunter and Eric Kendricks),1.860,2.260
2,1:37,2,3,MIN 49,7,10,"Saquon Barkley up the middle for 5 yards (tackle by Eric Kendricks). Penalty on Jon Feliciano: Offensive Holding, 10 yards (accepted)",2.260,1.590
2,1:30,2,8,NYG 46,7,10,"Daniel Jones pass incomplete short middle intended for Isaiah Hodgins. Penalty on Patrick Peterson: Defensive Pass Interference, 9 yards (accepted) (no play)",1.590,2.590
2,1:26,1,10,MIN 45,7,10,Daniel Jones sacked by and Khyiris Tonga for -7 yards and Danielle Hunter for -7 yards,2.590,1.100
2,0:52,2,17,NYG 48,7,10,Daniel Jones pass complete short middle to Richie James for 8 yards (tackle by Duke Shelley),1.100,1.490
2,0:48,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:48,3,9,MIN 44,7,10,Daniel Jones pass incomplete short right,1.490,0.330
2,0:43,4,9,MIN 44,7,10,"Jamie Gillan punts 28 yards, fair catch by Jalen Reagor at MIN-16",0.330,0.140
2,0:37,1,10,MIN 16,7,10,Kirk Cousins pass complete short left to T.J. Hockenson for 5 yards (tackle by Darnay Holmes and Landon Collins),-0.140,0.150
2,0:12,2,5,MIN 21,7,10,Kirk Cousins pass complete short right to T.J. Hockenson for 8 yards (tackle by Darnay Holmes),0.150,0.870
2,0:10,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:10,1,10,MIN 29,7,10,"Penalty on Kayvon Thibodeaux: Defensive Offside, 5 yards (accepted) (no play)",0.870,1.600
2,0:10,1,5,MIN 34,7,10,"Kirk Cousins pass short right is intercepted by Fabian Moreau at MIN-46 and returned for no gain (tackle by Brian O'Neill). Penalty on Fabian Moreau: Defensive Pass Interference, 13 yards (accepted) (no play)",1.600,2.060
2,0:01,,,,,,Timeout #1 by New York Giants,,
2,0:01,1,10,MIN 47,7,10,Kirk Cousins sacked by Leonard Williams for -9 yards,2.060,0.300
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,10,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,7,10,"Saquon Barkley right guard for 3 yards (tackle by Jordan Hicks). Penalty on Harrison Phillips: Defensive Holding, 5 yards (accepted)",0.610,1.140
3,14:39,1,10,NYG 33,7,10,Matt Breida left tackle for 3 yards (tackle by Danielle Hunter),1.140,1.000
3,14:23,2,7,NYG 36,7,10,Daniel Jones pass complete short middle to Richie James for 9 yards (tackle by Chandon Sullivan),1.000,1.930
3,13:52,1,10,NYG 45,7,10,Daniel Jones pass complete deep left to Darius Slayton for 22 yards (tackle by Chandon Sullivan),1.930,3.380
3,13:20,1,10,MIN 33,7,10,Saquon Barkley up the middle for 3 yards (tackle by Patrick Jones and Jordan Hicks),3.380,3.240
3,12:09,2,7,MIN 30,7,10,Saquon Barkley up the middle for 4 yards (tackle by Jordan Hicks),3.240,3.070
3,11:32,3,3,MIN 26,7,10,Daniel Jones pass incomplete short right intended for Isaiah Hodgins,3.070,1.840
3,11:22,4,3,MIN 26,10,10,Graham Gano 44 yard field goal good,1.840,3.000
3,11:18,,,NYG 35,10,10,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,11:18,1,10,MIN 25,10,10,Kirk Cousins pass complete short right to T.J. Hockenson for 9 yards (tackle by Micah McFadden and Fabian Moreau),0.610,1.280
3,10:44,2,1,MIN 34,10,10,Dalvin Cook left guard for 7 yards (tackle by Jason Pinnock and Jaylon Smith),1.280,1.660
3,10:07,1,10,MIN 41,10,10,Kirk Cousins pass incomplete deep right intended for T.J. Hockenson (defended by Kayvon Thibodeaux),1.660,1.120
3,10:01,2,10,MIN 41,10,10,Kirk Cousins pass complete short left to Dalvin Cook for 3 yards (tackle by Fabian Moreau and Jaylon Smith),1.120,0.830
3,9:27,3,7,MIN 44,10,10,Kirk Cousins pass incomplete short left intended for Justin Jefferson,0.830,-0.460
3,9:22,4,7,MIN 44,10,10,"Ryan Wright punts 56 yards, touchback.",-0.460,-0.280
3,9:13,1,10,NYG 20,10,10,Daniel Jones pass complete short left to Isaiah Hodgins for 4 yards (tackle by Duke Shelley),0.280,0.270
3,8:41,2,6,NYG 24,10,10,Daniel Jones pass complete short right to Saquon Barkley for 18 yards (tackle by Jordan Hicks),0.270,1.730
3,8:05,1,10,NYG 42,10,10,Daniel Jones scrambles left end for 2 yards (tackle by Jordan Hicks),1.730,1.460
3,7:24,2,8,NYG 44,10,10,Daniel Jones pass complete deep right to Richie James for 33 yards,1.460,4.040
3,6:54,1,10,MIN 23,10,10,Saquon Barkley left tackle for 4 yards (tackle by Esezi Otomewo),4.040,4.050
3,6:15,2,6,MIN 19,10,10,"Penalty on Nick Gates: False Start, 5 yards (accepted) (no play)",4.050,3.360
3,5:56,2,11,MIN 24,10,10,Daniel Jones pass complete short left to Saquon Barkley for 2 yards (tackle by Patrick Peterson),3.360,2.940
3,5:15,3,9,MIN 22,10,10,Daniel Jones sacked by and D.J. Wonnum for -3 yards and Danielle Hunter for -3 yards,2.940,1.800
3,4:35,4,12,MIN 25,13,10,Graham Gano 44 yard field goal good,1.800,3.000
3,4:31,,,NYG 35,13,10,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,4:31,1,10,MIN 25,13,10,Dalvin Cook left end for 4 yards (tackle by Kayvon Thibodeaux),0.610,0.600
3,3:58,2,6,MIN 29,13,10,Kirk Cousins pass complete short left to Johnny Mundt for 16 yards (tackle by Jaylon Smith and Kayvon Thibodeaux),0.600,1.930
3,3:09,1,10,MIN 45,13,10,"Kirk Cousins pass short middle intended for Adam Thielen is intercepted by Cordale Flott at NYG-40 and returned for -10 yards (tackle by Adam Thielen) Replay Assistant challenged the pass interception ruling, and the original play was overturned. Kirk Cousins pass incomplete short middle intended for Adam Thielen (defended by Cordale Flott)",1.930,1.380
3,2:08,2,10,MIN 45,13,10,"Dalvin Cook right guard for 2 yards (tackle by Jihad Ward and Julian Love). Penalty on Leonard Williams: Defensive Holding, 5 yards (accepted)",1.380,2.390
3,2:59,1,10,NYG 48,13,10,Kirk Cousins pass complete short right to Justin Jefferson for 1 yard (tackle by Fabian Moreau),2.390,1.980
3,2:03,2,9,NYG 47,13,10,Kirk Cousins pass complete short middle to Justin Jefferson for 17 yards (tackle by Julian Love),1.980,3.580
3,1:24,1,10,NYG 30,13,10,Dalvin Cook right end for 1 yard (tackle by Jihad Ward and Cordale Flott),3.580,3.170
3,0:55,2,9,NYG 29,13,10,Kirk Cousins pass complete short left to Dalvin Cook for 4 yards (tackle by Darnay Holmes and Julian Love),3.170,3.010
3,0:13,3,5,NYG 25,13,10,Kirk Cousins pass complete short right to Justin Jefferson for 5 yards (tackle by Darnay Holmes),3.010,4.240
Quarter,Time,Down,ToGo,Location,NYG,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 20,13,10,Kirk Cousins pass incomplete short right intended for K.J. Osborn (defended by Julian Love),4.240,3.690
4,14:55,2,10,NYG 20,13,10,Kirk Cousins pass complete short right to T.J. Hockenson for 5 yards (tackle by Landon Collins and Fabian Moreau),3.690,3.700
4,14:18,3,5,NYG 15,13,16,"Kirk Cousins pass complete short left to T.J. Hockenson for 15 yards, touchdown",3.700,7.000
4,14:12,,,NYG 15,13,17,Greg Joseph kicks extra point good,0.000,0.000
4,14:12,,,MIN 35,13,17,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,14:12,1,10,NYG 25,13,17,Daniel Jones pass complete short right to Isaiah Hodgins for 17 yards (tackle by Duke Shelley),0.610,1.730
4,13:33,1,10,NYG 42,13,17,Daniel Jones pass complete short left to Richie James for 14 yards (tackle by Duke Shelley),1.730,2.650
4,12:59,1,10,MIN 44,13,17,Daniel Jones pass complete short right to Richie James for 4 yards (tackle by Duke Shelley),2.650,2.650
4,12:22,2,6,MIN 40,13,17,Daniel Jones pass complete short right to Darius Slayton for 8 yards (tackle by Patrick Peterson),2.650,3.450
4,11:45,1,10,MIN 32,13,17,Daniel Jones pass short middle intended for Isaiah Hodgins is intercepted by Patrick Peterson at MIN-18 and returned for 11 yards (tackle by Andrew Thomas),3.450,-0.870
4,11:42,1,10,MIN 29,13,17,Dalvin Cook left tackle for 6 yards (tackle by Micah McFadden),0.870,1.140
4,11:08,2,4,MIN 35,13,17,Alexander Mattison right guard for 13 yards (tackle by Jason Pinnock and Jaylon Smith),1.140,2.130
4,10:37,1,10,MIN 48,13,17,Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by Jihad Ward),2.130,1.580
4,10:30,2,10,MIN 48,13,17,Kirk Cousins pass complete short right to T.J. Hockenson for 7 yards (tackle by Tony Jefferson),1.580,1.820
4,9:51,3,3,NYG 45,13,17,Kirk Cousins pass complete short left to K.J. Osborn for 1 yard (tackle by Darnay Holmes),1.820,0.330
4,9:01,,,,,,Timeout #1 by Minnesota Vikings,,
4,9:01,4,2,NYG 44,13,17,Kirk Cousins pass incomplete deep right intended for Justin Jefferson (defended by Darnay Holmes),0.330,-1.860
4,8:55,1,10,NYG 44,13,17,Daniel Jones pass complete short left to Saquon Barkley for 6 yards (tackle by Duke Shelley),1.860,2.190
4,8:30,2,4,MIN 49,13,17,Saquon Barkley right tackle for 7 yards (tackle by Danielle Hunter),2.190,2.790
4,7:51,1,10,MIN 42,13,17,Daniel Jones pass complete short left to Saquon Barkley for 5 yards (tackle by Eric Kendricks and Harrison Smith),2.790,2.920
4,7:15,2,5,MIN 37,13,17,Saquon Barkley left end for no gain (tackle by Harrison Phillips),2.920,2.210
4,6:34,3,5,MIN 37,13,17,Daniel Jones pass incomplete short left intended for Richie James,2.210,0.790
4,6:29,4,5,MIN 37,16,17,Graham Gano 55 yard field goal good,0.790,3.000
4,6:24,,,NYG 35,16,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,6:24,1,10,MIN 25,16,17,Dalvin Cook left end for no gain (tackle by Dexter Lawrence and Micah McFadden),0.610,0.060
4,5:47,2,10,MIN 25,16,17,Kirk Cousins sacked by Jaylon Smith for -7 yards,0.060,-1.720
4,5:16,3,17,MIN 18,16,17,Kirk Cousins pass complete short left to T.J. Hockenson for 9 yards (tackle by Julian Love),-1.720,-1.570
4,4:40,4,8,MIN 27,16,17,"Ryan Wright punts 52 yards, returned by Richie James for 4 yards (tackle by Kris Boyd and Patrick Jones)",-1.570,-0.610
4,4:24,1,10,NYG 25,16,17,Daniel Jones pass complete short right to Saquon Barkley for 1 yard (tackle by Eric Kendricks),0.610,0.200
4,4:17,2,9,NYG 26,16,17,Daniel Jones pass complete short right to Isaiah Hodgins for 5 yards (tackle by Harrison Smith),0.200,0.170
4,4:14,3,4,NYG 31,16,17,Daniel Jones pass incomplete short left intended for Isaiah Hodgins (defended by Jordan Hicks),0.170,-1.310
4,4:10,4,4,NYG 31,16,17,"Jamie Gillan punts blocked by Josh Metellus, recovered by Julian Love at NYG-23 and returned for 8 yards (tackle by Troy Dye)",-1.310,-3.640
4,4:02,,,,,,Timeout #2 by Minnesota Vikings,,
4,4:02,1,10,NYG 29,16,17,Dalvin Cook left tackle for 4 yards (tackle by Jihad Ward and Jaylon Smith),3.640,3.640
4,3:33,2,6,NYG 25,16,17,Kirk Cousins pass complete short right to K.J. Osborn for 8 yards (tackle by Jaylon Smith),3.640,4.440
4,3:30,1,10,NYG 17,16,17,Kirk Cousins pass incomplete short middle intended for Dalvin Cook (defended by Dexter Lawrence),4.440,3.850
4,3:12,2,10,NYG 17,16,17,Kirk Cousins pass complete short left to Justin Jefferson for no gain (tackle by Landon Collins),3.850,3.460
4,3:06,,,,,,Timeout #1 by New York Giants,,
4,3:06,3,6,NYG 17,16,23,"Kirk Cousins pass complete deep middle to Justin Jefferson for 17 yards, touchdown",3.460,7.000
4,3:00,,,NYG 15,16,24,Greg Joseph kicks extra point good,0.000,0.000
4,3:00,,,MIN 35,16,24,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,3:00,1,10,NYG 25,16,24,Daniel Jones pass complete short right to Richie James for 8 yards (tackle by Eric Kendricks),0.610,1.140
4,2:36,2,2,NYG 33,16,24,Daniel Jones pass incomplete short middle intended for Richie James,1.140,0.430
4,2:31,3,2,NYG 33,16,24,Daniel Jones pass complete short left to Darius Slayton for 32 yards (tackle by Camryn Bynum),0.430,2.920
4,2:23,1,10,MIN 40,16,24,Daniel Jones pass incomplete short left intended for Saquon Barkley,2.920,2.700
4,2:19,2,10,MIN 35,16,24,Daniel Jones pass incomplete short middle intended for Richie James (defended by Khyiris Tonga),2.700,2.010
4,2:15,3,10,MIN 35,16,24,Daniel Jones scrambles right end for 8 yards (tackle by Josh Metellus),2.010,1.800
4,2:07,4,2,MIN 27,22,24,"Saquon Barkley left guard for 27 yards, touchdown",1.800,7.000
4,2:01,,,MIN 2,24,24,Two Point Attempt: Daniel Jones pass complete to to Daniel Bellinger for no gain,1.000,1.000
4,2:01,,,NYG 35,24,24,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,2:01,1,10,MIN 25,24,24,Kirk Cousins pass incomplete short left intended for Justin Jefferson,0.610,0.060
4,1:57,2,10,MIN 25,24,24,Kirk Cousins pass complete to T.J. Hockenson for 1 yard (tackle by Nick McCloud),0.060,-0.430
4,1:17,3,8,MIN 26,24,24,Kirk Cousins pass complete deep left to Justin Jefferson for 16 yards (tackle by Darnay Holmes),-0.430,1.730
4,0:47,1,10,MIN 42,24,24,Kirk Cousins pass complete short middle to Dalvin Cook for 6 yards (tackle by Jihad Ward),1.730,1.930
4,0:29,2,5,MIN 48,24,24,Kirk Cousins sacked by Landon Collins for -7 yards,1.930,0.300
4,0:19,,,,,,Timeout #3 by Minnesota Vikings,,
4,0:19,3,12,MIN 41,24,24,Kirk Cousins pass complete short right to Justin Jefferson for 17 yards (tackle by Julian Love),0.300,2.790
4,0:04,1,10,NYG 42,24,24,Kirk Cousins spiked the ball,2.790,2.240
4,0:04,,,,,,Timeout #2 by New York Giants,,
4,0:04,2,10,NYG 42,24,27,Greg Joseph 61 yard field goal good,2.240,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
