Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
1,8:28,1,10,MIN 13,0,0,Alfred Morris left end for -3 yards (tackle by Everson Griffen and Sharrif Floyd),4.710,3.620
1,7:48,2,13,MIN 16,0,0,Robert Griffin sacked by Anthony Barr for -8 yards,3.620,2.010
1,7:04,3,21,MIN 24,0,0,Alfred Morris right guard for 6 yards (tackle by Anthony Barr),2.010,2.250
1,6:21,4,15,MIN 18,3,0,Kai Forbath 36 yard field goal good,2.250,3.000
1,6:21,,,WAS 35,3,0,"Kai Forbath kicks off 58 yards, returned by MarQueis Gray for 14 yards (tackle by Adam Hayward)",0.000,-0.340
1,6:16,1,10,MIN 21,3,0,Jerick McKinnon right tackle for no gain (tackle by Bashaud Breeland),0.340,-0.200
1,5:40,2,10,MIN 21,3,0,Teddy Bridgewater pass complete deep left to Greg Jennings for 17 yards (tackle by David Amerson),-0.200,1.470
1,5:05,1,10,MIN 38,3,0,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson,1.470,0.920
1,5:02,2,10,MIN 38,3,0,Teddy Bridgewater pass incomplete deep left intended for Cordarrelle Patterson,0.920,0.230
1,4:51,3,10,MIN 38,3,0,Teddy Bridgewater pass complete short left to Matt Asiata for 10 yards (tackle by David Amerson),0.230,2.130
1,4:12,1,10,MIN 48,3,0,Jerick McKinnon up the middle for 2 yards (tackle by Stephen Bowen),2.130,1.850
1,3:31,2,8,,3,0,Teddy Bridgewater sacked by Trent Murphy for -9 yards,1.850,-0.030
1,2:52,3,17,MIN 41,3,0,Teddy Bridgewater pass complete short right to Matt Asiata for 11 yards (tackle by Bashaud Breeland),-0.030,0.070
1,2:16,4,6,WAS 48,3,0,"Jeff Locke punts 39 yards, fair catch by Andre Roberts",0.070,0.380
1,2:08,1,10,WAS 9,3,0,Robert Griffin pass complete deep right to DeSean Jackson for 45 yards (tackle by Harrison Smith),-0.380,2.520
1,1:41,1,10,MIN 46,3,0,Alfred Morris up the middle for 9 yards (tackle by Robert Blanton),2.520,3.190
1,1:06,2,1,MIN 37,3,0,Alfred Morris left tackle for 14 yards (tackle by Chad Greenway),3.190,4.040
1,0:31,1,10,MIN 23,3,0,Alfred Morris left end for 4 yards (tackle by Everson Griffen),4.040,4.050
Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,MIN 19,3,0,Robert Griffin pass incomplete short left intended for Andre Roberts,4.050,3.340
2,14:56,3,6,MIN 19,3,0,"Robert Griffin pass incomplete deep left intended for Jordan Reed. Penalty on Marcus Sherels: Illegal Contact, 5 yards (no play)",3.340,4.650
2,14:51,1,10,MIN 14,9,0,"Alfred Morris right end for 14 yards, touchdown",4.650,7.000
2,14:51,,,MIN 2,10,0,Kai Forbath kicks extra point good,0.000,0.000
2,14:51,,,WAS 35,10,0,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
2,14:46,1,10,MIN 20,10,0,Matt Asiata up the middle for 4 yards (tackle by Keenan Robinson),0.280,0.270
2,14:11,2,6,MIN 24,10,0,Teddy Bridgewater pass complete short left to Cordarrelle Patterson for 9 yards (tackle by David Amerson),0.270,1.140
2,13:38,1,10,MIN 33,10,0,Teddy Bridgewater pass incomplete deep middle intended for Cordarrelle Patterson (defended by Bashaud Breeland),1.140,0.590
2,13:32,2,10,MIN 33,10,0,Matt Asiata left tackle for 1 yard (tackle by Ryan Clark),0.590,0.040
2,12:52,3,9,MIN 34,10,0,"Teddy Bridgewater pass complete short left to Matt Asiata for 8 yards (tackle by Keenan Robinson). Penalty on Phil Loadholt: Offensive Holding, 10 yards (no play)",0.040,-1.290
2,12:31,3,19,MIN 24,10,0,"Penalty on Ryan Kerrigan: Neutral Zone Infraction, 5 yards (no play)",-1.290,-0.620
2,12:12,3,14,MIN 29,10,0,Teddy Bridgewater sacked by Jason Hatcher for -7 yards,-0.620,-1.900
2,11:34,4,21,MIN 22,10,0,"Jeff Locke punts 50 yards, returned by Andre Roberts for no gain",-1.900,-0.810
2,11:27,1,10,WAS 28,10,0,Robert Griffin pass complete short right to Pierre Garcon for 5 yards (tackle by Harrison Smith),0.810,0.940
2,11:03,2,5,WAS 33,10,0,Robert Griffin pass complete short right to Niles Paul for 4 yards (tackle by Harrison Smith),0.940,0.760
2,10:36,3,1,WAS 37,10,0,Robert Griffin for 4 yards,0.760,1.660
2,10:13,1,10,WAS 41,10,0,Alfred Morris right tackle for 5 yards (tackle by Captain Munnerlyn),1.660,1.800
2,9:39,2,5,WAS 46,10,0,Robert Griffin pass incomplete short right intended for DeSean Jackson,1.800,1.090
2,9:35,3,5,WAS 46,10,0,"Penalty on Sharrif Floyd: Encroachment, 4 yards (no play)",1.090,1.620
2,9:35,3,1,,10,0,Roy Helu left end for -2 yards (tackle by Everson Griffen),1.620,-0.190
2,9:01,4,3,WAS 48,10,0,"Tress Way punts 36 yards, returned by Marcus Sherels for 8 yards (tackle by Adam Hayward). Penalty on Robert Blanton: Illegal Block Above the Waist, 10 yards",-0.190,0.280
2,8:52,1,10,MIN 14,10,0,Jerick McKinnon right end for 2 yards (tackle by Jarvis Jenkins),-0.280,-0.510
2,8:10,2,8,MIN 16,10,0,Teddy Bridgewater pass incomplete short right intended for Cordarrelle Patterson (defended by Bashaud Breeland),-0.510,-1.160
2,8:07,3,8,MIN 16,10,0,Teddy Bridgewater pass complete short right to Chase Ford for 15 yards,-1.160,1.000
2,7:33,1,10,MIN 31,10,0,Teddy Bridgewater pass complete short right to Rhett Ellison for no gain,1.000,0.460
2,6:59,2,10,MIN 31,10,0,Teddy Bridgewater pass complete short middle to Greg Jennings for 11 yards (tackle by Brandon Meriweather),0.460,1.730
2,6:16,1,10,MIN 42,10,0,"Penalty on Charles Johnson: False Start, 5 yards (no play)",1.730,1.400
2,5:57,1,15,MIN 37,10,0,Teddy Bridgewater pass incomplete deep left intended for Chase Ford,1.400,0.510
2,5:50,2,15,MIN 37,10,0,Teddy Bridgewater pass complete short right to Jerick McKinnon for -4 yards (tackle by Perry Riley),0.510,-0.690
2,5:05,3,19,MIN 33,10,0,Teddy Bridgewater pass complete short left to Rhett Ellison for 2 yards (tackle by Perry Riley),-0.690,-1.040
2,4:27,4,17,MIN 35,10,0,"Jeff Locke punts 39 yards, returned by Andre Roberts for no gain",-1.040,-0.670
2,4:19,1,10,WAS 26,10,0,Robert Griffin pass incomplete short left intended for Alfred Morris,0.670,0.130
2,4:14,2,10,WAS 26,10,0,Alfred Morris left end for 1 yard (tackle by Harrison Smith),0.130,-0.430
2,3:46,3,9,WAS 27,10,0,Robert Griffin pass incomplete deep left intended for Pierre Garcon (defended by Xavier Rhodes),-0.430,-1.570
2,3:35,4,9,WAS 27,10,0,"Tress Way punts 49 yards, fair catch by Marcus Sherels",-1.570,-0.540
2,3:27,1,10,MIN 24,10,0,Teddy Bridgewater pass complete short right to Greg Jennings for 7 yards (tackle by David Amerson),0.540,0.940
2,2:57,2,3,MIN 31,10,0,Teddy Bridgewater pass complete short left to Jarius Wright for 8 yards (tackle by David Amerson),0.940,1.530
2,2:18,1,10,MIN 39,10,0,Teddy Bridgewater pass incomplete deep left intended for Cordarrelle Patterson (defended by David Amerson),1.530,0.990
,,,,,,,"WAS challenged the incomplete pass ruling, and the play was upheld.",,
2,2:10,2,10,MIN 39,10,0,Jerick McKinnon up the middle for 6 yards (tackle by Keenan Robinson and Perry Riley),0.990,1.090
2,2:00,3,4,MIN 45,10,0,Teddy Bridgewater pass complete short right to Chase Ford for 8 yards (tackle by Brandon Meriweather),1.090,2.460
2,1:34,1,10,WAS 47,10,0,Teddy Bridgewater pass complete short middle to Matt Asiata for 6 yards (tackle by Perry Riley),2.460,2.460
2,1:28,1,10,WAS 47,10,0,Timeout #1 by Minnesota Vikings,2.460,2.720
2,1:28,2,4,WAS 41,10,0,Teddy Bridgewater pass incomplete deep right intended for Jarius Wright,2.720,2.720
2,1:20,2,4,WAS 41,10,0,Timeout #2 by Minnesota Vikings,2.720,2.010
2,1:20,3,4,WAS 41,10,0,Teddy Bridgewater pass complete short left to Chase Ford for 2 yards (tackle by Ryan Clark),2.010,0.660
2,1:12,4,2,WAS 39,10,0,Teddy Bridgewater pass incomplete short right intended for Jarius Wright. Penalty on Matt Kalil: Ineligible Downfield Pass (Declined),0.660,-1.530
2,1:04,1,10,WAS 39,10,0,Robert Griffin pass incomplete short left intended for Andre Roberts is intercepted by Captain Munnerlyn at WAS-47 and returned for 1 yard,1.530,-2.520
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,0:59,1,10,WAS 46,10,0,Teddy Bridgewater pass complete deep left to Greg Jennings for 22 yards,2.520,3.970
2,0:54,1,10,WAS 24,10,0,Teddy Bridgewater pass incomplete short left intended for Matt Asiata,3.970,3.430
2,0:48,2,10,WAS 24,10,0,Teddy Bridgewater pass complete short left to Matt Asiata for 4 yards (tackle by Ryan Clark),3.430,3.270
2,0:41,3,6,WAS 20,10,6,"Teddy Bridgewater pass complete deep left to Chase Ford for 20 yards, touchdown",3.270,7.000
2,0:41,,,WAS 2,10,7,Blair Walsh kicks extra point good,0.000,0.000
2,0:41,,,MIN 35,10,7,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,0:36,1,10,WAS 20,10,7,Robert Griffin kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,10,7,"Blair Walsh kicks off 66 yards, returned by Andre Roberts for 19 yards (tackle by Adam Thielen)",0.000,0.040
3,14:55,1,10,WAS 18,10,7,Alfred Morris up the middle for 2 yards (tackle by Sharrif Floyd),0.040,-0.130
3,14:19,2,8,WAS 20,10,7,Robert Griffin sacked by Everson Griffen for 0 yards,-0.130,-0.910
3,13:48,3,8,WAS 20,10,7,Robert Griffin sacked by Chad Greenway for -10 yards,-0.910,-2.490
3,13:14,4,18,WAS 10,10,7,"Tress Way punts 57 yards, muffed catch by Marcus Sherels, recovered by Andrew Sendejo and returned for no gain. Penalty on Akeem Davis: Player Out of Bounds on Punt, 5 yards (no play)",-2.490,-2.490
3,13:07,4,23,WAS 5,10,7,"Tress Way punts 51 yards, fair catch by Marcus Sherels",-2.490,-1.860
3,12:59,1,10,MIN 44,10,7,Jerick McKinnon left end for 1 yard (tackle by Ryan Clark),1.860,1.450
3,12:26,2,9,MIN 45,10,7,"Teddy Bridgewater pass complete short right to Jerick McKinnon for 15 yards (tackle by Ryan Clark). Penalty on Keenan Robinson: Roughing the Passer, 15 yards",1.450,3.910
3,12:07,1,10,WAS 25,10,7,Teddy Bridgewater pass incomplete short right intended for Jerick McKinnon,3.910,3.360
3,11:59,2,10,WAS 25,10,7,Jerick McKinnon up the middle for 15 yards (tackle by Keenan Robinson and Perry Riley),3.360,4.910
3,11:21,1,10,WAS 10,10,7,Jerick McKinnon up the middle for 9 yards (tackle by Keenan Robinson),4.910,5.910
3,10:44,2,1,WAS 1,10,13,"Matt Asiata right guard for 1 yard, touchdown",5.910,7.000
3,10:44,,,WAS 2,10,14,Blair Walsh kicks extra point good,0.000,0.000
3,10:44,,,MIN 35,10,14,"Blair Walsh kicks off 66 yards, returned by Andre Roberts for 45 yards (tackle by Audie Cole)",0.000,-1.860
3,10:36,1,10,WAS 44,10,14,Robert Griffin sacked by Brian Robison for -4 yards,1.860,0.780
3,9:53,2,14,WAS 40,10,14,Robert Griffin pass complete short left to Roy Helu for 10 yards (tackle by Robert Blanton),0.780,1.420
3,9:12,3,4,,10,14,Robert Griffin pass complete short middle to Jordan Reed for 17 yards (tackle by Harrison Smith),1.420,3.380
3,8:30,1,10,MIN 33,10,14,Robert Griffin pass incomplete deep right intended for Andre Roberts,3.380,2.840
3,8:24,2,10,MIN 33,10,14,Alfred Morris right end for 9 yards (tackle by Robert Blanton and Chad Greenway),2.840,3.340
3,7:44,3,1,MIN 24,10,14,"Robert Griffin right end for -2 yards (tackle by Harrison Smith). Penalty on Harrison Smith: Unnecessary Roughness, 13 yards",3.340,4.710
3,7:28,1,10,MIN 13,16,14,"Robert Griffin pass complete short right to DeSean Jackson for 13 yards, touchdown",4.710,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,7:28,,,MIN 2,17,14,Kai Forbath kicks extra point good,0.000,0.000
3,7:28,,,WAS 35,17,14,"Kai Forbath kicks off 72 yards, returned by Cordarrelle Patterson for 17 yards (tackle by Adam Hayward)",0.000,0.380
3,7:17,1,10,MIN 10,17,14,Jerick McKinnon up the middle for 5 yards (tackle by Trent Murphy),-0.380,-0.350
3,6:49,2,5,MIN 15,17,14,Jerick McKinnon up the middle for 4 yards (tackle by Keenan Robinson),-0.350,-0.370
3,6:06,3,1,MIN 19,17,14,Matt Asiata up the middle for no gain (tackle by Chris Baker and Bashaud Breeland),-0.370,-2.140
3,5:28,4,1,MIN 19,17,14,"Jeff Locke punts 32 yards, fair catch by Andre Roberts",-2.140,-2.190
3,5:23,1,10,WAS 49,17,14,Robert Griffin pass complete short left to Niles Paul for 14 yards (tackle by Xavier Rhodes),2.190,3.120
3,4:53,1,10,MIN 37,17,14,"Alfred Morris left tackle for 6 yards (tackle by Jasper Brinkley and Chad Greenway). Penalty on Corey Wootton: Illegal Use of Hands, 5 yards",3.120,3.840
3,4:35,1,10,MIN 26,17,14,Alfred Morris right tackle for 8 yards (tackle by Josh Robinson),3.840,4.450
3,3:52,2,2,MIN 18,17,14,Robert Griffin pass incomplete short right intended for Roy Helu,4.450,3.750
3,3:49,3,2,MIN 18,17,14,Roy Helu up the middle for 3 yards (tackle by Linval Joseph),3.750,4.580
3,3:12,1,10,MIN 15,17,14,Robert Griffin right end for 9 yards (tackle by Brian Robison),4.580,5.600
3,2:43,2,1,MIN 6,17,14,Alfred Morris right guard for -2 yards (tackle by Anthony Barr),5.600,4.450
3,2:04,3,3,MIN 8,17,14,Robert Griffin pass incomplete short right intended for DeSean Jackson,4.450,2.980
3,2:00,4,3,MIN 8,20,14,Kai Forbath 26 yard field goal good,2.980,3.000
3,2:00,,,WAS 35,20,14,"Kai Forbath kicks off 62 yards, returned by Cordarrelle Patterson for 21 yards (tackle by Everette Brown)",0.000,-0.540
3,1:52,1,10,MIN 24,20,14,Teddy Bridgewater pass incomplete deep left intended for Greg Jennings,0.540,0.000
3,1:47,2,10,MIN 24,20,14,Teddy Bridgewater pass complete short right to Charles Johnson for 13 yards (tackle by Ryan Clark),0.000,1.400
3,1:10,1,10,MIN 37,20,14,Teddy Bridgewater for 16 yards,1.400,2.460
3,0:41,1,10,WAS 47,20,14,Teddy Bridgewater pass complete short right to Greg Jennings for 13 yards (tackle by Bashaud Breeland),2.460,3.310
3,0:07,1,10,WAS 34,20,14,Matt Asiata left end for 5 yards (tackle by Perry Riley),3.310,3.450
Quarter,Time,Down,ToGo,Location,WAS,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,WAS 29,20,14,Matt Asiata up the middle for 4 yards (tackle by Ryan Kerrigan),3.450,3.270
4,14:21,3,1,WAS 25,20,14,Teddy Bridgewater right end for 3 yards (tackle by Keenan Robinson),3.270,4.110
4,13:44,1,10,WAS 22,20,14,Teddy Bridgewater pass incomplete deep left intended for Chase Ford,4.110,3.560
4,13:39,2,10,WAS 22,20,14,Teddy Bridgewater pass complete short left to Rhett Ellison for 15 yards (tackle by Perry Riley),3.560,5.600
4,13:04,1,7,WAS 7,20,20,"Matt Asiata up the middle for 7 yards, touchdown",5.600,7.000
4,13:04,,,WAS 2,20,21,Blair Walsh kicks extra point good,0.000,0.000
4,13:04,,,MIN 35,20,21,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,13:00,1,10,WAS 20,20,21,"Penalty on Logan Paulsen: False Start, 5 yards (no play)",0.280,-0.310
4,13:00,1,15,WAS 15,20,21,Alfred Morris right end for 8 yards (tackle by Chad Greenway and Sharrif Floyd),-0.310,0.140
4,12:16,2,7,WAS 23,20,21,Robert Griffin pass complete deep right to DeSean Jackson for 56 yards (tackle by Robert Blanton),0.140,4.170
4,11:39,1,10,MIN 21,20,21,Alfred Morris left tackle for 3 yards (tackle by Sharrif Floyd and Chad Greenway),4.170,4.040
4,11:00,2,7,MIN 18,20,21,Robert Griffin pass complete short left to Alfred Morris for 2 yards (tackle by Everson Griffen),4.040,3.630
4,10:17,3,5,MIN 16,20,21,Robert Griffin pass complete short left to Roy Helu for 8 yards (tackle by Harrison Smith),3.630,5.370
4,10:01,1,8,MIN 8,20,21,Robert Griffin left tackle for -3 yards (tackle by Everson Griffen),5.370,4.020
4,9:22,2,11,MIN 11,20,21,"Robert Griffin pass complete short right to DeSean Jackson for 6 yards (tackle by Josh Robinson). Penalty on Linval Joseph: Roughing the Passer, 3 yards",4.020,6.740
4,9:05,1,2,MIN 2,26,21,"Alfred Morris up the middle for 2 yards, touchdown",6.740,7.000
4,9:05,,,,26,21,"Two Point Attempt: Robert Griffin up the middle, conversion fails",0.000,-1.000
4,9:05,,,WAS 35,26,21,"Kai Forbath kicks off 70 yards, returned by Cordarrelle Patterson for 32 yards (tackle by William Compton)",0.000,-0.740
4,8:55,1,10,MIN 27,26,21,Teddy Bridgewater pass complete short middle to Jerick McKinnon for 3 yards (tackle by Perry Riley),0.740,0.600
4,8:19,2,7,MIN 30,26,21,Teddy Bridgewater pass complete short left to Rhett Ellison for 13 yards (tackle by Ryan Clark),0.600,1.800
4,7:34,1,10,MIN 43,26,21,Teddy Bridgewater pass incomplete deep left intended for Greg Jennings,1.800,1.250
4,7:25,2,10,MIN 43,26,21,Teddy Bridgewater pass incomplete short right intended for Greg Jennings,1.250,0.560
4,7:22,3,10,MIN 43,26,21,Teddy Bridgewater pass complete deep right to Jarius Wright for 21 yards (tackle by Brandon Meriweather),0.560,3.180
4,6:52,1,10,WAS 36,26,21,Teddy Bridgewater pass complete deep left to Chase Ford for 21 yards (tackle by Brandon Meriweather),3.180,4.580
4,6:38,1,10,WAS 15,26,21,Jerick McKinnon right tackle for no gain (tackle by Chris Baker and Jarvis Jenkins),4.580,3.950
4,5:59,2,10,WAS 15,26,21,Jerick McKinnon up the middle for 5 yards (tackle by Ryan Kerrigan),3.950,4.000
4,5:22,3,5,WAS 10,26,21,Teddy Bridgewater pass complete short left to Greg Jennings for 6 yards (tackle by Bashaud Breeland),4.000,6.280
4,4:40,1,4,WAS 4,26,21,Matt Asiata left guard for 2 yards (tackle by Chris Baker),6.280,5.720
4,4:10,2,2,WAS 2,26,21,Matt Asiata right guard for 1 yard (tackle by Trent Murphy and Perry Riley),5.720,5.170
4,3:31,3,1,WAS 1,26,27,"Matt Asiata right tackle for 1 yard, touchdown",5.170,7.000
4,3:31,,,,26,29,"Two Point Attempt: Matt Asiata up the middle, conversion succeeds",0.000,1.000
4,3:31,,,MIN 35,26,29,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,3:27,1,10,WAS 20,26,29,"Robert Griffin sacked by Sharrif Floyd for -4 yards. Penalty on Captain Munnerlyn: Illegal Contact, 5 yards (no play)",0.280,0.610
4,3:04,1,10,WAS 25,26,29,Robert Griffin pass complete short left to Andre Roberts for 9 yards,0.610,1.280
4,2:48,2,1,WAS 34,26,29,Roy Helu right end for 5 yards (tackle by Robert Blanton),1.280,1.530
4,2:14,1,10,WAS 39,26,29,"Robert Griffin pass complete short right to DeSean Jackson for 8 yards. Penalty on DeSean Jackson: Offensive Pass Interference, 10 yards (no play)",1.530,0.870
4,2:09,1,20,WAS 29,26,29,Robert Griffin pass complete short right to Roy Helu for 4 yards (tackle by Anthony Barr),0.870,0.180
4,2:00,2,16,WAS 33,26,29,Robert Griffin sacked by Sharrif Floyd and Tom Johnson for -4 yards,0.180,-1.020
4,1:24,3,20,WAS 29,26,29,Robert Griffin up the middle for 14 yards (tackle by Chad Greenway),-1.020,-1.020
4,1:14,3,20,WAS 29,26,29,Timeout #1 by Washington Redskins,-1.020,-0.520
4,1:14,4,6,WAS 43,26,29,"Robert Griffin pass incomplete deep right intended for Jordan Reed. Penalty on Shawn Lauvao: Offensive Holding (Offsetting), Penalty on Harrison Smith: Defensive Holding (Offsetting) (no play)",-0.520,-0.520
4,1:09,4,6,WAS 43,26,29,Robert Griffin pass incomplete short middle intended for Pierre Garcon,-0.520,-2.720
4,1:05,1,10,WAS 43,26,29,Jerick McKinnon up the middle for 6 yards (tackle by Keenan Robinson),2.720,2.720
4,1:01,1,10,WAS 43,26,29,Timeout #2 by Washington Redskins,2.720,2.990
4,1:01,2,4,WAS 37,26,29,Jerick McKinnon up the middle for no gain (tackle by Trent Murphy),2.990,2.990
4,0:56,2,4,WAS 37,26,29,Timeout #3 by Washington Redskins,2.990,2.280
4,0:56,3,4,WAS 37,26,29,Teddy Bridgewater up the middle for 1 yard (tackle by Keenan Robinson),2.280,2.280
4,0:12,3,4,WAS 37,26,29,Timeout #1 by Minnesota Vikings,2.280,0.890
4,0:12,4,3,WAS 36,26,29,"Jeff Locke punts 36 yards, touchback",0.890,-0.280
4,0:06,1,10,WAS 20,26,29,Robert Griffin pass incomplete deep right intended for DeSean Jackson,0.280,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
